#1						
double Tset(8760,7)						
3600	305.15	294.15	299.15	301.15	297.15	297.15
7200	305.15	294.15	299.15	301.15	297.15	297.15
10800	305.15	294.15	299.15	301.15	297.15	297.15
14400	305.15	294.15	299.15	301.15	297.15	297.15
18000	305.15	294.15	299.15	301.15	297.15	297.15
21600	305.15	294.15	299.15	301.15	297.15	297.15
25200	305.15	294.15	299.15	301.15	297.15	297.15
28800	305.15	294.15	299.15	301.15	297.15	297.15
32400	305.15	294.15	299.15	301.15	297.15	297.15
36000	305.15	294.15	299.15	301.15	297.15	297.15
39600	305.15	294.15	299.15	301.15	297.15	297.15
43200	305.15	294.15	299.15	301.15	297.15	297.15
46800	305.15	294.15	299.15	301.15	297.15	297.15
50400	305.15	294.15	299.15	301.15	297.15	297.15
54000	305.15	294.15	299.15	301.15	297.15	297.15
57600	305.15	294.15	299.15	301.15	297.15	297.15
61200	305.15	294.15	299.15	301.15	297.15	297.15
64800	305.15	294.15	299.15	301.15	297.15	297.15
68400	305.15	294.15	299.15	301.15	297.15	297.15
72000	305.15	294.15	299.15	301.15	297.15	297.15
75600	305.15	294.15	299.15	301.15	297.15	297.15
79200	305.15	294.15	299.15	301.15	297.15	297.15
82800	305.15	294.15	299.15	301.15	297.15	297.15
86400	305.15	294.15	299.15	301.15	297.15	297.15
90000	305.15	294.15	299.15	301.15	297.15	297.15
93600	305.15	294.15	299.15	301.15	297.15	297.15
97200	305.15	294.15	299.15	301.15	297.15	297.15
100800	305.15	294.15	299.15	301.15	297.15	297.15
104400	305.15	294.15	299.15	301.15	297.15	297.15
108000	305.15	294.15	299.15	301.15	297.15	297.15
111600	305.15	294.15	299.15	301.15	297.15	297.15
115200	305.15	294.15	299.15	301.15	297.15	297.15
118800	305.15	294.15	299.15	301.15	297.15	297.15
122400	305.15	294.15	299.15	301.15	297.15	297.15
126000	305.15	294.15	299.15	301.15	297.15	297.15
129600	305.15	294.15	299.15	301.15	297.15	297.15
133200	305.15	294.15	299.15	301.15	297.15	297.15
136800	305.15	294.15	299.15	301.15	297.15	297.15
140400	305.15	294.15	299.15	301.15	297.15	297.15
144000	305.15	294.15	299.15	301.15	297.15	297.15
147600	305.15	294.15	299.15	301.15	297.15	297.15
151200	305.15	294.15	299.15	301.15	297.15	297.15
154800	305.15	294.15	299.15	301.15	297.15	297.15
158400	305.15	294.15	299.15	301.15	297.15	297.15
162000	305.15	294.15	299.15	301.15	297.15	297.15
165600	305.15	294.15	299.15	301.15	297.15	297.15
169200	305.15	294.15	299.15	301.15	297.15	297.15
172800	305.15	294.15	299.15	301.15	297.15	297.15
176400	305.15	294.15	299.15	301.15	297.15	297.15
180000	305.15	294.15	299.15	301.15	297.15	297.15
183600	305.15	294.15	299.15	301.15	297.15	297.15
187200	305.15	294.15	299.15	301.15	297.15	297.15
190800	305.15	294.15	299.15	301.15	297.15	297.15
194400	305.15	294.15	299.15	301.15	297.15	297.15
198000	305.15	294.15	299.15	301.15	297.15	297.15
201600	305.15	294.15	299.15	301.15	297.15	297.15
205200	305.15	294.15	299.15	301.15	297.15	297.15
