#1		
double AHU(25, 5)
0	293.15	0.45	0.55	1
3600	293.15	0.45	0.55	1
7200	293.15	0.45	0.55	1
10800	293.15	0.45	0.55	1
14400	293.15	0.45	0.55	1
18000	293.15	0.45	0.55	1
21600	293.15	0.45	0.55	1
25200	294.15	0.45	0.55	1
28800	294.15	0.45	0.55	1
32400	294.15	0.45	0.55	1
36000	294.15	0.45	0.55	1
39600	294.15	0.45	0.55	1
43200	294.15	0.45	0.55	1
46800	294.15	0.45	0.55	1
50400	294.15	0.45	0.55	1
54000	294.15	0.45	0.55	1
57600	294.15	0.45	0.55	1
61200	294.15	0.45	0.55	1
64800	294.15	0.45	0.55	1
68400	293.15	0.45	0.55	1
72000	293.15	0.45	0.55	1
75600	293.15	0.45	0.55	1
79200	293.15	0.45	0.55	1
82800	293.15	0.45	0.55	1
86400	293.15	0.45	0.55	1
