#1						
double Tset(8760,7)						
3600	293.15	299.15	299.15	305.15	295.15	294.15
7200	293.15	299.15	299.15	305.15	295.15	294.15
10800	293.15	299.15	299.15	305.15	295.15	294.15
14400	293.15	299.15	299.15	305.15	295.15	294.15
18000	293.15	299.15	299.15	305.15	295.15	294.15
21600	293.15	299.15	299.15	305.15	295.15	294.15
25200	293.15	299.15	299.15	305.15	295.15	294.15
28800	293.15	299.15	299.15	305.15	295.15	294.15
32400	293.15	299.15	299.15	305.15	295.15	294.15
36000	293.15	299.15	299.15	305.15	295.15	294.15
39600	293.15	299.15	299.15	305.15	295.15	294.15
43200	293.15	299.15	299.15	305.15	295.15	294.15
46800	293.15	299.15	299.15	305.15	295.15	294.15
50400	293.15	299.15	299.15	305.15	295.15	294.15
54000	293.15	299.15	299.15	305.15	295.15	294.15
57600	293.15	299.15	299.15	305.15	295.15	294.15
61200	293.15	299.15	299.15	305.15	295.15	294.15
64800	293.15	299.15	299.15	305.15	295.15	294.15
68400	293.15	299.15	299.15	305.15	295.15	294.15
72000	293.15	299.15	299.15	305.15	295.15	294.15
75600	293.15	299.15	299.15	305.15	295.15	294.15
79200	293.15	299.15	299.15	305.15	295.15	294.15
82800	293.15	299.15	299.15	305.15	295.15	294.15
86400	293.15	299.15	299.15	305.15	295.15	294.15
90000	293.15	299.15	299.15	305.15	295.15	294.15
93600	293.15	299.15	299.15	305.15	295.15	294.15
97200	293.15	299.15	299.15	305.15	295.15	294.15
100800	293.15	299.15	299.15	305.15	295.15	294.15
104400	293.15	299.15	299.15	305.15	295.15	294.15
108000	293.15	299.15	299.15	305.15	295.15	294.15
111600	293.15	299.15	299.15	305.15	295.15	294.15
115200	293.15	299.15	299.15	305.15	295.15	294.15
118800	293.15	299.15	299.15	305.15	295.15	294.15
122400	293.15	299.15	299.15	305.15	295.15	294.15
126000	293.15	299.15	299.15	305.15	295.15	294.15
129600	293.15	299.15	299.15	305.15	295.15	294.15
133200	293.15	299.15	299.15	305.15	295.15	294.15
