#1	
double TGround(8760,2)	
12603600	283.7
12607200	283.7
12610800	283.7
12614400	283.7
12618000	283.7
12621600	283.7
12625200	283.7
12628800	283.7
12632400	283.7
12636000	283.7
12639600	283.7
12643200	283.7
12646800	283.7
12650400	283.7
12654000	283.7
12657600	283.7
12661200	283.7
12664800	283.7
12668400	283.7
12672000	283.7
12675600	283.7
12679200	283.7
12682800	283.7
12686400	283.7
12690000	283.7
12693600	283.7
12697200	283.7
12700800	283.7
12704400	283.7
12708000	283.7
12711600	283.7
12715200	283.7
12718800	283.7
12722400	283.7
12726000	283.7
12729600	283.7
12733200	283.7
12736800	283.7
12740400	283.7
12744000	283.7
12747600	283.7
12751200	283.7
12754800	283.7
12758400	283.7
12762000	283.7
12765600	283.7
12769200	283.7
12772800	283.7
12776400	283.7
12780000	283.7
12783600	283.7
12787200	283.7
12790800	283.7
12794400	283.7
12798000	283.7
12801600	283.7
12805200	283.7
12808800	283.7
12812400	283.7
12816000	283.7
12819600	283.7
12823200	283.7
12826800	283.7
12830400	283.7
12834000	283.7
12837600	283.7
12841200	283.7
12844800	283.7
12848400	283.7
12852000	283.7
12855600	283.7
12859200	283.7
12862800	283.7
12866400	283.7
12870000	283.7
12873600	283.7
12877200	283.7
12880800	283.7
12884400	283.7
12888000	283.7
12891600	283.7
12895200	283.7
12898800	283.7
12902400	283.7
12906000	283.7
12909600	283.7
12913200	283.7
12916800	283.7
12920400	283.7
12924000	283.7
12927600	283.7
12931200	283.7
12934800	283.7
12938400	283.7
12942000	283.7
12945600	283.7
12949200	283.7
12952800	283.7
12956400	283.7
12960000	283.7
12963600	283.7
12967200	283.7
12970800	283.7
12974400	283.7
12978000	283.7
12981600	283.7
12985200	283.7
12988800	283.7
12992400	283.7
12996000	283.7
12999600	283.7
13003200	283.7
13006800	283.7
13010400	283.7
13014000	283.7
13017600	283.7
13021200	283.7
13024800	283.7
13028400	283.7
13032000	283.7
13035600	283.7
13039200	283.7
13042800	283.7
13046400	283.7
13050000	283.7
13053600	283.7
13057200	283.7
13060800	283.7
13064400	283.7
13068000	283.7
13071600	283.7
13075200	283.7
13078800	283.7
13082400	283.7
13086000	283.7
13089600	283.7
13093200	283.7
13096800	283.7
13100400	283.7
13104000	283.7
13107600	283.7
13111200	283.7
13114800	283.7
13118400	283.7
13122000	283.7
13125600	283.7
13129200	283.7
13132800	283.7
13136400	283.7
13140000	283.7
13143600	283.7
13147200	283.7
13150800	283.7
13154400	283.7
13158000	283.7
13161600	283.7
13165200	283.7
13168800	283.7
13172400	283.7
13176000	283.7
13179600	283.7
13183200	283.7
13186800	283.7
13190400	283.7
13194000	283.7
13197600	283.7
13201200	283.7
13204800	283.7
13208400	283.7
13212000	283.7
13215600	283.7
13219200	283.7
13222800	283.7
13226400	283.7
13230000	283.7
13233600	283.7
13237200	283.7
13240800	283.7
13244400	283.7
13248000	283.7
13251600	283.7
13255200	283.7
13258800	283.7
13262400	283.7
13266000	283.7
13269600	283.7
13273200	283.7
13276800	283.7
13280400	283.7
13284000	283.7
13287600	283.7
13291200	283.7
13294800	283.7
13298400	283.7
13302000	283.7
13305600	283.7
13309200	283.7
13312800	283.7
13316400	283.7
13320000	283.7
13323600	283.7
13327200	283.7
13330800	283.7
13334400	283.7
13338000	283.7
13341600	283.7
13345200	283.7
13348800	283.7
13352400	283.7
13356000	283.7
13359600	283.7
13363200	283.7
13366800	283.7
13370400	283.7
13374000	283.7
13377600	283.7
13381200	283.7
13384800	283.7
13388400	283.7
13392000	283.7
13395600	283.7
13399200	283.7
13402800	283.7
13406400	283.7
13410000	283.7
13413600	283.7
13417200	283.7
13420800	283.7
13424400	283.7
13428000	283.7
13431600	283.7
13435200	283.7
13438800	283.7
13442400	283.7
13446000	283.7
13449600	283.7
13453200	283.7
13456800	283.7
13460400	283.7
13464000	283.7
13467600	283.7
13471200	283.7
13474800	283.7
13478400	283.7
13482000	283.7
13485600	283.7
13489200	283.7
13492800	283.7
13496400	283.7
13500000	283.7
13503600	283.7
13507200	283.7
13510800	283.7
13514400	283.7
13518000	283.7
13521600	283.7
13525200	283.7
13528800	283.7
13532400	283.7
13536000	283.7
13539600	283.7
13543200	283.7
13546800	283.7
13550400	283.7
13554000	283.7
13557600	283.7
13561200	283.7
13564800	283.7
13568400	283.7
13572000	283.7
13575600	283.7
13579200	283.7
13582800	283.7
13586400	283.7
13590000	283.7
13593600	283.7
13597200	283.7
13600800	283.7
13604400	283.7
13608000	283.7
13611600	283.7
13615200	283.7
13618800	283.7
13622400	283.7
13626000	283.7
13629600	283.7
13633200	283.7
13636800	283.7
13640400	283.7
13644000	283.7
13647600	283.7
13651200	283.7
13654800	283.7
13658400	283.7
13662000	283.7
13665600	283.7
13669200	283.7
13672800	283.7
13676400	283.7
13680000	283.7
13683600	283.7
13687200	283.7
13690800	283.7
13694400	283.7
13698000	283.7
13701600	283.7
13705200	283.7
13708800	283.7
13712400	283.7
13716000	283.7
13719600	283.7
13723200	283.7
13726800	283.7
13730400	283.7
13734000	283.7
13737600	283.7
13741200	283.7
13744800	283.7
13748400	283.7
13752000	283.7
13755600	283.7
13759200	283.7
13762800	283.7
13766400	283.7
13770000	283.7
13773600	283.7
13777200	283.7
13780800	283.7
13784400	283.7
13788000	283.7
13791600	283.7
13795200	283.7
13798800	283.7
13802400	283.7
13806000	283.7
13809600	283.7
13813200	283.7
13816800	283.7
13820400	283.7
13824000	283.7
13827600	283.7
13831200	283.7
13834800	283.7
13838400	283.7
13842000	283.7
13845600	283.7
13849200	283.7
13852800	283.7
13856400	283.7
13860000	283.7
13863600	283.7
13867200	283.7
13870800	283.7
13874400	283.7
13878000	283.7
13881600	283.7
13885200	283.7
13888800	283.7
13892400	283.7
13896000	283.7
13899600	283.7
13903200	283.7
13906800	283.7
13910400	283.7
13914000	283.7
13917600	283.7
13921200	283.7
13924800	283.7
13928400	283.7
13932000	283.7
13935600	283.7
13939200	283.7
13942800	283.7
13946400	283.7
13950000	283.7
13953600	283.7
13957200	283.7
13960800	283.7
13964400	283.7
13968000	283.7
13971600	283.7
13975200	283.7
13978800	283.7
13982400	283.7
13986000	283.7
13989600	283.7
13993200	283.7
13996800	283.7
14000400	283.7
14004000	283.7
14007600	283.7
14011200	283.7
14014800	283.7
14018400	283.7
14022000	283.7
14025600	283.7
14029200	283.7
14032800	283.7
14036400	283.7
14040000	283.7
14043600	283.7
14047200	283.7
14050800	283.7
14054400	283.7
14058000	283.7
14061600	283.7
14065200	283.7
14068800	283.7
14072400	283.7
14076000	283.7
14079600	283.7
14083200	283.7
14086800	283.7
14090400	283.7
14094000	283.7
14097600	283.7
14101200	283.7
14104800	283.7
14108400	283.7
14112000	283.7
14115600	283.7
14119200	283.7
14122800	283.7
14126400	283.7
14130000	283.7
14133600	283.7
14137200	283.7
14140800	283.7
14144400	283.7
14148000	283.7
14151600	283.7
14155200	283.7
14158800	283.7
14162400	283.7
14166000	283.7
14169600	283.7
14173200	283.7
14176800	283.7
14180400	283.7
14184000	283.7
14187600	283.7
14191200	283.7
14194800	283.7
14198400	283.7
14202000	283.7
14205600	283.7
14209200	283.7
14212800	283.7
14216400	283.7
14220000	283.7
14223600	283.7
14227200	283.7
14230800	283.7
14234400	283.7
14238000	283.7
14241600	283.7
14245200	283.7
14248800	283.7
14252400	283.7
14256000	283.7
14259600	283.7
14263200	283.7
14266800	283.7
14270400	283.7
14274000	283.7
14277600	283.7
14281200	283.7
14284800	283.7
14288400	283.7
14292000	283.7
14295600	283.7
14299200	283.7
14302800	283.7
14306400	283.7
14310000	283.7
14313600	283.7
14317200	283.7
14320800	283.7
14324400	283.7
14328000	283.7
14331600	283.7
14335200	283.7
14338800	283.7
14342400	283.7
14346000	283.7
14349600	283.7
14353200	283.7
14356800	283.7
14360400	283.7
14364000	283.7
14367600	283.7
14371200	283.7
14374800	283.7
14378400	283.7
14382000	283.7
14385600	283.7
14389200	283.7
14392800	283.7
14396400	283.7
14400000	283.7
14403600	283.7
14407200	283.7
14410800	283.7
14414400	283.7
14418000	283.7
14421600	283.7
14425200	283.7
14428800	283.7
14432400	283.7
14436000	283.7
14439600	283.7
14443200	283.7
14446800	283.7
14450400	283.7
14454000	283.7
14457600	283.7
14461200	283.7
14464800	283.7
14468400	283.7
14472000	283.7
14475600	283.7
14479200	283.7
14482800	283.7
14486400	283.7
14490000	283.7
14493600	283.7
14497200	283.7
14500800	283.7
14504400	283.7
14508000	283.7
14511600	283.7
14515200	283.7
14518800	283.7
14522400	283.7
14526000	283.7
14529600	283.7
14533200	283.7
14536800	283.7
14540400	283.7
14544000	283.7
14547600	283.7
14551200	283.7
14554800	283.7
14558400	283.7
14562000	283.7
14565600	283.7
14569200	283.7
14572800	283.7
14576400	283.7
14580000	283.7
14583600	283.7
14587200	283.7
14590800	283.7
14594400	283.7
14598000	283.7
14601600	283.7
14605200	283.7
14608800	283.7
14612400	283.7
14616000	283.7
14619600	283.7
14623200	283.7
14626800	283.7
14630400	283.7
14634000	283.7
14637600	283.7
14641200	283.7
14644800	283.7
14648400	283.7
14652000	283.7
14655600	283.7
14659200	283.7
14662800	283.7
14666400	283.7
14670000	283.7
14673600	283.7
14677200	283.7
14680800	283.7
14684400	283.7
14688000	283.7
14691600	283.7
14695200	283.7
14698800	283.7
14702400	283.7
14706000	283.7
14709600	283.7
14713200	283.7
14716800	283.7
14720400	283.7
14724000	283.7
14727600	283.7
14731200	283.7
14734800	283.7
14738400	283.7
14742000	283.7
14745600	283.7
14749200	283.7
14752800	283.7
14756400	283.7
14760000	283.7
14763600	283.7
14767200	283.7
14770800	283.7
14774400	283.7
14778000	283.7
14781600	283.7
14785200	283.7
14788800	283.7
14792400	283.7
14796000	283.7
14799600	283.7
14803200	283.7
14806800	283.7
14810400	283.7
14814000	283.7
14817600	283.7
14821200	283.7
14824800	283.7
14828400	283.7
14832000	283.7
14835600	283.7
14839200	283.7
14842800	283.7
14846400	283.7
14850000	283.7
14853600	283.7
14857200	283.7
14860800	283.7
14864400	283.7
14868000	283.7
14871600	283.7
14875200	283.7
14878800	283.7
14882400	283.7
14886000	283.7
14889600	283.7
14893200	283.7
14896800	283.7
14900400	283.7
14904000	283.7
14907600	283.7
14911200	283.7
14914800	283.7
14918400	283.7
14922000	283.7
14925600	283.7
14929200	283.7
14932800	283.7
14936400	283.7
14940000	283.7
14943600	283.7
14947200	283.7
14950800	283.7
14954400	283.7
14958000	283.7
14961600	283.7
14965200	283.7
14968800	283.7
14972400	283.7
14976000	283.7
14979600	283.7
14983200	283.7
14986800	283.7
14990400	283.7
14994000	283.7
14997600	283.7
15001200	283.7
15004800	283.7
15008400	283.7
15012000	283.7
15015600	283.7
15019200	283.7
15022800	283.7
15026400	283.7
15030000	283.7
15033600	283.7
15037200	283.7
15040800	283.7
15044400	283.7
15048000	283.7
15051600	283.7
15055200	283.7
15058800	283.7
15062400	283.7
15066000	283.7
15069600	283.7
15073200	283.7
15076800	283.7
15080400	283.7
15084000	283.7
15087600	283.7
15091200	283.7
15094800	283.7
15098400	283.7
15102000	283.7
15105600	283.7
15109200	283.7
15112800	283.7
15116400	283.7
15120000	283.7
15123600	283.7
15127200	283.7
15130800	283.7
15134400	283.7
15138000	283.7
15141600	283.7
15145200	283.7
15148800	283.7
15152400	283.7
15156000	283.7
15159600	283.7
15163200	283.7
15166800	283.7
15170400	283.7
15174000	283.7
15177600	283.7
15181200	283.7
15184800	283.7
15188400	283.7
15192000	283.7
15195600	283.7
15199200	283.7
15202800	283.7
15206400	283.7
15210000	283.7
15213600	283.7
15217200	283.7
15220800	283.7
15224400	283.7
15228000	283.7
15231600	283.7
15235200	283.7
15238800	283.7
15242400	283.7
15246000	283.7
15249600	283.7
15253200	283.7
15256800	283.7
15260400	283.7
15264000	283.7
15267600	283.7
15271200	283.7
15274800	283.7
15278400	283.7
15282000	283.7
15285600	283.7
15289200	283.7
15292800	283.7
15296400	283.7
15300000	283.7
15303600	283.7
15307200	283.7
15310800	283.7
15314400	283.7
15318000	283.7
15321600	283.7
15325200	283.7
15328800	283.7
15332400	283.7
15336000	283.7
15339600	283.7
15343200	283.7
15346800	283.7
15350400	283.7
15354000	283.7
15357600	283.7
15361200	283.7
15364800	283.7
15368400	283.7
15372000	283.7
15375600	283.7
15379200	283.7
15382800	283.7
15386400	283.7
15390000	283.7
15393600	283.7
15397200	283.7
15400800	283.7
15404400	283.7
15408000	283.7
15411600	283.7
15415200	283.7
15418800	283.7
15422400	283.7
15426000	283.7
15429600	283.7
15433200	283.7
15436800	283.7
15440400	283.7
15444000	283.7
15447600	283.7
15451200	283.7
15454800	283.7
15458400	283.7
15462000	283.7
15465600	283.7
15469200	283.7
15472800	283.7
15476400	283.7
15480000	283.7
15483600	283.7
15487200	283.7
15490800	283.7
15494400	283.7
15498000	283.7
15501600	283.7
15505200	283.7
15508800	283.7
15512400	283.7
15516000	283.7
15519600	283.7
15523200	283.7
15526800	283.7
15530400	283.7
15534000	283.7
15537600	283.7
15541200	283.7
15544800	283.7
15548400	283.7
15552000	283.7
15555600	283.7
15559200	283.7
15562800	283.7
15566400	283.7
15570000	283.7
15573600	283.7
15577200	283.7
15580800	283.7
15584400	283.7
15588000	283.7
15591600	283.7
15595200	283.7
15598800	283.7
15602400	283.7
15606000	283.7
15609600	283.7
15613200	283.7
15616800	283.7
15620400	283.7
15624000	283.7
15627600	283.7
15631200	283.7
15634800	283.7
15638400	283.7
15642000	283.7
15645600	283.7
15649200	283.7
15652800	283.7
15656400	283.7
15660000	283.7
15663600	283.7
15667200	283.7
15670800	283.7
15674400	283.7
15678000	283.7
15681600	283.7
15685200	283.7
15688800	283.7
15692400	283.7
15696000	283.7
15699600	283.7
15703200	283.7
15706800	283.7
15710400	283.7
15714000	283.7
15717600	283.7
15721200	283.7
15724800	283.7
15728400	283.7
15732000	283.7
15735600	283.7
15739200	283.7
15742800	283.7
15746400	283.7
15750000	283.7
15753600	283.7
15757200	283.7
15760800	283.7
15764400	283.7
15768000	283.7
15771600	283.7
15775200	283.7
15778800	283.7
15782400	283.7
15786000	283.7
15789600	283.7
15793200	283.7
15796800	283.7
15800400	283.7
15804000	283.7
15807600	283.7
15811200	283.7
15814800	283.7
15818400	283.7
15822000	283.7
15825600	283.7
15829200	283.7
15832800	283.7
15836400	283.7
15840000	283.7
15843600	283.7
15847200	283.7
15850800	283.7
15854400	283.7
15858000	283.7
15861600	283.7
15865200	283.7
15868800	283.7
15872400	283.7
15876000	283.7
15879600	283.7
15883200	283.7
15886800	283.7
15890400	283.7
15894000	283.7
15897600	283.7
15901200	283.7
15904800	283.7
15908400	283.7
15912000	283.7
15915600	283.7
15919200	283.7
15922800	283.7
15926400	283.7
15930000	283.7
15933600	283.7
15937200	283.7
15940800	283.7
15944400	283.7
15948000	283.7
15951600	283.7
15955200	283.7
15958800	283.7
15962400	283.7
15966000	283.7
15969600	283.7
15973200	283.7
15976800	283.7
15980400	283.7
15984000	283.7
15987600	283.7
15991200	283.7
15994800	283.7
15998400	283.7
16002000	283.7
16005600	283.7
16009200	283.7
16012800	283.7
16016400	283.7
16020000	283.7
16023600	283.7
16027200	283.7
16030800	283.7
16034400	283.7
16038000	283.7
16041600	283.7
16045200	283.7
16048800	283.7
16052400	283.7
16056000	283.7
16059600	283.7
16063200	283.7
16066800	283.7
16070400	283.7
16074000	283.7
16077600	283.7
16081200	283.7
16084800	283.7
16088400	283.7
16092000	283.7
16095600	283.7
16099200	283.7
16102800	283.7
16106400	283.7
16110000	283.7
16113600	283.7
16117200	283.7
16120800	283.7
16124400	283.7
16128000	283.7
16131600	283.7
16135200	283.7
16138800	283.7
16142400	283.7
16146000	283.7
16149600	283.7
16153200	283.7
16156800	283.7
16160400	283.7
16164000	283.7
16167600	283.7
16171200	283.7
16174800	283.7
16178400	283.7
16182000	283.7
16185600	283.7
16189200	283.7
16192800	283.7
16196400	283.7
16200000	283.7
16203600	283.7
16207200	283.7
16210800	283.7
16214400	283.7
16218000	283.7
16221600	283.7
16225200	283.7
16228800	283.7
16232400	283.7
16236000	283.7
16239600	283.7
16243200	283.7
16246800	283.7
16250400	283.7
16254000	283.7
16257600	283.7
16261200	283.7
16264800	283.7
16268400	283.7
16272000	283.7
16275600	283.7
16279200	283.7
16282800	283.7
16286400	283.7
16290000	283.7
16293600	283.7
16297200	283.7
16300800	283.7
16304400	283.7
16308000	283.7
16311600	283.7
16315200	283.7
16318800	283.7
16322400	283.7
16326000	283.7
16329600	283.7
16333200	283.7
16336800	283.7
16340400	283.7
16344000	283.7
16347600	283.7
16351200	283.7
16354800	283.7
16358400	283.7
16362000	283.7
16365600	283.7
16369200	283.7
16372800	283.7
16376400	283.7
16380000	283.7
16383600	283.7
16387200	283.7
16390800	283.7
16394400	283.7
16398000	283.7
16401600	283.7
16405200	283.7
16408800	283.7
16412400	283.7
16416000	283.7
16419600	283.7
16423200	283.7
16426800	283.7
16430400	283.7
16434000	283.7
16437600	283.7
16441200	283.7
16444800	283.7
16448400	283.7
16452000	283.7
16455600	283.7
16459200	283.7
16462800	283.7
16466400	283.7
16470000	283.7
16473600	283.7
16477200	283.7
16480800	283.7
16484400	283.7
16488000	283.7
16491600	283.7
16495200	283.7
16498800	283.7
16502400	283.7
16506000	283.7
16509600	283.7
16513200	283.7
16516800	283.7
16520400	283.7
16524000	283.7
16527600	283.7
16531200	283.7
16534800	283.7
16538400	283.7
16542000	283.7
16545600	283.7
16549200	283.7
16552800	283.7
16556400	283.7
16560000	283.7
16563600	283.7
16567200	283.7
16570800	283.7
16574400	283.7
16578000	283.7
16581600	283.7
16585200	283.7
16588800	283.7
16592400	283.7
16596000	283.7
16599600	283.7
16603200	283.7
16606800	283.7
16610400	283.7
16614000	283.7
16617600	283.7
16621200	283.7
16624800	283.7
16628400	283.7
16632000	283.7
16635600	283.7
16639200	283.7
16642800	283.7
16646400	283.7
16650000	283.7
16653600	283.7
16657200	283.7
16660800	283.7
16664400	283.7
16668000	283.7
16671600	283.7
16675200	283.7
16678800	283.7
16682400	283.7
16686000	283.7
16689600	283.7
16693200	283.7
16696800	283.7
16700400	283.7
16704000	283.7
16707600	283.7
16711200	283.7
16714800	283.7
16718400	283.7
16722000	283.7
16725600	283.7
16729200	283.7
16732800	283.7
16736400	283.7
16740000	283.7
16743600	283.7
16747200	283.7
16750800	283.7
16754400	283.7
16758000	283.7
16761600	283.7
16765200	283.7
16768800	283.7
16772400	283.7
16776000	283.7
16779600	283.7
16783200	283.7
16786800	283.7
16790400	283.7
16794000	283.7
16797600	283.7
16801200	283.7
16804800	283.7
16808400	283.7
16812000	283.7
16815600	283.7
16819200	283.7
16822800	283.7
16826400	283.7
16830000	283.7
16833600	283.7
16837200	283.7
16840800	283.7
16844400	283.7
16848000	283.7
16851600	283.7
16855200	283.7
16858800	283.7
16862400	283.7
16866000	283.7
16869600	283.7
16873200	283.7
16876800	283.7
16880400	283.7
16884000	283.7
16887600	283.7
16891200	283.7
16894800	283.7
16898400	283.7
16902000	283.7
16905600	283.7
16909200	283.7
16912800	283.7
16916400	283.7
16920000	283.7
16923600	283.7
16927200	283.7
16930800	283.7
16934400	283.7
16938000	283.7
16941600	283.7
16945200	283.7
16948800	283.7
16952400	283.7
16956000	283.7
16959600	283.7
16963200	283.7
16966800	283.7
16970400	283.7
16974000	283.7
16977600	283.7
16981200	283.7
16984800	283.7
16988400	283.7
16992000	283.7
16995600	283.7
16999200	283.7
17002800	283.7
17006400	283.7
17010000	283.7
17013600	283.7
17017200	283.7
17020800	283.7
17024400	283.7
17028000	283.7
17031600	283.7
17035200	283.7
17038800	283.7
17042400	283.7
17046000	283.7
17049600	283.7
17053200	283.7
17056800	283.7
17060400	283.7
17064000	283.7
17067600	283.7
17071200	283.7
17074800	283.7
17078400	283.7
17082000	283.7
17085600	283.7
17089200	283.7
17092800	283.7
17096400	283.7
17100000	283.7
17103600	283.7
17107200	283.7
17110800	283.7
17114400	283.7
17118000	283.7
17121600	283.7
17125200	283.7
17128800	283.7
17132400	283.7
17136000	283.7
17139600	283.7
17143200	283.7
17146800	283.7
17150400	283.7
17154000	283.7
17157600	283.7
17161200	283.7
17164800	283.7
17168400	283.7
17172000	283.7
17175600	283.7
17179200	283.7
17182800	283.7
17186400	283.7
17190000	283.7
17193600	283.7
17197200	283.7
17200800	283.7
17204400	283.7
17208000	283.7
17211600	283.7
17215200	283.7
17218800	283.7
17222400	283.7
17226000	283.7
17229600	283.7
17233200	283.7
17236800	283.7
17240400	283.7
17244000	283.7
17247600	283.7
17251200	283.7
17254800	283.7
17258400	283.7
17262000	283.7
17265600	283.7
17269200	283.7
17272800	283.7
17276400	283.7
17280000	283.7
17283600	283.7
17287200	283.7
17290800	283.7
17294400	283.7
17298000	283.7
17301600	283.7
17305200	283.7
17308800	283.7
17312400	283.7
17316000	283.7
17319600	283.7
17323200	283.7
17326800	283.7
17330400	283.7
17334000	283.7
17337600	283.7
17341200	283.7
17344800	283.7
17348400	283.7
17352000	283.7
17355600	283.7
17359200	283.7
17362800	283.7
17366400	283.7
17370000	283.7
17373600	283.7
17377200	283.7
17380800	283.7
17384400	283.7
17388000	283.7
17391600	283.7
17395200	283.7
17398800	283.7
17402400	283.7
17406000	283.7
17409600	283.7
17413200	283.7
17416800	283.7
17420400	283.7
17424000	283.7
17427600	283.7
17431200	283.7
17434800	283.7
17438400	283.7
17442000	283.7
17445600	283.7
17449200	283.7
17452800	283.7
17456400	283.7
17460000	283.7
17463600	283.7
17467200	283.7
17470800	283.7
17474400	283.7
17478000	283.7
17481600	283.7
17485200	283.7
17488800	283.7
17492400	283.7
17496000	283.7
17499600	283.7
17503200	283.7
17506800	283.7
17510400	283.7
17514000	283.7
17517600	283.7
17521200	283.7
17524800	283.7
17528400	283.7
17532000	283.7
17535600	283.7
17539200	283.7
17542800	283.7
17546400	283.7
17550000	283.7
17553600	283.7
17557200	283.7
17560800	283.7
17564400	283.7
17568000	283.7
17571600	283.7
17575200	283.7
17578800	283.7
17582400	283.7
17586000	283.7
17589600	283.7
17593200	283.7
17596800	283.7
17600400	283.7
17604000	283.7
17607600	283.7
17611200	283.7
17614800	283.7
17618400	283.7
17622000	283.7
17625600	283.7
17629200	283.7
17632800	283.7
17636400	283.7
17640000	283.7
17643600	283.7
17647200	283.7
17650800	283.7
17654400	283.7
17658000	283.7
17661600	283.7
17665200	283.7
17668800	283.7
17672400	283.7
17676000	283.7
17679600	283.7
17683200	283.7
17686800	283.7
17690400	283.7
17694000	283.7
17697600	283.7
17701200	283.7
17704800	283.7
17708400	283.7
17712000	283.7
17715600	283.7
17719200	283.7
17722800	283.7
17726400	283.7
17730000	283.7
17733600	283.7
17737200	283.7
17740800	283.7
17744400	283.7
17748000	283.7
17751600	283.7
17755200	283.7
17758800	283.7
17762400	283.7
17766000	283.7
17769600	283.7
17773200	283.7
17776800	283.7
17780400	283.7
17784000	283.7
17787600	283.7
17791200	283.7
17794800	283.7
17798400	283.7
17802000	283.7
17805600	283.7
17809200	283.7
17812800	283.7
17816400	283.7
17820000	283.7
17823600	283.7
17827200	283.7
17830800	283.7
17834400	283.7
17838000	283.7
17841600	283.7
17845200	283.7
17848800	283.7
17852400	283.7
17856000	283.7
17859600	283.7
17863200	283.7
17866800	283.7
17870400	283.7
17874000	283.7
17877600	283.7
17881200	283.7
17884800	283.7
17888400	283.7
17892000	283.7
17895600	283.7
17899200	283.7
17902800	283.7
17906400	283.7
17910000	283.7
17913600	283.7
17917200	283.7
17920800	283.7
17924400	283.7
17928000	283.7
17931600	283.7
17935200	283.7
17938800	283.7
17942400	283.7
17946000	283.7
17949600	283.7
17953200	283.7
17956800	283.7
17960400	283.7
17964000	283.7
17967600	283.7
17971200	283.7
17974800	283.7
17978400	283.7
17982000	283.7
17985600	283.7
17989200	283.7
17992800	283.7
17996400	283.7
18000000	283.7
18003600	283.7
18007200	283.7
18010800	283.7
18014400	283.7
18018000	283.7
18021600	283.7
18025200	283.7
18028800	283.7
18032400	283.7
18036000	283.7
18039600	283.7
18043200	283.7
18046800	283.7
18050400	283.7
18054000	283.7
18057600	283.7
18061200	283.7
18064800	283.7
18068400	283.7
18072000	283.7
18075600	283.7
18079200	283.7
18082800	283.7
18086400	283.7
18090000	283.7
18093600	283.7
18097200	283.7
18100800	283.7
18104400	283.7
18108000	283.7
18111600	283.7
18115200	283.7
18118800	283.7
18122400	283.7
18126000	283.7
18129600	283.7
18133200	283.7
18136800	283.7
18140400	283.7
18144000	283.7
18147600	283.7
18151200	283.7
18154800	283.7
18158400	283.7
18162000	283.7
18165600	283.7
18169200	283.7
18172800	283.7
18176400	283.7
18180000	283.7
18183600	283.7
18187200	283.7
18190800	283.7
18194400	283.7
18198000	283.7
18201600	283.7
18205200	283.7
18208800	283.7
18212400	283.7
18216000	283.7
18219600	283.7
18223200	283.7
18226800	283.7
18230400	283.7
18234000	283.7
18237600	283.7
18241200	283.7
18244800	283.7
18248400	283.7
18252000	283.7
18255600	283.7
18259200	283.7
18262800	283.7
18266400	283.7
18270000	283.7
18273600	283.7
18277200	283.7
18280800	283.7
18284400	283.7
18288000	283.7
18291600	283.7
18295200	283.7
18298800	283.7
18302400	283.7
18306000	283.7
18309600	283.7
18313200	283.7
18316800	283.7
18320400	283.7
18324000	283.7
18327600	283.7
18331200	283.7
18334800	283.7
18338400	283.7
18342000	283.7
18345600	283.7
18349200	283.7
18352800	283.7
18356400	283.7
18360000	283.7
18363600	283.7
18367200	283.7
18370800	283.7
18374400	283.7
18378000	283.7
18381600	283.7
18385200	283.7
18388800	283.7
18392400	283.7
18396000	283.7
18399600	283.7
18403200	283.7
18406800	283.7
18410400	283.7
18414000	283.7
18417600	283.7
18421200	283.7
18424800	283.7
18428400	283.7
18432000	283.7
18435600	283.7
18439200	283.7
18442800	283.7
18446400	283.7
18450000	283.7
18453600	283.7
18457200	283.7
18460800	283.7
18464400	283.7
18468000	283.7
18471600	283.7
18475200	283.7
18478800	283.7
18482400	283.7
18486000	283.7
18489600	283.7
18493200	283.7
18496800	283.7
18500400	283.7
18504000	283.7
18507600	283.7
18511200	283.7
18514800	283.7
18518400	283.7
18522000	283.7
18525600	283.7
18529200	283.7
18532800	283.7
18536400	283.7
18540000	283.7
18543600	283.7
18547200	283.7
18550800	283.7
18554400	283.7
18558000	283.7
18561600	283.7
18565200	283.7
18568800	283.7
18572400	283.7
18576000	283.7
18579600	283.7
18583200	283.7
18586800	283.7
18590400	283.7
18594000	283.7
18597600	283.7
18601200	283.7
18604800	283.7
18608400	283.7
18612000	283.7
18615600	283.7
18619200	283.7
18622800	283.7
18626400	283.7
18630000	283.7
18633600	283.7
18637200	283.7
18640800	283.7
18644400	283.7
18648000	283.7
18651600	283.7
18655200	283.7
18658800	283.7
18662400	283.7
18666000	283.7
18669600	283.7
18673200	283.7
18676800	283.7
18680400	283.7
18684000	283.7
18687600	283.7
18691200	283.7
18694800	283.7
18698400	283.7
18702000	283.7
18705600	283.7
18709200	283.7
18712800	283.7
18716400	283.7
18720000	283.7
18723600	283.7
18727200	283.7
18730800	283.7
18734400	283.7
18738000	283.7
18741600	283.7
18745200	283.7
18748800	283.7
18752400	283.7
18756000	283.7
18759600	283.7
18763200	283.7
18766800	283.7
18770400	283.7
18774000	283.7
18777600	283.7
18781200	283.7
18784800	283.7
18788400	283.7
18792000	283.7
18795600	283.7
18799200	283.7
18802800	283.7
18806400	283.7
18810000	283.7
18813600	283.7
18817200	283.7
18820800	283.7
18824400	283.7
18828000	283.7
18831600	283.7
18835200	283.7
18838800	283.7
18842400	283.7
18846000	283.7
18849600	283.7
18853200	283.7
18856800	283.7
18860400	283.7
18864000	283.7
18867600	283.7
18871200	283.7
18874800	283.7
18878400	283.7
18882000	283.7
18885600	283.7
18889200	283.7
18892800	283.7
