#1						
double Tset(8760,7)						
3600	299.15	301.15	301.15	305.15	299.15	307.15
7200	299.15	301.15	301.15	305.15	299.15	307.15
10800	299.15	301.15	301.15	305.15	299.15	307.15
14400	299.15	301.15	301.15	305.15	299.15	307.15
18000	299.15	301.15	301.15	305.15	299.15	307.15
21600	299.15	301.15	301.15	305.15	299.15	307.15
25200	299.15	301.15	301.15	305.15	299.15	307.15
28800	299.15	301.15	301.15	305.15	299.15	307.15
32400	299.15	301.15	301.15	305.15	299.15	307.15
36000	299.15	301.15	301.15	305.15	299.15	307.15
39600	299.15	301.15	301.15	305.15	299.15	307.15
43200	299.15	301.15	301.15	305.15	299.15	307.15
46800	299.15	301.15	301.15	305.15	299.15	307.15
50400	299.15	301.15	301.15	305.15	299.15	307.15
54000	299.15	301.15	301.15	305.15	299.15	307.15
57600	299.15	301.15	301.15	305.15	299.15	307.15
61200	299.15	301.15	301.15	305.15	299.15	307.15
64800	299.15	301.15	301.15	305.15	299.15	307.15
68400	299.15	301.15	301.15	305.15	299.15	307.15
72000	299.15	301.15	301.15	305.15	299.15	307.15
75600	299.15	301.15	301.15	305.15	299.15	307.15
79200	299.15	301.15	301.15	305.15	299.15	307.15
82800	299.15	301.15	301.15	305.15	299.15	307.15
86400	299.15	301.15	301.15	305.15	299.15	307.15
90000	299.15	301.15	301.15	305.15	299.15	307.15
93600	299.15	301.15	301.15	305.15	299.15	307.15
97200	299.15	301.15	301.15	305.15	299.15	307.15
100800	299.15	301.15	301.15	305.15	299.15	307.15
104400	299.15	301.15	301.15	305.15	299.15	307.15
108000	299.15	301.15	301.15	305.15	299.15	307.15
111600	299.15	301.15	301.15	305.15	299.15	307.15
115200	299.15	301.15	301.15	305.15	299.15	307.15
118800	299.15	301.15	301.15	305.15	299.15	307.15
122400	299.15	301.15	301.15	305.15	299.15	307.15
126000	299.15	301.15	301.15	305.15	299.15	307.15
129600	299.15	301.15	301.15	305.15	299.15	307.15
133200	299.15	301.15	301.15	305.15	299.15	307.15
136800	299.15	301.15	301.15	305.15	299.15	307.15
140400	299.15	301.15	301.15	305.15	299.15	307.15
144000	299.15	301.15	301.15	305.15	299.15	307.15
147600	299.15	301.15	301.15	305.15	299.15	307.15
151200	299.15	301.15	301.15	305.15	299.15	307.15
154800	299.15	301.15	301.15	305.15	299.15	307.15
158400	299.15	301.15	301.15	305.15	299.15	307.15
162000	299.15	301.15	301.15	305.15	299.15	307.15
165600	299.15	301.15	301.15	305.15	299.15	307.15
169200	299.15	301.15	301.15	305.15	299.15	307.15
172800	299.15	301.15	301.15	305.15	299.15	307.15
