#1
double measurement(2928, 8)
#Time	Office2	Office3	Office4	Office5	Office6	Hall1	Hall2
8164800	298.8930052	296.1916181	295.6379126	294.3388691	291.5731012	293.012717	299.8468116
8175600	299.1664921	296.203014	295.6516468	294.3357221	291.3216759	292.282464	299.5138728
8186400	299.1161266	296.0645948	295.7356932	294.3705776	291.088092	291.7913296	299.765942
8197200	299.0112458	296.2406083	295.6715936	294.2568691	290.8581445	291.4679708	299.7219653
8208000	298.9662422	296.1283522	295.676618	294.3342192	290.6691903	291.1884395	299.5757225
8218800	298.9583472	296.1762606	295.6502604	294.405246	290.5044344	290.9632945	299.55
8229600	299.027485	296.2305776	295.7500284	294.3355486	290.3654331	290.8213046	299.55
8240400	298.9637566	296.1126372	295.6242894	294.3741735	290.187449	290.6046241	299.6221739
8251200	298.8826081	296.2493925	295.741907	294.3264053	290.1188109	290.5343474	299.814058
8262000	299.0157386	296.1580284	295.660927	294.3390458	290.0077741	290.3949275	299.8875723
8272800	299.0604329	296.1556064	295.6747971	294.3369359	289.7630632	290.0404623	299.7089595
8283600	299.1271381	296.1710978	295.6626295	294.3426296	289.4865314	289.6592486	299.550289
8294400	299.0612132	296.1818781	295.7635254	294.340491	289.2397684	289.3531794	299.4618497
8305200	298.9893346	296.169508	295.6849128	294.2997683	289.0229272	289.1439306	299.4575362
8316000	298.7799704	296.1472749	295.5876227	294.3639415	288.8686703	289.0335257	299.5945087
8326800	298.4876006	296.2118203	295.6645659	294.316936	288.9011268	289.135797	299.9589595
8337600	298.2710978	296.1381497	295.711589	294.4059822	289.0229766	289.4361273	300.3277457
8348400	298.7811555	296.2450573	295.7697105	294.4043637	289.3587569	290.164451	300.3390173
8359200	298.7798838	296.1428318	295.612196	294.2763001	289.5161559	290.5609823	300.2523188
8370000	298.5332942	296.2603762	295.7563473	294.3456807	289.541275	290.6777458	300.1849711
8380800	298.4830719	296.0969359	295.6227452	294.2916758	289.6052886	290.6236993	300.0601156
8391600	298.4856931	296.2793058	295.7523694	294.3834099	289.719075	290.7378262	300.0508671
8402400	298.3660977	296.1613001	295.6936411	294.34341	290.5856066	291.9017341	300.15
8413200	298.2028029	296.2785543	295.7253752	294.383092	291.2989302	292.9248556	298.9998551
8424000	298.484782	296.1314777	295.642898	294.3573618	291.4724343	293.4569569	296.634104
8434800	298.8122248	296.15104	296.4486699	294.3078031	291.3911267	293.8658964	298.5708092
8445600	298.8013578	296.1849995	296.6180631	294.3477163	291.2735255	293.4069364	298.0282609
8456400	298.906695	296.1600284	296.672956	294.3817677	291.1149559	293.4560691	297.5638728
8467200	299.0504329	296.1826006	296.5545081	294.3421094	291.0325718	293.1984056	298.6115607
8478000	299.0043347	296.1458954	296.6201151	294.3156643	290.9126874	292.6517339	298.7861272
8488800	299.03393	296.1643347	296.6408087	294.3617626	291.2763003	293.216763	298.9254335
8499600	299.2525716	295.6519937	296.6263289	294.3280054	291.6669072	293.0924853	299.1685507
8510400	298.9920574	294.7203762	296.5975067	294.3539127	292.128956	293.2054915	298.6991329
8521200	299.466589	294.6046238	296.5941035	294.3728897	291.9402888	293.2526091	297.0190751
8532000	299.1770514	294.7813868	296.6723405	294.3793637	291.7614158	293.0684968	297.8687861
8542800	299.0576583	294.7099128	296.5134966	294.2769938	291.6089302	292.7679194	298.850289
8553600	299.0866757	294.6795661	296.6376296	294.3859126	291.4626372	292.4618494	298.95
8564400	299.144753	294.7296227	296.5758256	294.3144793	291.3385546	292.2218843	298.9794798
8575200	299.0061153	294.7318257	296.6066952	294.3715937	291.4176518	292.0555069	298.95
8586000	299.4339704	294.7132169	296.2603762	294.3884343	291.8283764	292.1288404	299.1297101
8596800	298.1365211	294.7324344	295.6336807	294.3279706	291.8946662	292.5604344	298.1642442
8607600	294.447104	294.7828652	295.7006561	294.2978801	291.900328	292.6389881	297.2770833
8618400	294.9763868	294.6689591	295.7303463	294.3223406	291.6686412	292.3963769	298.3566474
8629200	294.9297096	294.731101	295.6837966	294.3791589	291.4913038	292.0233329	298.7117391
8640000	294.9037568	294.7576585	295.6935543	294.3111556	291.3678611	291.8491333	298.8476879
8650800	294.9573329	294.6616228	295.7178835	294.3593329	291.268898	291.7775367	298.8876812
8661600	294.9881209	294.7524851	295.7200572	294.3149706	291.3379478	291.9739882	298.95
8672400	294.9450938	294.7575153	295.7042761	294.3926411	291.5530814	292.2195925	299.1105016
8683200	294.9289879	294.7901151	295.7397105	294.2925792	291.8937098	292.5216758	298.9398551
8694000	294.9202314	294.6277677	295.7126081	294.3616181	291.5889014	292.4488402	299.8858382
8704800	294.9650573	294.720144	295.6683473	294.3182314	291.4224344	292.2430638	299.6186957
8715600	294.9457387	294.6994777	295.7443636	294.4019649	291.2879767	291.9085507	299.6430636
8726400	294.9302597	294.7283232	295.6617047	294.3356065	291.1816229	291.6791909	299.3891304
8737200	294.9214488	294.7083473	295.7633038	294.3597677	291.1039593	291.5427532	298.5739884
8748000	294.9294214	294.7552886	295.6741613	294.2761845	291.3707512	291.902312	299.1691304
8758800	294.9599126	294.7725502	295.7459994	294.3964633	291.3003764	292.9560868	299.3635838
8769600	294.9541036	294.7467048	295.7040168	294.3507799	291.1945375	292.8523127	297.9105797
8780400	294.9574778	294.6958256	295.6430139	294.275188	291.1274488	292.8439137	296.8127168
8791200	294.9317337	294.6844505	295.741907	294.42841	291.0280343	292.6231213	298.5653623
8802000	294.9437097	294.7391009	295.7015068	294.2699126	290.8771879	292.3508696	298.9421965
8812800	294.9080053	294.6756354	295.7306064	294.4015024	290.7332078	292.0731211	298.95
8823600	294.9407532	294.779101	295.6524633	294.2802314	290.6829562	292.0815939	298.9635838
8834400	294.9898551	294.7168203	295.7299416	294.4102597	290.5998842	292.0167625	299.0601156
8845200	294.9580285	294.6954198	295.7319415	294.3617387	290.6628112	292.1166665	298.5995652
8856000	294.9027452	294.7577741	295.6618203	294.3281498	290.9830922	292.2352604	298.9945087
8866800	294.9513908	294.6708691	295.7451878	294.269159	290.685275	292.1097101	298.8314493
8877600	294.9660111	294.7803463	295.7335833	294.412514	290.5427453	291.8482664	299.3442197
8888400	294.9317387	294.6695357	295.7138545	294.3003764	290.4779705	291.7946382	299.4497101
8899200	294.9190458	294.7891613	295.7203174	294.3247394	290.4436411	291.7815034	299.3679191
8910000	294.9650429	294.6675648	295.7152168	294.3860865	290.3983766	291.7636236	299.3705797
8920800	294.9147972	294.7752885	295.6845948	294.3265314	290.3608667	291.7919081	299.3549133
8931600	294.9754488	294.6660285	295.6898255	294.3167531	290.3310432	291.7800583	299.4033333
8942400	294.9462712	294.7516469	295.6837278	294.3368204	290.3030053	291.7847831	298.3895954
8953200	294.9057798	294.74604	295.7476295	294.3348551	290.2595082	291.7578039	298.9442029
8964000	294.9949561	294.7018256	295.7263762	294.3756228	290.1795359	291.7157974	299.15
8974800	294.926329	294.7404619	295.6774561	294.371936	290.0267626	291.5208088	299.1300578
8985600	294.9404053	294.7477096	295.7611588	294.3303763	289.8617678	291.3523128	299.05
8996400	294.9098261	294.6597394	295.6831497	294.3441325	289.7987566	291.6253623	299.1008671
9007200	294.987225	294.7206354	295.6716757	294.2871671	290.1071011	292.3286128	298.9410145
9018000	294.9126082	294.7239995	295.7746661	294.4748401	290.7177453	292.6673914	299.4754335
9028800	295.0138724	296.0852018	295.6847105	294.3468493	291.659884	292.9413293	297.8647826
9039600	294.9169271	295.0019705	295.6943473	294.255159	290.925101	292.300725	297.7537572
9050400	294.9185545	295.1252307	295.7003752	294.3460689	290.6011268	292.0471095	298.1630058
9061200	294.9659822	295.0460574	295.7927821	294.3843763	290.3188982	291.6202313	298.7213043
9072000	294.8953618	295.1287567	295.6290168	294.3015891	290.0336124	291.1578261	298.75
9082800	294.9937856	295.0499706	295.7668492	294.4073117	289.8243349	291.0208088	298.75
9093600	297.956985	295.0815358	295.6541444	294.4109271	290.4041156	291.7807249	298.8569565
9104400	298.0569937	295.0632943	295.9384099	296.4199706	293.1852598	292.3930637	297.8719653
9115200	298.1134777	295.0655647	295.5657386	295.6711299	293.203043	293.2181162	297.4876812
9126000	298.0261266	295.1386989	295.6795371	292.8518492	291.5252019	291.9552026	297.7884393
9136800	298.7077676	295.0062023	295.7477096	293.7286953	290.7433039	291.6083814	298.8065217
9147600	298.975115	295.1589301	295.6628319	294.3899418	290.3551151	291.1523189	298.6904624
9158400	299.1567624	295.0347683	295.7256353	294.2641903	290.1074779	290.9393062	298.6085507
9169200	299.2302892	295.1727532	295.7505212	294.4103184	289.88841	290.9105799	298.6375723
9180000	299.4667045	295.0884099	295.5258665	294.4793926	290.410231	291.666474	298.8034682
9190800	298.6277965	295.0470431	296.107014	296.5746372	293.177275	292.5294206	297.5888406
9201600	298.3633031	295.0828864	295.9003268	295.5948209	293.0665174	292.8258215	296.7145833
9212400	298.8761056	295.1330969	295.9187606	292.9074921	291.7051029	292.8414453	297.7042773
9223200	299.200898	295.0975068	296.0138255	293.6467821	291.0557678	292.1731883	298.3126087
9234000	299.3317913	295.0608955	295.9802596	294.36341	290.6002886	291.4601156	298.3030435
9244800	299.370753	295.1843474	296.0040864	294.2767532	290.2635938	290.9740578	298.2193642
9255600	299.3513578	295.167514	296.0089879	294.4617336	290.3965315	291.2566475	298.2586705
9266400	298.5130429	295.0075647	295.9502314	294.37513	291.1280286	291.9850724	298.5592754
9277200	298.0073405	295.0875429	296.0680052	295.1897683	292.7596239	292.1534681	299.3891304
9288000	298.2286662	295.0945792	295.9977386	294.5262894	292.7248401	292.767681	299.2436416
9298800	298.9545369	295.012225	295.922514	293.4145082	291.7294793	292.765029	298.8739884
9309600	298.9290718	295.1666083	295.9966661	294.3247532	291.2904345	292.2020232	299.0424638
9320400	298.9126006	295.0563	295.9639879	294.2945082	291.0991036	291.8818843	299.1427746
9331200	298.8341324	295.0814736	296.0482892	294.3559126	290.9801155	291.8656074	299.2233333
9342000	298.7798834	295.1084343	295.9383232	294.3333522	290.9263291	291.94855	299.25
9352800	298.4825212	295.1306952	296.0786661	294.3776228	291.1824635	292.0867051	298.8314493
9363600	298.6163289	295.1231787	296.0593636	294.5344215	291.996907	293.1282608	298.4618497
9374400	298.7505485	295.0413579	295.954248	294.2559821	292.6921094	293.553468	296.1833333
9385200	298.8252458	295.0704634	295.9263473	294.3040286	292.0168693	293.0613046	298.167052
9396000	299.0743058	295.174855	295.9989012	294.3172827	291.7414156	292.6913296	298.8789017
9406800	299.0295935	295.0170141	296.0042894	294.3403474	291.6046374	292.4482606	298.8517391
9417600	299.0481786	295.1453463	296.0267626	294.3437568	291.4423406	292.1702313	298.850578
9428400	299.0250428	295.0544343	295.9254198	294.3587242	291.2886664	291.9407511	298.8952174
9439200	298.9878896	295.0506643	295.9860111	294.3149995	291.1805488	291.787102	298.9783237
9450000	298.902753	295.1707532	296.0736806	294.3416517	291.1270719	291.6768787	299.1242029
9460800	298.8105774	295.0225428	295.9203462	294.3763579	291.1243058	291.704493	299.4196532
9471600	298.732666	295.1618546	296.0724343	294.3085502	291.1266951	291.7673918	298.8204348
9482400	298.7631207	295.0221672	295.8952884	294.3592193	291.094884	291.7355495	298.4184971
9493200	298.7361153	295.1427242	296.0817676	294.4042023	291.013391	291.5895951	299.1844928
9504000	298.7535254	295.0427741	295.9258954	294.3375718	290.9308956	291.4517387	299.3228324
9514800	298.8217675	295.1675937	296.049101	294.3375647	290.8942894	291.4262319	299.35
9525600	298.800404	295.0076874	295.9189012	294.3314157	290.8087823	291.35607	299.4117391
9536400	298.6080284	295.1155647	296.0272169	294.3196226	290.8471095	291.4308693	299.5644928
9547200	298.5499994	295.0622023	295.9941734	294.3213619	290.9736229	291.621884	299.8774566
9558000	298.3635255	295.0635544	295.9525717	294.3299995	290.8049129	291.3745666	300.0754335
9568800	298.3833328	295.111072	296.0227531	294.3895068	290.6134197	291.0465318	299.6517391
9579600	298.6552595	295.1550574	296.0304619	294.346647	290.4875139	290.8697105	299.5384393
9590400	298.8032075	295.0941325	296.0006353	294.339277	290.3603185	290.7734108	299.372029
9601200	299.242869	295.0968691	296.0491588	294.3736517	290.3735547	290.8740577	299.216474
9612000	299.1993346	295.2087857	296.0331208	294.6345082	291.0861844	291.3263004	299.2768786
9622800	298.6502763	294.9718149	296.3318148	297.1325226	294.3280303	292.2524613	296.8958462
9633600	297.7236806	295.1105502	295.6854198	296.5600574	294.4163474	293.1323699	296.1827536
9644400	298.5869358	295.0978608	295.8858087	293.9990746	292.7564445	293.1546378	296.8549133
9655200	298.5630341	295.0121734	295.9728401	292.7641735	291.9268401	292.0618497	297.5131884
9666000	298.716811	295.1343636	296.0700862	293.9479764	291.4614157	291.4940574	297.9378613
9676800	299.050404	295.0344215	295.9581209	294.3543059	291.1932945	291.250289	297.9772464
9687600	299.0568689	295.1880285	296.0179705	294.403014	290.993159	291.0328981	298.1089595
9698400	298.6248549	295.0658666	295.9818781	294.6855198	291.8777454	291.5728324	298.4265896
9709200	297.8495937	295.0881154	296.4682314	297.397159	295.0399416	292.3488408	298.8636232
9720000	298.0519359	295.1686412	295.6097971	297.0269648	295.0881209	293.3653177	296.2690751
9730800	298.8390429	295.0799995	295.9245792	294.2711009	293.0669851	293.122464	294.7928986
9741600	298.8259531	294.9891036	295.9886121	293.0673984	292.2558666	292.2291907	296.3028902
9752400	298.9187241	295.0786663	296.0146662	293.4967242	291.7666085	291.6279709	297.0992754
9763200	298.9284965	295.111647	296.0031209	294.314826	291.4787568	291.3806359	297.2687861
9774000	298.9357096	295.1381445	296.0113038	294.3519415	291.1828982	291.053179	297.4366667
9784800	298.2351729	295.0872249	296.0256642	294.6929475	291.6718783	290.972899	297.6789017
9795600	297.7727179	295.200582	296.3758612	297.3729399	295.0471441	292.9529125	294.4947145
9806400	297.6820257	294.8588604	295.7140115	297.0686802	295.1127084	293.9600799	294.1056898
9817200	298.8361524	294.5094959	295.9560015	294.64721	293.4304527	293.7726584	293.009375
9828000	298.82508	294.7273483	296.0093845	293.8243443	293.0115823	293.1867945	293.6012588
9838800	298.8572602	294.1495564	295.9514497	293.2425171	292.6273812	292.7685301	295.2156596
9849600	298.9450498	293.8260982	296.0319551	293.3622878	292.414153	292.5433531	295.6484879
9860400	298.8760819	293.6899491	295.9474617	294.2849744	292.2817519	292.4493944	295.9916918
9871200	298.6518725	293.5559209	296.0328493	294.3898384	292.2789323	292.4868574	296.4479839
9882000	298.867943	293.9948988	295.975564	294.3785681	292.7045157	293.052218	297.0016616
9892800	299.2236461	294.9275524	296.0337272	294.4652506	293.3095133	293.786791	296.2093193
9903600	299.0517377	294.9857222	295.9974213	294.2585905	293.1709192	293.7306638	295.6394325
9914400	299.1443243	294.5576317	295.9701365	294.2745504	292.973476	293.2727009	297.1224609
9925200	298.8272401	294.1893343	296.0435219	294.350939	292.771252	293.0103514	297.25
9936000	298.793222	294.0558198	295.9158002	294.3952926	292.679238	292.8541103	297.2964844
9946800	298.6536002	293.9563792	296.0605474	294.332661	292.6151264	292.8193365	297.3717221
9957600	298.5923823	293.9249802	296.0283003	294.3001753	292.6020698	292.81321	297.6244141
9968400	298.7153523	294.2200192	295.9960191	294.7050191	293.1165683	292.9554903	295.9868627
9979200	298.8042655	294.2974754	296.007749	294.2770446	293.2449899	293.387182	296.1654599
9990000	299.2608587	294.6354292	295.9575776	294.1006246	293.5097066	294.1302734	295.2396484
10000800	299.4803321	294.6288256	295.9607431	294.4217021	293.4925241	294.2149704	296.1552838
10011600	299.0390033	294.3759175	296.0122846	294.3292378	293.1522456	293.7734377	296.7087084
10022400	299.2335219	294.7188253	295.998199	294.3081795	293.5656747	294.2787672	296.9550781
10033200	299.3313861	294.6796676	296.0408393	294.5187105	293.5371479	294.2425782	297.1182975
10044000	298.7511149	294.3407822	296.0062617	294.1992755	293.1097255	293.825734	297.2705078
10054800	298.9822303	294.2164182	295.9921717	294.4075533	292.9880817	293.4910154	297.4190802
10065600	298.982558	294.1062692	295.9795112	294.3254096	292.8905857	293.2505875	297.6648438
10076400	298.8957528	294.040606	295.9779447	294.2917999	292.8033067	293.157045	297.75
10087200	298.8022303	293.9427003	295.9402147	294.3391385	292.7117217	293.0916013	297.8257339
10098000	298.7304682	293.8833002	295.9998432	294.3459762	292.6356833	293.0355182	297.9744141
10108800	298.7138741	293.8225629	295.9855181	294.348845	292.5681405	293.0027338	298.0190802
10119600	298.6958198	293.727812	295.9958002	294.3472065	292.4936519	292.9525434	298.05
10130400	298.6899016	293.6222891	295.9787862	294.3287666	292.4108216	292.865656	298.0912916
10141200	298.6920697	293.5817379	296.0156246	294.3966011	292.3983592	292.8486336	298.2083984
10152000	298.6016596	293.6009172	295.9954292	294.2764253	292.4478117	292.8972657	298.41875
10162800	298.6975923	293.5179251	296.0261052	294.4095103	292.364207	292.8206463	298.4879648
10173600	298.8284174	293.3958197	295.9698433	294.2994917	292.2140035	292.7304691	298.45
10184400	298.8959094	293.2803126	295.9869663	294.339569	292.082152	292.65	298.3798828
10195200	298.8684759	293.1699801	296.0281634	294.3355464	291.9421676	292.5832029	298.35
10206000	298.8373575	293.0750877	295.9405474	294.3633068	291.8489821	292.5349311	298.35
10216800	298.860722	293.0080074	296.0065229	294.3671424	291.8207826	292.4876947	298.3805284
10227600	298.671604	293.0595886	296.0148919	294.3891402	292.0822263	292.6458904	298.7113281
10238400	298.4439525	293.1913107	295.9911541	294.2732677	292.2276119	292.9128178	299.1145793
10249200	298.7981244	293.1888863	296.0374995	294.3355269	292.2098045	293.0251948	299.3228516
10260000	298.686927	293.1229351	295.941428	294.3422304	292.0925631	292.8398244	299.1691781
10270800	298.5973627	293.0945503	296.0012494	294.3549019	292.0334954	292.7775395	299.1204501
10281600	298.7132675	293.0516629	295.9759486	294.3106062	291.971702	292.7466736	299.05
10292400	298.7455072	292.9567768	296.0514057	294.4094918	291.9228122	292.7142581	299.0809198
10303200	298.9493927	292.9148919	295.9916238	294.320254	292.0315652	292.6529354	299.0677734
10314000	298.4017377	293.2199215	296.0578901	294.7271675	292.6973823	292.9048828	298.2378669
10324800	298.7150092	295.8714476	295.9790406	295.0434633	293.5240896	293.0318005	297.4550781
10335600	299.3945981	294.9639524	295.9181795	293.4065553	292.7015847	293.3576175	296.271135
10346400	299.2646088	295.0972456	296.084433	294.2057613	292.4161909	293.2276911	295.1080078
10357200	299.3363986	295.1452246	295.9596277	294.4092559	292.2245202	292.9427587	296.9954012
10368000	299.2366204	295.0845309	296.0169331	294.2902925	292.063398	292.7726567	297.5689453
10378800	299.0840111	295.1675142	295.9579447	294.3327392	291.8608217	292.5462814	297.7920744
10389600	298.9731244	295.1502924	295.9711518	294.4000385	291.9463474	292.5910154	298.1282779
10400400	298.0589427	295.2134242	296.0532285	295.4086296	293.7843244	293.1194718	298.5988281
10411200	298.8647892	295.3568825	295.9959501	295.3042591	294.1798807	294.4079523	297.5540256
10422000	298.9433936	294.892929	295.9490451	294.171402	293.4553024	294.2789386	297.1505809
10432800	299.5959496	295.6139747	296.0531613	294.4426302	293.7590452	294.7424482	297.429668
10443600	298.9644957	295.5567937	296.0033717	294.4723143	293.9854283	295.6020832	298.0379267
10454400	299.1026655	294.9028759	296.0014713	293.485155	293.2247514	294.2503363	298.1455425
10465200	299.0623696	294.6461134	295.9424366	292.9518755	292.9832659	293.7372803	298.2621441
10476000	298.8002084	294.8476334	296.0674911	294.3915129	292.9163456	293.4028032	298.408612
10486800	298.6911513	295.245108	295.9465687	294.3681464	293.1116271	293.2281305	298.1668614
10497600	299.0793	295.2221893	296.0005324	294.3024391	292.9298163	293.3391763	298.5898002
10508400	299.0235774	295.402685	295.958298	294.3705082	292.9696826	293.501042	297.8606756
10519200	299.4213947	294.6523751	296.0069015	294.2970594	292.7140194	293.2917776	298.5044472
10530000	299.3464807	295.176514	296.0274684	294.3481074	292.5334766	293.0275102	298.65
10540800	299.2138915	295.0659082	295.971958	294.3572278	292.2954766	292.7646062	298.65
10551600	299.1016356	295.1858799	295.9785211	294.3964281	292.0700162	292.5018271	298.65
10562400	299.0220824	295.1219332	296.0657339	294.3180245	291.9244145	292.2415426	298.5757261
10573200	299.3158817	295.1564986	296.0109862	294.4133012	292.3352368	292.5110056	296.3260911
10584000	299.4802696	295.1674832	296.0069147	294.3357777	292.5325345	293.0848228	297.7114739
10594800	299.1166346	295.1674588	295.9818449	294.3623257	292.5019309	293.3914592	297.0025365
10605600	299.2367402	295.0892516	295.9918516	294.3557609	292.6491893	293.6951467	295.2459002
10616400	299.0928376	295.0433272	295.9658418	294.3369953	292.8894437	294.1035268	296.1266998
10627200	299.1559164	295.2111033	296.004182	294.3014435	292.9543481	294.2196268	297.3725726
10638000	299.1697341	295.0248337	295.9413427	294.3855264	292.9816759	294.2106967	297.7176349
10648800	299.1924641	295.2285804	295.9938086	294.3336562	293.0509365	294.3031126	297.9553068
10659600	299.0977421	295.1443978	296.0314185	294.377095	293.2880245	294.550996	298.3427801
10670400	298.4225294	294.9690576	295.6743669	294.1694732	293.1685961	294.4326571	298.7037396
10681200	297.6143884	294.3238978	295.7280994	293.6716053	292.9462351	294.0898751	298.5285905
10692000	298.5163225	295.0356439	295.9981867	294.3592693	292.4266577	293.4732815	298.45
10702800	298.8332544	295.2285721	295.9332893	294.2949255	292.1572406	293.2544349	298.5252829
10713600	299.1671636	295.0704142	295.9892779	294.3702731	291.7895601	292.9807877	298.6689884
10724400	299.4308126	295.1777424	296.0570119	294.3597505	291.5838337	292.7971373	298.7506639
10735200	299.2286384	295.1043398	295.9745804	294.5153605	291.8656262	292.8209546	298.916722
10746000	299.1425388	295.1431613	296.0542069	294.9584975	292.7620079	293.1443568	299.3692531
10756800	298.9704393	295.1157753	295.9448294	294.7259746	292.9180576	293.3714762	299.7718257
10767600	299.4169152	295.2002315	295.9420356	293.2408242	292.4498706	293.5355542	299.7456186
10778400	299.2724847	295.1044664	295.996918	294.3108476	292.1718215	293.3697149	299.4777078
10789200	298.9270368	295.106986	295.999974	294.3151099	291.8412306	293.0089132	299.45
10800000	299.0476674	295.1279414	295.9783314	294.3831116	291.5545888	292.7696685	299.45
10810800	299.2667158	295.1550908	296.0695849	294.330381	291.3810784	292.5805968	299.4290041
10821600	298.7240409	295.2268875	296.0127629	294.8078335	291.8457458	291.7296679	299.562272
10832400	298.8873853	295.0226634	296.0261322	297.1334933	294.2616012	292.1586307	300.1990456
10843200	298.6244504	295.3192619	295.9432517	295.9083566	293.5854144	291.886181	299.701886
10854000	299.1213172	299.4363463	295.9151371	293.4371054	292.4186735	291.9413186	299.4353211
10864800	298.4588284	299.4627319	295.9432968	293.0709381	291.7339946	291.4225083	297.6666113
10875600	298.807597	299.3818698	296.0644467	294.33847	291.0636156	290.8308815	298.7648795
10886400	299.0293749	299.5830968	295.9426473	294.2795665	290.7946708	290.69609	298.95
10897200	298.992302	299.397198	296.0647626	294.4140644	290.5131252	290.7110975	299.0100998
10908000	298.4596008	299.4848166	295.9244015	294.7102819	291.5226906	291.495802	299.2646179
10918800	298.7619928	299.4061705	296.1445095	296.7818101	293.6462454	292.0995848	299.654402
10929600	297.7204324	295.6808821	295.7755199	295.2497247	292.9463359	292.1729809	298.184055
10940400	298.4573165	295.5373585	294.6068036	292.5179642	291.6495286	291.8893608	299.6896131
10951200	298.8149038	295.4118781	294.7623687	294.1881375	291.3384368	291.684331	299.586409
10962000	299.1744882	295.4833744	294.7030336	294.3270652	291.0476305	291.4078905	299.4059435
10972800	299.2860741	295.5471529	294.6523896	294.3667879	290.7847714	291.1447674	299.2931063
10983600	299.2656223	295.4399496	294.7041524	294.3734381	290.5401825	291.0430228	299.25
10994400	298.6682149	295.5099406	294.7427942	294.5133581	291.2020685	291.3722875	299.4237595
11005200	298.7740278	295.5452706	294.7253374	296.3197826	293.5311506	292.3224771	299.8880317
11016000	298.1788957	295.4891945	294.670539	295.2789289	293.0743232	292.7563074	299.8893361
11026800	299.1454351	295.4948957	294.752348	292.9804725	292.0491532	292.7775523	300.176473
11037600	299.1458749	295.5005305	294.6821157	293.5033605	291.5501241	292.3787137	299.9778838
11048400	299.3254019	295.5090949	294.7041323	294.3511531	291.2403897	291.9391285	299.763444
11059200	299.3656674	295.4230535	294.7001489	294.3293274	291.0060826	291.6452697	299.5927386
11070000	299.2585139	295.4982484	294.7130286	294.3692443	290.8087798	291.5371472	299.55
11080800	298.9157208	295.4827109	294.6798834	294.7299664	291.4120561	291.7339836	299.7507469
11091600	298.8792608	295.5118502	294.9554435	297.0547298	293.6798087	292.0834438	299.5655058
11102400	298.3700658	295.5670619	294.5625638	296.1166219	293.4148294	291.9259334	297.0244398
11113200	299.2398722	295.5403896	294.6660301	293.5184728	292.2702964	292.1108989	296.4380407
11124000	299.0830201	295.3627962	294.6606385	292.8345472	291.6758087	291.7320895	297.6221162
11134800	299.3721903	295.5348625	294.6881239	294.3649539	291.2360245	291.3608805	298.409668
11145600	299.4420243	295.5076426	294.747319	294.3625306	290.9517839	291.1055554	298.5786307
11156400	299.0833493	295.5023709	294.7466994	294.3076612	290.8128852	290.9576341	298.786733
11167200	298.6513024	295.4657587	294.6792526	294.3571365	290.8233273	290.9713271	299.0548133
11178000	298.8357007	295.5002818	295.4165057	294.2950618	290.7373687	291.0496677	299.4339834
11188800	298.394904	296.4610451	295.5989622	294.4321904	290.956199	291.243195	299.776805
11199600	299.432738	296.3669787	293.6262899	294.2798087	291.4407796	292.2155891	300.0174689
11210400	299.2388707	296.3551364	293.4135929	294.3231448	290.8487464	291.8039419	299.8859336
11221200	298.9568734	296.3737722	293.5004307	294.3438056	290.5144606	291.2075936	299.8457676
11232000	298.9723894	296.4621405	293.4158253	294.37029	290.3820079	291.0768877	299.9232172
11242800	298.9035513	296.3382069	293.4147464	294.3074021	290.299178	291.0463482	300.016639
11253600	298.8375762	296.4326384	293.4277257	294.3319996	290.2652358	291.0499996	300.1207054
11264400	298.6876758	296.4410867	293.3962236	294.3423232	290.4061823	291.1817014	300.3660996
11275200	298.6087546	295.4148211	293.4324477	294.391568	290.618763	291.5062187	300.436971
11286000	298.7525036	295.2597507	293.4895849	294.3526364	290.6514771	291.7219505	299.9817012
11296800	298.8830035	295.2333854	293.4404311	294.3198501	290.5767492	291.4768876	300.0882255
11307600	298.8855927	295.2427629	293.3948378	294.3301572	290.4600245	291.2714942	300.0771369
11318400	299.0579828	295.3487962	293.4166219	294.3173024	290.3686968	291.1325725	300.05
11329200	299.0104807	295.2806634	293.4770203	294.3595432	290.2975514	291.0531532	300.05
11340000	299.0141902	295.2842817	293.3772112	294.3114021	290.2417261	290.9567157	300.0713278
11350800	298.8953891	295.2688304	293.4742201	294.4224622	290.2953809	290.9949787	300.2331535
11361600	298.7930865	295.3063563	293.4015097	294.3076344	290.3422489	291.1185476	300.4038972
11372400	298.8564196	295.3881308	293.3990278	294.360581	290.3434879	291.0548959	300.3803156
11383200	298.9880176	295.1855551	293.5014506	294.2837143	290.3169567	290.9628624	300.3024481
11394000	298.9768956	295.2947962	293.4255929	294.4190784	290.1991448	291.0743151	300.25
11404800	298.9767961	295.3118336	293.3670286	294.3295348	290.1599005	291.3023653	300.25
11415600	298.925294	295.3361156	293.4483398	294.2890784	290.2411115	291.7253528	300.25
11426400	298.261792	295.3094684	293.4902319	294.3445555	290.642232	292.1620332	300.2911618
11437200	298.7763314	295.2356676	296.1812028	294.3759995	290.7252694	292.4393863	300.1106639
11448000	298.2691779	296.1169289	297.6499746	294.362207	291.1208957	292.7813958	297.3689212
11458800	298.8975482	296.5798892	298.0470139	294.2930869	291.1990073	292.891949	297.8771416
11469600	298.8557954	296.3213758	298.1344937	294.3837558	290.9216096	292.4577178	299.2457676
11480400	298.954099	296.5378503	298.3122899	294.320041	290.7789547	292.1303319	299.4563847
11491200	298.8725056	296.5209456	298.332514	294.3693605	290.7281741	291.9706632	299.5417842
