#1
double measurement(2928, 8)
#Time	Office2	Office3	Office4	Office5	Office6	Hall1	Hall2
658800	294.734423	295.7915875	295.1103766	296.064916	295.5645607	291.4	298.4072569
669600	294.4091023	295.4625321	294.7424887	296.2744278	295.235898	291.4	298.2209513
680400	294.3151195	295.3005233	294.5900068	297.269752	295.3985803	291.4	298.15
691200	294.1858777	295.1529531	294.4497529	297.2722636	295.3725049	291.4	298.15
702000	294.0098904	294.9895917	294.2943549	297.361041	295.7857387	291.4	298.15
712800	294.1329634	294.8567461	294.2110211	297.5161661	296.3271713	291.4	298.2539216
723600	295.0152673	295.8361834	295.6156114	298.5344954	297.6679676	291.4	297.1484749
734400	295.2960779	295.5465862	295.2279007	297.2695202	296.5149958	291.4	296.9375636
745200	294.4750322	295.3564531	294.6417728	296.0197596	295.2494762	291.4	295.956468
756000	294.1596868	294.958886	294.3481436	297.4042862	295.435276	291.4	297.0214702
766800	294.9492667	295.4503696	294.8010372	297.3274087	295.5413855	291.4	297.4146076
777600	294.6432461	295.3911347	294.6567215	297.1561428	295.3955277	291.4	297.6463821
788400	294.0344367	294.8610236	294.1965282	297.3691636	295.7945489	291.4	297.8523273
799200	294.1408619	294.7535141	294.2391298	297.2340212	296.0787095	291.4	298.0213353
810000	294.4327729	294.8369002	294.8538229	297.3259951	296.1113608	291.4	298.418139
820800	294.7516831	295.006901	295.1107326	297.3886279	296.0915234	291.4	298.3301887
831600	294.0532918	295.1054158	294.9054955	297.2766324	296.0043731	291.4	297.683672
842400	294.5852318	295.4978371	294.7918863	297.4269276	296.2123742	291.4	298.0244372
853200	294.6169943	295.6615562	294.7813102	297.1952565	296.0090726	291.4	298.05
864000	293.7516081	295.0885573	294.0755139	297.2797966	295.9748763	291.4	298.05
874800	293.3987377	294.8785554	293.7895278	297.2910517	296.087982	291.4	298.05
885600	293.4912152	294.6629156	293.6938347	297.2978938	296.1369654	291.4	298.1513768
896400	293.7856994	294.5523199	294.327612	297.3189327	296.0708189	291.4	298.5793391
907200	294.0789938	294.6432823	294.5579269	297.2254922	295.9894632	291.4	299.3671014
918000	293.7326518	294.5663067	295.7372551	297.2545397	296.096398	291.4	298.918913
928800	293.6071332	294.4608776	294.1825249	297.1947382	296.0484901	291.4	298.8431009
939600	293.3095003	294.2420834	293.7581978	297.3508027	296.0440473	291.4	298.8244017
950400	292.9881272	293.9571695	293.4429189	297.2835507	296.1306894	291.4	298.75
961200	292.722101	293.6722765	293.2030598	297.3232796	296.0277789	291.4	298.736357
972000	292.541331	293.4835812	293.0051227	297.3498765	296.1415262	291.4	298.8013768
982800	292.8158921	294.3889247	293.0664191	297.2656712	296.2664893	291.4	299.3409687
993600	292.9612379	293.9896158	293.133669	297.2645028	295.9425883	291.4	299.636865
1004400	292.9353581	293.83488	293.1017735	297.2922442	296.0782242	291.4	299.5808194
1015200	292.8080053	293.6813349	293.4736498	297.2865669	296.079186	291.4	299.383309
1026000	292.6806444	293.5414994	293.4063762	297.2355067	296.0155864	291.4	299.1908696
1036800	292.5640822	293.4103186	293.426062	297.0809711	296.0818848	291.4	299.1484023
1047600	292.5129075	293.3340314	293.368723	297.2617978	296.089441	291.4	299.1452104
1058400	292.470369	293.2591741	293.4544051	297.689956	296.1527604	291.4	299.1916667
1069200	292.5553584	293.436265	293.3492164	297.2156775	296.0883171	291.4	299.4935004
1080000	292.6782689	293.3715926	293.420941	297.318964	296.000376	291.4	299.65
1090800	292.5932096	293.2692371	293.3937277	296.9701884	296.0274559	291.4	299.5409687
1101600	292.5783099	293.3738285	293.4828568	297.252088	296.0661924	291.4	299.3900871
1112400	292.6238083	293.41866	293.3351191	297.3528763	296.1133545	291.4	299.35
1123200	292.6693969	293.4654825	293.4786052	297.3925848	296.0998106	291.4	299.3502182
1134000	292.7708612	293.4896883	293.3599126	297.0723601	296.0002674	291.4	299.3529007
1144800	293.0638528	294.1120389	293.5204568	297.184818	296.1283014	291.4	299.4194485
1155600	293.5696467	295.8464205	293.7968918	297.3682751	296.0460913	291.4	299.623474
1166400	294.3173286	296.6299782	294.2287942	297.7705562	296.1668852	291.4	299.6329513
1177200	294.315774	296.4223298	293.945815	297.0677303	296.0781026	291.4	298.9748385
1188000	294.5010515	296.6261019	294.2630957	297.5154734	296.1279182	291.4	299.15
1198800	294.5694376	296.4348641	294.4413679	297.1056414	295.9613404	291.4	299.15
1209600	293.8831976	296.422877	293.909501	297.4668704	296.0526581	291.4	299.0898142
1220400	293.6227424	296.4732041	293.7344909	297.0280582	296.0450675	291.4	299.0474856
1231200	294.0307875	296.5234428	293.7233065	297.0752577	296.1466685	291.4	299.1806254
1242000	294.9339452	296.3245163	294.5695053	297.9063651	296.2336202	291.4	299.2228582
1252800	295.4435962	296.4828354	294.8921855	297.1242493	295.9425419	291.4	299.5215976
1263600	294.8469319	296.5861863	295.0376403	297.2921622	296.0901137	291.4	299.3477778
1274400	294.6002555	296.1041418	294.69743	297.308939	296.1037218	291.4	299.4350394
1285200	294.4360639	295.7003996	294.5339167	297.3040595	296.026313	291.4	299.2884946
1296000	294.1587237	295.5249322	294.4429091	297.3579469	296.1280676	291.4	299.1245014
1306800	295.1518241	295.4034943	294.4040101	297.2347243	296.0124442	291.4	299.05
1317600	295.2595938	295.3179681	294.3974122	297.5085516	296.2949566	291.4	299.0929693
1328400	295.2614504	295.9819838	295.102448	297.2520778	296.3556365	291.4	298.6744635
1339200	295.2334087	296.1331333	295.0979198	297.1945612	295.6433803	291.4	296.5921393
1350000	295.20363	295.8708709	294.8335069	297.2765539	296.0730511	291.4	296.8957615
1360800	295.2610059	295.3063038	294.6414719	297.2982697	296.0108649	291.4	297.6850072
1371600	295.1922694	295.0352499	294.2206076	297.3221899	296.1292044	291.4	298.1098131
1382400	295.2811288	294.8205719	294.0017092	297.2944916	295.992376	291.4	298.2802009
1393200	295.2323265	294.5962379	293.8047995	297.2506352	296.1035234	291.4	298.3794329
1404000	295.1874389	294.4701636	293.7653814	297.4707061	296.2633543	291.4	298.5204155
1414800	295.2829608	295.5317647	295.3388033	298.2006924	297.4081382	291.4	297.693348
1425600	295.1798001	295.4868847	295.4200494	297.0091001	296.3621637	291.4	298.0532212
1436400	295.2598781	295.7625138	294.9781697	296.72437	295.2624887	291.4	296.5817529
1447200	295.2108194	295.2395595	294.3428954	297.3365927	295.0511392	291.4	297.6246125
1458000	295.2308989	294.5320939	294.0130704	297.2889751	295.858236	291.4	297.8292806
1468800	295.2547321	294.3002492	293.7858198	297.2959481	296.1133232	291.4	297.9474212
1479600	295.252054	295.1408917	293.6141464	297.3343767	296.0626979	291.4	298.0642238
1490400	295.2490318	295.2894399	293.5796692	297.3498557	296.1084035	291.4	298.1858273
1501200	295.264001	295.2832204	294.428047	297.4058645	296.1856994	291.4	298.3410791
1512000	295.1898282	296.1939665	294.8957006	297.1255471	295.9336384	291.4	298.181084
1522800	295.228124	295.5458406	294.9609228	297.3612101	296.0956984	291.4	298.1710187
1533600	295.2491281	295.786659	294.3532565	297.2553399	296.0943538	291.4	298.1282421
1544400	295.2508917	295.6555535	293.8643486	297.2986466	296.0711384	291.4	297.9797491
1555200	295.1854534	295.7527267	293.5673419	297.3034331	296.0616124	291.4	297.8562455
1566000	295.2680338	295.7835259	293.3559151	297.2979465	296.0417427	291.4	297.9238661
1576800	295.1750779	295.7133851	293.2185342	297.4011797	296.2008287	291.4	298.0940544
1587600	294.8842291	295.9334754	293.5339281	297.62292	297.1615037	291.4	298.8319885
1598400	295.0946481	295.4483483	294.176877	296.9737684	296.3129571	291.4	299.4366715
1609200	295.279272	295.7214066	294.1945497	297.3086762	295.3448885	291.4	299.3170732
1620000	295.1758131	295.7937055	293.9687647	297.3003227	295.2955814	291.4	298.8946686
1630800	295.2698352	295.7238131	293.7448774	297.2817536	296.1123359	291.4	298.5598774
1641600	295.2209767	295.6448854	293.5368183	297.3062807	296.0738467	291.4	298.3632332
1652400	295.2143333	295.7411886	293.3337889	297.2892975	296.096922	291.4	298.35
1663200	295.2883875	295.7908209	293.1600355	297.4408715	296.2288756	291.4	298.4300431
1674000	295.2218723	295.8822615	293.4110175	298.0802792	297.5743498	291.4	299.1102592
1684800	295.1806219	295.6133186	293.9416806	296.969104	296.3538032	291.4	299.614486
1695600	295.2732371	295.736654	293.8514587	296.9702874	295.1104393	291.4	299.5141155
1706400	295.1912621	295.6441559	293.6129715	297.221192	294.8060986	291.4	299.0746387
1717200	295.2428965	295.7837504	293.2967401	297.3603934	296.1019277	291.4	298.7363506
1728000	295.2566352	295.6828515	293.0541985	297.2390832	296.0872826	291.4	298.47934
1738800	294.4346055	295.4239895	293.7295766	295.8949241	295.5954155	291.4	298.3805976
1749600	294.1877686	295.1745963	293.1348495	295.281379	295.5194134	291.4	298.0318966
1760400	295.4255185	296.0694403	292.7141674	297.6235074	296.1486867	291.4	295.9944924
1771200	295.1968665	295.7134115	294.4649673	297.299469	296.092591	291.4	296.6284017
1782000	295.2242628	295.7087952	295.4619149	297.2209105	296.0367499	291.4	296.7664147
1792800	295.2194058	295.6610723	295.4455041	297.2453504	296.0738302	291.4	296.5289511
1803600	295.2805341	295.7511968	295.4584576	297.3459222	296.0601283	291.4	297.281084
1814400	295.1840842	295.7622409	295.3860023	297.2824616	296.0912531	291.4	297.8688176
1825200	295.2403062	295.6701922	295.5277725	297.2648889	296.0169187	291.4	298.1480659
1836000	295.2420426	295.7909536	295.4690454	297.439691	296.1686929	291.4	298.2672538
1846800	295.2975228	295.9725909	295.7810506	297.414132	296.6131263	291.4	296.6675705
1857600	295.2079823	295.623646	295.1697836	297.1364675	295.524822	291.4	297.0891986
1868400	296.0386707	295.4973007	295.7855062	298.033109	297.1073967	291.4	297.5302469
1879200	295.2069628	295.6348652	295.4363201	297.2059529	296.0160941	291.4	297.7810734
1890000	295.3025808	295.6674676	295.4093772	297.3751763	296.0535637	291.4	297.919024
1900800	295.1674995	295.7225348	295.4561647	297.2345758	296.1296251	291.4	298.0168551
1911600	295.2253418	295.7005922	295.5098089	297.3491591	296.062789	291.4	298.05
1922400	295.3432724	295.6848336	295.4535062	297.2898034	296.1060779	291.4	297.9790347
1933200	295.3432724	295.6848336	295.4535062	297.2898034	296.1060779	291.4	297.9790347
1944000	295.3124775	295.7197006	295.5110538	297.1490664	295.8551315	291.4	298.3526478
1954800	295.1705478	295.6983816	295.4229739	297.259816	296.0203957	291.4	298.4255147
1965600	295.2096313	295.7615542	295.4408113	297.2604349	296.0962698	291.4	298.35
1976400	295.2599553	295.5970673	295.4062273	297.320458	296.0818412	291.4	298.35
1987200	295.2556421	295.7497849	295.4433476	297.2646696	296.0445395	291.4	298.3500742
1998000	295.226796	295.7039258	295.4912439	297.2968307	296.0375548	291.4	298.4409697
2008800	295.2576704	295.6906913	295.4978787	297.3855452	296.0994895	291.4	298.4579941
2019600	295.2213702	295.9160437	295.3894677	297.2514249	296.0685297	291.4	298.6580801
2030400	295.301952	295.796979	295.6092552	297.3049509	296.1016823	291.4	298.8332613
2041200	295.2260843	295.8226803	295.483586	297.2668877	295.9818548	291.4	298.8230263
2052000	295.1929864	295.4127233	295.4647507	297.333478	296.0871477	291.4	298.6785616
2062800	295.2471605	295.649633	295.4272089	297.2536346	296.0380578	291.4	298.5560377
2073600	295.2159151	295.7184459	295.4549309	297.3383362	296.1291284	291.4	298.5501718
2084400	295.2855891	295.7125269	295.4795317	297.2381894	296.0371512	291.4	298.55
2095200	295.2110372	295.7851828	295.4730598	297.423358	296.1412169	291.4	298.6071576
2106000	295.2594112	295.89828	295.4377169	297.3049041	295.9365631	291.4	298.9302188
2116800	295.2261272	295.8619995	295.5126131	297.2268154	296.0886917	291.4	299.05
2127600	295.2214889	295.8065313	295.3999701	297.2867765	295.5090282	291.4	299.0098675
2138400	295.2387305	295.3813631	295.5051258	297.3430608	294.5615096	291.4	298.95
2149200	295.2219247	295.6466541	295.4548699	297.2484815	294.3163278	291.4	298.95
2160000	295.2771104	295.7977156	295.4638811	297.3111467	294.2312351	291.4	298.9802679
2170800	295.2330974	295.6583785	295.3999272	297.269609	294.0500935	291.4	299.05
2181600	295.2037162	295.7015041	295.4533425	297.3116938	293.830115	291.4	298.9734996
2192400	295.2450031	295.7382412	295.5002893	297.2925864	293.703014	291.4	298.9781159
2203200	295.2538656	295.8031528	295.4286594	297.2893798	293.5703021	291.4	298.3830202
2214000	295.2026023	295.7078856	295.4963848	297.2782377	293.3944938	291.4	298.7272629
2224800	295.2739419	295.695039	295.3985431	297.3048084	293.2552015	291.4	298.9406792
2235600	295.2405967	295.7997763	295.5215773	297.2819087	293.1385586	291.4	299.0865412
2246400	295.2238724	295.6774849	295.4352162	297.2764301	293.6664951	291.4	299.1746923
2257200	295.1946465	295.6774058	295.4540471	297.3455045	293.855039	291.4	299.2910999
2268000	295.2883796	295.7698625	295.4682764	297.2548911	293.83617	291.4	299.3563722
2278800	295.1851403	295.72005	295.4506926	297.2638289	293.8232245	291.4	299.5216558
2289600	295.2398843	295.7517993	295.4898698	297.3338323	293.8555511	291.4	299.739899
2300400	295.2392585	295.6441367	295.464247	297.2525971	293.8499125	291.4	299.7329587
2311200	295.2652298	295.7860814	295.4279405	297.3271248	293.8550354	291.4	299.6244942
2322000	295.1860527	295.7199563	295.4970384	297.2803743	293.8230515	291.4	299.4874007
2332800	295.3048375	295.6807493	295.3930052	297.288082	293.9178866	291.4	299.3865677
2343600	295.1708131	295.7027444	295.5047291	297.2903744	293.8749455	291.4	299.3769704
2354400	295.2248164	295.8105526	295.4193237	297.328539	293.8511651	291.4	299.4570912
2365200	295.2976929	295.7398992	295.4557855	297.3922911	294.6502375	291.4	297.8528881
2376000	295.1950426	295.6850354	294.216441	297.228178	293.5939764	291.4	297.8146676
2386800	295.2433545	295.6888667	293.3704036	297.2776061	293.3025466	291.4	298.1770818
2397600	295.2602437	295.695057	293.4498918	297.3091931	293.9175734	291.4	298.783189
2408400	295.2098408	295.7561727	293.5142627	297.3268998	293.8612351	291.4	298.9102322
2419200	295.2490146	295.7118988	293.5397834	297.2348949	293.7776025	291.4	298.9239162
2430000	295.2418673	295.8022624	293.531387	297.2998196	293.8959348	291.4	298.85
2440800	295.1797549	295.6875462	293.5964789	297.4048121	293.8962549	291.4	298.8831644
2451600	295.238506	295.7492558	293.557422	297.2671237	293.7852996	291.4	298.6905933
2462400	296.7143029	295.7442445	293.5349011	297.1717221	293.8774941	291.4	299.4586988
2473200	296.8802806	295.7175447	293.5445844	294.4778913	293.8212847	291.4	299.5251085
2484000	297.016842	295.6932172	293.540296	294.6296091	293.9103396	291.4	299.3807024
2494800	296.8588916	295.6877603	293.481485	294.697072	293.8294996	291.4	299.3046444
2505600	296.9323587	295.7202304	293.5709808	294.6433979	293.8717757	291.4	299.25
2516400	296.8758767	295.715567	293.6020778	294.5644923	293.8486227	291.4	299.25
2527200	296.919682	295.7473371	293.4932076	294.7483377	293.8472428	291.4	299.2225362
2538000	297.3171559	295.6943489	293.946118	295.5223606	294.4123297	291.4	297.5857718
2548800	298.1650214	295.8027006	293.0649922	294.6914709	293.432774	291.4	296.5998536
2559600	298.8680037	295.6817421	292.5439258	293.7313237	293.8292899	291.4	297.5201665
2570400	299.0530624	295.7239749	292.5328888	294.5894492	293.8498621	291.4	298.1647612
2581200	299.0107614	295.8066033	292.3739182	294.6200867	293.8283378	291.4	298.3304064
2592000	298.8557147	295.6405918	292.1497685	294.6662035	293.9002238	291.4	298.4442113
2602800	298.7903187	295.7492883	292.0359719	294.6785118	293.8689183	291.4	298.5410015
2613600	298.7140196	295.671331	291.9239505	294.6309691	293.8172643	291.4	298.5647719
2624400	299.2234738	295.7455525	292.990445	295.2386706	294.2378095	291.4	297.7154788
2635200	298.6929731	295.7855826	292.871998	294.7648463	293.6795902	291.4	297.5289589
2646000	299.1332792	295.7668147	292.5793568	294.1300141	293.719305	291.4	297.3960691
2656800	299.2093817	295.6391267	292.3782468	294.5629544	293.9125924	291.4	297.770423
2667600	299.0340212	295.7330178	292.2388142	294.6752144	293.7996281	291.4	297.9583333
2678400	298.9305667	295.7222323	292.180065	294.6416735	293.9180781	291.4	298.1441478
2689200	299.0162367	295.7742717	292.157038	294.638049	293.8640054	291.4	298.2857771
2700000	298.2506167	295.7104569	292.1499636	294.6515755	293.8552429	291.4	298.3719956
2710800	298.3558502	295.6389248	292.3674586	294.5897443	293.9061891	291.4	298.5477169
2721600	298.8564914	295.7913977	292.8124686	294.6408748	293.74789	291.4	296.7915081
2732400	299.07537	295.6397546	292.8294611	294.6574121	293.8259295	291.4	297.2906162
2743200	299.08486	295.7432422	292.4821545	294.5985379	293.8477426	291.4	297.9283141
2754000	299.0937026	295.7328179	292.6467729	294.6203263	293.901327	291.4	297.9577604
2764800	299.0413531	295.6981355	293.4381288	294.6961765	293.8572785	291.4	297.95
2775600	299.1143774	295.7236975	293.5660159	294.6426236	293.8531675	291.4	297.9769884
2786400	298.9523479	295.7795776	293.4924637	294.5999451	293.8229335	291.4	298.0981608
2797200	298.7800644	295.6808684	293.5173919	294.6179362	293.8704626	291.4	298.4534931
2808000	298.5972311	295.7511862	293.4958753	294.6146888	293.8070616	291.4	298.770339
2818800	298.937683	295.6715248	293.4830504	294.6367609	293.8909655	291.4	298.7664773
2829600	299.1801699	295.7616472	293.5268177	294.6628808	293.8180788	291.4	298.5878531
2840400	299.2662141	295.7001124	293.5245759	294.6132199	293.8406211	291.4	298.4358757
2851200	299.1333516	295.7408517	293.458295	294.6896018	293.8813063	291.4	298.35
2862000	298.9894909	295.7205079	293.4794911	294.6198866	293.8131633	291.4	298.4042373
2872800	298.9095474	295.7015249	293.5574572	294.641638	293.8399996	291.4	298.5301136
2883600	298.5000563	295.6982382	293.4899996	294.6316473	293.8999996	291.4	298.7059322
2894400	298.4472875	295.7616381	293.4416945	294.6629374	293.8483611	291.4	298.85
2905200	298.695738	295.7460792	293.4853405	294.6403404	293.8857382	291.4	298.8482955
2916000	298.6902819	295.7106774	293.5074007	294.5922594	293.8507904	291.4	298.7516949
2926800	298.469152	295.7763837	293.5485306	294.6718639	293.8377962	291.4	298.75
2937600	298.5013632	295.6536926	293.4813631	294.6671586	293.8640904	291.4	298.7568182
2948400	298.6492085	295.7668921	293.4367792	294.5894345	293.821186	291.4	298.7997175
2959200	298.2967226	295.7377961	293.5770052	294.6629939	293.840734	291.4	298.7789773
2970000	298.5523858	295.7524426	293.4378973	294.7167609	293.9184086	291.4	297.609322
2980800	298.9116661	295.668257	293.52053	294.6408328	293.9899239	291.4	296.975
2991600	299.1329851	295.686654	293.4783089	294.613129	293.8612585	291.4	298.1893502
3002400	299.2446604	295.6559316	293.46322	294.6252538	293.795042	291.4	298.4491561
3013200	299.2446604	295.6559316	293.46322	294.6252538	293.795042	291.4	298.4491561
3024000	299.2446604	295.6559316	293.46322	294.6252538	293.795042	291.4	298.4491561
3034800	299.2446604	295.6559316	293.46322	294.6252538	293.795042	291.4	298.4491561
3045600	299.2446604	295.6559316	293.46322	294.6252538	293.795042	291.4	298.4491561
3056400	298.1185101	295.377659	293.3561697	294.5572336	293.9202124	291.4	296.5630435
3067200	298.3193058	295.790433	293.4744505	294.6596527	293.8442192	291.4	296.1152174
3078000	298.893352	295.6576585	293.4645949	294.7391036	293.8403753	291.4	297.8329971
3088800	299.0168491	295.7178318	293.5355776	294.6169359	293.793121	291.4	298.2242775
3099600	299.1395948	295.7741324	293.416358	294.6349707	293.9040168	291.4	298.25
3110400	299.1067913	295.6771671	293.509884	294.5684967	293.8628897	291.4	298.3294798
3121200	299.1106641	295.6914158	293.4670805	294.674277	293.8006064	291.4	298.4325581
3132000	298.6320804	295.7407219	293.5345949	294.6138145	293.8391903	291.4	298.5246398
3142800	298.6502595	295.7622248	293.560173	294.7073695	293.8667336	291.4	298.6777457
3153600	298.5607509	295.8332942	293.4658954	294.6485833	293.8910978	291.4	298.8745665
3164400	299.0299705	295.5963	293.5089879	294.6355776	293.7929764	291.4	298.0531792
3175200	299.1899994	295.7477228	293.4807488	294.6449275	293.8901149	291.4	297.934104
3186000	299.1731207	295.751011	293.5241904	294.6074272	293.8255488	291.4	298.4087896
3196800	299.1936699	295.7075139	293.4554619	294.6696238	293.9124852	291.4	298.5416185
3207600	299.1425717	295.6672249	293.5281499	294.5802596	293.8082366	291.4	298.617341
3218400	298.9922827	295.7389301	293.4705486	294.6981787	293.9341036	291.4	298.649422
3229200	298.6127084	295.8477228	293.481354	294.6831696	293.8051869	291.4	296.0430636
3240000	299.171271	295.6670805	293.4929764	294.6248839	293.8869648	291.4	296.3785303
3250800	299.3312711	295.7685833	293.4875717	294.6276007	293.7987857	291.4	297.7739884
3261600	299.2611265	295.7213289	293.5520805	294.6403753	293.8949129	291.4	298.032659
3272400	299.1691612	295.732254	293.4714446	294.6646528	293.8333522	291.4	298.1312139
3283200	299.1805181	295.7132559	293.488011	294.6623051	293.8821898	291.4	298.15
3294000	299.1571092	295.7217337	293.4999417	294.6382366	293.868092	291.4	298.1857349
3304800	298.5934966	295.6794792	293.5313868	294.6287856	293.8152307	291.4	298.2580925
3315600	298.7901444	296.0634776	293.5088399	294.5137677	293.9921735	291.4	298.3676471
3326400	298.7444777	295.837869	295.8836951	294.5970865	293.9430563	291.4	296.3888646
3337200	298.9050572	295.679826	295.8967336	294.6392771	293.8006065	291.4	295.9263006
3348000	299.0624849	295.7302597	295.8684965	294.6999996	293.8379476	291.4	297.7780347
3358800	299.0345239	295.6370888	295.9178381	294.6330831	293.8525355	291.4	298.0040462
3369600	298.9841902	295.7495081	295.8882942	294.6430631	293.8991903	291.4	298.1185879
3380400	298.9146237	295.7011844	295.8978896	294.6482655	293.8306642	291.4	298.2390173
3391200	298.8426006	295.7218492	295.9011555	294.6408955	293.8221961	291.4	298.3635838
3402000	298.7906064	295.7255197	295.944855	294.5914736	293.8955487	291.4	298.5187861
3412800	298.7704317	295.7896249	295.9120456	294.6463684	293.8590773	291.4	298.6895954
3423600	298.7389879	295.692485	295.8752595	294.6299707	293.8084966	291.4	298.75
3434400	298.6953462	295.6977451	295.8736122	294.7139591	293.9197105	291.4	298.75
3445200	298.7541035	295.7100574	295.9186122	294.6383522	293.8497972	291.4	298.750578
3456000	298.9101439	295.7593925	295.9657799	294.6645949	293.783699	291.4	298.8222543
3466800	299.2140051	295.8006047	295.9286738	294.6195384	293.9099996	291.4	298.85
3477600	299.1613867	295.6855775	295.8962133	294.6247106	293.889566	291.4	298.8909222
3488400	299.116589	295.7414734	295.9213	294.7202885	293.8291614	291.4	298.95
