#1
double measurement(2175, 11)
#Time	PumpSpeed	PumpVolFlow	MixValve	ThrotValve	TempSup	Temp Ret	Massflow kg/s	delta T	cp	Q_flow kW		
0	2547.254545	0.000198052	0.231878574	0.65522419	321.638802	310.1011687	0.198051946	11.53763334	4.18	9.551512055
7200	2547.3942	0.000201784	0.23589044	0.655210543	321.2279805	309.9490333	0.201784221	11.27894723	4.18	9.513318758
14400	2547.438371	0.000210373	0.230790417	0.655233927	321.2394963	309.8301713	0.210372753	11.40932495	4.18	10.03288238
21600	2547.310011	0.00019663	0.236303346	0.655220506	321.2864223	309.9247844	0.196629547	11.36163793	4.18	9.338260951		
28800	2547.46732	0.000195594	0.227396536	0.655253355	320.0218955	309.667756	0.195594284	10.35413948	4.18	8.465379886		
36000	2547.402626	0.000194688	0.21580422	0.655259292	317.7351203	307.7074403	0.194687573	10.02768005	4.18	8.160466399		
43200	2547.403433	0.000194742	0.216024078	0.655265759	318.0363441	307.6962946	0.194742486	10.3400495	4.18	8.417044229		
50400	2547.276757	0.000197661	0.221570855	0.655281062	318.6527055	307.8377704	0.197661133	10.81493518	4.18	8.935553972		
57600	2547.402162	0.000202553	0.232657937	0.655270824	319.2857839	308.2066488	0.202552551	11.07913509	4.18	9.380367583		
64800	2547.416216	0.000207568	0.241782828	0.655272957	320.123081	308.6392977	0.207567567	11.48378334	4.18	9.963702866		
72000	2547.418103	0.000210548	0.241501575	0.655255312	320.4468716	308.9389007	0.210548372	11.50797087	4.18	10.12807535		
79200	2547.413793	0.000209052	0.250143865	0.655268363	321.0822547	309.2894398	0.209051724	11.79281486	4.18	10.30498862		
86400	2547.363931	0.000209743	0.238589885	0.655271996	321.274622	309.4843412	0.209743221	11.79028087	4.18	10.3368536		
93600	2547.323593	0.000214105	0.237285528	0.655259759	321.3721861	309.6534632	0.21410534	11.71872289	4.18	10.48779202		
100800	2547.401294	0.00021533	0.247377274	0.655281924	321.2057236	309.5394284	0.215330219	11.66629519	4.18	10.50060264		
