"Time","Temp ODA","Temp ODA Mean"
1666612800000,16.59637907586538,16.693829463366676
1666634400000,14.550904041259026,16.287367070914588
1666656000000,13.542671627506243,14.977318418238086
1666677600000,14.133960286635215,13.850831134002881
1666699200000,14.824524993012508,14.172072571456518
1666720800000,12.191179580484482,14.047757366676807
1666742400000,15.849220086779116,13.641095810491027
1666764000000,18.260346909291712,14.948562100084699
1666785600000,19.13919581199179,17.831782576641604
1666807200000,16.495763488029677,18.640211364017365
1666828800000,15.92521971251128,17.116897368761503
1666850400000,20.515364309382992,16.72880864074064
1666872000000,21.600738549657148,19.365750091979827
1666893600000,20.45497965396837,21.175685592168985
1666915200000,19.69967385198107,20.619380726982403
1666936800000,21.98674784981927,20.179022935240766
1666958400000,21.712173855845595,21.37014819611305
1666980000000,18.436278900578806,21.452915692563234
1667001600000,16.729870957227053,19.075609025006372
1667023200000,19.746990930614672,17.496160945816232
1667044800000,22.95788742489747,19.40467707038749
1667066400000,20.597784289697106,21.859149343266818
1667088000000,16.643121632315896,20.662909816854345
1667109600000,18.625716757583895,17.776895967172443
1667131200000,20.196774379533533,18.326139342724282
1667152800000,15.591894537275394,19.31852915049811
1667174400000,13.04140248987756,16.487746453562448
1667196000000,14.672276029413396,13.795505364504727
1667217600000,18.27887669841506,14.860710474853073
1667239200000,17.487505454296812,17.226565256444285
1667260800000,16.178059546395417,17.437790014058276
1667282400000,14.94241737149404,16.19955045324982
1667304000000,14.461935733448376,15.345353313860958
1667325600000,12.575891593514486,14.383260926881501
1667347200000,12.124631566251729,13.051453641755439
1667368800000,13.215670368856681,12.307026632471022
1667390400000,13.343428862649342,12.980076734063237
1667412000000,11.409524914828214,13.050226780978116
1667433600000,12.058864165269078,12.016148371414555
1667455200000,13.1189226231397,12.015382555871392
1667476800000,13.369389902736815,12.95817724448596
1667498400000,10.81342856043136,12.961324612184256
1667520000000,8.606451366619654,11.142186636502581
1667541600000,9.908931646392015,9.350565072544944
1667563200000,10.20145704297052,9.559329825898875
1667584800000,8.113153317670172,9.917759741338832
1667606400000,6.467709897779526,8.449422946116554
1667628000000,9.172579292982762,7.222688413826382
1667649600000,10.25724704616566,8.588775112803559
1667671200000,8.601955046061597,9.809347952979149
1667692800000,8.64260009134456,9.01920370647281
1667714400000,10.449934782305618,8.856974668160357
1667736000000,9.753400421766347,9.866521550472392
1667757600000,9.865350565474335,10.061373562875092
1667779200000,10.964553694197141,9.925141400996656
