#1
double measurement(2171, 2)
#Time	Cooler TempSupPrim
993600	287.1911257
1000800	287.141342
1008000	287.0971859
1015200	287.0872292
1022400	287.2373915
1029600	287.2989179
1036800	287.4101732
1044000	287.455195
1051200	287.5322508
1058400	287.48
1065600	287.358225
1072800	287.3383116
1080000	287.3551947
1087200	287.3690475
1094400	287.3856521
1101600	287.3993507
1108800	287.5357141
1116000	287.6508658
1123200	287.694156
1130400	287.8610132
1137600	288.0456709
1144800	288.2673161
1152000	288.458658
1159200	288.6073911
1166400	288.7019483
1173600	288.7512991
1180800	288.8292207
1188000	288.8495669
1195200	288.8995652
1202400	289.0755409
1209600	289.2829009
1216800	289.4798696
1224000	289.5499996
1231200	289.5015146
1238400	289.3963204
1245600	289.3469704
1252800	289.2599571
1260000	289.2495675
1267200	289.2391308
1274400	289.220563
1281600	289.207576
1288800	289.3010828
1296000	289.5054107
1303200	289.4403083
1310400	289.2136366
1317600	289.0738093
1324800	288.946104
1332000	288.8108696
1339200	288.6244588
1346400	288.458658
1353600	288.3608225
1360800	288.2188313
1368000	288.166087
1375200	288.1261904
1382400	288.071333
1389600	288.0526663
1396800	287.9924242
1404000	287.9008696
1411200	287.837013
1418400	287.6816018
1425600	287.605844
1432800	287.65
1440000	287.6486956
1447200	287.6469697
1454400	287.6997837
1461600	287.858658
1468800	288.0707791
1476000	288.332174
1483200	288.5435064
1490400	288.707576
1497600	288.8677488
1504800	288.962174
1512000	289.0499996
1519200	289.0508654
1526400	289.1318181
1533600	289.15
1540800	289.077391
1548000	289.0499996
1555200	289.1054111
1562400	289.15
1569600	289.15
1576800	289.0578257
1584000	288.99329
1591200	288.9370131
1598400	288.8499998
1605600	288.7621742
1612800	288.654329
1620000	288.5686144
1627200	285.206277
1634400	281.6989178
1641600	283
1648800	284.1136364
1656000	284.5465368
1663200	282.1119048
1670400	283.1746753
1677600	284.0578261
1684800	284.8339826
1692000	285.532684
1699200	286.1647186
1706400	286.7235931
1713600	286.8913636
1720800	287.3217392
1728000	287.1880953
1735200	287.0387444
1742400	285.8375599
1749600	286.955195
1756800	287.1136362
1764000	287.4344155
1771200	287.8234783
1778400	288.2525974
1785600	288.7032467
1792800	289.1348486
1800000	289.4140691
1807200	282.1592105
1814400	283.1508658
1821600	284.1106061
1828800	284.8012931
1836000	285.2474026
1843200	285.545238
1850400	285.748276
1857600	285.8426405
1864800	285.8560343
1872000	286.0616883
1879200	286.4465517
1886400	282.0827587
1893600	279.6448052
1900800	280.2205628
1908000	279.3797414
1915200	281.2608225
1922400	282.5474138
1929600	283.4950217
1936800	284.2638528
1944000	284.8689655
1951200	285.3474026
1958400	285.7314655
1965600	286.0621212
1972800	286.3712122
1980000	286.6724138
1987200	286.9292207
1994400	287.1274891
2001600	287.2956898
2008800	287.3499998
2016000	287.3499998
2023200	287.3508656
2030400	287.294156
2037600	287.2797416
2044800	287.2209959
2052000	287.2267244
2059200	287.1439394
2066400	287.1418103
2073600	287.1335497
2080800	287.1300865
2088000	287.1448276
2095200	287.0989176
2102400	287.0495686
2109600	286.9577924
2116800	286.9500002
2124000	286.8844827
2131200	286.8499998
2138400	286.8499998
2145600	286.8499998
2152800	286.8499998
2160000	286.8499998
2167200	286.8499998
2174400	286.8499998
2181600	286.8499998
2188800	286.8499998
2196000	286.8840517
2203200	286.9500002
2210400	286.9500002
2217600	286.9495673
2224800	286.9980519
2232000	287.1547414
2239200	287.3885282
2246400	287.5820344
2253600	287.709483
2260800	287.8205627
2268000	287.9261906
2275200	287.9939655
2282400	288.0499996
2289600	288.1209956
2296800	288.15
2304000	288.15
2311200	288.15
2318400	288.2301727
2325600	288.2885283
2332800	288.3499998
2340000	288.4200001
2347200	288.4500002
2354400	288.4500002
2361600	288.4500002
2368800	288.4500002
2376000	288.3655171
2383200	288.3499998
2390400	288.2737071
2397600	288.2500004
2404800	288.2500004
2412000	288.2500004
2419200	288.3182609
2426400	288.3499998
2433600	288.302381
2440800	288.2508624
2448000	288.2500004
2455200	288.1841993
2462400	288.15
2469600	288.15
2476800	288.15
2484000	288.15
2491200	288.15
2498400	288.15
2505600	288.2430738
2512800	288.3595651
2520000	288.4500002
2527200	288.4500002
2534400	288.4500002
2541600	288.4500002
2548800	288.4500002
2556000	288.4500002
2563200	288.4500002
2570400	288.4500002
2577600	288.4500002
2584800	288.4500002
2592000	288.4500002
2599200	288.4500002
2606400	288.4500002
2613600	288.4500002
2620800	288.4500002
2628000	288.4500002
2635200	288.4500002
2642400	288.4500002
2649600	288.4500002
2656800	288.4309525
2664000	288.3512985
2671200	288.3499998
2678400	288.3508656
2685600	288.4257577
2692800	288.4183983
2700000	288.3499998
2707200	288.3499998
2714400	288.3499998
2721600	288.3499998
2728800	288.3499998
2736000	288.3499998
2743200	288.3032468
2750400	288.2504333
2757600	288.2500004
2764800	288.2742427
2772000	288.3499998
2779200	288.3867965
2786400	288.4816017
2793600	288.5876621
2800800	288.6646552
2808000	288.7500004
2815200	288.8257575
2822400	288.8499998
2829600	288.8499998
2836800	288.8499998
2844000	288.8499998
2851200	288.8499998
2858400	288.8499998
2865600	288.7681821
2872800	288.7127708
2880000	288.65
2887200	288.55431
2894400	288.4660174
2901600	288.4448054
2908800	288.3530301
2916000	288.3499998
2923200	288.3499998
2930400	288.3084416
2937600	288.3482682
2944800	288.3499998
2952000	288.3499998
2959200	288.3499998
2966400	288.3499998
2973600	288.3499998
2980800	288.3136364
2988000	288.2876625
2995200	288.2547623
3002400	288.2500004
3009600	288.2500004
3016800	288.2703466
3024000	288.3495669
3031200	288.3499998
3038400	288.3499998
3045600	288.3499998
3052800	288.3499998
3060000	288.3499998
3067200	288.3499998
3074400	288.3499998
3081600	288.3499998
3088800	288.3499998
3096000	288.3499998
3103200	288.3499998
3110400	288.3499998
3117600	288.3499998
3124800	288.3499998
3132000	288.3499998
3139200	288.3499998
3146400	288.3499998
3153600	288.3499998
3160800	288.3499998
3168000	288.3499998
3175200	288.353463
3182400	288.437446
3189600	288.4500002
3196800	288.4500002
3204000	288.4500002
3211200	288.4500002
3218400	288.522727
3225600	288.5564652
3232800	288.65
3240000	288.66342
3247200	288.7500004
3254400	288.8305194
3261600	288.8499998
3268800	288.9387447
3276000	288.9898268
3283200	289.0499996
3290400	289.1452381
3297600	289.15
3304800	289.15
3312000	289.15
3319200	289.1517316
3326400	289.2275865
3333600	289.2435069
3340800	289.238312
3348000	289.1824677
3355200	289.15
3362400	289.15
3369600	289.15
3376800	289.15
3384000	289.1391774
3391200	289.0499996
3398400	289.0499996
3405600	289.0491338
3412800	289.0499996
3420000	289.0491338
3427200	288.9703464
3434400	288.9690478
3441600	289.3798701
3448800	289.4426407
3456000	289.5827588
3463200	290.1690477
3470400	290.0777054
3477600	290.1374458
3484800	290.0499996
3492000	290.0279216
3499200	289.9499992
3506400	289.9499992
3513600	289.8829007
3520800	289.8508666
3528000	289.8590915
3535200	289.8348492
3542400	289.8500008
3549600	289.8595244
3556800	289.9499992
3564000	289.9499992
3571200	289.9499992
3578400	289.9075756
3585600	289.8551955
3592800	289.8538968
3600000	289.8508666
3607200	289.9041125
3614400	289.9504321
3621600	289.9509654
3628800	290.048636
3636000	290.1097401
3643200	290.1508696
3650400	290.2443727
3657600	290.2526091
3664800	290.2569569
3672000	290.2707797
3679200	290.2847831
3686400	290.2913049
3693600	290.2837667
3700800	290.25087
3708000	290.2408699
3715200	290.2616887
3722400	290.2807364
3729600	290.3100006
3736800	290.2577926
3744000	290.2434786
3751200	290.1673914
3758400	290.1222943
3765600	290.0499996
3772800	290.0499996
3780000	289.9982603
3787200	289.9499992
3794400	289.9499992
3801600	289.9499992
3808800	289.9499992
3816000	289.9495645
3823200	289.9499992
3830400	289.9794366
3837600	290.0499996
3844800	290.0499996
3852000	290.0495667
3859200	290.1043477
3866400	290.15
3873600	290.1495671
3880800	290.1495652
3888000	290.2078263
3895200	290.2841996
3902400	290.3491312
3909600	290.3500008
3916800	290.3067106
3924000	290.2500004
3931200	290.2500004
3938400	290.2500004
3945600	290.2500004
3952800	290.2318185
3960000	290.15
3967200	290.15
3974400	290.1495652
3981600	290.15
3988800	290.15
3996000	290.1295651
4003200	290.0499996
4010400	290.0499996
4017600	290.0499996
4024800	289.9747819
4032000	289.9499992
4039200	289.9499992
4046400	289.9499992
4053600	289.9499992
4060800	289.9999994
4068000	290.0499996
4075200	290.0499996
4082400	290.0499996
4089600	290.0499996
4096800	290.0469561
4104000	289.950434
4111200	289.9499992
4118400	289.925217
4125600	289.8500008
4132800	289.8500008
4140000	289.8500008
4147200	289.9218611
4154400	289.9499992
4161600	289.9499992
4168800	289.9499992
4176000	289.9499992
4183200	289.9317386
4190400	289.8500008
4197600	289.8500008
4204800	289.8500008
4212000	289.8945888
4219200	289.9499992
4226400	289.9499992
4233600	289.9499992
4240800	289.9499992
4248000	289.9499992
4255200	289.9162335
4262400	289.8500008
4269600	289.8500008
4276800	289.8500008
4284000	289.8478268
4291200	289.8500008
4298400	289.8500008
4305600	289.8500008
4312800	289.8500008
4320000	289.8500008
4327200	289.8500008
4334400	289.8500008
4341600	289.9086955
4348800	289.9499992
4356000	289.9499992
4363200	289.9499992
4370400	289.9499992
4377600	289.9499992
4384800	289.9499992
4392000	289.9499992
4399200	286.425652
4406400	285.7986956
4413600	286.5824675
4420800	283.9
4428000	285.346087
4435200	286.1816017
4442400	286.8026087
4449600	287.254329
4456800	287.6065217
4464000	287.8717392
4471200	288.0829002
4478400	288.2595654
4485600	288.3982609
4492800	288.5132033
4500000	288.643913
4507200	288.7521648
4514400	288.8513042
4521600	288.9478263
4528800	289.0049782
4536000	289.0499996
4543200	289.0499996
4550400	289.0499996
4557600	289.0499996
4564800	289.0499996
4572000	289.0965215
4579200	289.15
4586400	289.15
4593600	289.2152176
4600800	289.2500004
4608000	289.2500004
4615200	289.2500004
4622400	289.2500004
4629600	289.2500004
4636800	289.2500004
4644000	289.2500004
4651200	289.1930436
4658400	288.7854979
4665600	289.2973915
4672800	289.5936121
4680000	289.6265216
4687200	289.7413047
4694400	289.7500004
4701600	289.7500004
4708800	289.8495677
4716000	289.8852176
4723200	289.8652179
4730400	289.8473692
4737600	289.7752179
4744800	289.6988791
4752000	289.7600004
4759200	289.83087
4766400	289.9478348
4773600	289.9139128
4780800	289.8396111
4788000	289.7260872
4795200	289.6026085
4802400	289.4937226
4809600	289.2243481
4816800	289.14
4824000	289.2785719
4831200	289.4469561
4838400	289.5621736
4845600	289.7335501
4852800	289.7500004
4860000	289.5664499
4867200	289.4413037
4874400	289.3569572
4881600	289.3292215
4888800	289.2521743
4896000	289.2391308
4903200	289.2465372
4910400	289.4043478
4917600	289.4499992
4924800	289.4782602
4932000	289.5808693
4939200	289.7357146
4946400	289.7252177
4953600	289.5621209
4960800	289.446521
4968000	289.3978261
4975200	289.344373
4982400	289.2552178
4989600	289.2612558
4996800	289.4339129
5004000	289.6969567
5011200	289.9638526
5018400	290.0656519
5025600	289.8173915
5032800	289.5361468
5040000	289.4082607
5047200	289.352598
5054400	289.2678265
5061600	289.1652174
5068800	289.0564933
5076000	288.9634783
5083200	288.8751081
5090400	288.8395652
5097600	288.760435
5104800	288.7019482
5112000	288.6460869
5119200	288.5980518
5126400	288.5308693
5133600	288.4673913
5140800	288.397619
5148000	288.3473912
5155200	288.2937231
5162400	288.2500004
5169600	288.2017393
5176800	288.15
5184000	288.1382608
5191200	288.1097401
5198400	288.0656519
5205600	288.0491301
5212800	288.0443719
5220000	288.0899998
5227200	288.1945889
5234400	288.3269565
5241600	288.4252175
5248800	288.5322509
5256000	288.65
5263200	288.65
5270400	288.65
5277600	288.65
5284800	286.6924836
5292000	288.3643477
5299200	288.3865217
5306400	288.3837662
5313600	288.4126087
5320800	288.3908695
5328000	288.3980519
5335200	288.4247827
5342400	288.4919913
5349600	288.541304
5356800	288.6099999
5364000	288.6387445
5371200	288.6509901
5378400	288.7887852
5385600	288.7738098
5392800	288.7304351
5400000	288.6778262
5407200	288.6556277
5414400	288.6486956
5421600	288.6869567
5428800	288.8378787
5436000	288.9126087
5443200	288.9569266
5450400	289.0560866
5457600	289.1486956
5464800	289.15
5472000	289.0599997
5479200	289.0201297
5486400	288.9730435
5493600	288.9560871
5500800	288.9500002
5508000	288.9791305
5515200	289.0517388
5522400	289.0980517
5529600	289.2021741
5536800	289.3880953
5544000	289.5878258
5551200	289.7421743
5558400	289.8049789
5565600	289.8482616
5572800	289.8175331
5580000	289.7260872
5587200	289.7469569
5594400	289.742641
5601600	289.6686957
5608800	289.6660174
5616000	289.7717396
5623200	289.7895657
5630400	289.7196972
5637600	289.6543478
5644800	289.5726084
5652000	289.5201294
5659200	289.4308691
5666400	289.339611
5673600	289.2613048
5680800	289.1717392
5688000	289.0932898
5695200	288.9995651
5702400	288.9047826
5709600	288.8326086
5716800	288.73355
5724000	288.6273912
5731200	288.5106059
5738400	288.4006494
5745600	288.2543479
5752800	288.1313852
5760000	287.9904347
5767200	287.8794372
5774400	287.7900002
5781600	287.7352817
5788800	287.684348
5796000	287.6772728
5803200	287.7495656
5810400	287.8305194
5817600	287.8504346
5824800	287.9500002
5832000	288.0201297
5839200	288.0499996
5846400	288.0681815
5853600	288.2378262
5860800	288.5313852
5868000	288.8391305
5875200	289.1426407
5882400	289.3626089
5889600	289.5899998
5896800	289.809308
5904000	289.9434776
5911200	289.9772721
5918400	289.9569257
5925600	289.8252178
5932800	289.6261904
5940000	289.621739
5947200	289.7629874
5954400	289.8526094
5961600	289.9772722
5968800	290.1352173
5976000	290.2504333
5983200	290.2995658
5990400	290.2344159
5997600	290.1317391
6004800	290.0110384
6012000	289.9439124
6019200	289.9023809
6026400	289.8508703
6033600	289.8469573
6040800	289.8756525
6048000	289.9499992
6055200	290.0418548
6062400	290.0499996
6069600	290.0378257
6076800	289.9703456
6084000	289.9486949
6091200	289.9439124
6098400	289.9023809
6105600	289.8591311
6112800	289.8500008
6120000	289.76087
6127200	289.8078437
6134400	289.7734787
6141600	289.6708696
6148800	289.6318181
6156000	289.5665214
6163200	289.5195647
6170400	289.435281
6177600	289.3595658
6184800	289.2978267
6192000	289.2309527
6199200	289.1495652
6206400	289.1878262
6213600	289.1132033
6220800	289.0517388
6228000	289.0147824
6235200	288.9867965
6242400	288.9547827
6249600	288.8952174
6256800	288.7733767
6264000	288.6717392
6271200	288.7469569
6278400	288.7374462
6285600	288.7060872
6292800	288.6678262
6300000	288.6841993
6307200	288.6208695
6314400	288.5643475
6321600	288.4963203
6328800	288.3817391
6336000	288.32
6343200	288.2642859
6350400	288.182174
6357600	288.1244588
6364800	288.0786954
6372000	288.0891303
6379200	288.1482684
6386400	288.1260869
6393600	288.143913
6400800	288.1374458
6408000	288.1386956
6415200	288.0785712
6422400	288.037391
6429600	287.9530436
6436800	287.8898268
6444000	287.8447825
6451200	287.8114719
6458400	287.8234782
6465600	287.9169566
6472800	287.9863636
6480000	288.2304348
6487200	288.2086959
6494400	288.1954547
6501600	288.1717392
6508800	288.2054115
6516000	288.1578261
6523200	288.1002163
6530400	288.0373911
6537600	287.9704348
6544800	287.9487014
6552000	288.1095651
6559200	288.2773914
6566400	288.5911256
6573600	288.7360873
6580800	288.4713042
6588000	288.3071429
6595200	288.2434785
6602400	288.1699135
6609600	288.095652
6616800	288.0039129
6624000	287.937446
6631200	287.89
6638400	288.045652
6645600	288.3097403
6652800	288.2547828
6660000	288.2135514
6667200	288.4447827
6674400	288.3582608
6681600	288.3209956
6688800	288.2708698
6696000	288.1474026
6703200	288.0765215
6710400	288.0573911
6717600	288.1491342
6724800	288.1578261
6732000	288.2800001
6739200	288.5499999
6746400	288.8252173
6753600	288.728261
6760800	288.5127704
6768000	288.4639132
6775200	288.4564936
6782400	288.4630436
6789600	288.4643479
6796800	288.4664503
6804000	288.4569566
6811200	288.5678259
6818400	288.801948
6825600	288.9278262
6832800	288.8017392
6840000	288.7551951
6847200	288.8930434
6854400	288.9391305
6861600	288.9647187
6868800	288.9456522
6876000	288.9253247
6883200	288.9295653
6890400	288.9013044
6897600	288.866883
6904800	288.8552172
6912000	288.8539129
6919200	288.8569263
6926400	288.8786956
6933600	288.8826086
6940800	288.8694804
6948000	288.8513042
6955200	288.8408694
6962400	288.8108696
6969600	288.7755414
6976800	288.7434786
6984000	288.7404351
6991200	288.7339133
6998400	288.6162336
7005600	288.5869563
7012800	288.4834782
7020000	288.3616883
7027200	288.2969566
7034400	288.3396103
7041600	288.2439133
7048800	288.1613044
7056000	288.1041124
7063200	288.0660867
7070400	288.2339829
7077600	288.3902843
7084800	288.7551948
7092000	289.14
7099200	289.2759745
7106400	288.7591304
7113600	288.4321739
7120800	288.5391773
7128000	288.5186955
7135200	288.4291305
7142400	288.3673159
7149600	288.3621738
7156800	288.4230435
7164000	288.6435065
7171200	289.0639131
7178400	289.4512985
7185600	289.333913
7192800	288.8234783
7200000	288.6348485
7207200	288.8008697
7214400	288.7769567
7221600	288.7140695
7228800	288.6147825
7236000	288.5339128
7243200	288.606774
7250400	288.8801587
7257600	289.3954682
7264800	289.8265508
7272000	289.9469787
7279200	289.5170691
7286400	289.1791542
7293600	289.0540844
7300800	289.0018126
7308000	288.9359518
7315200	288.9007553
7322400	288.8832828
7329600	288.9506043
7336800	289.0960723
7344000	289.2184565
7351200	289.6429618
7358400	289.7379769
7365600	289.4810849
7372800	289.3719945
7380000	289.4104104
7387200	289.3934019
7394400	289.4156889
7401600	289.4241932
7408800	289.4476532
7416000	289.4679934
7423200	289.6450146
7430400	289.9124633
7437600	290.1482405
7444800	290.2898832
7452000	289.9884158
7459200	289.9755126
7466400	289.9048386
7473600	289.9925216
7480800	289.9986798
7488000	290.0391491
7495200	290.0368031
7502400	289.9423748
7509600	289.8969209
7516800	289.8236077
7524000	289.7931091
7531200	289.7476543
7538400	289.7183287
7545600	289.6473607
7552800	289.6016127
7560000	289.5746331
7567200	289.5388231
7574400	289.4731665
7581600	289.4417883
7588800	289.371053
7596000	289.3543995
7603200	289.3444288
7610400	289.3227279
7617600	289.2294724
7624800	289.1491202
7632000	289.0746332
7639200	289.185484
7646400	289.1895896
7653600	289.1526393
7660800	289.1532258
7668000	289.1426686
7675200	289.1532258
7682400	289.236765
7689600	289.1438416
7696800	289.1558651
7704000	289.1285923
7711200	289.0529323
7718400	289.0291786
7725600	288.994868
7732800	288.9359238
7740000	288.8708211
7747200	289.0259528
7754400	289.0491199
7761600	289.0485334
7768800	289.1268328
7776000	289.2931091
7783200	289.2749272
7790400	289.2309387
7797600	289.2168624
7804800	289.2866574
7812000	289.2605576
7819200	289.2074782
7826400	289.1763931
7833600	289.1350439
7840800	289.1250732
7848000	289.2382701
7855200	289.5002939
7862400	289.6495902
7869600	289.4316166
7876800	289.8139304
7884000	290.0938354
7891200	290.4309702
7898400	290.8316024
7905600	290.6937113
7912800	290.3822623
7920000	290.1599751
7927200	289.991939
7934400	289.8633422
7941600	289.8489983
7948800	289.8789115
7956000	289.956724
7963200	290.0111036
7970400	289.9728173
7977600	289.9498749
7984800	289.9401613
7992000	289.965049
7999200	289.9502486
8006400	289.9084576
8013600	289.8441476
8020800	289.6812776
8028000	289.7105401
8035200	289.8369937
8042400	289.8900002
8049600	289.966623
8056800	290.0722373
8064000	290.2670402
8071200	290.437048
8078400	290.5002482
8085600	290.5499996
8092800	290.5502487
8100000	290.6266168
8107200	290.6532379
8114400	290.8099508
8121600	290.916874
8128800	290.7716516
8136000	290.6761156
8143200	290.462612
8150400	290.4035989
8157600	290.3477756
8164800	290.2385576
8172000	290.1594645
8179200	290.072139
8186400	289.9778947
8193600	289.9925897
8200800	289.9749993
8208000	290.0397879
8215200	290.0482297
8222400	290.0497419
8229600	290.0422781
8236800	289.9650435
8244000	289.9079013
8251200	289.8407853
8258400	289.7950254
8265600	289.7248446
8272800	289.6026118
8280000	289.3978207
8287200	289.3869405
8294400	289.2975539
8301600	289.2247796
8308800	289.1114712
8316000	288.8786426
8323200	288.5544943
8330400	288.3297012
8337600	288.0941947
8344800	287.8635
8352000	287.6689291
8359200	287.4943337
8366400	287.3234414
8373600	287.2543644
8380800	287.1950688
8388000	287.0598625
8395200	286.7884519
8402400	286.5983188
8409600	286.4468828
8416800	286.2298006
8424000	286.0381693
8431200	285.8446384
8438400	285.6372976
8445600	285.495579
8452800	285.4835877
8460000	285.5456193
8467200	285.693035
8474400	285.7861147
8481600	285.7985075
8488800	285.7227275
8496000	285.6507472
8503200	285.5774874
8510400	285.5100248
8517600	285.413806
8524800	285.268431
8532000	285.2241295
8539200	285.4234744
8546400	285.6609589
8553600	285.4344528
8560800	285.4415058
8568000	285.3715174
8575200	285.469427
8582400	285.4646948
8589600	285.3922886
8596800	285.3209839
8604000	285.2307215
8611200	285.1585928
8618400	285.1062188
8625600	285.0223535
8632800	284.9859452
8640000	284.9847446
8647200	284.9879353
8654400	285.0582189
8661600	285.030199
8668800	284.967786
8676000	285.0237234
8683200	285.038557
8690400	285.0255914
8697600	285.0527361
8704800	285.0773971
8712000	285.1177459
8719200	285.2575872
8726400	285.3624532
8733600	285.4493782
8740800	285.4629515
8748000	285.5050994
8755200	285.5275839
8762400	285.5233498
8769600	285.5160446
8776800	285.5018056
8784000	285.4588308
8791200	285.4346825
8798400	285.4299752
8805600	285.4371732
8812800	285.470398
8820000	285.4801369
8827200	285.4318182
8834400	285.3960199
8841600	285.3328144
8848800	285.3391656
8856000	285.2807215
8863200	285.2462642
8870400	285.2404231
8877600	285.2299504
8884800	285.2774877
8892000	285.346513
8899200	285.4710461
8906400	285.5878864
8913600	285.642786
8920800	285.64066
8928000	285.6599503
8935200	285.6354296
8942400	285.6687812
8949600	285.7051683
8956800	285.684826
8964000	285.6934622
8971200	285.7055972
8978400	285.7674348
8985600	285.8680572
8992800	285.8268369
9000000	285.7863637
9007200	285.7654423
9014400	285.7563514
9021600	285.7166669
9028800	285.6937112
9036000	285.6424129
9043200	285.5928392
9050400	285.5509948
9057600	285.5741592
9064800	285.5580945
9072000	285.5670396
9079200	285.601681
9086400	285.5914177
9093600	285.6476339
9100800	285.6228517
9108000	285.7011196
9115200	285.8514944
9122400	285.8491295
9129600	285.9162516
9136800	285.8904229
9144000	285.9929638
9151200	286.2106301
9158400	286.2437734
9165600	286.4808457
9172800	286.5523687
9180000	286.5615669
9187200	286.5389164
9194400	286.5700246
9201600	286.5742837
9208800	286.5043531
9216000	286.455853
9223200	286.4016169
9230400	286.5401617
9237600	286.4731343
9244800	286.3832504
9252000	286.2973226
9259200	286.2379354
9266400	286.1103984
9273600	286.0069651
9280800	285.8959527
9288000	285.7695275
9295200	285.6221045
9302400	285.558955
9309600	285.4238481
9316800	285.5551056
9324000	285.5690533
9331200	285.5923898
9338400	285.6673585
9345600	285.6769328
9352800	285.5091754
9360000	285.5313923
9367200	285.5109451
9374400	285.5213929
9381600	285.5111456
9388800	285.5194028
9396000	285.6011829
9403200	285.7427862
9410400	285.8016813
9417600	285.9481342
9424800	285.9438978
9432000	285.5296017
9439200	286.0643213
9446400	286.8783935
9453600	287.4476339
9460800	287.8151309
9468000	288.0636985
9475200	288.2682837
9482400	288.4802614
9489600	288.685243
9496800	288.8654329
9504000	289.051253
9511200	289.2590343
9518400	289.3498745
9525600	289.3911321
9532800	289.0727102
9540000	288.7790728
9547200	288.5771357
9554400	288.351631
9561600	288.3278195
9568800	288.3498753
9576000	288.3587064
9583200	288.3340131
9590400	288.5000649
9597600	288.509577
9604800	288.5430258
9612000	288.5157105
9619200	288.4729405
9626400	288.4517746
9633600	288.4500002
9640800	288.4370648
9648000	288.4278608
9655200	288.4335618
9662400	288.4921656
9669600	288.7041829
9676800	288.9508705
9684000	289.0902983
9691200	289.0185322
9698400	289.0498732
9705600	288.9992993
9712800	288.8807304
9720000	288.8492535
9727200	288.8300746
9734400	288.8162935
9741600	288.8173723
9748800	288.8419153
9756000	288.8556039
9763200	289.0075187
9770400	289.2174566
9777600	289.4036737
9784800	289.3776463
9792000	289.1757464
9799200	289.0980048
9806400	289.0499996
9813600	289.0499996
9820800	288.9794776
9828000	288.9497511
9835200	289.0175371
9842400	289.1542341
9849600	289.4227612
9856800	289.7625626
9864000	289.9891027
9871200	289.9670607
9878400	289.7762769
9885600	289.6074625
9892800	289.432316
9900000	289.3344341
9907200	289.2684084
9914400	289.2685559
9921600	289.3500008
9928800	289.5112697
9936000	289.7411695
9943200	289.9040473
9950400	290.0354473
9957600	290.0648191
9964800	289.7971982
9972000	289.5457655
9979200	289.450248
9986400	289.3992537
9993600	289.3306981
10000800	289.2458959
10008000	289.2706729
10015200	289.3396773
10022400	289.4042963
10029600	289.5091526
10036800	289.5331876
10044000	289.3670402
10051200	289.2310713
10058400	289.1150061
10065600	288.9888542
10072800	288.9400499
10080000	288.8838729
10087200	288.853985
10094400	288.889726
10101600	288.9029265
10108800	288.8679103
10116000	288.8628268
10123200	288.8562265
10130400	288.8503729
10137600	288.812142
10144800	288.7700751
10152000	288.7554798
10159200	288.7341846
10166400	288.6871892
10173600	288.6575965
10180800	288.7498758
10188000	288.7754977
10195200	288.884122
10202400	289.0587063
10209600	289.2730391
10216800	289.4355537
10224000	289.5059696
10231200	289.3183692
10238400	289.1995027
10245600	289.0592151
10252800	289.012562
10260000	288.9869863
10267200	289.0409201
10274400	289.1415317
