#1
double measurement(105408, 2)
#Time	AHUTempSUPSetpoint
0	18.44771092
300	18.44770622
600	18.44742088
900	18.44745739
1200	18.44745739
1500	18.44734001
1800	18.44779625
2100	18.44734471
2400	18.4475372
2700	18.4474987
3000	18.44743391
3300	18.447544
3600	18.44748556
3900	18.44740715
4200	18.44747581
4500	18.44747147
4800	18.44748497
5100	18.44736595
5400	18.44726067
5700	18.44761702
6000	18.44761772
6300	18.44750903
6600	18.44759824
6900	18.44787994
7200	18.44770153
7500	18.44751842
7800	18.44745293
8100	18.44732593
8400	18.44753075
8700	18.44743391
9000	18.44740105
9300	18.44760857
9600	18.44761232
9900	18.44749964
10200	18.44743861
10500	18.44732593
10800	18.44755363
11100	18.44759354
11400	18.44761702
11700	18.44719658
12000	18.44741983
12300	18.44734001
12600	18.44766397
12900	18.44719658
13200	18.4475372
13500	18.44765458
13800	18.44759026
14100	18.44764988
14400	18.44745269
14700	18.44738426
15000	18.44730644
15300	18.4473541
15600	18.44762171
15900	18.44742546
16200	18.44741513
16500	18.44757476
16800	18.44725081
17100	18.44737968
17400	18.44757946
17700	18.44762641
18000	18.44734306
18300	18.44755129
18600	18.44747147
18900	18.44722264
19200	18.44746208
19500	18.44735879
19800	18.4473541
20100	18.44747147
20400	18.44740715
20700	18.44746678
21000	18.4473494
21300	18.44758885
21600	18.44740257
21900	18.44733391
22200	18.44725081
22500	18.4474987
22800	18.44741631
23100	18.44729729
23400	18.44725081
23700	18.44752312
24000	18.44730186
24300	18.44748086
24600	18.44747147
24900	18.44773909
25200	18.44726959
25500	18.44748556
25800	18.44733849
26100	18.44720855
26400	18.447448
26700	18.44743861
27000	18.44722733
27300	18.44732018
27600	18.44731184
27900	18.4475419
28200	18.44742088
28500	18.44735879
28800	18.44736818
29100	18.44727898
29400	18.44749495
29700	18.44742922
30000	18.44738696
30300	18.44763145
30600	18.44732593
30900	18.44745739
31200	18.44757946
31500	18.44733849
31800	18.44741513
32100	18.44759354
32400	18.44739342
32700	18.44733062
33000	18.44753251
33300	18.44745269
33600	18.44731102
33900	18.44760293
34200	18.44764519
34500	18.44742922
34800	18.44746666
35100	18.44749495
35400	18.4474433
35700	18.44733532
36000	18.4472744
36300	18.4476311
36600	18.44741513
36900	18.44729271
37200	18.447725
37500	18.44751842
37800	18.44745269
38100	18.44756279
38400	18.4473494
38700	18.44764988
39000	18.4474433
39300	18.44731102
39600	18.44732123
39900	18.44737968
40200	18.44748497
40500	18.44759026
40800	18.44743919
41100	18.4473541
41400	18.44757946
41700	18.44732593
42000	18.44765892
42300	18.44746678
42600	18.44748039
42900	18.44730307
43200	18.44736595
43500	18.44748086
43800	18.4474433
44100	18.44737511
44400	18.44756537
44700	18.44733532
45000	18.44747124
45300	18.44768744
45600	18.44731184
45900	18.44739635
46200	18.44759026
46500	18.44749495
46800	18.44754659
47100	18.44760293
47400	18.44765892
47700	18.44742922
48000	18.44738696
48300	18.44743919
48600	18.44728367
48900	18.4473494
49200	18.44729306
49500	18.44747581
49800	18.44745269
50100	18.44777665
50400	18.44729306
50700	18.4472744
51000	18.44739166
51300	18.44759824
51600	18.44738884
51900	18.4475419
52200	18.4475399
52500	18.44749025
52800	18.44746208
53100	18.44721489
53400	18.44733532
53700	18.44721325
54000	18.44714622
54300	18.44743861
54600	18.44746678
54900	18.44736595
55200	18.44767336
55500	18.44734001
55800	18.44740574
56100	18.44724693
56400	18.44745739
56700	18.44745739
57000	18.44737511
57300	18.4473541
57600	18.44718742
57900	18.44728813
58200	18.44730644
58500	18.4473494
58800	18.44742546
59100	18.44727428
59400	18.44726489
59700	18.44730245
60000	18.44728355
60300	18.44736349
60600	18.44739635
60900	18.44731654
61200	18.44743004
61500	18.44740574
61800	18.44728367
62100	18.44739799
62400	18.44751842
62700	18.44730245
63000	18.44736137
63300	18.44760293
63600	18.44743861
63900	18.4471663
64200	18.44764061
64500	18.44737288
64800	18.4473541
65100	18.44703636
65400	18.447448
65700	18.44741983
66000	18.44708648
66300	18.44740257
66600	18.44727898
66900	18.44696441
67200	18.44743462
67500	18.44736818
67800	18.44731654
68100	18.44741173
68400	18.44723203
68700	18.44722733
69000	18.44720855
69300	18.44741983
69600	18.447192
69900	18.44708648
70200	18.44721325
70500	18.44714165
70800	18.44718977
71100	18.44710996
71400	18.4471616
71700	18.44708214
72000	18.44729306
72300	18.44695972
72600	18.44718977
72900	18.44740257
73200	18.44719447
73500	18.44722264
73800	18.44721031
74100	18.44731654
74400	18.44735879
74700	18.44698601
75000	18.44721794
75300	18.44713249
75600	18.44717827
75900	18.44748497
76200	18.44729776
76500	18.44710045
76800	18.44723672
77100	18.44711418
77400	18.44725081
77700	18.44715691
78000	18.44713343
78300	18.44707756
78600	18.44700914
78900	18.44714622
79200	18.44713343
79500	18.44701347
79800	18.44728837
80100	18.44722264
80400	18.44687157
80700	18.44710057
81000	18.44708648
81300	18.44709587
81600	18.44714165
81900	18.44728837
82200	18.44738696
82500	18.44698319
82800	18.44719658
83100	18.4470677
83400	18.44704423
83700	18.44707709
84000	18.44713249
84300	18.44712874
84600	18.44724142
84900	18.44720116
85200	18.44694563
85500	18.44710526
85800	18.44706301
86100	18.44699974
86400	18.44713343
86700	18.44698601
87000	18.44691746
87300	18.44726489
87600	18.44690338
87900	18.44698143
88200	18.44696441
88500	18.44714282
88800	18.44735879
89100	18.44715538
89400	18.44700197
89700	18.44713813
90000	18.44709587
90300	18.44712874
90600	18.44727898
90900	18.44747147
91200	18.44733391
91500	18.44728837
91800	18.44726959
92100	18.44738227
92400	18.44731102
92700	18.44691734
93000	18.44723203
93300	18.44704552
93600	18.44714165
93900	18.44712791
94200	18.44719447
94500	18.44715691
94800	18.44702545
95100	18.44715691
95400	18.44729776
95700	18.44710996
96000	18.44721947
96300	18.44717569
96600	18.44713343
96900	18.44718261
97200	18.44718261
97500	18.44718261
97800	18.44732949
98100	18.44714752
98400	18.44710551
98700	18.44716815
99000	18.44708648
99300	18.44711465
99600	18.44722264
99900	18.44726452
100200	18.44713442
100500	18.44711033
100800	18.44722264
101100	18.44730307
101400	18.4473898
101700	18.44697059
102000	18.44712478
102300	18.44715691
102600	18.44740908
102900	18.44721794
103200	18.4474139
103500	18.44723561
103800	18.44747617
104100	18.44727416
104400	18.44728861
104700	18.44720855
105000	18.44743317
105300	18.4472602
105600	18.44719447
105900	18.44704423
106200	18.44707178
106500	18.44745726
106800	18.44735607
107100	18.44715851
107400	18.44739166
107700	18.44714888
108000	18.44723672
108300	18.44714888
108600	18.44718038
108900	18.44717297
109200	18.44694094
109500	18.44735607
109800	18.44727416
110100	18.44733062
110400	18.44720386
110700	18.44747654
111000	18.44710526
111300	18.44730245
111600	18.44711935
111900	18.44714888
112200	18.44728861
112500	18.44706696
112800	18.44733062
113100	18.44750545
113400	18.44723561
113700	18.44748086
114000	18.44741871
114300	18.44724525
114600	18.44758415
114900	18.4472838
115200	18.44727416
115500	18.44726452
115800	18.44748086
116100	19.15562514
116400	19.49370751
116700	19.49383143
117000	19.49367724
117300	19.49394226
117600	19.49325209
117900	19.49369651
118200	19.49351823
118500	19.49355727
118800	19.49353268
119100	19.49347076
119400	19.49366995
119700	19.49340258
120000	19.49351341
120300	19.49383625
120600	19.49385306
120900	19.49358087
121200	19.49366278
121500	19.49387184
121800	19.49341172
122100	19.49364178
122400	19.49364647
122700	19.49366526
123000	19.4936917
123300	19.49391335
123600	19.49378263
123900	19.49351341
124200	19.49372061
124500	19.49380252
124800	19.49348684
125100	19.49390371
125400	19.49385071
125700	19.49378263
126000	19.49365315
126300	19.49360978
126600	19.49382489
126900	19.4936676
127200	19.49384589
127500	19.49364647
127800	19.49372061
128100	19.49354858
128400	19.49364833
128700	19.49382019
129000	19.49400799
129300	19.49368404
129600	19.49366278
129900	19.49372061
130200	19.4938108
130500	19.49403381
130800	19.49371221
131100	19.49378263
131400	19.49370615
131700	19.49376397
132000	19.49391879
132300	19.49372543
132600	19.49378807
132900	19.49357123
133200	19.49373568
133500	19.49376397
133800	19.49394696
134100	19.49369812
134400	19.4938218
134700	19.49366278
135000	19.49359483
135300	19.49365315
135600	19.49380734
135900	19.49375916
136200	19.49395142
136500	19.49378325
136800	19.49362424
137100	19.49389531
137400	19.49384107
137700	19.49393262
138000	19.49360496
138300	19.49378325
138600	19.49376879
138900	19.49375916
139200	19.49391879
139500	19.49376397
139800	19.49391817
140100	19.49353849
140400	19.4936917
140700	19.49360014
141000	19.49364351
141300	19.49377794
141600	19.49386035
141900	19.49382662
142200	19.49378263
142500	19.49392299
142800	19.49393262
143100	19.49385306
143400	19.49385071
143700	19.49396635
144000	19.49375916
144300	19.49383897
144600	19.49354232
144900	19.49386516
145200	19.4936183
145500	19.49400008
145800	19.49369343
146100	19.49379289
146400	19.49382958
146700	19.49382958
147000	19.4938108
147300	19.49368688
147600	19.49355196
147900	19.49382958
148200	19.49373024
148500	19.49387962
148800	19.49358544
149100	19.49371097
149400	19.49388926
149700	19.4936183
150000	19.49350859
150300	19.49364351
150600	19.49360978
150900	19.49371221
151200	19.4936917
151500	19.49344595
151800	19.49337849
152100	19.493623
152400	19.49367465
152700	19.49338331
153000	19.49337367
153300	19.49351971
153600	19.49366056
153900	19.49348932
154200	19.49368206
154500	19.49336885
154800	19.49366526
155100	19.49359532
155400	19.4937447
155700	19.49378263
156000	19.49348215
156300	19.49371097
156600	19.49377843
156900	19.49338355
157200	19.49334958
157500	19.49374038
157800	19.49342186
158100	19.4937977
158400	19.49354232
158700	19.49351971
159000	19.49347004
159300	19.49381216
159600	19.49354232
159900	19.49340233
160200	19.493774
160500	19.4936676
160800	19.49386714
161100	19.49358087
161400	19.49369651
161700	19.49363387
162000	19.49346337
162300	19.49360978
162600	19.49362905
162900	19.49363708
163200	19.49359532
163500	19.49354318
163800	19.49341704
164100	19.49349623
164400	19.49361361
164700	19.49374038
165000	19.49337886
165300	19.49371462
165600	19.4934305
165900	19.49345077
166200	19.49351341
166500	19.49351032
166800	19.49352786
167100	19.49358569
167400	19.49345867
167700	19.49321466
168000	19.4934845
168300	19.49378263
168600	19.4937447
168900	19.49347004
169200	19.49363869
169500	19.49356666
169800	19.49371097
170100	19.49361942
170400	19.49334599
170700	19.49328496
171000	19.49339776
171300	19.49367934
171600	19.49336403
171900	19.49340258
172200	19.49336403
172500	19.49337416
172800	19.49342667
173100	19.49322911
173400	19.49359483
173700	19.49344595
174000	19.49343149
174300	19.49343631
174600	19.49351032
174900	19.49342667
175200	19.49357135
175500	19.49334958
175800	19.49347004
176100	19.49360978
176400	19.49328496
176700	19.4936676
177000	19.4934074
177300	19.49346806
177600	19.49344928
177900	19.49334958
178200	19.49341222
178500	19.49351032
178800	19.49356159
179100	19.4936676
179400	19.49360496
179700	19.49358074
180000	19.49327248
180300	19.49338825
180600	19.49345077
180900	19.49330621
181200	19.49342581
181500	19.49340258
181800	19.49338355
182100	19.49341583
182400	19.49361361
182700	19.49328694
183000	19.4933366
183300	19.49344595
183600	19.49341704
183900	19.49320984
184200	19.49322429
184500	19.49342186
184800	19.49327557
185100	19.49347968
185400	19.49324839
185700	19.49345559
186000	19.49351971
186300	19.49329657
186600	19.49332548
186900	19.49326766
187200	19.49339294
187500	19.49366278
187800	19.49337886
188100	19.49331103
188400	19.49337849
188700	19.49339294
189000	19.49335538
189300	19.49320984
189600	19.49334476
189900	19.49322429
190200	19.49331313
190500	19.49322911
190800	19.49357123
191100	19.49321453
191400	19.49308456
191700	19.49334476
192000	19.49321948
192300	19.49325679
192600	19.49336885
192900	19.49331313
193200	19.49319106
193500	19.49302673
193800	19.49322429
194100	19.49328026
194400	19.49317611
194700	19.49313274
195000	19.49299856
195300	19.49328212
195600	19.49320984
195900	19.49341172
196200	19.4932773
196500	19.49318093
196800	19.49313756
197100	19.49331782
197400	19.4934604
197700	19.49335921
198000	19.49325802
198300	19.49320045
198600	19.49328694
198900	19.49333344
199200	19.4932773
199500	19.49339764
199800	19.49326618
200100	19.49331782
200400	19.49315683
200700	19.49313002
201000	19.4934604
201300	19.49338331
201600	19.49333994
201900	19.49345398
202200	19.49336403
202500	19.49312792
202800	19.49349623
203100	19.49350859
203400	19.49332067
203700	19.49348684
204000	19.49328026
204300	19.49336885
204600	19.49329175
204900	19.49341642
205200	19.49327248
205500	19.49354714
205800	19.49335069
206100	19.49344113
206400	19.49338825
206700	19.4934604
207000	19.49356159
207300	19.49333994
207600	19.49352786
207900	19.49348932
208200	19.49339764
208500	19.49337849
208800	19.49354318
209100	19.49351341
209400	19.49347968
209700	19.49367242
210000	19.49373099
210300	19.49345077
210600	19.49368404
210900	19.49352305
211200	19.49331313
211500	19.49371097
211800	19.49351341
212100	19.49361361
212400	19.49356159
212700	19.49379289
213000	19.49358521
213300	19.49375434
213600	19.49381698
213900	19.49363239
214200	19.49382662
214500	19.49357605
214800	19.49356196
215100	19.49342111
215400	19.49355196
215700	19.49372061
216000	19.49365117
216300	19.49387962
216600	19.4936183
216900	19.49385553
217200	19.49374507
217500	19.4938155
217800	19.49379672
218100	19.4939094
218400	19.49382662
218700	19.49397599
219000	19.49388444
219300	19.49415823
219600	19.49361942
219900	19.49363387
220200	19.49392818
220500	19.49398563
220800	19.49419283
221100	19.4939047
221400	19.49390371
221700	19.4939047
222000	19.49398081
222300	19.49378325
222600	19.49412537
222900	19.49417232
223200	19.49404555
223500	19.49417701
223800	19.49398081
224100	19.4942121
224400	19.49400972
224700	19.49423335
225000	19.49426029
225300	19.49420728
225600	19.49425683
225900	19.4940049
226200	19.49394696
226500	19.49420728
226800	19.49386035
227100	19.49399045
227400	19.49389531
227700	19.49396635
228000	19.49399526
228300	19.49422656
228600	19.49426152
228900	19.49412055
229200	19.4941864
229500	20.65189482
229800	23.49422866
230100	23.4944193
230400	23.49426029
230700	23.49427474
231000	23.49417232
231300	23.49424583
231600	23.49413945
231900	23.49397117
232200	23.49416873
232500	23.49408682
232800	23.49425213
233100	23.49424583
233400	23.49383143
233700	23.49425683
234000	23.49422656
234300	23.4943742
234600	23.4940049
234900	23.49414884
235200	23.4940972
235500	23.49431786
235800	23.49423805
236100	23.49414415
236400	23.49400008
236700	23.49406754
237000	23.49402899
237300	23.49443993
237600	23.494135
237900	23.49422866
238200	23.49410609
238500	23.49412055
238800	23.49394708
239100	23.49436481
239400	23.49435666
239700	23.49420728
240000	23.49396154
240300	23.49405025
240600	23.49392781
240900	23.49409164
241200	23.49424744
241500	23.49426992
241800	23.49406754
242100	23.49415428
242400	23.4940925
242700	23.49405309
243000	23.49427474
243300	23.49439298
243600	23.49398563
243900	23.49413018
244200	23.49414415
244500	23.494135
244800	23.49409645
245100	23.49414884
245400	23.49420246
245700	23.49414415
246000	23.49406754
246300	23.49423335
246600	23.49388444
246900	23.49380252
247200	23.49395165
247500	23.49418801
247800	23.49418319
248100	23.49390001
248400	23.49421927
248700	23.49428438
249000	23.49408682
249300	23.49411128
249600	23.49393262
249900	23.49406272
250200	23.4942121
250500	23.49403147
250800	23.494135
251100	23.49406272
251400	23.49400799
251700	23.49396635
252000	23.49410189
252300	23.49413982
252600	23.49386714
252900	23.49407842
253200	23.49414415
253500	23.49416873
253800	23.49393262
254100	23.49394696
254400	23.49400008
254700	23.49375916
255000	23.49424101
255300	23.49404086
255600	23.49395165
255900	23.49398563
256200	23.49423137
256500	23.49412067
256800	23.49397599
257100	23.49389408
257400	23.4942121
257700	23.49393757
258000	23.49387962
258300	23.49401454
258600	23.49413006
258900	23.49413018
259200	23.49404345
259500	23.49373506
259800	23.4939094
260100	23.49373024
260400	23.4938748
260700	23.49405309
261000	23.49393287
261300	23.49418801
261600	23.49400972
261900	23.4940925
262200	23.49421692
262500	23.49409645
262800	23.49410659
263100	23.49413018
263400	23.49382489
263700	23.49390371
264000	23.4939986
264300	23.49400008
264600	23.49364833
264900	23.49405025
265200	23.49390371
265500	23.4939519
265800	23.49450989
266100	23.49401454
266400	23.49384107
266700	23.49412055
267000	23.49398921
267300	23.494082
267600	23.49404827
267900	23.49410127
268200	23.49389062
268500	23.4941591
268800	23.49368688
269100	23.49386902
269400	23.49390853
269700	23.49379202
270000	23.49385071
270300	23.49392853
270600	23.4939047
270900	23.49410659
271200	23.49376879
271500	23.49397599
271800	23.49412537
272100	23.49399045
272400	23.49382958
272700	23.49386998
273000	23.49385553
273300	23.49401269
273600	23.49392247
273900	23.4939094
274200	23.49385553
274500	23.49396574
274800	23.49392299
275100	23.49416391
275400	23.49390001
275700	23.49403381
276000	23.49378325
276300	23.49412537
276600	23.49406272
276900	23.49395672
277200	23.49404827
277500	23.4938108
277800	23.49401454
278100	23.49404345
278400	23.49388926
278700	23.49395165
279000	23.49389408
279300	23.49380252
279600	23.49424274
279900	23.4937977
280200	23.49392299
280500	23.49426152
280800	23.49364833
281100	23.49390853
281400	23.49397117
281700	23.49382489
282000	23.49389408
282300	23.494082
282600	23.49380611
282900	23.49401454
283200	23.49401936
283500	23.49373099
283800	23.49408781
284100	23.4940049
284400	23.49378807
284700	23.49416293
285000	23.49371579
285300	23.49397043
285600	23.49406433
285900	21.85270065
286200	19.49380252
286500	19.49392299
286800	19.49398452
287100	19.49358087
287400	19.49396574
287700	19.49379289
288000	19.49378263
288300	19.49408781
288600	19.49400799
288900	19.49399526
289200	19.49408311
289500	19.49425213
289800	23.28342076
290100	23.49404555
290400	23.49414464
290700	23.49390371
291000	23.49405025
291300	23.49412042
291600	23.49400799
291900	23.49414946
292200	23.49375916
292500	23.49419283
292800	23.49428438
293100	23.49389408
293400	23.49412067
293700	23.49386035
294000	23.4937977
294300	23.49396104
294600	23.49405309
294900	23.49383143
295200	23.49404555
295500	23.49412055
295800	23.49410609
296100	23.49392299
296400	23.4941864
296700	23.49396154
297000	23.49405791
297300	23.49397982
297600	23.49385071
297900	23.49408682
298200	23.49402899
298500	23.4941911
298800	23.4941591
299100	23.49385775
299400	23.49415354
299700	23.49364833
300000	23.4942651
300300	23.49429402
300600	23.49411128
300900	23.49417837
301200	23.49419283
301500	23.49405494
301800	23.49416762
302100	23.49419764
302400	23.49410609
302700	23.49416293
303000	23.49420518
303300	23.49405791
303600	23.49413945
303900	23.49417355
304200	23.49414946
304500	23.49426622
304800	23.49378325
305100	23.49412537
305400	23.49428438
305700	23.49422866
306000	23.49408875
306300	23.49414884
306600	23.49393287
306900	23.49412537
307200	23.49449627
307500	23.49398452
307800	23.49419283
308100	23.49412067
308400	23.4942651
308700	23.4942121
309000	23.49398452
309300	23.49430365
309600	23.4942892
309900	23.49394226
310200	23.49418319
310500	23.49416391
310800	23.4940033
311100	23.49402208
311400	23.49407236
311700	23.49383625
312000	23.49394696
312300	23.494135
312600	23.49402418
312900	23.49413006
313200	23.49384107
313500	23.49411091
313800	23.49384367
314100	23.49426622
314400	23.49402899
314700	23.494082
315000	23.49394226
315300	23.49425065
315600	23.49417355
315900	23.49406272
316200	23.49422396
316500	23.49403381
316800	23.49430847
317100	23.49426622
317400	23.49448194
317700	23.4942892
318000	23.49450097
318300	23.49413982
318600	23.49431317
318900	23.49426029
319200	23.49431317
319500	23.49426029
319800	23.49403863
320100	23.49420246
320400	23.49410189
320700	23.49424101
321000	23.49386714
321300	23.49404345
321600	23.49429402
321900	23.49409164
322200	23.4943789
322500	23.49440484
322800	23.49384367
323100	23.49414464
323400	23.49417232
323700	23.49435542
324000	23.49425213
324300	23.49400799
