#1
double measurement(105408, 2)
#Time	AHUTempSUPSetpoint
324600	23.49412537
324900	23.49421692
325200	23.49417837
325500	23.4941911
325800	23.49425065
326100	23.49417355
326400	23.49411573
326700	23.49417232
327000	23.49376879
327300	23.49413476
327600	23.49413982
327900	23.49417701
328200	23.49383428
328500	23.49420518
328800	23.494082
329100	23.49404345
329400	23.49386516
329700	23.49392348
330000	23.49402418
330300	23.49418319
330600	23.49423619
330900	23.4941864
331200	23.49412067
331500	23.49423619
331800	23.49418171
332100	23.49427956
332400	23.49390371
332700	23.49404086
333000	23.49401454
333300	23.4942892
333600	23.4940925
333900	23.49410659
334200	23.49405309
334500	23.49407718
334800	23.49404345
335100	23.49386245
335400	23.49393262
335700	23.49405791
336000	23.49421457
336300	23.49414946
336600	23.49414884
336900	23.49417355
337200	23.49401454
337500	23.49410127
337800	23.49384836
338100	23.49412537
338400	23.4941591
338700	23.49396635
339000	23.49417232
339300	23.49425547
339600	23.49419283
339900	23.49417232
340200	23.49398563
340500	23.49414415
340800	23.49410127
341100	23.49406903
341400	23.49392853
341700	23.49398921
342000	23.49401738
342300	23.49388123
342600	23.49381216
342900	23.49391879
343200	23.49413006
343500	23.49388926
343800	23.49397599
344100	23.49392818
344400	23.49387184
344700	23.49399526
345000	23.49408311
345300	23.494082
345600	23.49417837
345900	23.49390853
346200	23.49394696
346500	23.49402418
346800	23.49395672
347100	23.49411573
347400	23.49406903
347700	23.49382662
348000	23.49400008
348300	23.49400972
348600	23.49402677
348900	23.49396154
349200	23.4939094
349500	23.49386998
349800	21.59909941
350100	19.49416762
350400	19.49392247
350700	19.49403616
351000	19.49410609
351300	19.49407842
351600	19.49389889
351900	19.4940049
352200	19.49416873
352500	19.49400799
352800	19.49399526
353100	19.49418801
353400	19.49399391
353700	19.49393287
354000	19.49385071
354300	19.49393744
354600	19.49415823
354900	19.49411573
355200	19.49373099
355500	19.4940972
355800	19.49401454
356100	19.49420246
356400	19.49351971
356700	19.49392781
357000	19.49386035
357300	19.49410609
357600	19.49405494
357900	19.49387962
358200	19.49373099
358500	19.49417355
358800	19.49401093
359100	19.49379202
359400	19.49394696
359700	19.49405025
360000	19.49398081
360300	19.49394708
360600	19.49380734
360900	19.49377324
361200	19.49411091
361500	19.49402899
361800	19.49379202
362100	19.4939519
362400	19.49383143
362700	19.49374952
363000	19.49393287
363300	19.49400008
363600	19.49418801
363900	19.49374507
364200	19.49416873
364500	19.4938748
364800	19.49356641
365100	19.49393757
365400	19.49402899
365700	19.4940972
366000	19.49413945
366300	19.49391817
366600	19.49403616
366900	19.49378263
367200	19.49391817
367500	19.49388926
367800	19.49389408
368100	19.49410189
368400	19.4938748
368700	19.49402899
369000	19.49393757
369300	19.4937447
369600	19.49396574
369900	19.49403616
370200	19.4936146
370500	19.49381216
370800	19.49385071
371100	19.49388123
371400	19.49406903
371700	19.49384107
372000	19.49371221
372300	19.49371579
372600	19.49397117
372900	19.49401454
373200	19.4940972
373500	19.49405309
373800	19.49398081
374100	19.49410706
374400	19.49403381
374700	19.49398081
375000	19.49371097
375300	19.49384836
375600	19.49413982
375900	19.49412537
376200	19.49359051
376500	19.49384836
376800	19.49370282
377100	19.49391879
377400	19.4937977
377700	19.49403616
378000	19.49398081
378300	19.49394226
378600	19.49386714
378900	19.49416873
379200	19.49396154
379500	19.49383897
379800	19.49388926
380100	19.49392299
380400	19.493623
380700	19.49391817
381000	19.49372061
381300	19.49404345
381600	19.49388592
381900	19.49407718
382200	19.4939094
382500	19.49387962
382800	19.49396104
383100	19.49377361
383400	19.49389889
383700	19.4938108
384000	19.49403147
384300	19.49378325
384600	19.49380611
384900	19.49386035
385200	19.49371579
385500	19.4936676
385800	19.49389531
386100	19.49404345
386400	19.49344113
386700	19.49413006
387000	19.49384836
387300	19.49429883
387600	19.49385775
387900	19.49385071
388200	19.49393744
388500	19.49414464
388800	19.49384367
389100	19.49400972
389400	19.49393744
389700	19.49380611
390000	19.49378325
390300	19.49370133
390600	19.49395672
390900	19.49391409
391200	19.49392299
391500	19.49403863
391800	19.49379202
392100	19.49395672
392400	19.49433256
392700	19.49397599
393000	19.49407372
393300	19.49400008
393600	19.49392818
393900	19.49409645
394200	19.49420049
394500	19.49416762
394800	19.49407842
395100	19.4938155
395400	19.49387184
395700	19.49372061
396000	19.49387962
396300	19.49404086
396600	19.49400972
396900	19.49404827
397200	19.49412067
397500	19.49392781
397800	19.49432775
398100	19.49393287
398400	19.49389889
398700	19.49392781
399000	19.49402418
399300	19.49403147
399600	19.49419283
399900	19.49399526
400200	19.49423137
400500	19.49422866
400800	19.49412055
401100	19.49415823
401400	19.49408682
401700	19.49397043
402000	19.4941591
402300	19.69937095
402600	23.49377361
402900	23.49412537
403200	23.49431329
403500	23.49397513
403800	23.49400008
404100	23.49410127
404400	23.49379672
404700	23.49385306
405000	23.49411573
405300	23.49378263
405600	23.49410127
405900	23.49422656
406200	23.49414464
406500	23.49397043
406800	23.49392299
407100	23.49377361
407400	23.49384589
407700	23.49417232
408000	23.49386998
408300	23.4939986
408600	23.49407718
408900	23.49399526
409200	23.49408682
409500	23.49395142
409800	23.49370615
410100	23.49405791
410400	23.49417701
410700	23.4940049
411000	23.49388444
411300	23.49382958
411600	23.49394708
411900	23.49390001
412200	23.49379672
412500	23.4939986
412800	23.49416391
413100	23.49358544
413400	23.49397599
413700	23.49381698
414000	23.49411598
414300	23.49415428
414600	23.49396154
414900	23.49385775
415200	23.49400972
415500	23.49390371
415800	23.49375434
416100	23.49405025
416400	23.49381698
416700	23.49406272
417000	23.49423335
417300	23.49396154
417600	23.49381216
417900	23.49393757
418200	23.49377843
418500	23.49411091
418800	23.49420246
419100	23.49407372
419400	23.4939986
419700	23.49397117
420000	23.49424744
420300	23.49401936
420600	23.49375434
420900	23.49394696
421200	23.49395672
421500	23.49392781
421800	23.49391409
422100	23.49393757
422400	23.49395635
422700	23.49396154
423000	23.49394226
423300	23.49386998
423600	23.49395672
423900	23.49391409
424200	23.49398081
424500	23.49409164
424800	23.49389889
425100	23.49397513
425400	23.49391335
425700	23.49391335
426000	23.49378733
426300	23.49394708
426600	23.49378325
426900	23.49400008
427200	23.49394696
427500	23.49416391
427800	23.49389889
428100	23.4939047
428400	23.49406754
428700	23.49398081
429000	23.49373169
429300	23.49391817
429600	23.4938108
429900	23.49374038
430200	23.49407372
430500	23.49387653
430800	23.49379672
431100	23.49399045
431400	23.49376879
431700	23.49414415
432000	23.49360422
432300	23.49396574
432600	23.49405494
432900	23.49392299
433200	23.49407236
433500	23.49405494
433800	23.4937977
434100	23.49412537
434400	23.49375916
434700	23.49390853
435000	23.49400799
435300	23.49401454
435600	23.49376879
435900	23.4939986
436200	23.49407236
436500	23.49393287
436800	23.49385071
437100	23.49372543
437400	23.49400972
437700	23.49367934
438000	23.49402677
438300	23.4938748
438600	23.49384367
438900	23.49398563
439200	23.49396154
439500	23.49409164
439800	23.49377794
440100	23.49385553
440400	23.49394708
440700	23.49379672
441000	23.49378325
441300	23.49403616
441600	23.49403147
441900	23.49386035
442200	23.49391817
442500	23.49377361
442800	23.49376373
443100	23.4937977
443400	23.49405791
443700	23.49386516
444000	23.49365117
444300	23.49391409
444600	23.49373506
444900	23.49395142
445200	23.49360496
445500	23.49386035
445800	23.49365117
446100	23.49373988
446400	23.49350859
446700	23.49383428
447000	23.49401936
447300	23.49386714
447600	20.62212391
447900	19.49388592
448200	19.49405494
448500	19.49382662
448800	19.4938218
449100	19.49393757
449400	19.49377843
449700	19.49349413
450000	19.49399526
450300	19.4934305
450600	19.49386516
450900	19.49368688
451200	19.49353379
451500	19.49359532
451800	19.49391817
452100	19.49369651
452400	19.49349154
452700	19.49351341
453000	19.49375434
453300	19.49374038
453600	19.49356159
453900	19.49376879
454200	19.49387184
454500	19.49366995
454800	19.49359532
455100	19.49358074
455400	19.49384107
455700	19.49373024
456000	19.49373506
456300	19.49367465
456600	19.49371221
456900	19.49370133
457200	19.49382662
457500	19.49368873
457800	19.49362424
458100	19.49355196
458400	19.49366995
458700	19.49375916
459000	19.49375434
459300	19.493623
459600	19.4935375
459900	19.49375434
460200	19.49356159
460500	19.49350093
460800	19.49368206
461100	19.49345559
461400	19.49385306
461700	19.49378807
462000	19.4936917
462300	19.49388592
462600	19.49355196
462900	19.49352786
463200	19.49381216
463500	19.49360422
463800	19.49389408
464100	19.49367242
464400	19.49364647
464700	19.49387184
