#1
double measurement(2172, 9)
#Time	Office2	Office3	Office4	Office5	Office6	Hall1	Hall2	TempAmb			
0	297.6744335	295.1298816	293.7600702	296.1764854	294.131627	290.8132033	296.6175294	283.5647526
7200	297.8465595	295.9800544	293.0066478	295.1211902	293.7291285	290.8132033	296.2778942	283.0187459
14400	298.9188931	295.7146633	292.9201514	293.6112915	293.442486	290.8132033	297.2358849	281.4364182
21600	298.7802385	295.5342495	292.4843691	293.9068691	293.7264086	290.8132033	297.6631665	280.0992431			
28800	299.0446566	295.8842541	292.5485836	294.5662631	293.9034272	290.8132033	298.1218172	280.4659853			
36000	299.0756176	295.5616915	292.4736288	294.6468684	293.8706069	290.8132033	298.2704989	281.5256967			
43200	298.9753262	295.8505443	292.3381477	294.6008928	293.7432096	290.8132033	298.35	281.4995127			
50400	298.8475508	295.6556224	292.178548	294.7319064	293.9361752	290.8132033	298.4413232	281.524307			
57600	298.8264885	295.6170102	292.067793	294.5446894	293.7608592	290.8132033	298.4864527	281.4953783			
64800	298.7951137	295.8120886	292.0322954	294.7401845	293.9565393	290.8132033	298.55	281.097547			
72000	298.9573125	295.7443923	291.934338	294.5574399	293.8080797	290.8132033	298.55	280.3146398			
79200	298.6951245	295.7765284	292.0294555	294.8184218	293.9808047	290.8132033	298.4038629	281.7028861			
86400	299.2534791	295.5991886	293.4217338	295.4351346	294.2954725	290.8132033	297.4571026	284.3555471			
93600	298.8322289	295.8935296	292.9314328	295.2293102	293.9616753	290.8132033	297.6745055	284.4965654			
100800	298.7497899	295.5777063	292.6759531	293.5493042	293.300121	290.8132033	297.3765556	283.1902238			
108000	299.1541561	295.8553096	292.5704349	294.5560344	293.8323198	290.8132033	297.3364481	281.306085			
115200	299.2572107	295.5759427	292.407295	294.5405345	293.8938096	290.8132033	297.7308952	280.951158			
122400	299.0527475	295.7565973	292.2965207	294.6739078	293.8398466	290.8132033	297.8740132	281.5794271			
129600	299.0550212	295.7257199	292.221681	294.6427755	293.8346334	290.8132033	297.9886389	282.3092224			
136800	298.9228769	295.7182051	292.1853444	294.5467904	293.9653774	290.8132033	298.1070957	283.0360205			
144000	298.9715863	295.7345432	292.1604999	294.6849995	293.8358256	290.8132033	298.2338074	282.6476254			
151200	299.0256497	295.7920212	292.1598909	294.6873438	293.8723956	290.8132033	298.3037445	281.5793141			
158400	298.2198143	295.7198469	292.1437471	294.601993	293.8388013	290.8132033	298.3461749	281.3241872			
165600	298.4411975	295.7481413	292.2357087	294.6216886	293.942521	290.8132033	298.4667687	282.8748259			
172800	298.2344454	295.5507979	292.3859266	294.6544244	293.8548033	290.8132033	298.5603261	283.8293792			
180000	298.7935972	295.7757509	292.7414484	294.6063137	293.7053816	290.8132033	296.9887733	283.7849766			
187200	299.1042629	295.8126432	293.0088933	294.6906197	293.9413616	290.8132033	296.5342047	283.0369099			
194400	299.0064622	295.5654122	292.7226907	294.651498	293.7232513	290.8132033	297.5694501	282.684473			
201600	299.0662646	295.8434586	292.5332342	294.617622	293.9161016	290.8132033	297.9136735	281.9811875			
208800	299.1292443	295.5946528	292.3133568	294.5733158	293.7567036	290.8132033	297.9654082	280.8630379			
216000	299.0723259	295.7759893	292.8466322	294.6373364	293.9507445	290.8132033	297.95	280.1658335			
223200	299.0134483	295.7114178	293.3697241	294.6907037	293.8179588	290.8132033	297.95	279.6124181			
230400	299.108479	295.6781218	293.6294792	294.6271118	293.8728669	290.8132033	297.95	279.2323166			
237600	299.1116712	295.74319	293.507074	294.6903359	293.8748212	290.8132033	297.9904689	279.1159374			
244800	298.9876602	295.8030026	293.3873641	294.5896829	293.8243917	290.8132033	298.0610317	279.8534564			
252000	298.8809391	295.7605716	293.5211129	294.597211	293.7675276	290.8132033	298.2561287	281.844023			
259200	298.7141503	295.6099857	293.6346895	294.6469403	293.9729645	290.8132033	298.5288124	282.2601093			
266400	298.5829656	295.7463557	293.577542	294.5916945	293.8065249	290.8132033	298.7305085	283.2372858			
273600	298.6476265	295.7344063	293.4667792	294.7261013	293.8021182	290.8132033	298.8491525	282.5652033			
280800	299.0717791	295.6533045	293.4240673	294.5587174	293.938803	290.8132033	298.7252137	280.9202666			
288000	299.1714524	295.8346148	293.5034183	294.7160164	293.7611862	290.8132033	298.6067797	280.2848924			
295200	299.2639825	295.6150843	293.5831351	294.5883046	293.9471183	290.8132033	298.5127119	279.8300481			
302400	299.2340673	295.7435587	293.4903386	294.60983	293.7797453	290.8132033	298.4161017	279.6482933			
309600	299.1461011	295.7432198	293.5065808	294.7307688	293.8899996	290.8132033	298.35	279.9757011			
316800	299.0733327	295.7319651	293.4237283	294.5816945	293.8468638	290.8132033	298.35	280.0915506			
324000	298.9643215	295.7167792	293.4767793	294.6521182	293.8049148	290.8132033	298.4313559	280.8721987			
331200	298.9349994	295.6861858	293.5477115	294.6467792	293.9552538	290.8132033	298.5144068	280.8062299			
338400	298.743474	295.7001706	293.4223927	294.5675209	293.753162	290.8132033	298.6064103	281.5533277			
345600	298.4353841	295.7133045	293.600508	294.6950843	293.9003385	290.8132033	298.7338983	282.8188802			
352800	298.4307621	295.752881	293.3902538	294.5961012	293.8623725	290.8132033	298.85	282.7630053			
360000	298.5316944	295.7963555	293.571864	294.7129656	293.8397452	290.8132033	298.85	281.4209455			
367200	298.7525635	295.7120509	293.4279483	294.6458969	293.899145	290.8132033	298.8474359	280.603329			
374400	298.7449994	295.6754231	293.53483	294.6337283	293.8453384	290.8132033	298.7525424	280.5543307			
381600	298.5300842	295.7766097	293.5688979	294.6054233	293.8408469	290.8132033	298.75	282.0629046			
