#1
double measurement(2921, 2)
#Time	TempODA
4546800	268.0515331
4557600	268.570849
4568400	271.8074756
4579200	272.6629939
4590000	272.0546516
4600800	272.3713969
4611600	272.5594734
4622400	271.8723041
4633200	270.4870309
4644000	269.4029983
4654800	271.8650452
4665600	274.0866795
4676400	271.3366246
4687200	269.1778608
4698000	268.6488342
4708800	267.3256834
4719600	266.2104998
4730400	266.8237943
4741200	270.9284844
4752000	274.5639389
4762800	274.0389214
4773600	276.4724975
4784400	277.0161527
4795200	279.1376254
4806000	280.0789549
4816800	281.0915481
4827600	283.0762759
4838400	283.7730927
4849200	283.4025312
4860000	283.9106991
4870800	285.1058513
4881600	285.0295402
4892400	284.4429275
4903200	285.1295758
4914000	285.3361981
4924800	285.0086337
4935600	284.4505165
4946400	283.6309319
4957200	283.345894
4968000	282.8448494
4978800	282.8271459
4989600	282.6362749
5000400	281.7751998
5011200	282.6242904
5022000	282.2066855
5032800	282.3473073
5043600	282.9983928
5054400	283.4148989
5065200	283.2447026
5076000	282.8004212
5086800	282.4192392
5097600	282.6877643
5108400	282.8517116
5119200	283.1762532
5130000	282.7187306
5140800	282.8392158
5151600	282.3900096
5162400	282.2385466
5173200	282.3730107
5184000	284.305857
5194800	285.3099096
5205600	284.4168163
5216400	283.6538605
5227200	283.0433603
5238000	282.4556075
5248800	282.9041636
5259600	283.5615096
5270400	283.9931953
5281200	282.8694373
5292000	282.4738763
5302800	282.5578429
5313600	282.853222
5324400	282.4573456
5335200	282.693843
5346000	283.1900821
5356800	284.7802374
5367600	285.4971341
5378400	285.2411671
5389200	285.1346299
5400000	284.570675
5410800	283.629575
5421600	282.9042716
5432400	283.364669
5443200	281.5405364
5454000	279.2558803
5464800	276.9819133
5475600	276.8137964
5486400	277.2362017
5497200	277.4054505
5508000	277.4738733
5518800	279.6170125
5529600	280.7359548
5540400	279.4641446
5551200	278.0862756
5562000	279.2002588
5572800	280.4353189
5583600	281.2070664
5594400	281.4572246
5605200	282.3919933
5616000	282.5629033
5626800	282.6049086
5637600	282.5269242
5648400	283.4702174
5659200	283.9322076
5670000	284.2208685
5680800	283.6496182
5691600	283.7384604
5702400	283.3092915
5713200	281.789056
5724000	280.143155
5734800	279.7334545
5745600	279.3496102
5756400	279.2857219
5767200	280.5362707
5778000	281.8472182
5788800	282.282345
5799600	284.0537813
5810400	285.5803785
5821200	286.4880799
5832000	287.7129853
5842800	287.7933105
5853600	288.5838161
5864400	289.2653329
5875200	288.2308793
5886000	287.9954274
5896800	288.4022852
5907600	288.8214421
5918400	287.8982968
5929200	287.2294748
5940000	286.2760362
5950800	286.2039775
5961600	286.2537256
5972400	284.2243814
5983200	284.7686136
5994000	287.3549676
6004800	286.854606
6015600	285.4984514
6026400	284.1703831
6037200	283.0660426
6048000	282.2854897
6058800	282.008722
6069600	281.300836
6080400	280.7129887
6091200	279.3594025
6102000	279.6701315
6112800	280.1823025
6123600	282.0092861
6134400	281.9935261
6145200	280.8101758
6156000	280.7924788
6166800	281.3162511
6177600	281.7916626
6188400	282.2609766
6199200	283.1969502
6210000	283.9390785
6220800	283.9555028
6231600	284.3568182
6242400	284.6446068
6253200	283.7612907
6264000	283.26815
6274800	283.0786026
6285600	282.9278478
6296400	283.2174938
6307200	283.6430272
6318000	282.9368627
6328800	283.5857711
6339600	283.3504044
6350400	282.9611176
6361200	282.7757018
6372000	282.7999218
6382800	282.741247
6393600	283.1115299
6404400	283.2032294
6415200	283.671661
6426000	283.5461124
6436800	283.4914127
6447600	283.2543506
6458400	283.1577987
6469200	284.6396409
6480000	284.0963906
6490800	283.1805275
6501600	282.8466665
6512400	282.5837796
6523200	283.0784383
6534000	282.4260889
6544800	280.5451957
6555600	283.1114738
6566400	282.8852958
6577200	281.8006944
6588000	281.5281793
6598800	281.1022548
6609600	279.5478506
6620400	279.4557211
6631200	280.2193968
6642000	280.2849525
6652800	279.9690848
6663600	279.3788219
6674400	279.2696416
6685200	278.3328851
6696000	278.3159034
6706800	277.5442413
6717600	277.2810983
6728400	280.1674855
6739200	280.2376683
6750000	279.4800334
6760800	280.6171327
6771600	281.7691937
6782400	283.5215822
6793200	283.7749099
6804000	283.3483085
6814800	282.5535219
6825600	282.7819383
6836400	281.6745167
6847200	281.1931367
6858000	281.2288789
6868800	281.1653772
6879600	281.2367308
6890400	281.6886768
6901200	282.4631902
6912000	282.828695
6922800	283.1929801
6933600	282.9445447
6944400	282.6925039
6955200	281.7499005
6966000	280.4796074
6976800	280.413752
6987600	281.5981542
6998400	281.0087278
7009200	280.8372602
7020000	281.0426964
7030800	280.650333
7041600	279.7297904
7052400	279.8534971
7063200	280.5050914
7074000	282.0343042
7084800	282.8148555
7095600	283.4860333
7106400	283.8153497
7117200	280.9392689
7128000	279.0749292
7138800	278.9474065
7149600	278.7252185
7160400	279.3372048
7171200	279.593206
7182000	279.2008475
7192800	278.8310481
7203600	278.3370474
7214400	277.8058246
7225200	278.3796911
7236000	278.2906893
7246800	279.0937365
7257600	278.4181086
7268400	277.8711729
7279200	276.4807598
7290000	275.6595903
7300800	275.1864563
7311600	274.6597551
7322400	274.5007153
7333200	278.0056324
7344000	277.6711032
7354800	275.1433571
7365600	273.1990694
7376400	271.923055
7387200	271.8776113
7398000	272.1433336
7408800	272.937211
7419600	276.1583167
7430400	277.0191106
7441200	275.2706048
7452000	274.6480583
7462800	274.7459109
7473600	274.52856
7484400	274.7063937
7495200	274.6836739
7506000	275.3269381
7516800	275.6793657
7527600	275.6247312
7538400	275.2081291
7549200	274.4551731
7560000	274.1353095
7570800	273.963784
7581600	273.9794284
7592400	274.0906494
7603200	274.3718371
7614000	274.1722613
7624800	273.7585925
7635600	273.0837555
7646400	271.1743734
7657200	270.0699582
7668000	269.7402799
7678800	272.1063988
7689600	273.0399951
7700400	273.2606583
7711200	272.562222
7722000	272.394453
7732800	272.3736748
7743600	272.3756518
7754400	272.4684916
7765200	272.9358485
7776000	273.0802463
7786800	273.1903556
7797600	273.3090612
7808400	273.5163701
7819200	273.6414557
7830000	273.969654
7840800	274.0532341
7851600	286.848644
7862400	290.6691696
7873200	281.3132725
7884000	275.2666362
7894800	275.1561489
7905600	275.2419918
7916400	275.0600762
7927200	274.8918478
7938000	275.068114
7948800	275.1654052
7959600	275.0598505
7970400	274.3964353
7981200	273.729264
7992000	273.3875213
8002800	273.0252357
8013600	272.6640176
8024400	272.6407095
8035200	272.6566745
8046000	271.7553931
8056800	271.0505464
8067600	270.9862257
8078400	271.0681856
8089200	271.7489758
8100000	272.077157
8110800	273.0059754
8121600	273.8775289
8132400	274.6074833
8143200	275.5061337
8154000	276.4244995
8164800	276.2576469
8175600	275.9235215
8186400	275.7360066
8197200	276.495611
8208000	277.2249361
8218800	276.9691683
8229600	276.2347776
8240400	275.9204892
8251200	275.5441471
8262000	274.9867003
8272800	274.1399101
8283600	274.0323348
8294400	274.2978021
8305200	273.1224514
8316000	272.1992155
8326800	271.0040777
8337600	270.6507695
8348400	270.4080312
8359200	271.5867415
8370000	273.3930786
8380800	275.053409
8391600	274.6795456
8402400	274.991129
8413200	275.5924227
8424000	276.0942234
8434800	276.7079492
8445600	278.5442964
8456400	280.5222212
8467200	279.5652198
8478000	279.3243219
8488800	278.4129951
8499600	277.528166
8510400	276.6930496
8521200	276.5810334
8532000	276.7987526
8542800	277.8848928
8553600	278.9304508
8564400	279.3767875
8575200	279.7546306
8586000	279.4757526
8596800	279.1156373
8607600	278.5666258
8618400	277.8086332
8629200	279.7710693
8640000	280.3291863
8650800	279.8491991
8661600	279.6090083
8672400	279.7040813
8683200	279.8323001
8694000	279.7216746
8704800	279.4679196
8715600	280.0935747
8726400	281.2578409
8737200	281.3350461
8748000	281.1641668
8758800	281.1603516
8769600	281.2812358
8780400	281.192689
8791200	281.3375317
8802000	281.1794333
8812800	281.2177115
8823600	281.4873613
8834400	281.4362548
8845200	280.3734191
8856000	279.157222
8866800	279.1657159
8877600	279.2477662
8888400	280.408438
8899200	281.6180684
8910000	280.5997896
8920800	279.7946067
8931600	280.2987955
8942400	279.8635065
8953200	279.7343416
8964000	279.2115561
8974800	279.2036373
8985600	279.4776195
8996400	279.1827812
9007200	278.076533
9018000	276.4486209
9028800	275.0608704
9039600	275.0690124
9050400	275.0135463
9061200	277.1638945
9072000	278.2598374
9082800	277.3723468
9093600	276.3482667
9104400	274.9779986
9115200	273.3434755
9126000	272.2867182
9136800	273.6321377
9147600	278.721495
9158400	278.6018222
9169200	276.7760295
9180000	274.4103886
9190800	272.6644176
9201600	271.7758035
9212400	270.7503851
9223200	272.9553151
9234000	279.7760398
9244800	279.8582523
9255600	277.8803556
9266400	274.8441553
9277200	273.0434368
9288000	271.6312194
9298800	271.9106632
9309600	275.1517401
9320400	278.3419977
9331200	279.4649664
9342000	277.2694271
9352800	276.7905774
9363600	276.5134222
9374400	276.5137174
9385200	275.8716488
9396000	276.6357426
9406800	279.935657
9417600	281.2565225
9428400	280.0270314
9439200	279.1854694
9450000	279.1219654
9460800	278.3203782
9471600	278.0471983
9482400	278.018296
9493200	278.6168496
9504000	279.4140887
9514800	279.9141699
9525600	280.0102286
9536400	279.7694254
9547200	279.4593704
9558000	279.2301705
9568800	279.2107766
9579600	280.7275392
9590400	281.4625565
9601200	280.9476664
9612000	279.7574352
9622800	278.3955012
9633600	277.4359841
9644400	275.4251124
9655200	276.910579
9666000	284.3282941
9676800	285.9727578
9687600	284.0694646
9698400	280.7992203
9709200	279.0533664
9720000	276.6631777
9730800	276.4354353
9741600	277.8795392
9752400	286.5621281
9763200	287.0297851
9774000	283.5763249
9784800	280.4558895
9795600	279.4096814
9806400	279.0426388
9817200	277.0943951
9828000	279.3216544
9838800	288.4002269
9849600	288.9136548
9860400	285.0881543
9871200	282.8175839
9882000	281.2391794
9892800	280.3392895
9903600	280.3316432
9914400	281.6447907
9925200	283.0332209
9936000	283.9465047
9946800	284.2679637
9957600	282.4048419
9968400	282.8623309
9979200	282.7620194
9990000	283.313303
10000800	283.7267625
10011600	286.2973187
10022400	287.293041
10033200	284.9672872
10044000	283.363412
10054800	283.0047095
10065600	282.9052851
10076400	282.6637092
10087200	282.3295079
10098000	282.2165142
10108800	282.1579453
10119600	282.3913762
10130400	282.5307278
10141200	282.481062
10152000	282.4415077
10162800	282.0923533
10173600	281.834276
10184400	281.769002
10195200	282.3088889
10206000	281.0088168
10216800	279.9036861
10227600	279.1605548
10238400	278.9604928
10249200	278.8463293
10260000	278.4785148
10270800	280.3303773
10281600	281.923514
10292400	280.8611198
10303200	280.0827997
10314000	280.2565596
10324800	279.5629367
10335600	279.2168258
10346400	278.7981168
10357200	281.4738094
10368000	284.066496
10378800	281.8252928
10389600	278.9940538
10400400	277.7208281
10411200	275.1295529
10422000	274.909253
10432800	278.7464092
10443600	287.6369879
10454400	287.108308
10465200	284.4755277
10476000	282.2403331
10486800	281.6992711
10497600	280.8387262
10508400	280.5169188
10519200	280.5117041
10530000	280.6339463
10540800	281.0312765
10551600	280.7050142
10562400	279.9877985
10573200	279.3759439
10584000	278.1735676
10594800	277.3284871
10605600	276.9377195
10616400	278.1168578
10627200	277.7399838
10638000	277.8606408
10648800	278.2640219
10659600	277.2890363
10670400	276.4704626
10681200	276.053001
10692000	276.2157463
10702800	278.3911492
10713600	279.3541101
10724400	277.1284992
10735200	274.8422341
10746000	273.2838369
10756800	272.6076687
10767600	272.236494
10778400	274.1766422
10789200	275.8573605
10800000	276.9861548
10810800	275.9021673
10821600	273.7433635
10832400	273.3543927
10843200	272.6716981
10854000	271.4024482
10864800	273.9664998
10875600	278.3228916
10886400	278.4044102
10897200	276.9863987
10908000	274.7344384
10918800	273.6106248
10929600	272.5607065
10940400	271.8127406
10951200	274.0700241
10962000	277.4522851
10972800	277.5197254
10983600	276.840928
10994400	274.5033585
11005200	273.2853778
11016000	272.1054948
11026800	270.8013619
11037600	272.9704442
11048400	277.2006244
11059200	278.7402261
11070000	278.088974
11080800	275.6391727
11091600	274.085856
11102400	272.9176803
11113200	271.8481586
11124000	274.7364636
11134800	280.1255553
11145600	281.4725123
11156400	280.7401878
11167200	277.8535281
11178000	275.3003842
11188800	273.4190515
11199600	272.7960398
11210400	272.9572094
11221200	273.8768511
11232000	275.1348739
11242800	275.1789332
11253600	273.3872878
11264400	274.5204522
11275200	274.9636514
11286000	275.8946958
11296800	276.5139685
11307600	278.5356694
11318400	279.3414398
11329200	278.5416517
11340000	277.9832036
11350800	277.4780553
11361600	276.8743607
11372400	276.4023876
11383200	276.2857164
11394000	277.4346111
11404800	277.7993617
11415600	277.047489
11426400	276.0192979
11437200	275.6035664
11448000	275.469488
11458800	275.2565288
11469600	275.54657
11480400	276.9373777
11491200	277.6817244
11502000	277.6245489
11512800	277.0513833
11523600	276.3319366
11534400	276.6748248
11545200	276.6806298
11556000	276.7446797
11566800	277.3662722
11577600	277.3806145
11588400	274.8952663
11599200	274.2520459
11610000	273.8374143
11620800	273.7651363
11631600	273.5463307
11642400	273.80835
11653200	274.8042217
11664000	276.1797377
11674800	275.7255416
11685600	275.3577288
11696400	276.7150258
11707200	278.2813435
11718000	277.9618488
11728800	277.1998222
11739600	280.5791929
11750400	284.3733759
11761200	284.5263674
11772000	283.5002587
11782800	283.4585187
11793600	283.0759115
11804400	282.3713983
11815200	283.2354526
11826000	282.7786204
11836800	280.8928044
11847600	276.3719102
11858400	274.4085695
11869200	274.2828799
11880000	273.5286438
11890800	272.910855
11901600	275.4383919
11912400	278.3591656
11923200	278.5841862
11934000	277.7409643
11944800	275.6476465
11955600	274.1829775
11966400	276.6598997
11977200	276.8472755
11988000	278.2661893
11998800	281.5781605
12009600	284.2133138
12020400	283.8963028
12031200	283.1384199
12042000	283.4501153
12052800	283.9266062
12063600	284.9747319
12074400	285.8706832
12085200	286.7525709
12096000	287.8454352
12106800	287.0176777
12117600	285.2022288
12128400	284.0370427
12139200	282.3486672
12150000	281.8930727
12160800	282.2787742
12171600	279.793488
12182400	277.7337103
12193200	277.6502182
12204000	276.5984878
12214800	275.3167583
12225600	275.1453157
12236400	274.5130332
12247200	276.0407517
12258000	279.9307235
12268800	280.1302935
12279600	279.7226692
12290400	278.1071812
12301200	277.8012674
12312000	278.1204598
12322800	278.2537737
12333600	279.2248448
12344400	283.1426152
12355200	285.7310711
12366000	285.5694624
12376800	283.9726636
12387600	284.4843905
12398400	284.8728656
12409200	283.8768587
12420000	284.95566
12430800	289.7942885
12441600	291.2363801
12452400	287.5151273
12463200	286.2955124
12474000	285.8053462
12484800	284.8377969
12495600	283.8175031
12506400	286.2445723
12517200	289.8455587
12528000	288.2735461
12538800	288.1807455
12549600	286.033295
12560400	283.9268093
12571200	283.6427621
12582000	283.187623
12592800	283.9581321
12603600	285.8853658
12614400	286.5281659
12625200	285.1282628
12636000	282.9549831
12646800	281.0905895
12657600	280.1275516
12668400	279.0105834
12679200	279.8211702
12690000	280.6759174
12700800	282.5046867
12711600	282.822722
12722400	282.5422933
12733200	282.6654295
12744000	282.543538
12754800	282.8426609
12765600	282.5601319
12776400	284.1344824
12787200	286.4442139
12798000	286.9648707
12808800	285.2614787
12819600	284.1467591
12830400	283.6197125
12841200	283.0183142
12852000	283.8040784
12862800	285.0165865
12873600	285.9528015
12884400	285.9801232
12895200	285.253839
12906000	284.8829693
12916800	284.4307445
12927600	284.3070243
12938400	284.6809428
12949200	285.5820952
12960000	286.4555297
12970800	287.2497562
12981600	286.1550736
12992400	284.8869045
13003200	285.5391249
13014000	284.375489
13024800	283.8403976
13035600	287.07759
13046400	286.2672108
13057200	283.9231601
13068000	282.7212868
13078800	281.4480002
13089600	280.716484
13100400	280.954766
13111200	281.3957835
13122000	283.5833785
13132800	283.7427316
13143600	283.6859127
13154400	282.8239356
13165200	282.1086244
13176000	281.265201
13186800	280.6901267
13197600	279.719319
13208400	280.6133441
13219200	281.0216077
13230000	280.4137665
13240800	279.0790406
13251600	277.4881023
13262400	275.5617537
13273200	275.2088399
13284000	277.2662597
13294800	279.2340694
13305600	279.1395272
13316400	279.0369233
13327200	277.0284686
13338000	275.1639455
13348800	274.1707632
13359600	273.7065048
13370400	278.0814706
13381200	280.216491
13392000	282.2193807
13402800	282.030024
13413600	278.8300639
13424400	279.3712341
13435200	280.5596948
13446000	281.3130715
13456800	282.7910125
13467600	285.2263968
13478400	288.7097018
13489200	288.4787508
13500000	287.5753546
13510800	288.2708463
13521600	288.8299332
13532400	287.2878499
13543200	286.7164813
13554000	285.0190816
13564800	286.9404176
13575600	286.2594804
13586400	283.9877503
13597200	283.6444353
13608000	283.6495666
13618800	283.1721663
13629600	285.3523272
13640400	286.1758029
13651200	285.9611858
13662000	283.8267935
13672800	282.6291248
13683600	281.9113829
13694400	281.6475862
13705200	281.5170422
13716000	281.5423288
13726800	281.9748948
13737600	282.5993968
13748400	282.0544902
13759200	281.1197966
13770000	281.0278389
13780800	279.4171311
13791600	278.1230879
13802400	277.1171663
13813200	277.0544463
13824000	278.2109942
13834800	278.157192
13845600	277.7672731
13856400	276.3269167
13867200	275.487828
13878000	274.2590676
13888800	278.9805413
13899600	281.0259069
13910400	281.4658273
13921200	281.060387
13932000	277.824755
13942800	275.7338608
13953600	274.1408516
13964400	300.2148669
13975200	277.9810749
13986000	281.0566405
13996800	281.0082997
14007600	281.1302633
14018400	279.4259338
14029200	276.7152405
14040000	274.3995393
14050800	273.7438187
14061600	280.7460495
14072400	284.3050788
14083200	283.7114601
14094000	282.7209997
14104800	280.0885923
14115600	276.8237665
14126400	275.7664731
14137200	277.4049715
14148000	281.6254292
14158800	282.9134418
14169600	281.4844106
14180400	280.659499
14191200	281.1904118
14202000	281.4222113
14212800	281.1414403
14223600	280.6350643
14234400	280.4359618
14245200	282.0401765
14256000	282.8703108
14266800	281.5414334
14277600	280.8932357
14288400	280.417907
14299200	280.003572
14310000	279.8379798
14320800	280.6673712
14331600	284.0943724
14342400	285.190889
14353200	283.9862644
14364000	281.6613523
14374800	280.8654605
14385600	279.5479359
14396400	278.5375668
14407200	283.2803314
14418000	286.1614516
14428800	287.8720421
14439600	286.883091
14450400	284.6301404
14461200	283.1812656
14472000	282.7992695
14482800	281.5019516
14493600	285.2285269
14504400	288.0630455
14515200	289.766715
14526000	287.9316173
14536800	283.8676902
14547600	282.2337807
14558400	281.8908757
14569200	280.9989567
14580000	282.870041
14590800	285.0784627
14601600	284.8173439
14612400	284.9563171
14623200	283.4966514
14634000	282.4911837
14644800	281.0655743
14655600	281.0903792
14666400	281.9135043
14677200	283.2700441
14688000	283.7641799
14698800	281.8285379
14709600	281.0037372
14720400	279.6373355
14731200	279.9034836
14742000	279.2062784
14752800	280.6080744
14763600	283.3753216
14774400	285.4775982
14785200	284.8780511
14796000	281.9241131
14806800	279.7330158
14817600	278.8592991
14828400	277.3899751
14839200	283.8471862
14850000	286.4895695
14860800	286.6658033
14871600	286.0219734
14882400	283.7591358
14893200	280.0845954
14904000	279.3539663
14914800	279.0825004
14925600	282.2938535
14936400	286.6149401
14947200	285.6118432
14958000	284.5910501
14968800	281.5508194
14979600	279.7112484
14990400	279.4921775
15001200	279.5738633
15012000	280.3059177
15022800	281.2148944
15033600	283.2447303
15044400	283.3429461
15055200	282.5041669
15066000	281.8693543
15076800	281.0016332
15087600	280.5163787
15098400	281.0044476
15109200	282.5950335
15120000	286.5224042
15130800	286.4677955
15141600	283.7376171
15152400	282.0335579
15163200	280.349011
15174000	277.9902221
15184800	281.8282624
15195600	283.4454763
15206400	285.7781433
15217200	285.8296938
15228000	283.7693168
15238800	281.9437941
15249600	282.7050795
15260400	281.6126244
15271200	284.4191919
15282000	288.0332367
15292800	286.7790927
15303600	285.5689373
15314400	283.0166974
15325200	280.2856869
15336000	278.1032619
15346800	277.7807871
15357600	277.6703645
15368400	278.4375374
15379200	281.2544287
15390000	282.7780761
15400800	280.6161065
