#1
double measurement(1461, 2)
#Time	Hall2
4363200	292.8072254
4384800	291.8550798
4406400	293.6414493
4428000	294.4146974
4449600	294.7136888
4471200	293.3956325
4492800	292.8282421
4514400	293.4199281
4536000	294.4475504
4557600	295.5543228
4579200	296.9639769
4600800	296.9995677
4622400	296.95
4644000	297.1163309
4665600	297.8043228
4687200	297.4024496
4708800	297.2269452
4730400	297.5976259
4752000	298.5537464
4773600	298.693804
4795200	298.65
4816800	298.5935159
4838400	296.8234104
4860000	297.8726225
4881600	298.1498559
4903200	297.5901439
4924800	297.9071642
4946400	298.127554
4968000	298.1435159
4989600	298.3338617
5011200	298.4359624
5032800	298.35
5054400	298.432684
5076000	298.5491342
5097600	298.916763
5119200	298.8319364
5140800	298.7146465
5162400	298.6919913
5184000	298.8471182
5205600	298.7580808
5227200	298.590404
5248800	298.6381674
5270400	298.8387446
5292000	298.7093074
5313600	298.6736652
5335200	298.7680115
5356800	298.8785714
5378400	298.8538961
5400000	298.7537518
5421600	298.6641414
5443200	298.7175325
5464800	298.4189755
5486400	298.4732323
5508000	298.8387446
5529600	299.4100865
5551200	299.0573593
5572800	299.0149351
5594400	299.2114493
5616000	299.3007205
5637600	299.1514493
5659200	299.0720779
5680800	299.026912
5702400	299.0160895
5724000	298.7797258
5745600	298.7192641
5767200	298.9359827
5788800	299.1916427
5810400	299.25
5832000	299.212482
5853600	299.1051227
5875200	299.0262248
5896800	298.7635642
5918400	298.6439394
5940000	298.5733766
5961600	298.7018038
5983200	298.6847763
6004800	298.7517316
6026400	298.668732
6048000	298.7498557
6069600	298.75
6091200	298.7134921
6112800	298.6084416
6134400	298.3639971
6156000	298.6637085
6177600	298.8123919
6199200	298.5958967
6220800	298.0563142
6242400	298.5297395
6264000	298.55
6285600	298.4289017
6307200	298.0883164
6328800	298.4884393
6350400	298.5528944
6372000	298.5547757
6393600	298.3036903
6415200	298.731042
6436800	298.6502894
6458400	298.7918234
6480000	299.1220695
6501600	298.8986994
6523200	298.85
6544800	298.9417511
6566400	299.2280029
6588000	299.0708394
6609600	298.9635838
6631200	297.1158466
6652800	298.065919
6674400	298.6718524
6696000	298.6508683
6717600	298.3830925
6739200	298.6696221
6760800	299.1947178
6782400	299.2026773
6804000	297.7919214
6825600	296.5882055
6847200	297.9133864
6868800	298.2068741
6890400	298.295152
6912000	298.9398678
6933600	299.0089001
6955200	298.7728654
6976800	298.8947178
6998400	297.3809696
7020000	298.5303184
7041600	298.6708092
7063200	298.8504342
7084800	299.0485528
7106400	299.1099132
7128000	298.8152677
7149600	298.8948625
7171200	299.1501445
7192800	299.15
7214400	299.1654848
7236000	299.2249638
7257600	298.0316594
7279200	298.9815485
7300800	299.0125723
7322400	299.2827941
7344000	297.183864
7365600	298.0158466
7387200	298.3091896
7408800	298.5067294
7430400	299.0064399
7452000	298.8491329
7473600	298.8495658
7495200	299.0977569
7516800	298.6418958
7538400	298.3769175
7560000	298.8165702
7581600	297.1820809
7603200	298.4300289
7624800	299.3824168
7646400	298.9983357
7668000	299.2006512
7689600	299.7090449
7711200	299.6955202
7732800	299.6825615
7754400	299.8488423
7776000	300.05
7797600	300.0636035
7819200	300.15
7840800	299.3100579
7862400	298.4197521
7884000	299.1343705
7905600	299.5935601
7927200	299.7902315
7948800	298.7003782
7970400	298.7173077
7992000	299.3492764
8013600	299.6890173
8035200	300.1362518
8056800	300.0498553
8078400	300.0957308
8100000	300.3594067
8121600	297.7890738
8143200	297.4696816
8164800	299.1377168
8186400	299.3874819
8208000	299.6801013
8229600	299.7439219
8251200	299.5628799
8272800	299.5860347
8294400	299.8508683
8316000	299.6296243
8337600	299.4596961
8359200	299.7767341
8380800	300.3333815
8402400	300.2185962
8424000	300.0554913
8445600	299.5757598
8467200	297.6024566
8488800	297.7957308
8510400	298.6988439
8532000	299.0468162
8553600	297.859104
8575200	298.3595376
8596800	298.9647612
8618400	299.0398551
8640000	297.7258824
8661600	298.5339363
8683200	298.8676556
8704800	299.0271084
8726400	299.4135311
8748000	299.6308973
8769600	298.9809696
8791200	299.2664978
8812800	297.3608538
8834400	298.7540521
8856000	298.9568017
8877600	298.8301737
8899200	298.913097
8920800	299.3968886
8942400	299.3692475
8964000	299.3790883
8985600	298.6664978
9007200	299.1400289
9028800	299.0754703
9050400	299.2086107
9072000	297.8091896
9093600	298.4417511
9115200	298.75
9136800	298.3637482
9158400	297.6382779
9180000	298.7484081
9201600	298.6230825
9223200	298.1970333
9244800	297.2116296
9266400	298.3078261
9288000	298.2390173
9309600	298.9742029
9331200	299.058815
9352800	299.0926918
9374400	299.236686
9396000	298.6463821
9417600	297.1766281
9439200	298.8653401
9460800	298.8728654
9482400	299.0511577
9504000	299.1204776
9525600	298.8009407
9547200	299.3363965
9568800	299.4881159
9590400	299.9764451
9612000	299.5950072
9633600	299.2941389
9655200	298.1236215
9676800	296.5193198
9698400	297.7258321
9720000	298.0431983
9741600	298.6447902
9763200	295.532055
9784800	296.7005065
9806400	297.3526049
9828000	295.4371685
9849600	293.5578086
9871200	294.4084592
9892800	295.8201763
9914400	296.7249622
9936000	295.9511525
9957600	297.1861681
9979200	297.3340665
10000800	296.8072407
10022400	295.7021017
10044000	296.4319961
10065600	297.036608
10087200	297.3447214
10108800	297.7073803
10130400	297.9001466
10152000	298.0345552
10173600	298.1499022
10195200	298.4533236
10216800	298.4149071
10238400	298.35
10260000	298.5460899
10281600	299.2188172
10303200	299.1448141
10324800	299.0654448
10346400	298.6532258
10368000	296.8636852
10389600	296.050782
10411200	297.6804008
10432800	298.363783
10454400	297.3424717
10476000	297.7332918
10497600	298.2039656
10519200	298.2876358
10540800	298.2255417
10562400	298.5773142
10584000	298.65
10605600	297.5260956
10627200	297.3425727
10648800	295.7021907
10670400	297.5451037
10692000	298.1489631
10713600	298.6146552
10735200	298.4873973
10756800	298.7098092
10778400	299.1429876
10800000	299.7589489
10821600	299.4639299
10843200	299.4395021
10864800	299.8805268
10886400	299.5682692
10908000	298.2155172
10929600	298.9800749
10951200	299.45951
10972800	298.9330544
10994400	299.4961762
11016000	299.2715532
11037600	299.6568677
11059200	300.0329046
11080800	299.8706639
11102400	299.5713693
11124000	299.6580879
11145600	296.7344379
11167200	298.0158921
11188800	298.682725
11210400	299.2443983
11232000	299.8971369
11253600	299.8658506
11275200	299.9699088
11296800	300.2434025
11318400	300.2093361
11340000	300.0826835
11361600	300.05
11383200	300.1522407
11404800	300.3921162
11426400	300.2762132
11448000	300.25
11469600	300.2009129
11491200	297.6202601
11512800	299.3511199
11534400	299.5892946
11556000	298.1570124
11577600	295.6657742
11599200	297.9924896
11620800	298.7439004
11642400	299.2358565
11664000	296.6555187
11685600	297.5911203
11707200	298.6418257
11728800	298.9906923
11750400	299.1626141
11772000	299.3606224
11793600	299.0297095
11815200	297.4273538
11836800	297.3554357
11858400	298.0502489
11880000	298.3357676
11901600	299.093029
11923200	299.9650146
11944800	299.5042076
11966400	299.5900664
11988000	299.7587552
12009600	299.1833333
12031200	299.5882158
12052800	299.55
12074400	299.6312396
12096000	299.0724644
12117600	299.3987029
12139200	299.1632581
12160800	299.0804191
12182400	298.4518939
12204000	299.2263445
12225600	299.327889
12247200	299.469738
12268800	299.5003111
12290400	299.7970266
12312000	299.6785892
12333600	297.7852697
12355200	295.5397671
12376800	297.9277501
12398400	298.2551037
12420000	298.3993361
12441600	297.7298424
12463200	298.1320332
12484800	298.1670539
12506400	298.8731024
12528000	299.5432365
12549600	299.0752697
12571200	298.7582573
12592800	297.847387
12614400	298.8390871
12636000	299.0119759
12657600	298.8074274
12679200	299.0880913
12700800	299.0987137
12722400	299.4922582
12744000	299.4486716
12765600	299.4542739
12787200	298.5958091
12808800	299.2526556
12830400	299.1070718
12852000	299.0578423
12873600	298.0536356
12895200	298.7892279
12916800	298.95
12938400	299.0511618
12960000	297.7192116
12981600	297.3892116
13003200	298.4116438
13024800	298.6014108
13046400	296.2061826
13068000	297.1025748
13089600	297.7378838
13111200	298.2907223
13132800	298.8873859
13154400	298.736758
13176000	298.6551452
13197600	298.839399
13219200	299.2734855
13240800	299.247304
13262400	299.0659817
13284000	299.6066805
13305600	299.5977593
13327200	299.4896931
13348800	299.3607884
13370400	299.8800415
13392000	296.5355957
13413600	298.2340664
13435200	298.8029485
13456800	298.8935866
13478400	297.6080498
13500000	298.7519087
13521600	298.7535255
13543200	298.5689212
13564800	297.9644813
13586400	298.8672271
13608000	298.85
13629600	299.2472211
13651200	297.1197761
13672800	298.3012033
13694400	298.4707054
13716000	298.7767524
13737600	299.1525737
13759200	299.1586343
13780800	299.1282807
13802400	299.1250622
13824000	299.4105143
13845600	299.4823237
13867200	299.2980913
13888800	298.6614108
13910400	298.7902075
13932000	299.4321918
13953600	299.1047303
13975200	299.5750622
13996800	299.6049191
14018400	299.6256533
14040000	299.2490041
14061600	297.0315615
14083200	296.5299314
14104800	298.1210668
14126400	298.1827801
14148000	297.8046066
14169600	298.8466932
14191200	299.0560996
14212800	299.1330705
14234400	299.3260316
14256000	299.8202012
14277600	299.6821429
14299200	299.5723144
14320800	299.9092946
14342400	300.6606224
14364000	300.2473455
14385600	299.8409544
14407200	300.4254085
14428800	301.2526706
14450400	300.6678571
14472000	300.0978838
14493600	300.5753551
14515200	301.2085253
14536800	300.5592887
14558400	300.1578391
14580000	299.553112
14601600	299.4013491
14623200	299.6205758
14644800	299.6508714
14666400	299.1113278
14688000	296.7195147
14709600	298.599668
14731200	298.8104314
14752800	296.8147303
14774400	298.2559361
14796000	298.8541113
14817600	298.4955413
14839200	298.3719502
14860800	298.4275544
14882400	298.9909129
14904000	298.6512033
14925600	299.3867068
14947200	300.2720545
14968800	299.8031341
14990400	299.4782455
15012000	299.7481986
15033600	300.2532953
15055200	300.2254357
15076800	300.0620332
15098400	298.3761462
15120000	298.7752406
15141600	299.1716777
15163200	299.0050664
15184800	299.05951
15206400	298.6048133
15228000	299.4516598
15249600	299.35
15271200	298.4796557
15292800	298.4266708
15314400	299.3374687
15336000	299.1001246
15357600	299.4277409
15379200	297.093545
15400800	299.0306224
15422400	299.1594152
15444000	298.2305394
15465600	295.9080324
15487200	297.9920266
15508800	298.1908223
15530400	299.2753322
15552000	299.8524066
15573600	299.1937344
15595200	298.95
15616800	298.95
15638400	298.95
15660000	298.95
15681600	298.95
15703200	296.9453261
15724800	295.6428453
15746400	298.0294191
15768000	298.4932601
15789600	296.3848963
15811200	297.333105
15832800	298.2732143
15854400	298.2210548
15876000	297.2539587
15897600	298.3266331
15919200	298.8089711
15940800	298.6104428
15962400	296.9005917
15984000	295.1106678
16005600	297.4296157
16027200	297.8980785
16048800	297.3480127
16070400	297.15745
16092000	297.9408521
16113600	297.9746867
16135200	298.3377611
16156800	299.0875104
16178400	299.0157059
16200000	298.6923141
16221600	299.6615288
16243200	300.5889724
16264800	299.8857143
16286400	299.3486216
16308000	299.1649958
16329600	300.3368784
16351200	299.8236424
16372800	299.5241855
16394400	299.0830686
16416000	298.0117164
16437600	298.162774
16459200	298.6600084
16480800	298.4020352
16502400	298.4980948
16524000	298.4408407
16545600	298.594152
16567200	296.6705107
16588800	299.428058
16610400	299.5357621
16632000	298.7334169
16653600	297.5327572
16675200	297.22335
16696800	298.2215957
16718400	298.1972849
16740000	299.4734754
16761600	300.144152
16783200	299.49599
16804800	299.1503342
16826400	299.8059131
16848000	300.3986633
16869600	299.9024227
16891200	299.524269
16912800	299.5331662
16934400	298.5646617
16956000	299.5588972
16977600	299.3798246
16999200	298.7260652
17020800	297.801462
17042400	298.866249
17064000	299.0705931
17085600	298.6501672
17107200	297.2675021
17128800	298.9078947
17150400	298.8629908
17172000	298.0314954
17193600	297.9111111
17215200	298.95
17236800	298.9575188
17258400	299.3320384
17280000	300.1131579
17301600	299.8290309
17323200	299.2205096
17344800	300.0704261
17366400	301.037547
17388000	300.2794904
17409600	299.5322473
17431200	300.472807
17452800	301.4581454
17474400	300.8086048
17496000	300.1675439
17517600	299.2199248
17539200	298.3067251
17560800	299.4725564
17582400	299.5394737
17604000	298.4948204
17625600	297.0995405
17647200	298.7163184
17668800	298.8703843
17690400	298.1456558
17712000	297.4582707
17733600	298.8571011
17755200	298.6792815
17776800	299.9022139
17798400	301.0059301
17820000	300.3932331
17841600	299.6801587
17863200	299.3704622
17884800	299.1570564
17906400	300.0391813
17928000	299.5171542
17949600	300.4934002
17971200	301.3459634
17992800	300.7062239
18014400	300.1287803
18036000	300.8498747
18057600	301.939056
18079200	301.32665
18100800	300.5465748
18122400	297.6761069
18144000	297.0197878
18165600	299.195447
18187200	299.2656642
18208800	298.8986837
18230400	297.6780284
18252000	298.9331662
18273600	298.8202172
18295200	295.0202172
18316800	293.9333541
18338400	296.4426421
18360000	297.2619048
18381600	293.762406
18403200	294.881746
18424800	296.8213033
18446400	296.8912698
18468000	294.1500418
18489600	295.1515873
18511200	296.7815789
18532800	296.7746449
18554400	297.8791562
18576000	299.2259816
18597600	298.8245196
18619200	297.9799916
18640800	298.9330827
18662400	300.0706767
18684000	299.488137
18705600	298.7392648
18727200	298.4469507
18748800	297.9706349
18770400	299.1024446
18792000	298.7829992
18813600	296.2991228
18835200	296.3746867
18856800	295.6413952
18878400	296.7177527
18900000	296.9898079
18921600	297.9084795
18943200	298.2630326
18964800	297.8924812
18986400	295.2626984
19008000	296.8777592
19029600	298.0145781
19051200	297.879837
19072800	295.9048454
19094400	296.1432749
19116000	297.7563074
19137600	297.7925647
19159200	298.6393484
19180800	299.7527987
19202400	299.3867586
19224000	298.609482
19245600	299.4063492
19267200	300.3982038
19288800	300.0634503
19310400	299.2408104
19332000	298.3354158
19353600	298.8197878
19375200	299.4664578
19396800	299.1326232
19418400	298.5614871
19440000	299.2307194
19461600	299.2705514
19483200	299.1606516
19504800	297.9507101
19526400	297.6956513
19548000	299.0663743
19569600	299.0448204
19591200	299.6532999
19612800	300.6657125
19634400	300.2895155
19656000	299.6802005
19677600	299.8495405
19699200	300.866792
19720800	300.850919
19742400	300.1876775
19764000	300.5969507
19785600	301.487218
19807200	301.3205514
19828800	300.5956558
19850400	300.9834586
19872000	301.9006683
19893600	301.7048266
19915200	300.9380952
19936800	300.8055138
19958400	301.5959482
19980000	301.5241855
20001600	300.779741
20023200	300.9395572
20044800	300.8269006
20066400	301.0441938
20088000	300.4487469
20109600	299.9528404
20131200	300.0521303
20152800	300.5797534
20174400	300.1563074
20196000	299.951086
20217600	300.2538847
20239200	300.6088555
20260800	300.1045113
20282400	299.8986216
20304000	300.352005
20325600	300.430284
20347200	299.9787803
20368800	300.6932749
20390400	301.1208281
20412000	301.0611947
20433600	300.4340434
20455200	300.8093397
20476800	301.4001253
20498400	301.2125731
20520000	300.6402673
20541600	300.4233918
20563200	301.0940267
20584800	301.4539683
20606400	300.8518379
20628000	300.6596909
20649600	302.2913952
20671200	301.9576859
20692800	301.1967836
20714400	300.2900678
20736000	301.3835859
20757600	301.597619
20779200	301.0374687
20800800	300.3452799
20822400	300.4332916
20844000	300.6048872
20865600	300.4835562
20887200	300.1400585
20908800	300.9984912
20930400	301.1759011
20952000	300.5972421
20973600	301.0976411
20995200	302.0015803
21016800	301.7630326
21038400	300.8960317
21060000	301.4321145
21081600	302.4796731
21103200	302.4149285
21124800	301.5481536
21146400	299.9711392
21168000	300.0257356
21189600	300.7282462
21211200	300.4708615
21232800	299.7356303
21254400	298.8988693
21276000	299.6739348
21297600	299.8635395
21319200	299.7963241
21340800	299.929649
21362400	300.416583
21384000	300.1367168
21405600	300.1502089
21427200	300.1937343
21448800	300.3928333
21470400	300.0699248
21492000	299.8970343
21513600	300.5746552
21535200	300.8235589
21556800	300.2971596
21578400	300.3616124
21600000	300.8984596
21621600	300.8259398
21643200	300.4329992
21664800	300.7778613
21686400	301.335589
21708000	301.1389307
21729600	300.5448182
21751200	299.4442356
21772800	300.4057404
21794400	300.7041162
21816000	300.279741
21837600	299.1657477
21859200	299.1091896
21880800	299.6322473
21902400	299.6499165
21924000	298.8776525
21945600	297.4201337
21967200	298.9804929
21988800	299.1153718
22010400	298.8938155
22032000	299.6159841
22053600	300.0196742
22075200	299.4665414
22096800	299.9019632
22118400	301.4156679
22140000	301.1395572
22161600	300.3187552
22183200	300.7533013
22204800	301.9001044
22226400	301.774812
22248000	300.9913952
22269600	301.4337025
22291200	302.1714614
22312800	301.7673768
22334400	301.1853801
22356000	300.9569369
22377600	300.9699248
22399200	301.3488722
22420800	300.7613617
22442400	300.6737232
22464000	302.9323088
22485600	302.6568922
22507200	301.6794904
22528800	299.5583124
22550400	300.2715957
22572000	300.3093985
22593600	300.4201337
22615200	298.6595238
22636800	298.9986891
22658400	299.6044277
22680000	299.7794486
22701600	299.5775272
22723200	300.5362516
22744800	300.8188805
22766400	300.2752297
22788000	300.354386
22809600	300.8721806
22831200	300.6099415
22852800	300.197076
22874400	300.6418546
22896000	301.3628655
22917600	301.0576859
22939200	300.5192147
22960800	300.0267753
22982400	299.9410026
23004000	300.4899332
23025600	299.9612364
23047200	299.3783607
23068800	299.8437343
23090400	300.3753551
23112000	299.8493734
23133600	299.1956558
23155200	299.1119642
23176800	299.5503761
23198400	299.5669173
23220000	298.7801587
23241600	298.5508772
23263200	299.2120301
23284800	299.2347536
23306400	297.8495823
23328000	298.3874532
23349600	299.1060568
23371200	298.9540518
23392800	299.4479114
23414400	300.3672932
23436000	300.1168617
23457600	299.6132832
23479200	299.6566416
23500800	300.0544695
23522400	300.0551796
23544000	299.8107769
23565600	298.7434002
23587200	298.4021303
23608800	299.2170426
23630400	299.2504595
23652000	299.2007937
23673600	298.6539265
23695200	299.3997911
23716800	299.2984329
23738400	298.190518
23760000	299.6822891
23781600	299.9940685
23803200	299.5448204
23824800	298.6964912
23846400	299.4946941
23868000	299.5085631
23889600	299.55
23911200	299.2428154
23932800	299.0182957
23954400	299.2491646
23976000	299.3438989
23997600	299.137218
24019200	298.4932792
24040800	298.9800752
24062400	299.1084378
24084000	299.3290309
24105600	298.8715539
24127200	297.9048872
24148800	298.8350459
24170400	297.8858814
24192000	297.3964836
24213600	298.455472
24235200	298.65
24256800	297.7002298
24278400	297.276817
24300000	298.3197995
24321600	298.4308688
24343200	298.7457143
24364800	299.4227008
24386400	299.3048037
24408000	298.926817
24429600	298.0385129
24451200	298.0795739
24472800	298.9014202
24494400	298.8006266
24516000	297.1568533
24537600	297.6241019
24559200	298.5089808
24580800	298.3696742
24602400	298.9679616
24624000	299.5173768
24645600	299.2592732
24667200	299.0320384
24688800	299.1587719
24710400	299.3495422
24732000	299.3197577
24753600	299.25
24775200	299.2803258
24796800	299.0263477
24818400	299.5992063
24840000	299.1187135
24861600	297.4386383
24883200	298.333584
24904800	299.0893901
24926400	299.0055138
24948000	299.3124896
24969600	299.5558897
24991200	299.5582707
25012800	299.1238931
25034400	299.4434536
25056000	300.0296157
25077600	300.1433974
25099200	299.6098162
25120800	299.8788638
25142400	301.3266082
25164000	301.2428571
25185600	300.4780284
25207200	300.3680033
25228800	300.8816687
25250400	300.672264
25272000	300.2479532
25293600	300.4547619
25315200	301.2172097
25336800	300.9050543
25358400	300.2465316
25380000	299.0241855
25401600	300.7696742
25423200	300.7566416
25444800	300.23066
25466400	300.1795322
25488000	300.6917293
25509600	300.8212615
25531200	299.9546784
25552800	298.469857
25574400	299.0730994
25596000	299.659315
25617600	299.5630326
25639200	298.0213331
25660800	298.385213
25682400	299.5067669
25704000	299.2579365
25725600	298.4404344
25747200	300.366416
25768800	300.3829156
25790400	299.8185046
25812000	299.9227652
25833600	300.3707602
25855200	300.1731412
25876800	299.6564745
25898400	300.0667084
25920000	301.0481613
25941600	300.8465748
25963200	300.107477
25984800	299.9157895
26006400	300.7881788
26028000	300.8223475
26049600	300.1017126
26071200	299.6397243
26092800	299.8958593
26114400	299.3274854
26136000	298.1676274
26157600	298.4522139
26179200	300.0262322
26200800	299.4438153
26222400	298.5826232
26244000	299.2276525
26265600	298.8672932
26287200	299.1357561
26308800	298.9601086
26330400	299.3547201
26352000	299.8019215
26373600	299.7357561
26395200	299.1734754
26416800	299.6228906
26438400	300.4553049
26460000	300.0767753
26481600	299.5238513
26503200	299.8991015
26524800	300.5390142
26546400	300.1311612
26568000	299.6788221
26589600	298.2565163
26611200	297.108635
26632800	297.601086
26654400	298.120259
26676000	297.1982874
26697600	296.9124896
26719200	298.1006683
26740800	298.2019215
26762400	298.8281864
26784000	298.4918129
26805600	298.5669591
26827200	298.6385129
26848800	297.0319131
26870400	297.1073517
26892000	298.3225982
26913600	298.4496241
26935200	297.6872598
26956800	297.4579484
26978400	298.6186717
27000000	298.4593985
27021600	299.05401
27043200	300.320748
27064800	299.785213
27086400	299.012782
27108000	299.371721
27129600	300.3482038
27151200	299.894152
27172800	299.2824979
27194400	298.8052632
27216000	299.7652882
27237600	299.9652047
27259200	299.3821637
27280800	300.0723058
27302400	302.5659384
27324000	301.5429377
27345600	300.2959037
27367200	300.6967756
27388800	301.8918129
27410400	301.0631161
27432000	299.8243108
27453600	300.1702172
27475200	302.2146961
27496800	301.4453216
27518400	300.50771
27540000	300.9615706
27561600	302.3378864
27583200	301.9490393
27604800	300.9860902
27626400	301.3324561
27648000	302.4036413
27669600	302.004929
27691200	301.1665831
27712800	301.4761487
27734400	302.446533
27756000	302.1056391
27777600	301.283584
27799200	301.2586957
27820800	302.1227235
27842400	301.6379282
27864000	301.0997911
27885600	299.6599833
27907200	299.9923977
27928800	300.0966583
27950400	300.15
27972000	299.6477214
27993600	299.0381788
28015200	299.735213
28036800	299.5536341
28058400	299.5077694
28080000	298.9855472
28101600	299.524269
28123200	299.1839181
28144800	298.6986633
28166400	300.4521721
28188000	300.1112782
28209600	299.4761069
28231200	300.0842105
28252800	300.9675094
28274400	300.3116959
28296000	299.816416
28317600	300.3536759
28339200	301.1143362
28360800	300.5458647
28382400	300.0017544
28404000	300.1482038
28425600	300.8774436
28447200	300.2516291
28468800	299.8097744
28490400	300.1099248
28512000	300.7680451
28533600	300.4564745
28555200	300.0662072
28576800	299.5486216
28598400	300.1133668
28620000	299.5473684
28641600	299.0218881
28663200	298.4736007
28684800	298.7488764
28706400	298.8164578
28728000	298.6869674
28749600	298.2118212
28771200	297.9192436
28792800	298.6073935
28814400	298.5394319
28836000	298.8742272
28857600	299.6066375
28879200	299.2732665
28900800	298.7665831
28922400	299.2816625
28944000	300.1666667
28965600	299.5621136
28987200	298.913868
29008800	299.374269
29030400	300.5175021
29052000	299.7788341
29073600	299.1126566
29095200	299.1994123
29116800	299.6834169
29138400	299.5293233
29160000	298.9562657
29181600	298.6558062
29203200	299.5818713
29224800	299.4062291
29246400	299.1101086
29268000	297.7123225
29289600	298.0015671
29311200	298.55
29332800	298.5592732
29354400	298.1043442
29376000	297.8056809
29397600	298.1223893
29419200	298.1091479
29440800	298.5557226
29462400	299.4318296
29484000	298.8957393
29505600	298.552548
29527200	299.1327068
29548800	300.0162907
29570400	299.4645842
29592000	298.9533835
29613600	298.989056
29635200	300.0784043
29656800	299.0271512
29678400	298.5649541
29700000	298.5603592
29721600	298.8395155
29743200	298.6261905
29764800	298.5428571
29786400	298.3073099
29808000	297.9926065
29829600	298.4928751
29851200	298.45
29872800	297.5693818
29894400	297.1445698
29916000	298.1132414
29937600	298.05
29959200	298.4889051
29980800	299.3169736
30002400	298.8860134
30024000	298.550084
30045600	298.7782191
30067200	299.5250836
30088800	299.212782
30110400	298.7849352
30132000	298.9556391
30153600	299.7946533
30175200	299.3112782
30196800	298.9262322
30218400	298.1609858
30240000	298.2332428
30261600	298.5915655
30283200	298.4152737
30304800	297.6833194
30326400	298.4952072
30348000	298.5683452
30369600	298.2517126
30391200	298.4099833
30412800	298.8529682
30434400	298.7897661
30456000	298.4959064
30477600	298.1675021
30499200	298.2258145
30520800	298.65
30542400	298.6976608
30564000	298.556391
30585600	298.6877926
30607200	298.6789891
30628800	298.4149123
30650400	298.4389678
