#1
double measurement(1461, 2)
#Time	Hall2
0	298.5194059
21600	298.6077334
43200	298.497419
64800	298.6572062
86400	299.1010524
108000	298.8159537
129600	298.8256898
151200	299.1826412
172800	299.6981036
194400	299.2604341
216000	298.7757841
237600	299.1851381
259200	299.9733903
280800	299.4993823
302400	299.0105234
324000	298.5027253
345600	298.1187364
367200	297.8621685
388800	298.2457879
410400	298.5652395
432000	299.2980727
453600	298.9934435
475200	298.4333758
496800	298.5869186
518400	298.1208318
540000	298.0873411
561600	298.1801599
583200	296.5253455
604800	296.10049
626400	297.0150327
648000	297.5744275
669600	297.8971828
691200	298.4292652
712800	298.1855144
734400	298.15
756000	297.7011983
777600	296.4468375
799200	297.2181818
820800	297.7490932
842400	298.2199529
864000	298.0069303
885600	298.0372279
907200	298.05
928800	298.3651251
950400	299.1430072
972000	298.8337446
993600	298.7431711
1015200	299.0704867
1036800	299.6088321
1058400	299.2868096
1080000	299.1468058
1101600	299.3424193
1123200	299.5955834
1144800	299.370029
1166400	299.3515614
1188000	299.5195379
1209600	299.3042488
1231200	299.15
1252800	299.068703
1274400	299.2017266
1296000	299.4333273
1317600	299.3618195
1339200	299.0873705
1360800	298.8839407
1382400	296.7438959
1404000	297.8971813
1425600	298.3297991
1447200	298.1110709
1468800	297.318806
1490400	297.7282514
1512000	298.0055915
1533600	298.2634532
1555200	298.1760495
1576800	298.0538088
1598400	297.8900072
1620000	298.4619612
1641600	299.3767434
1663200	298.7273333
1684800	298.3566403
1706400	298.7696621
1728000	299.5644092
1749600	298.9050072
1771200	298.4300575
1792800	297.0142934
1814400	296.6974082
1836000	296.9051526
1857600	298.0088933
1879200	297.4697188
1900800	297.2604955
1922400	297.85
1944000	298.0334276
1965600	297.9790347
1987200	298.3923987
2008800	298.35
2030400	298.3955893
2052000	298.557963
2073600	298.8271578
2095200	298.6172787
2116800	298.550086
2138400	298.6955362
2160000	299.0302822
2181600	298.95
2203200	299.0151466
2224800	298.9758053
2246400	298.5549548
2268000	299.0135575
2289600	299.2329171
2311200	299.4390738
2332800	299.7364376
2354400	299.5559227
2376000	299.3817656
2397600	298.65412
2419200	297.9956781
2440800	298.8465268
2462400	298.8869581
2484000	298.786844
2505600	299.4920727
2527200	299.3427148
2548800	299.25
2570400	298.4080269
2592000	297.0625228
2613600	298.2474638
2635200	298.4925362
2656800	298.1454179
2678400	297.4625872
2700000	297.8642753
2721600	298.2148847
2743200	298.4499595
2764800	297.0465999
2786400	297.9430272
2808000	297.9634988
2829600	298.260226
2851200	298.7684136
2872800	298.5118644
2894400	298.3771955
2916000	298.618272
2937600	298.8491501
2959200	298.7508475
2980800	298.7783286
3002400	298.1924929
3024000	297.7974328
3045600	298.4491561
3067200	298.4491561
3088800	296.5630435
3110400	296.9765896
3132000	298.2371387
3153600	298.3808696
3175200	298.6010823
3196800	298.4638728
3218400	298.1717893
3240000	298.5794798
3261600	297.3462428
3283200	297.0752525
3304800	298.0819364
3326400	298.1678932
3348000	298.276087
3369600	296.1105217
3391200	297.8910405
3412800	298.1787157
3434400	298.441185
3456000	298.7198413
3477600	298.750289
3499200	298.8361272
3520800	298.9204185
3542400	299.033237
3564000	299.1378788
3585600	299.25
3607200	298.5182081
3628800	297.8202742
3650400	298.433815
3672000	298.874531
3693600	299.2725434
3715200	298.5732221
3736800	297.862987
3758400	298.6101156
3780000	298.057659
3801600	298.8747826
3823200	298.95
3844800	298.9463925
3866400	299.0593931
3888000	297.9192308
3909600	298.7504329
3931200	298.8242775
3952800	299.0762626
3974400	297.6913235
3996000	298.4936416
4017600	298.4605339
4039200	297.2531792
4060800	296.1836705
4082400	295.3922799
4104000	294.7562139
4125600	294.2494228
4147200	294.1144509
4168800	293.3346821
4190400	292.5963203
4212000	292.1686416
4233600	292.683815
4255200	292.5749639
4276800	292.1033237
4298400	291.6847953
4320000	294.2154192
4341600	294.3114719
