#1
double measurement(1461, 6)
#Time	Office2	Office3	Office4	Office5	Office6
9007200	294.9605929	294.7211717	295.7018807	294.3737768	290.1030387
9028800	294.9250936	294.7036609	295.7220978	294.3372644	289.8302166
9050400	294.9499706	294.722315	295.7230964	294.3808678	290.4128651
9072000	294.9654699	295.54437	295.6895219	294.3010705	291.2930242
9093600	294.9422683	295.0857014	295.7465118	294.3651949	290.4602167
9115200	294.9446449	295.0893637	295.697933	294.3544504	289.9289736
9136800	298.0070617	295.0724018	295.7964828	295.4169026	291.7967001
9158400	298.069739	295.1021847	295.6227202	294.2594495	292.3629084
9180000	298.8416348	295.0826767	295.7052093	294.059797	290.5489286
9201600	299.1934726	295.1036609	295.7380602	294.3371486	289.9977854
9223200	299.0478575	295.0677564	295.8160197	295.5254988	291.7917508
9244800	298.6208439	295.1081033	295.9095847	294.2451847	292.3827848
9266400	299.2664394	295.0791746	295.9970183	294.0056146	290.8276986
9288000	299.3610414	295.1759185	296.0065407	294.3693773	290.3301588
9309600	298.2598258	295.0476117	296.0092035	294.7830386	291.9450068
9331200	298.5921268	295.0533425	295.9600719	293.9695943	292.2264395
9352800	298.9208243	295.1113743	295.9803034	294.3096088	291.1946306
9374400	298.8070472	295.0949344	295.9932266	294.3446161	290.9531834
9396000	298.5495219	295.1269315	296.0690009	294.4561356	291.5902746
9417600	298.7878431	295.0558896	295.9403178	294.2799706	292.3549779
9439200	299.051982	295.0960488	296.0015914	294.3287984	291.6731255
9460800	299.0366275	295.0999561	295.9761645	294.3512297	291.3656147
9482400	298.9453829	295.1106218	296.0297824	294.3283063	291.1538491
9504000	298.7716781	295.0920979	295.9962802	294.3425031	291.1254987
9525600	298.7496376	295.0823585	295.9883931	294.3816783	291.0541964
9547200	298.7875971	295.1050936	295.987409	294.3375683	290.912619
9568800	298.7043554	295.061548	295.9729807	294.3255277	290.8279736
9590400	298.4566275	295.0628793	295.9733424	294.3256869	290.8891459
9612000	298.5194929	295.1330965	296.0266131	294.3680459	290.5503757
9633600	299.0227201	295.0954988	296.024862	294.3564395	290.3669462
9655200	298.9333973	295.0940085	296.1777938	295.8444258	292.656378
9676800	298.1559329	295.1041963	295.7857593	295.2777129	293.5851949
9698400	298.6398113	295.073357	296.0215335	293.3569315	291.6937912
9720000	299.0536318	295.1111138	295.9880024	294.3786247	291.0933715
9741600	298.2377853	295.0769749	296.2247028	296.0393773	293.4565553
9763200	298.4449198	295.1243845	295.7669604	295.651027	294.0790155
9784800	298.8722715	295.0338201	296.0016203	293.2817506	292.0115915
9806400	298.9320978	295.1248765	296.0072064	294.3333569	291.3310416
9828000	297.9094781	295.1670593	296.2722987	296.5797172	294.0481347
9849600	298.2593798	294.6840902	295.8350675	295.8579451	294.2715806
9871200	298.8411782	294.4383068	295.9804025	293.5332842	292.8193849
9892800	298.9105485	293.7579893	295.9896871	293.8238635	292.3479191
9914400	298.7598533	293.7752993	296.0042211	294.3842061	292.4916168
9936000	299.1456859	294.9539323	296.0172625	294.3716307	293.2467282
9957600	298.9857822	294.373483	296.0068292	294.3127073	292.8724629
9979200	298.7234794	294.0061481	295.9881031	294.3640074	292.6472136
10000800	298.653747	294.072211	296.0121912	294.5022011	292.8588156
10022400	299.0327853	294.4666175	295.9826388	294.1887484	293.3774776
10044000	299.259452	294.5022479	295.9865391	294.3754248	293.3222185
10065600	299.2825018	294.6992273	296.01954	294.4135479	293.5513974
10087200	298.8666726	294.2786002	295.9992167	294.3034144	293.0489036
10108800	298.9391978	294.0734697	295.9787287	294.3086212	292.8469889
10130400	298.7663142	293.9129712	295.9700581	294.3425607	292.6736653
10152000	298.7048381	293.7751411	295.9906642	294.348025	292.5308598
10173600	298.6909867	293.6019936	295.9972234	294.362717	292.4045843
10195200	298.6495791	293.5594617	296.0107522	294.3429027	292.4060502
10216800	298.8621304	293.3381226	295.9783964	294.3195108	292.1481422
10238400	298.8529319	293.1225802	295.9843983	294.349413	291.8956204
10260000	298.7662555	293.0337728	296.0107033	294.378152	291.9516322
10281600	298.6212115	293.1900973	296.0143495	294.3044277	292.2186995
10303200	298.6421011	293.1087288	295.9713679	294.3485723	292.0630004
10324800	298.7294031	293.0041735	296.013714	294.3600973	291.9472332
10346400	298.6752976	293.0675558	296.0247893	294.5239096	292.3647992
10368000	299.0548037	295.4177	295.94861	294.2250093	293.1128372
10389600	299.3004686	295.1212117	296.0220913	294.3074091	292.3204493
10411200	299.1603904	295.125982	295.9874677	294.3114951	291.9622089
10432800	298.5164804	295.1818274	296.01215	294.9038411	292.8644376
10454400	298.905989	295.1137055	295.9713653	294.7104823	293.8000996
10476000	299.2807475	295.5854317	296.0283079	294.4574476	293.8720486
10497600	299.0824753	294.7742253	295.971892	293.2179558	293.1037553
10519200	298.7456343	295.0465367	296.0069794	294.3798199	293.0140679
10540800	299.0514619	295.3123619	295.9794328	294.3364453	292.9497329
10562400	299.3839222	294.9145534	296.0171892	294.322594	292.6237105
10584000	299.1577869	295.1258691	295.9752382	294.3768198	292.1827932
10605600	299.1591627	295.1380607	296.0401898	294.3624785	292.1160952
10627200	299.2909779	295.1674705	295.9938645	294.3495974	292.5166037
10648800	299.1622545	295.0654806	295.9783887	294.3460476	292.7735478
10670400	299.1628281	295.1179298	295.9727493	294.343485	292.968012
10692000	299.1451031	295.1864891	296.0126136	294.3553666	293.1694313
10713600	298.0114922	294.640916	295.7016964	293.9162473	293.0554987
10735200	298.6737608	295.1314824	295.9659484	294.3273061	292.2928227
10756800	299.2989334	295.124056	296.0231309	294.365014	291.6867396
10778400	299.1855886	295.1237506	296.0143936	294.736929	292.313817
10800000	299.1898137	295.1572726	295.9434566	293.9962511	292.6880155
10821600	299.1007086	295.1057193	295.9984376	294.3129671	292.0074331
10843200	299.157237	295.1415217	296.023977	294.3567353	291.4678336
10864800	298.8057131	295.1247755	296.0194476	295.9706634	293.0531725
10886400	298.8735069	297.3829677	295.9291591	294.6696316	293.0005806
10908000	298.6331403	299.4223177	296.0038466	293.7044408	291.3989443
10929600	299.010823	299.4900701	296.0037557	294.3468714	290.6537808
10951200	298.6107968	299.4454936	296.0344555	295.746046	292.584468
10972800	298.0870245	295.6094806	295.1940957	293.8907024	292.3011879
10994400	298.994696	295.4476262	294.7327011	294.2576013	291.1930337
11016000	299.2758524	295.4935735	294.6782602	294.3701116	290.6625785
11037600	298.7213652	295.527687	294.7340256	295.4207326	292.3714862
11059200	298.6621654	295.4920451	294.7114435	294.1297007	292.5617382
11080800	299.2356384	295.5048127	294.693124	293.9272568	291.3952569
11102400	299.3120907	295.4606509	294.7065887	294.3492858	290.9074312
11124000	298.8974983	295.4972745	294.8176063	295.891866	292.5454621
11145600	298.8002259	295.5538712	294.6137328	294.8317151	292.8488041
11167200	299.2276052	295.4488293	294.6743812	293.5997506	291.4559166
11188800	299.2626124	295.5050057	294.7470091	294.3350845	290.8823057
11210400	298.7435015	295.4830203	295.0478791	294.3260991	290.780348
11232000	298.913821	296.4140119	294.612626	294.3559996	291.1984893
11253600	299.0978136	296.3644581	293.4570298	294.3334794	290.6815342
11275200	298.9379703	296.4001737	293.4152859	294.338846	290.340593
11296800	298.762626	296.4368626	293.4119746	294.3371614	290.3357091
11318400	298.6806589	295.3372537	293.4610282	294.3720941	290.6351201
11340000	298.8842981	295.2380741	293.4176344	294.3250037	290.5184111
11361600	299.0342318	295.3147298	293.4468211	294.3384228	290.3331241
11383200	298.9547651	295.2765528	293.4257358	294.3669552	290.2685646
11404800	298.8247399	295.3472265	293.4002693	294.3340967	290.3428681
11426400	298.9824589	295.240153	293.4635375	294.3513683	290.2580752
11448000	298.951045	295.3239746	293.4076842	294.3093066	290.200506
11469600	298.5190617	295.272568	294.8357174	294.3602775	290.6837507
11491200	298.5799365	296.3458845	297.8463292	294.3280239	291.1595255
11512800	298.9049268	296.4295682	298.2233549	294.3519116	290.8502526
11534400	298.8506591	296.5226883	298.3678335	294.3378709	290.7115597
11556000	298.5103148	296.5433148	298.6121861	294.3784062	291.0818544
11577600	298.8304311	296.5556782	298.8766287	294.324628	291.5553462
11599200	299.3658832	296.5046219	295.7906426	294.3740535	291.3994435
11620800	299.1362374	296.4858476	293.153019	294.3593401	291.3155658
11642400	298.8516135	296.5021447	294.3073812	294.3388253	291.518452
11664000	299.1990326	296.5413522	297.634875	294.3135556	291.9001075
11685600	299.2350201	296.4700659	299.1075637	294.338817	291.3546842
11707200	298.8912851	296.4577888	298.7619945	294.3264906	291.1805848
11728800	297.9324467	296.4876873	298.8078475	294.3760291	291.57299
11750400	297.5943042	295.6459439	298.4228139	294.3245284	292.2778285
11772000	298.116265	294.0871032	298.28307	294.3767796	292.0251405
11793600	298.2641305	293.6059889	298.3127493	294.3293152	291.8748545
11815200	297.9489123	294.6853067	296.6993687	294.3494186	292.3641846
11836800	298.889987	295.372041	295.6514932	294.3724933	292.3070867
11858400	299.2417953	295.4038568	295.6726789	294.3073948	291.3552381
11880000	299.1485844	295.4216799	295.6473314	294.3493439	290.7638378
11901600	298.8602484	295.3996053	295.6319248	295.2295597	292.1081739
11923200	299.2071231	295.3975873	295.6608899	293.4771567	292.0433023
11944800	299.1763215	295.3850614	295.6598329	294.3025198	291.2465995
11966400	298.9474237	295.4287178	295.6542799	294.3311402	291.0233965
11988000	298.799651	295.4073906	295.6625337	294.4039938	291.1595557
12009600	298.3856982	295.3427425	295.5924427	294.32148	291.6764209
12031200	299.000962	295.4442734	295.6953148	294.3253025	291.9787339
12052800	298.6723977	295.3770865	295.6562277	294.343427	291.822958
12074400	297.9829903	295.460378	295.4678406	294.4286518	292.4932316
12096000	298.5453976	294.9182058	295.265909	294.2863491	293.2088093
12117600	298.9272881	294.2744179	295.3200664	294.3244975	292.8070164
12139200	299.1249095	293.8451772	295.3298489	294.3748385	292.4853363
12160800	298.89456	293.7196842	295.3328116	294.3372338	292.5339949
12182400	299.3358159	294.124726	294.8931898	294.344524	292.5678027
12204000	299.2521716	293.2933776	294.6239869	294.3440667	292.0682349
12225600	299.0874295	292.5855356	294.6261948	294.305786	291.6987981
12247200	299.034843	293.7454307	294.6969353	295.2784188	292.9924679
12268800	299.0967933	293.3250969	294.5339979	294.2537199	293.2311277
12290400	299.0858155	293.5035466	294.6035592	293.6470345	292.1749215
12312000	298.830572	293.5441489	294.6631365	294.3199165	291.5943564
12333600	298.7762333	293.7286641	294.6014969	294.5734007	291.9412065
12355200	298.3868867	293.645426	294.6120095	294.1836325	292.7395459
12376800	298.3669152	293.3696675	294.620697	294.3419547	292.0604562
12398400	298.2807464	293.5592735	294.6353895	294.3079746	291.7441407
12420000	298.2456942	293.9767437	294.8837091	295.3189954	293.0498543
12441600	298.097543	294.5089539	295.3128655	295.3574238	294.0742799
12463200	298.1820742	293.73868	293.7075348	293.4884518	292.918622
12484800	298.0236841	293.4567091	294.6487133	293.8506759	292.5198502
12506400	298.5139895	294.0124882	294.6502856	296.9360302	294.8392903
12528000	298.9448957	294.472012	294.6224726	295.3198791	294.1511116
12549600	298.7477421	293.8540368	294.6188833	293.6765182	293.1949746
12571200	298.8112064	293.4293648	294.6268225	293.6521978	292.6076478
12592800	298.8656342	293.4506924	294.6277963	294.4687962	292.835954
12614400	298.9605803	293.800178	294.6404269	294.269846	293.1935638
12636000	298.9663355	293.3025141	294.6038559	294.3034325	292.4648854
12657600	299.1582725	292.8214441	294.6482817	294.3501987	291.8982693
12679200	299.1164392	293.0650078	294.6254352	294.3239663	291.7786927
12700800	298.7913521	293.5323937	294.618149	294.3809539	291.8507134
12722400	298.5686337	293.5941133	294.5987044	294.3038394	291.6229055
12744000	298.4892979	293.5487375	294.6343582	294.3603275	291.4424281
12765600	298.735016	293.5618378	294.6117713	294.3611655	291.633153
12787200	299.0388546	293.7104932	294.6284435	294.3575099	292.2366302
12808800	298.7647505	293.4701573	294.6598999	294.3448916	292.1694766
12830400	298.7000658	293.4896676	294.5823306	294.3124135	291.8704103
12852000	298.9625678	293.700979	294.8822526	294.3891614	292.1844436
12873600	299.3912996	294.0057061	295.6819476	294.3359611	292.8679135
12895200	298.9425731	294.2627434	295.6490862	294.3785674	293.2925815
12916800	299.1945803	293.7922693	295.6822235	294.3239663	292.795485
12938400	298.6771197	293.8135265	295.6472983	294.3471738	293.0029871
12960000	299.1017006	294.6650161	295.6527007	294.3355182	293.0110286
12981600	299.1131031	294.4032609	295.6870326	294.3503647	293.0322983
13003200	298.8357587	293.9899788	295.6418261	294.3272889	292.8343581
13024800	298.8941505	294.1180485	295.31346	295.9861489	294.2180783
13046400	299.1862649	294.1673647	294.6646717	294.8601323	293.6863149
13068000	299.2827225	294.3238767	294.891386	293.5134948	293.0015396
13089600	299.115674	294.4612033	294.8771394	293.8815811	292.5511203
13111200	299.2369703	294.6134062	294.9129954	294.6636343	292.8214769
13132800	299.1391194	294.4619132	294.8857778	294.2706844	293.2605184
13154400	299.0665139	294.4117464	294.8645266	294.1570535	293.3800867
13176000	299.1864626	294.493806	294.8828264	294.3296966	292.5824196
13197600	299.1973951	294.7183173	294.8737015	294.4590229	292.7798994
13219200	299.0840517	294.9742882	294.8529485	294.2630025	293.8564118
13240800	299.1902483	293.8116509	294.8870203	294.3578917	292.4467547
13262400	299.039248	294.493308	294.8717554	294.3149186	292.4296425
13284000	295.549597	294.5037298	294.9833066	294.5620369	292.817124
13305600	294.9351385	294.6552837	294.8170671	294.2209037	292.9834878
13327200	294.9551364	294.3385182	294.9116593	294.3120328	292.5053025
13348800	294.987705	294.4865513	294.8558626	294.3510784	291.9932361
13370400	294.9593107	294.5295556	294.9315016	295.1975016	293.3050369
13392000	294.9318377	294.464319	294.8260452	294.196402	293.1886593
13413600	294.9793603	294.4655619	294.9063465	293.8353462	292.3921166
13435200	294.9104896	294.4867105	294.8758592	294.3083716	292.5595926
13456800	294.9707509	294.5495595	295.4880526	294.3714317	292.6989327
13478400	294.9748875	295.0374352	296.1666094	294.448875	293.6410245
13500000	294.9421688	294.8514222	296.0999372	294.302319	293.9648087
13521600	294.9323688	294.7438503	296.1286763	294.2443545	293.9390829
13543200	295.0589705	294.3475888	296.2290658	294.6638253	293.5722734
13564800	295.106348	295.5745016	296.0651447	295.0406178	294.1765432
13586400	294.7302901	294.6908089	296.1461846	294.1437438	293.8059812
13608000	294.9759505	294.2354687	296.1426368	293.4988458	293.4701771
13629600	294.966109	294.3075151	296.1797381	295.1210572	294.1370091
13651200	294.9415087	295.1116745	296.1063054	294.6816994	294.0550783
13672800	294.9494519	294.4003728	296.1249828	293.9266385	293.6475182
13694400	294.9652153	293.8620327	296.1552111	293.6043979	293.0509746
13716000	294.9442177	293.7407006	296.1298294	294.3734711	292.8059845
13737600	294.9746612	294.5156119	296.1728429	294.3596758	292.9326021
13759200	294.9511203	294.4982769	296.1300742	294.3411535	292.7518011
13780800	294.9513201	294.4453775	296.1546174	294.3378608	292.6298418
13802400	294.950771	294.4837241	296.1207585	294.3304228	292.4630825
13824000	294.9492485	294.5246385	296.1193355	294.3407088	292.2261837
13845600	294.9407755	294.4670867	296.1698833	294.3523481	292.0493854
13867200	294.9789788	294.4705556	296.1318086	294.3104518	291.5883357
13888800	294.5160136	294.6741348	296.2234171	296.8307751	293.8726499
13910400	294.3119589	295.3066205	296.1163257	295.5422037	293.8168115
13932000	294.0662719	294.8162802	296.1262179	294.9060809	294.2146945
13953600	292.494792	293.4533315	295.995904	293.3599415	292.8159207
13975200	293.5999996	294.6804353	296.322402	297.258485	294.4504684
13996800	293.8682319	295.7875015	296.3132277	296.0831073	294.4780161
14018400	293.2497547	293.923153	296.3031737	293.855124	293.4193232
14040000	293.5301738	293.768261	296.3146758	293.6463771	292.5041448
14061600	293.7052528	294.9632721	296.4792229	297.8116024	295.1407055
14083200	294.251804	295.853937	296.0521812	296.4622498	294.9292194
14104800	292.9429011	294.2427766	296.3507716	294.1404645	293.7547318
14126400	293.250763	293.6077299	296.2921074	293.2911905	293.2894891
14148000	293.5770054	294.2441332	296.3878086	294.3523292	293.3832123
14169600	293.5246688	294.4831905	296.2840112	294.3147147	293.6156151
14191200	293.5461614	294.4790328	296.2893895	294.3445016	293.3969499
14212800	293.5536302	294.5050534	296.3332733	294.3417755	293.4481323
14234400	293.5702542	294.4929013	296.3128121	294.3477573	293.6079196
14256000	293.5016802	294.4503516	296.3408293	294.3344211	293.613604
14277600	293.5720336	294.4867658	296.3221539	294.3114192	293.3426064
14299200	293.5384061	294.4941696	296.2932775	294.370485	293.0979373
14320800	293.5712734	294.5837921	296.3329497	294.6254393	293.3945099
14342400	293.5624383	294.6090912	296.3118742	294.62664	293.822737
14364000	293.5397672	294.3145846	296.3319871	293.8155597	293.3856884
14385600	293.5379331	294.4886676	296.3015638	294.3441448	293.0695804
14407200	293.6458755	294.6382896	296.3098779	295.403189	294.1400037
14428800	294.0262988	295.5802114	296.299584	295.4815086	294.4998384
14450400	293.0935543	294.4824206	296.3584048	294.2771382	293.8394597
14472000	293.3919325	294.4259224	296.3111193	294.2939398	293.9631683
14493600	293.5113789	294.5487711	296.2656547	295.4922538	294.6135297
14515200	293.5526127	294.8434376	296.3496016	295.2866829	294.4099744
14536800	293.5701292	294.377988	296.2919777	294.2563301	293.8953133
14558400	293.5390659	293.9754103	296.3171489	293.6365653	293.4849892
14580000	293.6227921	294.3827215	296.3560824	296.1366178	294.8051821
14601600	293.4814856	295.0128264	296.2393644	295.15831	294.1997629
14623200	293.575533	293.3067353	296.3224846	293.2354167	292.591626
14644800	293.5334491	294.4408588	296.3030132	294.3079539	291.9579332
14666400	293.5541347	294.6205554	296.3319115	294.4376354	292.5485271
14688000	293.5629705	295.0652319	296.3017712	294.24168	292.6981448
14709600	293.5499954	293.790651	296.3445264	294.3544933	291.9946137
14731200	293.578917	294.525462	296.2936577	294.3261339	291.5777019
14752800	293.5833647	294.5359538	296.3675804	294.434846	292.2451407
14774400	293.7423854	294.7242319	296.2626592	294.291846	293.0837729
14796000	293.3395594	294.1955643	296.3302196	294.3349622	292.0392981
14817600	293.5723273	294.507958	296.3384642	294.3507132	292.0116678
14839200	293.5725836	294.6811236	295.2951716	297.4162791	294.8166192
14860800	293.5058898	295.7339417	295.2664762	295.987976	294.5424502
14882400	293.5685431	294.3543978	293.9343397	294.2311406	293.712012
14904000	293.5414885	293.5359681	293.2350265	293.2970215	293.206503
14925600	293.5515514	294.3150203	293.5185058	296.2722983	294.6805472
14947200	293.5613575	294.3988218	293.8276357	295.4227782	294.3392535
14968800	293.5570149	294.5167285	292.9997463	293.4862262	293.2751925
14990400	293.5698917	294.4690373	292.8128283	293.8450224	293.0423636
15012000	293.5161998	294.5185542	292.8126471	294.3799367	292.9122282
15033600	293.5824457	294.4617867	292.9996065	294.30948	293.0986474
15055200	293.5464767	294.4790411	292.9042195	294.3329539	293.0267961
15076800	293.5481531	294.4876759	292.7938541	294.3554808	292.9173275
15098400	293.8657087	294.5355925	294.0166329	294.3995498	293.3830695
15120000	294.7165006	295.1676425	295.550721	294.330331	293.6148312
15141600	293.3270385	294.2197213	295.5874663	294.3247628	293.3986789
15163200	292.7767355	294.092321	295.5644555	294.3485502	292.9765444
15184800	293.5060294	294.5023874	295.5684173	295.7722462	294.084875
15206400	294.4495638	295.6262691	295.6091696	295.420709	294.2675182
15228000	293.2932152	294.4310119	295.4586883	294.1384519	293.6887465
15249600	293.1881871	294.0727081	295.56063	293.8477059	293.541373
15271200	293.7823606	294.900012	295.6932691	296.2565431	295.0597299
15292800	296.3393934	296.6781065	296.2075295	296.3694847	295.1111286
15314400	293.4037506	294.4772259	294.7960396	294.1737965	293.8340722
15336000	292.8503359	293.7376491	295.5424911	293.2985876	293.3220221
15357600	293.1928401	293.9852196	295.5941897	294.3658634	293.2065568
15379200	294.3242959	294.6693395	295.5126437	294.3035902	293.5385924
15400800	293.0244477	294.2846345	295.5539788	294.3319663	293.3371282
15422400	292.9878344	294.4881165	295.5620401	294.3465487	292.9158933
15444000	293.8609663	294.800344	295.7100161	298.0200078	295.2741116
15465600	294.7521954	295.7714772	295.7296425	296.6298209	294.8163008
15487200	293.5968517	294.6079315	294.3638119	294.8112745	294.119576
15508800	293.3144472	294.262051	293.8838742	294.2198501	293.8502238
15530400	293.889655	294.9151511	294.4918302	297.0646944	295.7314524
15552000	294.249929	295.2801074	294.8979572	296.3248978	295.2844038
15573600	293.8186676	294.8526842	294.3812651	295.0455804	294.6555431
15595200	293.2703401	294.46421	293.9034823	294.2954484	294.1740242
15616800	293.2703401	294.46421	293.9034823	294.2954484	294.1740242
15638400	293.2703401	294.46421	293.9034823	294.2954484	294.1740242
15660000	293.2703401	294.46421	293.9034823	294.2954484	294.1740242
15681600	293.2703401	294.46421	293.9034823	294.2954484	294.1740242
15703200	293.5517495	294.4791517	293.75763	294.3776408	293.3281082
15724800	293.5604379	294.5968275	293.4344867	294.3307935	293.2431302
15746400	293.543861	294.422343	294.143272	294.3598585	292.9881663
15768000	293.5814269	294.5081863	294.2176468	294.3245348	292.6020369
15789600	293.5504892	294.5846095	294.255734	294.3838211	292.7323689
15811200	293.538281	294.9899248	294.2258359	294.3211494	292.9892897
15832800	293.5453027	293.9247711	294.173762	294.3532055	292.6638243
15854400	293.5687453	294.4853857	294.2305269	294.3525743	292.186561
15876000	293.6984862	294.6023899	295.2062248	295.2707648	293.6685157
15897600	295.2257576	295.9919846	297.1066077	295.4293466	294.1619759
15919200	293.1056673	294.0307674	297.1641063	293.5223785	293.1598409
15940800	292.5840412	293.5564662	297.1852703	293.8740329	292.6100454
15962400	293.7131783	294.834443	297.2103536	297.0254421	294.7156404
15984000	295.1719249	296.1660706	297.1713741	296.222983	294.7932389
16005600	293.3151625	294.7177271	297.1251457	294.2351624	293.7143729
16027200	292.9633873	294.0940805	297.1724472	293.5320421	293.2584624
16048800	294.1722279	294.5309805	297.2738937	294.3884392	293.8539995
16070400	295.8317411	296.8675865	297.1238014	296.0389672	295.2063446
16092000	293.7930633	294.9931967	294.86516	294.4801537	294.1666662
16113600	292.9839995	294.2060161	293.9650662	293.539362	293.4872912
16135200	292.6892329	293.7891868	293.4742578	293.8041079	293.1665149
16156800	293.5340254	293.9687146	293.5122857	294.3805419	293.3342715
16178400	293.5492894	294.421921	293.1734791	294.2918709	292.9864406
16200000	293.5696445	294.5098158	292.7519962	294.3909101	292.5565534
16221600	293.6692686	294.7298158	293.5426729	297.7082367	295.3904841
16243200	294.7721323	296.1701164	295.296719	296.9118025	295.0616523
16264800	293.1893787	294.3578329	293.7173495	294.4773704	293.859862
16286400	292.502462	293.7479244	293.1007496	293.4654954	293.2260661
16308000	293.5417579	294.0860246	293.4328204	294.4995287	293.8528412
16329600	293.6477801	295.1320855	294.6140045	295.36836	294.480876
16351200	293.3947448	294.3362403	293.7755491	294.1985495	293.848876
16372800	293.5915666	293.9991261	293.3782366	293.6196737	293.4780781
16394400	293.6827336	294.2706685	293.4984402	294.1216049	293.7131602
16416000	295.0606006	295.5138961	294.4668763	295.0183308	294.2990791
16437600	293.6254059	294.3931701	293.6683068	293.9908711	293.7751048
16459200	292.5120122	293.3560881	292.741029	293.8043835	292.8489953
16480800	293.6043834	294.8564649	295.1475509	297.6385655	295.2840037
16502400	296.3448979	297.0477598	296.5268623	296.6585557	295.003975
16524000	293.7744411	294.7646462	294.16813	294.5678372	293.9907357
16545600	293.2597615	294.1159644	293.488028	293.7501291	293.5294231
16567200	294.4832366	294.7469215	294.7608443	297.5695729	295.8229188
16588800	297.8281397	297.5008811	297.3735751	298.037323	296.4610037
16610400	295.9096227	296.3591121	295.8676019	296.5944136	295.7923049
16632000	295.4234093	295.9402454	295.3749684	295.9049516	295.3665425
16653600	296.1860889	296.2021233	296.3400837	297.6521487	296.4699868
16675200	296.9939418	297.3957942	297.4922189	297.6613428	296.6214262
16696800	295.3068207	296.1439803	296.2631072	296.0397071	295.6012108
16718400	294.5125435	295.4654339	295.0330321	295.2110188	294.9984039
16740000	294.9883037	295.971875	295.590012	299.140484	297.4473428
16761600	294.7776832	295.9452457	295.5506338	297.3102374	296.2904335
16783200	294.5253787	295.5711827	295.0875704	295.8099036	295.3815661
16804800	294.1760203	295.2569787	294.6625912	295.1376828	294.8839122
16826400	294.3961579	295.5746829	294.9866703	296.4451037	295.7984037
16848000	294.5561822	295.7404583	295.2130086	296.4947366	295.8542231
16869600	294.3516878	295.3805972	294.8575309	295.463596	295.1316495
16891200	294.1800121	295.1679235	294.5550539	294.9975601	294.7814073
16912800	295.183124	295.5243437	295.5483871	296.0774598	295.5093145
16934400	295.7589268	296.2465897	296.4067607	296.8186472	296.0358843
16956000	294.5974119	295.350587	295.0234661	295.3870161	294.9895454
16977600	294.3524078	295.1977162	294.6956453	295.0321579	294.7794411
16999200	295.1428579	295.6709161	295.8313704	296.7240161	295.933576
17020800	295.2314931	295.5886102	295.8753019	296.0044925	295.4080846
17042400	294.348429	295.1547447	294.7746737	295.0253086	294.8014698
17064000	294.0350038	294.8738133	294.3672427	294.5997155	294.4843855
17085600	294.568328	294.8608896	294.9418425	294.6632298	294.49931
17107200	295.2912767	295.7709051	296.2389185	295.4792983	295.0557299
17128800	294.420912	295.2650329	294.9459312	294.9046848	294.7206915
17150400	293.9250349	294.6822796	294.1795246	294.2287162	294.2159829
17172000	294.9589371	294.9777245	295.0014787	294.8693329	294.618862
17193600	295.5211384	295.693362	295.950863	295.7847554	295.2788314
17215200	294.4136838	295.0963196	294.7130989	294.8989844	294.7425936
17236800	294.0367038	294.8086254	294.2689218	294.4199244	294.4333955
17258400	294.697535	295.1410563	295.0868083	295.1012694	294.8835501
17280000	294.9227385	295.7930599	296.0517697	296.016801	295.4754191
17301600	294.2613912	295.1475871	294.8113203	295.0520454	294.8945495
17323200	293.8493204	294.752187	294.2733372	294.4569454	294.4356621
17344800	295.0492037	295.7535496	295.1638704	298.4788578	297.065812
17366400	297.608944	298.0986019	296.998798	298.8971125	297.3089064
17388000	295.5200788	296.4511774	295.7865199	296.6087463	296.122628
17409600	294.5602796	295.5372288	294.8779477	295.4415917	295.2583705
17431200	294.7352001	295.8354173	295.2602878	297.6357723	296.5539218
17452800	295.4970571	296.7347615	296.0733258	297.5626247	296.4831297
17474400	294.488137	295.5269245	295.0595829	295.7639619	295.3319245
17496000	294.2521037	295.2464828	294.6718662	295.1307829	294.9324704
17517600	295.2938912	295.8489328	295.467887	298.0990495	296.7716995
17539200	296.0354146	296.702465	296.5587687	298.0702581	296.6630573
17560800	294.7899077	295.6268792	295.2710312	295.9019377	295.5044857
17582400	294.042464	294.8922553	294.4820714	294.7907096	294.7371507
17604000	294.2445609	294.9557139	295.08218	296.0961941	295.3905133
17625600	295.2017149	295.7552707	295.4576956	296.2706505	295.3963935
17647200	294.2760787	295.0255537	294.628887	295.1250786	294.9078954
17668800	293.7269079	294.3594954	294.0343955	294.2987953	294.3462162
17690400	293.9255912	294.628032	294.8027215	295.9002621	295.2925464
17712000	296.247441	297.0383349	296.1713344	296.9114763	295.8311383
17733600	294.2102334	295.1436837	294.6297656	295.0504882	294.847911
17755200	293.5183787	294.2622175	293.9433579	294.1927898	294.2127189
17776800	293.4208893	294.492038	293.8756386	297.6056093	295.9977815
17798400	295.3817666	296.6476585	294.634299	297.3520327	295.6943571
17820000	293.6952954	294.7908454	294.0777079	294.9610287	294.5499371
17841600	293.0269912	294.0344745	293.3961787	293.8965912	293.8276371
17863200	294.0192994	294.6839073	294.277572	298.2210267	296.4492699
17884800	296.9922073	297.7832674	297.1509135	298.303451	296.4563893
17906400	294.8523805	295.7871006	295.3030696	296.0914029	295.4458934
17928000	293.7423429	294.7952166	294.1963863	294.7592644	294.4713905
17949600	294.3346863	295.3183705	294.8583287	298.661345	297.0466606
17971200	295.8454196	296.921655	296.3711184	298.3480618	296.7558164
17992800	294.7079329	295.6836286	295.179687	296.1614328	295.5964703
