x,y
0,0
6,0
12,0
18,0
24,0
30,0
36,0
42.00000000000001,0
48,0
54,0
60,0
66,0
72,0
78,0
84.00000000000001,0
90,0
96,0
102,0
108,0
114,0
120,0
126,0
132,0
138,0
144,0
150,0
156,0
162,0
168,0
174,0
180,0
186,0
192,0
198,0
204,0
210,0
216,0
222,0
228,0
234,0
240,0.1301871307932174
246,0.5549634367217777
252,1.205315834823637
258,2.07929880159503
264,3.113857735448164
270,4.188015394816091
276,5.148830262145964
282,5.851270459350587
288,6.196248729120896
294,6.153233903350724
300,5.760664063919023
306,5.107248351262399
312,4.304327454106669
318,3.458880680887887
324,2.655056499160764
330,1.946789368047121
336.0000000000001,1.35905837510677
341.9999999999999,0.8942137489674451
348,0.5408053043772156
354,0.2805164474995649
360,0.09366125601195563
366,0
372,0
378,0
384,0
390,0
396,0
402,0
408.0000000000001,0
413.9999999999999,0
420,0
426,0
432,0
438,0
444,0
450,0
456,0
462,0
468,0
474,0
480,0
486.0000000000001,0
491.9999999999999,0
498,0
504,0
510,0
516,0
522,0
528,0
534,0
540,0
546,0
552,0
558,0
564,0
570,0
576,0
582,0
588,0
594,0
600,0
