Time	JN mflow 1	JN mflow 3	JN mflow 5	JN mflow 6	JN mlow 7	JN mflow 8	JN mflow 9	JN mflow 10
583200	0.268810007	0.257742688	0.264118927	0.275015712	0.253595359	0.271328741	0.269264564	0.266919386
604800	0.267092512	0.256433575	0.262325845	0.273174517	0.2522343	0.269863043	0.267538647	0.265171618
626400	0.267274069	0.256447992	0.262460934	0.273302371	0.252376512	0.269814707	0.267663401	0.265236454
648000	0.267532246	0.256610266	0.262727657	0.273535386	0.252370666	0.270052193	0.267849825	0.265492512
669600	0.268422626	0.257371446	0.263665336	0.2745585	0.253206897	0.270995886	0.268707441	0.266410498
691200	0.268344949	0.257514822	0.263584755	0.274494858	0.253490381	0.270925348	0.268770236	0.266349552
712800	0.268998308	0.25786379	0.264379139	0.275334905	0.253733019	0.271491661	0.269422408	0.267183829
734400	0.269271968	0.257991649	0.264718228	0.275648995	0.253842169	0.271788066	0.269749818	0.267519124
756000	0.269639995	0.258356384	0.26501593	0.276020879	0.25432742	0.272155322	0.270131909	0.267946778
777600	0.268267199	0.257256922	0.263666788	0.274559787	0.253219441	0.270836478	0.268709845	0.266447909
799200	0.259699323	0.249137881	0.255357402	0.266837204	0.245235486	0.262446178	0.26046732	0.258161829
820800	0.265362912	0.254449354	0.260706145	0.271771701	0.250240734	0.267928528	0.265775564	0.263496921
842400	0.268182422	0.256921647	0.26362586	0.27452819	0.252717735	0.270720512	0.268567307	0.266415429
864000	0.261396308	0.250538424	0.256823316	0.267338281	0.246342264	0.263879073	0.261865194	0.259629402
885600	0.255518666	0.245364262	0.250920623	0.262418751	0.241283678	0.258396641	0.256079377	0.253785188
907200	0.268053502	0.256647705	0.263498309	0.273910507	0.252502174	0.270405797	0.268424517	0.266163043
928800	0.268303634	0.256898587	0.263898829	0.274419293	0.252718097	0.270774599	0.268804539	0.266560546
950400	0.26834323	0.257106686	0.263666667	0.274335988	0.253044292	0.270871591	0.26859329	0.266482621
972000	0.269475121	0.258244928	0.264806401	0.275697947	0.254111111	0.271926932	0.269797464	0.26763128
993600	0.270368586	0.258770011	0.265722081	0.276592297	0.254745048	0.272700966	0.270853744	0.268608958
1015200	0.270196981	0.258589372	0.265532246	0.276561353	0.254578865	0.272558333	0.270652053	0.268517754
1036800	0.269762336	0.258331886	0.265080618	0.276111755	0.254279508	0.272161236	0.270073739	0.267918567
1058400	0.270077564	0.258540172	0.265543071	0.276406186	0.254507672	0.272494503	0.270538601	0.268372961
1080000	0.269913768	0.258311232	0.26539215	0.276252053	0.254382488	0.272298309	0.270398333	0.268314855
1101600	0.269563043	0.257959058	0.26502814	0.275979227	0.25394529	0.271992874	0.269896618	0.267842512
1123200	0.26873442	0.257186836	0.264247947	0.274952295	0.253179469	0.271169444	0.26901087	0.266893116
1144800	0.268836109	0.257322834	0.264491431	0.275233888	0.253248099	0.271368345	0.269302789	0.267251147
1166400	0.268792512	0.257287681	0.264440942	0.275250211	0.253282349	0.27137876	0.269269059	0.267240338
1188000	0.267245944	0.255965954	0.262792281	0.273609267	0.251923427	0.269862094	0.267748771	0.265570709
1209600	0.262735207	0.251792482	0.258036405	0.268709119	0.247790466	0.265264912	0.263123681	0.260942132
1231200	0.258716111	0.248409629	0.25407594	0.265645612	0.244414063	0.261659446	0.259298283	0.256967353
1252800	0.26822155	0.256925122	0.263554052	0.274400498	0.252866145	0.27074024	0.26851513	0.266261684
1274400	0.267680233	0.256505714	0.26301881	0.2738425	0.252421548	0.270205266	0.267960567	0.265771867
1296000	0.266510492	0.255850591	0.261918658	0.272729182	0.251467415	0.269343471	0.266891504	0.264763266
1317600	0.267078913	0.256131245	0.262488549	0.273330129	0.252254302	0.269794991	0.267507241	0.265227203
1339200	0.2677026	0.256530496	0.263015603	0.273848463	0.252369858	0.270350709	0.268050473	0.265819267
1360800	0.268232445	0.256869225	0.263629235	0.274510724	0.252797962	0.270780543	0.268634554	0.266397632
1382400	0.26849739	0.257238197	0.263961566	0.274865195	0.253190459	0.271043788	0.268872671	0.266722894
1404000	0.269293608	0.258054073	0.264789162	0.275875015	0.253952093	0.27194569	0.269762362	0.267619471
1425600	0.270189138	0.258762836	0.265728233	0.276758719	0.254788493	0.272751157	0.270840987	0.268634057
1447200	0.270223342	0.258844012	0.265767819	0.276780658	0.254891649	0.272806935	0.270930406	0.268591487
1468800	0.27020294	0.258983043	0.26561959	0.276675801	0.2550293	0.2727414	0.270750297	0.268474633
1490400	0.271140332	0.259561207	0.26651233	0.277510526	0.255701191	0.273659449	0.271726453	0.269525234
1512000	0.27147149	0.259715253	0.266921897	0.277843858	0.255884647	0.273921156	0.272034606	0.269820029
1533600	0.271268548	0.259623437	0.266736573	0.277694891	0.255786991	0.273778294	0.27186407	0.269666309
1555200	0.270606017	0.259211872	0.265890316	0.277170473	0.255336545	0.273099215	0.271121223	0.268819836
1576800	0.271865311	0.259982875	0.267273041	0.278164942	0.256245332	0.274437151	0.272373781	0.27016637
1598400	0.272521687	0.26034391	0.268008556	0.278819068	0.256754549	0.275111825	0.273113847	0.270924183
1620000	0.271459193	0.259643044	0.266990028	0.278113169	0.255909987	0.274121126	0.272087401	0.269964057
1641600	0.269990018	0.258869043	0.265380766	0.276719211	0.255037803	0.272733857	0.270611607	0.268246258
1663200	0.271169163	0.259519734	0.266508678	0.277587109	0.255641218	0.273619082	0.271645729	0.269473847
1684800	0.271644413	0.25967226	0.267104486	0.277930858	0.255850411	0.274091634	0.272120671	0.270089254
1706400	0.270610913	0.258782562	0.266018275	0.277101341	0.254984811	0.273017563	0.271077252	0.268974496
1728000	0.269214908	0.257972928	0.264663445	0.275874329	0.254128774	0.271823487	0.269578231	0.26744353
1749600	0.27028869	0.258645595	0.265812381	0.276765273	0.254807431	0.272746338	0.270844111	0.268664048
1771200	0.142406864	0.136110476	0.140072101	0.145790251	0.134135145	0.143626385	0.142691813	0.141584674
1792800	0.170488002	0.163189713	0.167645878	0.174850677	0.160712164	0.172192395	0.17078776	0.1694311
1814400	0.266634416	0.255363799	0.262138879	0.273165238	0.251564881	0.269383214	0.26701131	0.264875253
1836000	0.268580185	0.257005466	0.264111349	0.275088889	0.252974213	0.270980504	0.268847123	0.266791399
1857600	0.268458497	0.256856973	0.264038942	0.274867095	0.252816113	0.270858181	0.268741628	0.266650357
1879200	0.26829259	0.256699452	0.263814378	0.274581307	0.252717811	0.27076216	0.26859303	0.266505957
1900800	0.266823104	0.255651146	0.262398942	0.272867372	0.251569489	0.269497354	0.267214638	0.265073898
1922400	0.267011303	0.255707053	0.262449193	0.27296762	0.251606617	0.269342046	0.267213352	0.265040386
1944000	0.267152371	0.255755501	0.262625485	0.273247559	0.251567243	0.269737146	0.267531121	0.265350865
1965600	0.267697084	0.256200101	0.263148819	0.273704123	0.252167421	0.270174208	0.268122926	0.265832328
1987200	0.264094082	0.252972134	0.25967888	0.266510296	0.248855928	0.26262932	0.260535221	0.258038747
2008800	0.26658884	0.255131276	0.262319495	0.272471885	0.251236029	0.268810224	0.266841976	0.264760489
2030400	0.265953009	0.254483028	0.261738462	0.272098937	0.250323803	0.268641007	0.266485026	0.264627135
2052000	0.26609543	0.254559873	0.261851662	0.272227395	0.25050782	0.268752566	0.266635596	0.264747282
2073600	0.256612319	0.245832609	0.252416848	0.250566913	0.242080905	0.245021314	0.243252974	0.239711449
2095200	0.267038719	0.255501485	0.2627797	0.27320475	0.251531346	0.269656275	0.267715999	0.265639721
2116800	0.267831532	0.256018471	0.263503688	0.274102533	0.25216092	0.270347572	0.268332304	0.266303883
2138400	0.267964699	0.256057788	0.26380005	0.27434177	0.252154094	0.270454921	0.268395037	0.266581928
2160000	0.267694144	0.25612671	0.263605089	0.274295749	0.252427474	0.270287808	0.268364707	0.266335733
2181600	0.267894157	0.256132304	0.263630627	0.274572557	0.252192768	0.270451114	0.268490471	0.266461281
2203200	0.267926791	0.256204197	0.263746163	0.27467518	0.252273381	0.270535037	0.268527118	0.266516535
2224800	0.268303139	0.256470884	0.264052379	0.27524176	0.252518638	0.270957299	0.268919395	0.266966571
2246400	0.268441607	0.256501739	0.264240494	0.275428332	0.252610172	0.27100012	0.268938347	0.26705
2268000	0.268590784	0.256529693	0.264376572	0.275575159	0.252828003	0.271218589	0.269008264	0.267212252
2289600	0.268553835	0.256449886	0.264448686	0.275620574	0.252836034	0.271192243	0.268939361	0.26717705
2311200	0.268494608	0.256390147	0.264317266	0.275534245	0.252731318	0.271144228	0.268819534	0.267170022
2332800	0.267835726	0.255878559	0.2637028	0.274768366	0.251997367	0.270454502	0.268359435	0.266492166
2354400	0.267796509	0.255642516	0.263549617	0.274564885	0.251921182	0.270353666	0.26818234	0.266335843
2376000	0.267782728	0.255681998	0.263703557	0.274642472	0.252011618	0.270371915	0.268119578	0.266337883
2397600	0.267680501	0.255751103	0.263502922	0.274385569	0.251867979	0.27023177	0.268215897	0.266288849
2419200	0.267336685	0.255709874	0.263245362	0.273814602	0.251839861	0.26985615	0.26801617	0.266043447
2440800	0.267203159	0.255179119	0.263075338	0.273557911	0.251281231	0.269684992	0.267573003	0.265873534
2462400	0.267006576	0.25491045	0.263041263	0.27346083	0.251235977	0.269570745	0.267547423	0.265759804
2484000	0.267153782	0.255111111	0.263139878	0.273567781	0.251261537	0.269648441	0.2676994	0.265911574
2505600	0.266270962	0.254478224	0.262207263	0.272725419	0.250572687	0.268866232	0.266788	0.265036193
2527200	0.267547868	0.255330691	0.263396036	0.274019587	0.251671834	0.270008294	0.267962602	0.266257325
2548800	0.268193046	0.255878897	0.264080935	0.274720504	0.252174706	0.270665587	0.268650822	0.266901918
2570400	0.267482742	0.255416636	0.263519324	0.274052778	0.251677182	0.270107566	0.268029007	0.266261163
2592000	0.260751302	0.249281977	0.256681565	0.258091812	0.245621003	0.252842418	0.25091812	0.248056665
2613600	0.268387058	0.256268622	0.264363516	0.275109622	0.252552819	0.270949535	0.268904503	0.267155378
2635200	0.269285335	0.257158345	0.265384226	0.275976957	0.253375075	0.271831705	0.269909398	0.268171732
2656800	0.268928231	0.256833028	0.265002807	0.274811058	0.253065666	0.270685951	0.268777249	0.266931918
2678400	0.269262078	0.257533989	0.265072469	0.275859311	0.253607429	0.271667516	0.269920369	0.267993928
2700000	0.269548129	0.257439399	0.265560722	0.276272672	0.25379368	0.272004722	0.270150139	0.268320015
2721600	0.269256745	0.257129751	0.265291334	0.276054345	0.25348826	0.27180961	0.269863229	0.268092438
2743200	0.269242742	0.257436425	0.265158737	0.276009543	0.253528898	0.271723656	0.26991865	0.268118683
2764800	0.266510802	0.255211657	0.262351021	0.269271345	0.251058307	0.264604679	0.262887187	0.260672244
2786400	0.271349433	0.259292744	0.267240816	0.277811905	0.255325737	0.273687302	0.271986961	0.2702071
2808000	0.271759946	0.259418452	0.26777128	0.278207979	0.25561895	0.274210813	0.272416412	0.270627338
2829600	0.271827284	0.259615802	0.267884691	0.278384321	0.255757901	0.274289136	0.272456914	0.270757778
2851200	0.271980226	0.259716573	0.268027307	0.278562147	0.255777778	0.274580038	0.272642185	0.270814501
2872800	0.271655335	0.25927101	0.267799811	0.278220019	0.255562795	0.274196412	0.27227101	0.270532578
2894400	0.270796034	0.258542021	0.26709915	0.277711992	0.254944287	0.273332389	0.271611898	0.269966006
2916000	0.27079509	0.258532578	0.267021719	0.277438149	0.254843248	0.273246459	0.271491029	0.26982814
2937600	0.270496234	0.258187382	0.266672316	0.277143126	0.25456968	0.272864407	0.271112994	0.269513183
2959200	0.26977526	0.257545798	0.266033994	0.276587347	0.253916903	0.272355052	0.270526912	0.26880831
2980800	0.269347498	0.257005666	0.265608121	0.276094429	0.253481586	0.271875354	0.27009254	0.268433428
3002400	0.264547686	0.252674221	0.26065628	0.264663834	0.248865911	0.259437205	0.257706327	0.255246459
3024000	0.258005691	0.246865041	0.253930081	0.249413008	0.242956098	0.243142276	0.24131626	0.237779675
3045600	0.269823446	0.258096045	0.26570339	0.276364407	0.254009887	0.27219209	0.27044209	0.268634181
3067200	0.269823446	0.258096045	0.26570339	0.276364407	0.254009887	0.27219209	0.27044209	0.268634181
3088800	0.256843972	0.245496454	0.25248227	0.245141844	0.241921986	0.238765957	0.237134752	0.233170213
3110400	0.257622832	0.246565992	0.253537091	0.247064547	0.242568401	0.240482177	0.239026012	0.235162331
3132000	0.269501927	0.257432563	0.265448459	0.273675337	0.253548651	0.269250963	0.26763632	0.265492293
3153600	0.270726879	0.258358863	0.266570809	0.277405106	0.254740848	0.272785164	0.27125289	0.269550578
3175200	0.26955395	0.257643545	0.265390173	0.275097784	0.253840559	0.270592967	0.26902842	0.26705973
3196800	0.26552264	0.253980732	0.261488921	0.265830443	0.250042389	0.2608579	0.259242775	0.256683044
3218400	0.27085089	0.258963444	0.266775373	0.277536797	0.255025493	0.273255411	0.271582973	0.269851852
3240000	0.271098266	0.259045761	0.267196532	0.277763487	0.255260116	0.273514933	0.271979287	0.269979287
3261600	0.264783069	0.253241943	0.260890813	0.263976912	0.249362674	0.258379028	0.256868687	0.253971621
3283200	0.256101638	0.245919557	0.252660405	0.245123314	0.241810694	0.238246146	0.2366421	0.232674374
3304800	0.256300096	0.246047688	0.252749037	0.245338632	0.241868015	0.238473507	0.236869942	0.232834778
3326400	0.256358345	0.245883598	0.252838865	0.245480038	0.241866282	0.238653199	0.236949976	0.232963925
3348000	0.256283534	0.245783133	0.252766265	0.24535743	0.2418	0.238293173	0.236841767	0.23275261
3369600	0.256413773	0.246065394	0.253021991	0.245462963	0.242118634	0.238797454	0.237125579	0.233206597
3391200	0.256719577	0.246133718	0.253473304	0.245758057	0.242256373	0.238791246	0.237478595	0.2333848
3412800	0.25680106	0.246162331	0.253388728	0.246000963	0.242236513	0.239101638	0.237475915	0.233518304
3434400	0.25669027	0.245845376	0.253291426	0.245892582	0.242023121	0.239010116	0.2373921	0.233381985
3456000	0.256342472	0.245617605	0.253087061	0.245453583	0.241915825	0.23867292	0.237078403	0.233173641
3477600	0.258514933	0.247618497	0.255173892	0.250596339	0.243881021	0.244157996	0.242526975	0.238930154
3499200	0.269410774	0.257849928	0.266297258	0.276824916	0.254165945	0.272418951	0.270638769	0.269166907
3520800	0.269279865	0.257477842	0.266138728	0.276814547	0.253795279	0.272229769	0.270491329	0.268988439
3542400	0.269286127	0.257493738	0.266146917	0.276818401	0.253810694	0.272184489	0.270508671	0.2689658
3564000	0.269510342	0.257568543	0.266254449	0.277032708	0.25385089	0.272405483	0.270732083	0.269199615
3585600	0.269554432	0.25775289	0.266527457	0.277096821	0.253984586	0.272493256	0.270845857	0.269436416
3607200	0.260047619	0.249179413	0.257189514	0.256801828	0.245479557	0.250310726	0.248625301	0.245708514
3628800	0.256475434	0.24592341	0.253358382	0.245737476	0.242007225	0.238627649	0.23730973	0.233429672
3650400	0.261664258	0.250593931	0.258561657	0.257258671	0.246768786	0.251202312	0.249630058	0.24661079
3672000	0.256622415	0.245468975	0.253463203	0.245935546	0.241837422	0.23888456	0.237373256	0.233557961
3693600	0.257024566	0.24625	0.254023603	0.248626204	0.242608863	0.241686898	0.240192678	0.236677264
3715200	0.269384541	0.258291304	0.266143961	0.276486473	0.254394686	0.272285024	0.270438164	0.268807729
3736800	0.269222543	0.258298651	0.265717726	0.27609104	0.254368015	0.271891137	0.270439788	0.268310694
3758400	0.269127649	0.258118979	0.265705684	0.275833815	0.254221098	0.271808767	0.270213873	0.268057322
3780000	0.268963925	0.25808658	0.265377104	0.27555267	0.254029822	0.271567581	0.269854257	0.267866282
3801600	0.268390905	0.257553459	0.264766812	0.274867925	0.253315917	0.270946299	0.269108853	0.267077407
3823200	0.268416667	0.257522158	0.26463632	0.274741329	0.253444123	0.270903179	0.269262524	0.267032755
3844800	0.268180856	0.25719721	0.264449735	0.27456229	0.25302886	0.27076431	0.26903367	0.266906205
3866400	0.26794605	0.256970617	0.264247592	0.274207611	0.252863198	0.270466281	0.26874422	0.266600193
3888000	0.267794686	0.256934783	0.26427971	0.274463285	0.252729952	0.270490821	0.268648792	0.266870048
3909600	0.268626686	0.257156551	0.265333815	0.275820328	0.253288536	0.271600193	0.269543834	0.268084297
3931200	0.268535645	0.256927746	0.265408478	0.275837669	0.253232659	0.271516859	0.269602119	0.268216763
3952800	0.267382395	0.255862434	0.264334295	0.274895142	0.252201058	0.270512747	0.268386243	0.26708177
3974400	0.268392647	0.256767647	0.265229902	0.275606863	0.253168137	0.271329412	0.269244118	0.267909314
3996000	0.268674855	0.256921484	0.265591522	0.27598025	0.253277938	0.271657514	0.269632466	0.268231214
4017600	0.048810005	0.046560366	0.048304954	0.050088023	0.046021645	0.049276575	0.0488557	0.04876431
4039200	0	0	0	0	0	0	0	0
4060800	0	0	0	0	0	0	0	0
4082400	0	0	0	0	0	0	0	0
4104000	0	0	0	0	0	0	0	0
4125600	0	0	0	0	0	0	0	0
4147200	0	0	0	0	0	0	0	0
4168800	0	0	0	0	0	0	0	0
4190400	0	0	0	0	0	0	0	0
4212000	0.118826108	0.11363632	0.117955202	0.122626204	0.112114162	0.120226397	0.119695568	0.118965318
4233600	0.266437229	0.255301106	0.263568062	0.27400962	0.251368446	0.269099567	0.267210678	0.265618567
4255200	0.059041908	0.056435934	0.058294798	0.060515896	0.055523603	0.059595857	0.059159923	0.058828998
4276800	0	0	0	0	0	0	0	0
4298400	0.171851147	0.164457784	0.169873597	0.177609078	0.16204246	0.17404246	0.172495364	0.171888238
4320000	0.242067763	0.231770802	0.23927703	0.249082711	0.228189836	0.244435974	0.24271151	0.241576981
4341600	0	0	0	0	0	0	0	0
4363200	0	0	0	0	0	0	0	0
4384800	0.082388081	0.078893895	0.081496609	0.084934593	0.076953004	0.083135174	0.082705911	0.081323159
4406400	0.267286541	0.256103232	0.264432224	0.274497347	0.252141341	0.26987699	0.268100338	0.266674385
4428000	0.268454851	0.256569164	0.265497118	0.275474063	0.252867435	0.270806916	0.269304035	0.267792027
4449600	0.129272815	0.123504323	0.127814121	0.13271806	0.121778098	0.130413545	0.129631124	0.129004803
4471200	0.196339859	0.18797239	0.194172691	0.202223896	0.185217369	0.198320783	0.196876506	0.196117293
4492800	0.26717458	0.255940048	0.264104077	0.274541487	0.251923741	0.269514149	0.267801439	0.266186359
4514400	0.2667195	0.255365514	0.263824688	0.27512536	0.251326609	0.269691162	0.267694044	0.266409222
4536000	0.266240154	0.255006244	0.263274736	0.274827089	0.250873679	0.269356868	0.267322286	0.265910183
4557600	0.266792988	0.255621518	0.263854467	0.275058598	0.251764649	0.269868876	0.267997118	0.266528818
4579200	0.268335735	0.257020653	0.265299712	0.27620317	0.253240154	0.271206532	0.269394813	0.268091739
4600800	0.270828297	0.258939568	0.26788777	0.278170509	0.255353026	0.27357877	0.271902017	0.270485372
4622400	0.271101345	0.258934678	0.268167627	0.278442206	0.25548777	0.27397458	0.272152038	0.270835735
4644000	0.27084342	0.258766571	0.267908261	0.278361671	0.255207493	0.27367147	0.27195293	0.270632565
4665600	0.271351105	0.259243996	0.268596542	0.278872238	0.255747839	0.274330932	0.272430355	0.271198847
4687200	0.270592806	0.258444604	0.268029257	0.278621583	0.255030216	0.273769452	0.271961095	0.270748681
4708800	0.269566763	0.257573967	0.267052354	0.278020173	0.254141691	0.272796163	0.271035012	0.26979683
4730400	0.269509606	0.257579731	0.266783862	0.277865514	0.253959174	0.272529299	0.270825168	0.269682517
4752000	0.270325648	0.258304515	0.267776177	0.278198847	0.254855908	0.273415946	0.271702209	0.270475985
4773600	0.270386647	0.258331892	0.267872719	0.27823391	0.254831412	0.273383285	0.271618156	0.270529779
4795200	0.269844861	0.257709414	0.26715658	0.277655139	0.254199808	0.272751681	0.271081652	0.26995293
4816800	0.267771703	0.256470983	0.265036451	0.276194724	0.252633094	0.271023022	0.269111271	0.26776211
4838400	0.269438672	0.258073593	0.266513228	0.277045214	0.254264069	0.272558442	0.270704185	0.269304954
4860000	0.269475024	0.25810951	0.266477906	0.276959174	0.254315082	0.272521614	0.270613833	0.269342459
4881600	0.269273381	0.257841247	0.266301199	0.276826859	0.254058513	0.272270504	0.270357314	0.269045564
4903200	0.26809366	0.256896254	0.265239673	0.275728146	0.252981748	0.271259846	0.269357349	0.267956292
4924800	0.260795635	0.250105655	0.257990575	0.268267857	0.246085813	0.263849702	0.262000992	0.260529762
4946400	0.252172911	0.241915946	0.249644573	0.259537944	0.238284342	0.255232469	0.253767531	0.252028338
4968000	0.249145053	0.239057157	0.246533622	0.256232949	0.23543804	0.252111912	0.250621518	0.248956772
4989600	0.249860711	0.239930355	0.247330451	0.257491835	0.235982709	0.253008165	0.251445245	0.249633525
5011200	0.250955748	0.240857624	0.248416065	0.258148362	0.237105973	0.254064066	0.252488921	0.250829245
5032800	0.24888456	0.238822992	0.246199615	0.256002886	0.23491823	0.251861472	0.250278499	0.248640693
5054400	0.247720058	0.237767677	0.245140933	0.254828283	0.233743627	0.250674844	0.249194805	0.247477633
5076000	0.248100384	0.238147935	0.245360711	0.255439001	0.234268972	0.251117195	0.249521614	0.247835735
5097600	0.263304432	0.252653661	0.260272158	0.270684971	0.248543353	0.266556358	0.264565511	0.26282659
5119200	0.266782274	0.255836705	0.263873314	0.274148844	0.251651252	0.269927746	0.267966281	0.266453276
5140800	0.266996633	0.255905243	0.263967292	0.274367965	0.251826359	0.270140452	0.268170274	0.266525253
5162400	0.266901057	0.255917387	0.263926513	0.274243036	0.251772334	0.27003122	0.2681561	0.266474063
5184000	0.266439153	0.255489177	0.263353535	0.273758538	0.251275613	0.269601732	0.267628668	0.265967773
5205600	0.267016354	0.255992304	0.263917749	0.274350649	0.251764791	0.270168831	0.268176527	0.266524772
5227200	0.267551708	0.256301587	0.264420394	0.274976431	0.252279942	0.270542569	0.268569986	0.266909091
5248800	0.26794228	0.256623858	0.264766234	0.275340548	0.252608947	0.270998076	0.268962482	0.267350649
5270400	0.268185666	0.257063973	0.264952381	0.275652718	0.25293266	0.271323232	0.269275132	0.267692641
5292000	0.268282901	0.256986071	0.26512488	0.275771854	0.25285975	0.271292507	0.269209414	0.267726705
5313600	0.268132756	0.256932179	0.26503367	0.275630592	0.252783069	0.271176527	0.269020683	0.26762963
5335200	0.267756133	0.256551708	0.264645503	0.275167388	0.252488215	0.27074507	0.268693603	0.267212121
5356800	0.267165464	0.256304473	0.264090909	0.274563733	0.252053872	0.270354016	0.268435305	0.266667148
5378400	0.267212121	0.25642809	0.264094757	0.274504089	0.252148148	0.27027898	0.26836556	0.266665705
5400000	0.267585859	0.256809043	0.264354497	0.274826359	0.252453583	0.270555075	0.268583454	0.266986051
5421600	0.267903319	0.257119288	0.264628187	0.275222703	0.252869649	0.270959115	0.26900481	0.267195767
5443200	0.268273295	0.257334294	0.264979827	0.275677233	0.25309366	0.27140682	0.269347743	0.267693564
5464800	0.26891342	0.257858586	0.265631073	0.276418951	0.253794613	0.271947571	0.269843675	0.268403078
5486400	0.269234247	0.257944204	0.266034151	0.276839346	0.25400962	0.27222126	0.270239057	0.2688076
5508000	0.269308357	0.258102305	0.266284342	0.277022094	0.254269933	0.272462056	0.270461095	0.268989914
5529600	0.269187109	0.258181818	0.266027417	0.276857624	0.254171717	0.272346801	0.27036556	0.268737855
5551200	0.268853295	0.257694084	0.265611352	0.276416065	0.253832131	0.271943242	0.269796056	0.26822126
5572800	0.268214526	0.256928812	0.265031265	0.275742665	0.253099567	0.271192881	0.269050505	0.267573834
5594400	0.26788905	0.256731307	0.264657019	0.275422094	0.252767004	0.271030873	0.268792089	0.267317897
5616000	0.267172679	0.256204906	0.264096681	0.27469697	0.252170274	0.270474266	0.268296296	0.266701299
5637600	0.266649758	0.255496618	0.263522705	0.274043961	0.251502899	0.269829952	0.267682126	0.266042029
5659200	0.266369889	0.255227994	0.263185185	0.273677249	0.251198653	0.269637807	0.267410293	0.265787398
5680800	0.266584534	0.255488473	0.263436119	0.274002882	0.251499039	0.269817963	0.267616715	0.266039866
5702400	0.267029383	0.255973988	0.263939306	0.274453276	0.251956166	0.270260116	0.268092486	0.266455202
5724000	0.26735594	0.256229437	0.264212602	0.274767196	0.252291486	0.27051419	0.268372775	0.266712843
5745600	0.267492063	0.256584416	0.264314574	0.274901395	0.252406926	0.270781145	0.26860558	0.266876383
5767200	0.267052429	0.25616835	0.263883117	0.274424723	0.251904762	0.270371813	0.268252525	0.266386724
5788800	0.266230399	0.255367003	0.263053391	0.273462241	0.251044252	0.269576239	0.267437229	0.265770563
5810400	0.266557961	0.255625301	0.263238576	0.273747956	0.251497835	0.269747956	0.267608947	0.265901395
5832000	0.266320827	0.255539202	0.263143819	0.273518519	0.251299182	0.269492063	0.267421837	0.265772487
5853600	0.266552834	0.255927954	0.263226705	0.273684918	0.25153122	0.269793948	0.267635447	0.265885207
5875200	0.266713324	0.256021164	0.263400192	0.27373545	0.251726792	0.269886003	0.26774988	0.265943723
5896800	0.266656085	0.256070226	0.263382395	0.273879269	0.251709957	0.269890813	0.2679038	0.265936508
