"Time","AHU Temp SUP Setpoint"
1666656000000,18.4477109175462
1666656300000,18.44770622253418
1666656600000,18.44742088317871
1666656900000,18.44745738689716
1666657200000,18.44745738689716
1666657500000,18.44734001159668
1666657800000,18.447796249389647
1666658100000,18.4473447066087
1666658400000,18.447537202101486
1666658700000,18.44749870300293
1666659000000,18.447433911837063
1666659300000,18.44754399751362
1666659600000,18.447485556969276
1666659900000,18.447407150268553
1666660200000,18.447475814819335
1666660500000,18.44747147193322
1666660800000,18.447484970092773
1666661100000,18.447365951538085
1666661400000,18.447260665893555
1666661700000,18.447617017305813
1666662000000,18.447617721557616
1666662300000,18.447509032029373
1666662600000,18.447598237257736
1666662900000,18.44787993797889
1666663200000,18.44770152752216
1666663500000,18.44751842205341
1666663800000,18.44745292663574
1666664100000,18.447325926560623
1666664400000,18.44753074645996
1666664700000,18.447433911837063
1666665000000,18.44740104675293
1666665300000,18.44760856628418
1666665600000,18.447612322293796
1666665900000,18.447499642005333
1666666200000,18.447438606849083
1666666500000,18.447325926560623
1666666800000,18.447553634643555
1666667100000,18.44759354224572
1666667400000,18.447617017305813
1666667700000,18.447196578979494
1666668000000,18.447419826801006
1666668300000,18.44734001159668
1666668600000,18.447663967426006
1666668900000,18.447196578979494
1666669200000,18.447537202101486
1666669500000,18.44765457740197
1666669800000,18.447590255737303
1666670100000,18.44764988238995
1666670400000,18.44745269188514
1666670700000,18.44738426208496
1666671000000,18.447306442260743
1666671300000,18.447354096632736
1666671600000,18.447621712317833
1666671900000,18.44742546081543
1666672200000,18.447415131788986
1666672500000,18.44757476219764
1666672800000,18.447250806368313
1666673100000,18.447379684448244
1666673400000,18.44757945720966
1666673700000,18.447626407329853
1666674000000,18.44734306335449
1666674300000,18.447551287137546
1666674600000,18.44747147193322
1666674900000,18.4472226362962
1666675200000,18.44746208190918
1666675500000,18.447358791644756
1666675800000,18.447354096632736
1666676100000,18.44747147193322
1666676400000,18.447407150268553
1666676700000,18.4474667769212
1666677000000,18.44734940162072
1666677300000,18.4475888472337
1666677600000,18.447402572631837
1666677900000,18.447333908081056
1666678200000,18.447250806368313
1666678500000,18.44749870300293
1666678800000,18.447416305541992
1666679100000,18.447297286987304
1666679400000,18.447250806368313
1666679700000,18.44752311706543
1666680000000,18.447301864624023
1666680300000,18.447480861957256
1666680600000,18.44747147193322
1666680900000,18.447739087618313
1666681200000,18.44726958641639
1666681500000,18.447485556969276
1666681800000,18.447338485717772
1666682100000,18.44720855126014
1666682400000,18.447447996873123
1666682700000,18.447438606849083
1666683000000,18.44722733130822
1666683300000,18.447320175170898
1666683600000,18.447311841524563
1666683900000,18.447541897113506
1666684200000,18.44742088317871
1666684500000,18.447358791644756
1666684800000,18.447368181668796
1666685100000,18.44727897644043
1666685400000,18.447494946993313
1666685700000,18.447429216825046
1666686000000,18.447386961716873
1666686300000,18.447631454467775
1666686600000,18.447325926560623
1666686900000,18.44745738689716
1666687200000,18.44757945720966
1666687500000,18.447338485717772
1666687800000,18.447415131788986
1666688100000,18.44759354224572
1666688400000,18.4473934173584
1666688700000,18.44733062157264
1666689000000,18.44753250708947
1666689300000,18.44745269188514
1666689600000,18.447311019897462
1666689900000,18.447602932269756
1666690200000,18.44764518737793
1666690500000,18.447429216825046
1666690800000,18.4474666595459
1666691100000,18.447494946993313
1666691400000,18.447443301861103
1666691700000,18.44733531658466
1666692000000,18.44727439880371
1666692300000,18.447631102341873
1666692600000,18.447415131788986
1666692900000,18.447292709350585
1666693200000,18.447725002582256
1666693500000,18.44751842205341
1666693800000,18.44745269188514
1666694100000,18.447562789916994
1666694400000,18.44734940162072
1666694700000,18.44764988238995
