Time;PumpSpeed;PumpVolFlow;MixValve;ThrotValve;TempSup;Temp Ret;cp;mflow kg/s;deltaT;Qflow W
9460800;2546.851664;0.00023798;0.179701121;0.655132578;324.6031838;313.425181;4.18;0.23798038;11.17800283;-11119.40763
9504000;2546.853111;0.000239126;0.179307556;0.655126864;324.6193198;313.722431;4.18;0.239126063;10.89688885;-10891.95193
9547200;2547.091962;0.00023059;0.174196595;0.655165605;323.5387038;313.0766473;4.18;0.23058975;10.46205653;-10084.01174
9590400;2547.181621;0.000230182;0.179356718;0.655148753;322.5470333;312.7890013;4.18;0.230181702;9.758031953;-9388.783273
9633600;2547.036684;0.000232616;0.200957483;0.655205884;324.2568966;313.2695893;4.18;0.232615961;10.98730725;-10683.3403
9676800;2546.595514;0.000246744;0.173020167;0.655293943;315.777424;307.7015917;4.18;0.246743844;8.075832292;-8329.32676
9720000;2546.694866;0.000243051;0.177919615;0.655255938;323.869812;312.6345263;4.18;0.24305053;11.23528574;-11414.50221
9763200;2547.04631;0.000232795;0.170600336;0.655476011;319.2154848;309.5554992;4.18;0.232794661;9.659985657;-9399.955103
9806400;2547.203763;0.00022957;0.166882118;0.655515493;318.2379033;309.3333334;4.18;0.229569893;8.904569874;-8544.844426
9849600;2547.344836;0.000224013;0.172470226;0.655634701;311.6130731;303.9273048;4.18;0.224013437;7.685768309;-7196.770259
9892800;2547.373552;0.000222453;0.180740279;0.655540237;319.9628212;309.6165996;4.18;0.222453124;10.3462216;-9620.476124
9936000;2547.408732;0.000221977;0.164951107;0.655524967;319.117673;309.917348;4.18;0.221977089;9.200324984;-8536.652487
9979200;2547.356654;0.000222385;0.16509377;0.655574043;318.3067025;309.3079254;4.18;0.222385304;8.998777115;-8364.998386
10022400;2547.380743;0.000220362;0.162029297;0.65552953;315.4750733;307.3509774;4.18;0.220362227;8.124095859;-7483.219326
10065600;2547.362659;0.000218855;0.166988814;0.655328392;318.0233138;309.110215;4.18;0.218855221;8.913098745;-8153.834869
10108800;2547.397066;0.000220321;0.165430928;0.655378137;319.5175305;310.2770903;4.18;0.220320568;9.240440255;-8509.890807
10152000;2547.340987;0.000218029;0.167382488;0.655455788;319.5442355;310.3811675;4.18;0.218029096;9.163067937;-8350.868466
10195200;2547.401467;0.000218351;0.16745952;0.655586575;320.5352812;311.0275062;4.18;0.218350994;9.507775056;-8677.81432
10238400;2547.397849;0.000220254;0.175272891;0.655749929;323.708651;312.7142719;4.18;0.220253614;10.9943791;-10122.08625
10281600;2547.426686;0.000214307;0.171945311;0.656238587;322.7749755;312.7515643;4.18;0.21430705;10.02341127;-8979.0066
10324800;2547.371457;0.000211266;0.171746071;0.656301046;323.0368524;312.6298144;4.18;0.211265885;10.40703802;-9190.365786
10368000;2547.370968;0.000208768;0.171578173;0.656388975;321.4966765;311.19174;4.18;0.208767785;10.30493642;-8992.595999
10411200;2547.407335;0.000216449;0.180414354;0.656396036;325.9325917;313.7261858;4.18;0.216449336;12.2064059;-11043.84615
10454400;2547.338789;0.00020568;0.190359339;0.656471001;318.3895962;310.1814984;4.18;0.205679537;8.208097779;-7056.833784
10497600;2547.413858;0.000207726;0.168109136;0.656504605;320.1593364;310.6289828;4.18;0.207725676;9.53035361;-8275.142436
10540800;2547.394053;0.00020985;0.172536153;0.656466746;322.0842691;312.024839;4.18;0.209849588;10.05943003;-8823.843093
10584000;2547.411349;0.000216238;0.183378203;0.656473314;324.4495716;312.9226066;4.18;0.216238403;11.52696507;-10418.95312
10627200;2546.710284;0.000216496;0.196650862;0.656484134;325.7751368;313.6383396;4.18;0.216496476;12.13679721;-10983.25859
10670400;2547.375648;0.000216962;0.183050523;0.656481651;327.085532;314.5351068;4.18;0.216961674;12.55042516;-11381.97806
10713600;2547.408628;0.0002228;0.171778448;0.656452038;327.0030752;314.4806858;4.18;0.222799904;12.5223894;-11662.14632
10756800;2547.335892;0.000224562;0.19710468;0.656421383;333.0296473;318.2017221;4.18;0.224562013;14.82792516;-13918.51684
10800000;2547.40654;0.000222779;0.193080292;0.656406941;331.1694304;317.5406752;4.18;0.222778953;13.6287552;-12691.31522
10843200;2547.159925;0.000226642;0.230304099;0.656408245;332.9424912;318.518741;4.18;0.226641548;14.42375019;-13664.5081
10886400;2547.277558;0.000218842;0.209620465;0.65640849;328.9312461;316.4160137;4.18;0.21884189;12.51523233;-11448.42268
10929600;2547.393599;0.000220571;0.195028593;0.656419912;331.8295303;317.5048213;4.18;0.22057126;14.32470906;-13207.20793
10972800;2547.360851;0.000219535;0.188618975;0.656413995;329.1252137;316.4174589;4.18;0.21953536;12.70775476;-11661.37036
11016000;2547.275855;0.000217959;0.214451976;0.656419612;331.2087781;317.397769;4.18;0.217959412;13.81100913;-12582.80084
11059200;2547.336929;0.000213958;0.181017327;0.656389077;327.721473;315.867033;4.18;0.213958047;11.85443995;-10601.95477
11102400;2547.400747;0.000216996;0.189084666;0.656429569;330.9866729;317.2446899;4.18;0.216996245;13.74198303;-12464.58745
11145600;2547.362878;0.000211673;0.182153222;0.656486665;325.8783212;314.0711262;4.18;0.21167304;11.80719501;-10446.92711
11188800;2547.389834;0.000214275;0.186582438;0.656444398;329.3723651;315.8850621;4.18;0.214275013;13.48730301;-12080.16667
11232000;2547.355113;0.000214294;0.232216613;0.65635902;331.8873159;318.1528003;4.18;0.214293946;13.7345156;-12302.67442
11275200;2547.157054;0.000217076;0.22792622;0.656355449;330.5154564;317.5447925;4.18;0.217075842;12.97066395;-11769.28241
11318400;2547.191039;0.000216195;0.222282423;0.656350189;326.181342;315.3100498;4.18;0.21619535;10.87129222;-9824.349392
11361600;2547.348683;0.000209333;0.178840676;0.65637403;326.8879382;315.2138249;4.18;0.209333011;11.67411323;-10214.98899
11404800;2547.394606;0.000210056;0.177563066;0.656370589;327.4748963;315.7148758;4.18;0.210056478;11.76002048;-10325.72226
11448000;2547.376685;0.000208186;0.180808855;0.65638275;329.1085148;316.533157;4.18;0.208186407;12.57535784;-10943.31759
11491200;2547.394451;0.000203095;0.181943323;0.65641525;327.8963287;315.5891532;4.18;0.203095303;12.30717546;-10448.03344
11534400;2547.386307;0.000209284;0.182351074;0.656428182;327.7112656;315.361556;4.18;0.209284233;12.34970962;-10803.62591
11577600;2547.422614;0.000203504;0.185516711;0.656448141;328.1734232;315.0087346;4.18;0.203503918;13.16468864;-11198.49468
11620800;2547.411618;0.000216453;0.190941491;0.656419587;331.6601245;317.3887761;4.18;0.216453437;14.27134846;-12912.36452
11664000;2547.353942;0.000215577;0.191953318;0.656418249;330.529834;316.6197303;4.18;0.215577457;13.91010372;-12534.58599
11707200;2547.406276;0.000205329;0.182010109;0.656419605;327.5432636;315.2998956;4.18;0.205328916;12.243368;-10508.17507
11750400;2547.402781;0.000201609;0.192102783;0.656383034;321.2618281;312.2841358;4.18;0.201609369;8.97769228;-7565.74513
11793600;2547.392035;0.00020235;0.179343193;0.656446851;318.0131611;309.7536093;4.18;0.202349672;8.259551817;-6986.107588
11836800;2547.377515;0.000200834;0.17362739;0.656486643;321.8536922;311.4061709;4.18;0.200834311;10.44752128;-8770.562684
11880000;2547.40332;0.000212713;0.190722427;0.656432178;330.9084855;316.8460996;4.18;0.212713233;14.06238588;-12503.44825
11923200;2547.387328;0.000209422;0.270582573;0.656383652;327.6483104;315.7167791;4.18;0.209421565;11.93153125;-10444.6494
11966400;2547.347023;0.000204355;0.295808349;0.656403568;329.1366832;316.561678;4.18;0.204354789;12.57500523;-10741.60745
12009600;2546.759315;0.000211577;0.275292081;0.656417349;320.0253466;311.4652514;4.18;0.211576883;8.560095251;-7570.474371
12052800;2547.375156;0.000211357;0.235532639;0.65643722;317.15403;309.6834444;4.18;0.211356923;7.470585509;-6600.052648
12096000;2547.342337;0.000211143;0.315374142;0.656443372;313.5730946;307.6621441;4.18;0.211142518;5.91095057;-5216.861493
12139200;2547.389154;0.000207387;0.256964594;0.656470374;317.1489154;309.2233405;4.18;0.207387322;7.925574937;-6870.514524
12182400;2547.376446;0.000200847;0.233263561;0.656442282;323.6360988;312.8124395;4.18;0.20084706;10.82365929;-9086.902607
12225600;2547.408356;0.000216064;0.224825106;0.65642544;329.0636889;316.1524353;4.18;0.216063641;12.91125361;-11660.74728
12268800;2547.335006;0.000213242;0.227663259;0.656381811;325.600711;314.7386031;4.18;0.213241787;10.86210794;-9681.94721
12312000;2547.363825;0.00021037;0.234108235;0.656453466;325.2306679;313.8007364;4.18;0.21037014;11.42993157;-10050.87817
12355200;2547.376559;0.000214106;0.267594514;0.656550589;319.0924979;309.7815045;4.18;0.21410594;9.3109934;-8332.993005
12398400;2547.395146;0.000203254;0.265921248;0.656503972;316.0823584;308.4875855;4.18;0.20325428;7.594772868;-6452.540975
12441600;2547.372199;0.000213745;0.296538744;0.656516149;311.5632781;305.956369;4.18;0.213744815;5.606909114;-5009.511591
12484800;2547.392865;0.000211505;0.297915471;0.656490054;314.1386538;307.3624457;4.18;0.211505221;6.776208118;-5990.790193
12528000;2547.360996;0.000213595;0.278519635;0.656451117;312.1236722;306.7463898;4.18;0.213594976;5.377282399;-4800.982908
12571200;2547.407177;0.000205922;0.269491679;0.656492981;315.8351278;308.3084941;4.18;0.205922007;7.526633714;-6478.580005
12614400;2547.38278;0.000204357;0.262698981;0.656452019;315.7977594;308.7305187;4.18;0.204356846;7.067240667;-6036.919059
12657600;2547.402988;0.000204647;0.260764263;0.656458631;320.7330048;311.1118387;4.18;0.204647114;9.621166098;-8230.18538
12700800;2547.429757;0.000201119;0.240028982;0.656407858;321.2766862;312.0635712;4.18;0.20111941;9.213114923;-7745.273468
12744000;2547.381822;0.000202555;0.251704082;0.656426326;319.0607284;310.6444804;4.18;0.202554701;8.416248024;-7125.857519
12787200;2547.405725;0.000208578;0.278788107;0.656442348;316.2031424;309.1636487;4.18;0.208578211;7.039493704;-6137.431313
12830400;2547.357187;0.000208256;0.273009967;0.656463182;316.3534639;308.8838933;4.18;0.208255549;7.4695706;-6502.322407
12873600;2547.373594;0.000187057;0.313262309;0.656467464;315.7832987;308.2096626;4.18;0.187057477;7.573636037;-5921.827936
12916800;2547.418344;0.000184576;0.257997628;0.656482988;315.6891989;307.7652315;4.18;0.184576099;7.923967397;-6113.563476
12960000;2547.440249;0.000183864;0.296547219;0.656492121;314.595332;307.0002073;4.18;0.183863532;7.595124652;-5837.229748
13003200;2547.370747;0.000184895;0.308231184;0.65649835;314.8304773;307.1580084;4.18;0.184895114;7.672468845;-5929.756352
13046400;2547.394562;0.000188079;0.299604822;0.656526852;315.0003944;306.6664176;4.18;0.188079425;8.333976738;-6551.939115
13089600;2547.361693;0.000177365;0.229117934;0.656495005;320.0795912;309.5626167;4.18;0.177365062;10.51697446;-7797.137212
13132800;2547.418344;0.000177319;0.257360409;0.656465819;318.9059867;309.6836377;4.18;0.177318949;9.222349011;-6835.542429
13176000;2547.367249;0.000173978;0.235005011;0.656477008;320.5610279;310.0876404;4.18;0.173978133;10.4733875;-7616.546896
13219200;2547.394813;0.000179864;0.244655029;0.656434371;322.7104772;311.7552285;4.18;0.179863995;10.95524875;-8236.501066
13262400;2547.410044;0.000183106;0.217509386;0.656427988;326.5942415;313.5531335;4.18;0.183106224;13.04110803;-9981.455631
13305600;2547.390583;0.000184286;0.223738637;0.656371728;326.001566;313.8953641;4.18;0.18428634;12.1062019;-9325.61194
13348800;2547.375441;0.000188153;0.214818661;0.656403347;328.9115225;315.0434453;4.18;0.188152526;13.8680772;-10906.93151
13392000;2547.402034;0.000187318;0.227972717;0.656487272;323.9564757;311.9569324;4.18;0.187318389;11.99954328;-9395.532766
13435200;2547.380448;0.000182781;0.23792203;0.656462399;321.9609381;311.3793483;4.18;0.182781008;10.58158983;-8084.595063
13478400;2547.374896;0.000188514;0.336773893;0.656475922;314.7468464;307.9157054;4.18;0.188514293;6.831141052;-5382.869084
13521600;2547.360581;0.000186612;0.27834672;0.656476332;311.2114315;305.435207;4.18;0.186612494;5.776224502;-4505.687455
13564800;2547.333887;0.000192168;0.378079003;0.656468138;313.3082901;306.7461195;4.18;0.192167578;6.562170632;-5271.132305
13608000;2547.321959;0.000175075;0.2614034;0.656464246;316.7048042;308.4235191;4.18;0.175075016;8.281285177;-6060.356838
13651200;2547.404604;0.000178822;0.279439723;0.656482813;315.8103691;307.6610328;4.18;0.178821607;8.149336373;-6091.419645
13694400;2547.366314;0.000177009;0.236838457;0.65647604;319.5841423;309.6780853;4.18;0.177009153;9.906057082;-7329.474382
13737600;2547.342051;0.000175834;0.23697706;0.656439648;320.2037982;310.4555834;4.18;0.175833683;9.748214883;-7164.789701
13780800;2547.401536;0.000178109;0.235396773;0.656437076;322.8164453;311.5345819;4.18;0.178108647;11.28186336;-8399.281192
13824000;2547.413278;0.000190111;0.221459036;0.656413872;326.351473;313.6671161;4.18;0.190110648;12.68435691;-10079.7829
13867200;2547.346401;0.000189881;0.216201579;0.656418183;327.8994088;314.3852417;4.18;0.189881074;13.51416711;-10726.23349
13910400;2547.381486;0.000181011;0.245170209;0.656412031;323.8747198;312.6899752;4.18;0.181011025;11.18474458;-8462.66949
13953600;2547.38527;0.000185996;0.238764983;0.656461794;322.6232572;311.7795227;4.18;0.18599585;10.8437345;-8430.598605
13996800;2547.419502;0.000181587;0.244736754;0.656429954;319.7840664;310.405166;4.18;0.181587138;9.378900367;-7118.906491
14040000;2547.411081;0.000186259;0.22158872;0.656453699;326.7683025;313.5383171;4.18;0.186259251;13.22998548;-10300.38605
14083200;2547.367566;0.000180731;0.241639089;0.656458336;321.101919;310.7959089;4.18;0.180731292;10.30601018;-7785.745466
14126400;2547.403718;0.000185197;0.2288785;0.656467982;324.9300335;312.3193193;4.18;0.185196788;12.61071417;-9762.238522
14169600;2547.390163;0.000186403;0.236178222;0.65642634;321.5701126;311.2740308;4.18;0.186402899;10.29608175;-8022.337451
14212800;2547.351109;0.000183092;0.235478403;0.656432522;321.4483361;311.0886521;4.18;0.183091582;10.359684;-7928.502502
14256000;2547.391241;0.000177592;0.23798401;0.656415224;320.686267;311.0367779;4.18;0.177592402;9.649489094;-7163.165464
14299200;2547.395354;0.00018201;0.234944887;0.656407192;322.0171853;311.6000933;4.18;0.182010419;10.41709194;-7925.360525
14342400;2547.341286;0.000184751;0.249452378;0.656373145;318.8478631;310.5203735;4.18;0.184751037;8.327489579;-6430.981579
14385600;2547.406921;0.000177779;0.240822818;0.656412627;321.1694288;311.2156243;4.18;0.177778939;9.953804531;-7396.831042
14428800;2547.370254;0.000178723;0.267196917;0.656370911;315.907961;309.2959828;4.18;0.178722935;6.611978264;-4939.556847
14472000;2547.377378;0.00017954;0.253019319;0.656424785;317.0618605;309.0504861;4.18;0.179539584;8.011374476;-6012.33995
14515200;2547.367099;0.000191293;0.266677771;0.656387772;313.409188;307.7057972;4.18;0.19129343;5.703390768;-4560.468535
14558400;2547.405187;0.000204979;0.250335074;0.656426053;318.0186307;309.42639;4.18;0.204979252;8.592240701;-7361.945892
14601600;2547.379086;0.000196313;0.262145512;0.656427336;317.2972337;309.245809;4.18;0.19631298;8.051424711;-6606.904575
14644800;2547.393154;0.000194346;0.249009794;0.656438011;319.2621162;309.8338382;4.18;0.19434647;9.428277984;-7659.233632
14688000;2547.394731;0.000191581;0.239933814;0.656474205;319.5223916;309.7467436;4.18;0.191580813;9.775647956;-7828.415124
14731200;2547.382701;0.000191512;0.242302229;0.656481199;322.3480502;310.9346713;4.18;0.191511671;11.41337884;-9136.624174
14774400;2547.385302;0.000186388;0.245744528;0.656452912;318.9398276;309.8142931;4.18;0.186388485;9.125534458;-7109.73918
14817600;2547.406347;0.000188982;0.233308736;0.656451875;321.6928126;310.8711783;4.18;0.188982229;10.82163434;-8548.503706
14860800;2547.368278;0.000183022;0.256868119;0.6564322;316.6119008;308.8145266;4.18;0.183021862;7.79737424;-5965.235991
14904000;2547.440041;0.000184319;0.240135462;0.656467832;320.4942116;310.2638383;4.18;0.184318811;10.23037325;-7882.017966
14947200;2547.35759;0.000176961;0.248025052;0.656409066;317.5485402;309.635005;4.18;0.176960958;7.913535228;-5853.616708
14990400;2547.382948;0.000180411;0.238757782;0.656415249;321.7139641;311.1343893;4.18;0.180410821;10.57957487;-7978.239713
15033600;2547.361715;0.000179945;0.229882768;0.656381091;320.6285984;311.3060878;4.18;0.179945376;9.32251058;-7012.128372
15076800;2547.409189;0.000180989;0.24398517;0.656420132;320.3684655;310.5960121;4.18;0.18098902;9.772453363;-7393.194263
15120000;2547.408039;0.000184694;0.335706613;0.656443216;314.0041248;307.0341787;4.18;0.184693985;6.969946181;-5380.943823
15163200;2547.416234;0.000178817;0.227568537;0.656467428;319.8288043;309.8284304;4.18;0.178816924;10.00037387;-7474.826869
15206400;2547.383275;0.00017612;0.254090699;0.656446773;318.2108218;309.7263436;4.18;0.176119991;8.484478173;-6246.116406
15249600;2547.39162;0.000178357;0.253348111;0.656466276;318.150332;309.3709708;4.18;0.17835742;8.779361204;-6545.312421
15292800;2547.36657;0.000177878;0.265298774;0.656457909;316.6890091;308.6934639;4.18;0.177878391;7.995545244;-5944.941142
15336000;2547.420058;0.000177101;0.22993788;0.656465714;322.8045681;311.526931;4.18;0.17710064;11.27763711;-8348.616798
15379200;2547.339004;0.000178585;0.231322174;0.656416326;323.6138174;312.346722;4.18;0.178584604;11.26709542;-8410.702433
15422400;2547.43195;0.000178014;0.231065659;0.656439618;322.4791286;311.6398963;4.18;0.178014064;10.8392323;-8065.459629
15465600;2547.389373;0.000178734;0.290771645;0.656570779;315.4881279;306.8499377;4.18;0.178733686;8.638190169;-6453.650688
15508800;2547.376869;0.000177602;0.285786731;0.656492899;317.7288413;308.9534884;4.18;0.17760244;8.775352922;-6514.630689
15552000;2547.381407;0.00018321;0.351067606;0.656450288;310.7110708;305.863094;4.18;0.18320998;4.847976795;-3712.666517
15595200;2547.30031;0.000178535;0.329751296;0.656490341;314.3448917;306.5066565;4.18;0.178534575;7.838235197;-5849.475236
15638400;;;;;;;4.18;0;0;0
15681600;2547.475;0.000171558;0.238697668;0.656503223;321.1816304;310.3843476;4.18;0.171557976;10.79728288;-7742.864782
15724800;2547.406794;0.0001799;0.244921531;0.656546424;320.002154;309.4987987;4.18;0.179899661;10.5033553;-7898.319253
15768000;2547.368257;0.000181028;0.23425519;0.656498089;322.1992947;310.7896682;4.18;0.181028125;11.40962647;-8633.636543
15811200;2547.385302;0.000176251;0.242348865;0.656452389;321.9140648;310.9940524;4.18;0.176250782;10.9200124;-8045.081812
15854400;2547.362196;0.000181585;0.251281649;0.65646374;324.1023759;312.0449523;4.18;0.181585125;12.05742358;-9151.895824
15897600;2547.434857;0.000173745;0.250527848;0.656428182;318.2360957;309.4575182;4.18;0.173744605;8.778577445;-6375.463373
15940800;2547.347371;0.000181036;0.260886339;0.65646936;321.0430847;310.6867484;4.18;0.181035688;10.35633628;-7836.941835
15984000;2547.379809;0.000182123;0.242314443;0.65658064;315.1139956;306.4759088;4.18;0.182123038;8.638086854;-6575.953515
16027200;2547.359958;0.000175507;0.244311039;0.656488309;316.7599791;308.037023;4.18;0.175506642;8.722956107;-6399.315557
16070400;2547.363694;0.000182297;0.181360265;0.656499919;310.898759;305.1713926;4.18;0.18229678;5.727366495;-4364.256373
16113600;2547.387917;0.000177714;0.254647683;0.656489552;315.8868958;307.4009166;4.18;0.177714123;8.485979189;-6303.767502
16156800;2547.375495;0.000172472;0.249374485;0.656443426;317.9774641;309.4439362;4.18;0.172472279;8.533527831;-6152.111425
16200000;2547.378125;0.000173403;0.280374338;0.656445883;319.6105669;310.1615624;4.18;0.173402782;9.449004427;-6848.861677
16243200;2547.424255;0.000177745;0.201611989;0.656425601;312.4335591;307.3178891;4.18;0.177745366;5.115670034;-3800.818172
16286400;2547.392708;0.000180405;0.218227776;0.656494598;314.3919167;307.3907499;4.18;0.180405094;7.00116675;-5279.532897
16329600;2547.367577;0.000182642;0.191858399;0.656480921;311.849229;306.639998;4.18;0.182642218;5.209231004;-3976.958611
16372800;2547.352315;0.000175323;0.256851927;0.656501411;317.1601168;308.8617023;4.18;0.175323324;8.298414522;-6081.505495
16416000;2547.374396;0.000176745;0.245327045;0.656527156;316.4823522;308.4669436;4.18;0.176745384;8.015408696;-5921.749523
16459200;2547.361076;0.000180737;0.284197256;0.656519177;321.3363808;310.7849728;4.18;0.180736539;10.55140804;-7971.364378
16502400;2547.399706;0.000184022;0.278449649;0.656476526;315.2469321;308.4462814;4.18;0.184021944;6.800650715;-5231.140268
16545600;2547.396494;0.000178092;0.244415626;0.656556617;317.1773372;308.1717863;4.18;0.178091961;9.005550894;-6703.951807
16588800;2547.36592;0.000188577;0.152950221;0.656511816;305.9428197;303.7338601;4.18;0.188577209;2.208959593;-1741.218438
16632000;2547.402513;0.000192292;0.164064646;0.656584104;305.3923037;301.8443035;4.18;0.192292028;3.548000192;-2851.813993
16675200;2547.401334;0.000193866;0.24977266;0.656547255;307.8597937;303.4908835;4.18;0.193865618;4.368910145;-3540.382531
16718400;2547.405;0.000191302;0.246471764;0.656528827;313.5143542;306.8100209;4.18;0.191302082;6.704333321;-5361.071212
16761600;2547.390625;0.000187801;0.171357466;0.656501576;308.7686251;304.9154581;4.18;0.187800925;3.853166928;-3024.766349
16804800;2547.367083;0.000182326;0.203274158;0.656517542;311.8271667;306.1603959;4.18;0.18232639;5.666770792;-4318.783779
16848000;2547.402917;0.000183079;0.167152882;0.656469963;307.7078662;304.4313333;4.18;0.183078704;3.27653292;-2507.429021
16891200;2547.360909;0.000189061;0.191622306;0.656516299;310.5904421;305.447478;4.18;0.189061377;5.142964045;-4064.363915
16934400;2547.400083;0.000187134;0.169812167;0.656478274;307.9451031;304.3846531;4.18;0.187133893;3.560449981;-2785.054018
16977600;2547.405;0.000186036;0.189559999;0.656493764;309.9914792;304.9984791;4.18;0.186035879;4.993000029;-3882.70649
17020800;2547.385417;0.000183524;0.193733859;0.656533381;310.3682916;304.9284582;4.18;0.183524306;5.439833398;-4173.068097
17064000;2547.398;0.000176084;0.235210167;0.656513452;314.984779;307.56244;4.18;0.176084141;7.422338999;-5463.076866
17107200;2547.415833;0.000179965;0.226988099;0.656507214;314.1128542;307.2080001;4.18;0.17996528;6.904854083;-5194.210103
17150400;2547.400208;0.000179109;0.231760772;0.656531156;315.943875;307.9894999;4.18;0.179108798;7.954375101;-5955.24001
17193600;2547.323192;0.000177965;0.207793737;0.656508038;313.8273494;307.2968223;4.18;0.177965319;6.530527133;-4858.026711
17236800;2547.395082;0.000182845;0.234054148;0.656539179;314.9042328;307.5551477;4.18;0.182844806;7.34908508;-5616.841724
17280000;2547.367993;0.000182382;0.196401091;0.656501092;311.4442477;306.5428318;4.18;0.182381747;4.901415882;-3736.622352
17323200;2547.425625;0.000172517;0.19968928;0.656532722;312.6106667;306.5637918;4.18;0.172517366;6.046874904;-4360.538082
17366400;2547.405833;0.000187477;0.159990773;0.656479188;308.0213959;304.9868545;4.18;0.187476851;3.034541392;-2378.028186
17409600;2547.416667;0.000175064;0.213662356;0.656497872;314.5454584;307.5627294;4.18;0.175063661;6.982729035;-5109.724415
17452800;2547.405417;0.000176233;0.177767136;0.656385832;310.2554584;306.4833542;4.18;0.176232642;3.772104166;-2778.729752
17496000;2547.337154;0.000181461;0.20709174;0.6564748;312.3716295;306.5020108;4.18;0.181461417;5.8696187;-4452.156982
17539200;2547.356458;0.000177188;0.199527885;0.656509102;312.1026251;306.5142914;4.18;0.177187503;5.588333659;-4138.964464
17582400;2547.401667;0.00018316;0.269858417;0.656504842;318.3382708;309.3485;4.18;0.183159723;8.989770791;-6882.637221
17625600;2547.368333;0.000181661;0.257544506;0.656570201;316.3572083;308.1048749;4.18;0.181660882;8.252333415;-6266.347365
17668800;2547.441667;0.000182234;0.270593354;0.656520864;319.1879375;309.6889168;4.18;0.182233797;9.499020719;-7235.758138
17712000;2547.375625;0.000179606;0.229348146;0.656521269;314.9628542;307.9148332;4.18;0.179606483;7.048021027;-5291.337738
17755200;2547.369452;0.000181843;0.274060578;0.656525173;319.6396437;310.0239319;4.18;0.181843441;9.615711726;-7308.956163
17798400;2547.328827;0.000181243;0.202697921;0.656460801;314.8205283;308.7527247;4.18;0.181243069;6.067803608;-4596.943903
17841600;2547.364396;0.000186319;0.258715831;0.65651124;317.9514835;309.4830549;4.18;0.186318893;8.468428651;-6595.32208
17884800;2547.379792;0.000187627;0.187318084;0.656481167;310.7786875;306.462625;4.18;0.187627314;4.316062498;-3385.010872
17928000;2547.349167;0.000176985;0.205507139;0.656517819;313.3759375;307.0250833;4.18;0.176984957;6.35085423;-4698.343661
17971200;2547.406198;0.000186385;0.166726974;0.656456472;309.4699043;305.8867098;4.18;0.18638496;3.583194506;-2791.627897
18014400;2547.376667;0.000180104;0.206359388;0.656472203;313.0754793;307.0881042;4.18;0.180104168;5.987375018;-4507.508012
18057600;2547.38633;0.000190728;0.145089522;0.656422945;307.0664202;305.0806731;4.18;0.190728391;1.985747076;-1583.126277
18100800;2547.400083;0.000190456;0.1828696;0.656545984;308.1032819;303.7134091;4.18;0.190456343;4.389872765;-3494.810696
18144000;2547.374818;0.000181246;0.173577841;0.656559954;309.7534756;304.5255462;4.18;0.181246388;5.227929398;-3960.731084
18187200;2547.395833;0.000184398;0.202062742;0.656514483;311.2851666;305.4613333;4.18;0.184398148;5.82383332;-4488.919059
18230400;2547.428214;0.00017679;0.214901455;0.656539048;312.865027;306.3321837;4.18;0.176790307;6.532843263;-4827.663257
18273600;2547.406836;0.000185089;0.271127629;0.656627482;318.5248854;308.269779;4.18;0.185088694;10.25510632;-7934.075724
18316800;2547.355417;0.00017864;0.221561696;0.656698168;315.3035625;306.1177081;4.18;0.178640049;9.185854417;-6859.218986
18360000;2547.37625;0.000185336;0.248461676;0.656664631;316.7410833;306.6680834;4.18;0.185335648;10.07299995;-7803.583373
18403200;2547.373125;0.00018776;0.231804443;0.656643046;311.3761042;304.4280625;4.18;0.187760416;6.948041682;-5453.090892
18446400;2547.393333;0.000187766;0.255493796;0.656592469;315.9952083;306.8362499;4.18;0.187766204;9.158958392;-7188.525095
18489600;2547.384792;0.000183634;0.209088869;0.656625586;313.36675;305.6735207;4.18;0.18363426;7.693229287;-5905.255154
18532800;2547.367708;0.000183524;0.216319651;0.65658;315.2106043;307.0294791;4.18;0.183524306;8.181125195;-6275.999659
18576000;2547.420208;0.000184483;0.161355604;0.656508393;307.8471869;304.6393727;4.18;0.184482879;3.207814139;-2473.668767
18619200;2547.404668;0.000184375;0.181458617;0.656567205;310.2489167;304.785875;4.18;0.184375;5.463041733;-4210.297982
18662400;2547.440833;0.000191562;0.141176955;0.656504548;304.2189583;302.7630208;4.18;0.191562498;1.455937467;-1165.814614
18705600;2547.410417;0.000180214;0.186075514;0.656577767;309.9503959;304.5158751;4.18;0.180214122;5.434520709;-4093.797443
18748800;2547.405;0.000176632;0.169789815;0.656586525;309.0281666;304.5140623;4.18;0.176631948;4.514104309;-3332.860447
18792000;2547.404792;0.000181458;0.233983971;0.656624644;314.4243018;306.5305334;4.18;0.181458335;7.893768381;-5987.39047
18835200;2547.398374;0.000181636;0.193527786;0.656676332;310.2621534;304.3324681;4.18;0.181635514;5.929685331;-4502.033237
18878400;2547.380704;0.000181797;0.216968054;0.656648866;312.0726506;304.943436;4.18;0.181797135;7.129214665;-5417.575944
18921600;2547.392708;0.000185503;0.147292922;0.656614741;304.0119712;301.3472291;4.18;0.185503472;2.66474216;-2066.253098
18964800;2547.365417;0.000188333;0.190454258;0.656671075;308.9761776;302.9733799;4.18;0.188333332;6.002797672;-4725.602395
19008000;2547.404836;0.000186094;0.178804087;0.656606227;309.3460176;304.4193912;4.18;0.186094318;4.92662636;-3832.295778
