Time	JN mflow 1	JN mflow 3	JN mflow 5	JN mflow 6	JN mlow 7	JN mflow 8	JN mflow 9	JN mflow 10
1144800	0.268649263	0.257299009	0.264264443	0.274997099	0.253310612	0.271250906	0.269145758	0.266982354
1155600	0.265794199	0.254586897	0.261269317	0.272173543	0.250488372	0.268425356	0.266303576	0.264111444
1166400	0.268056662	0.256826695	0.263415126	0.274354908	0.252886439	0.270775486	0.268469417	0.266228307
1177200	0.257409964	0.246754686	0.252653855	0.263059312	0.242690866	0.259750415	0.25777414	0.255652195
1188000	0.258405859	0.247979447	0.253929128	0.265651311	0.244044681	0.261425296	0.259179323	0.256771084
1198800	0.259027245	0.248841033	0.25422317	0.265639896	0.244784495	0.261894263	0.259417496	0.257164179
1209600	0.268096896	0.256859038	0.263384506	0.274234305	0.252809524	0.270621891	0.2683819	0.266123194
1220400	0.268346648	0.256991441	0.263724204	0.274567285	0.252922967	0.270859011	0.268648835	0.26640057
1231200	0.268067667	0.256706724	0.263353124	0.274185742	0.252519075	0.270483417	0.268209258	0.266091256
1242000	0.267293628	0.256305278	0.262685449	0.273500238	0.252324299	0.269927909	0.267712586	0.265453162
1252800	0.266545812	0.255868143	0.262004674	0.272766298	0.251483149	0.269383518	0.266919803	0.264794645
1263600	0.266476427	0.255833689	0.261835821	0.272693438	0.251452262	0.269304904	0.26686425	0.264733002
1274400	0.266920511	0.256036669	0.262366927	0.273154247	0.252174592	0.269669744	0.26739607	0.265089425
1285200	0.267238333	0.256226429	0.262610952	0.273507143	0.252334524	0.269920952	0.267619048	0.265365668
1296000	0.267544145	0.256421152	0.262852927	0.273739849	0.252155335	0.270247639	0.267883853	0.265648725
1306800	0.267861506	0.256640152	0.263178741	0.273957386	0.252584991	0.270454072	0.268217566	0.265990294
1317600	0.268133713	0.256823376	0.263450925	0.274202229	0.25272973	0.270645567	0.268414177	0.266173305
1328400	0.268330968	0.256915009	0.263807292	0.274819	0.252866145	0.270915423	0.268854774	0.266621481
1339200	0.268362	0.257011135	0.263824212	0.274862731	0.252943338	0.270929587	0.268813656	0.266634684
1350000	0.268633167	0.257465906	0.264099311	0.274867665	0.253438109	0.271158232	0.268931813	0.266811357
1360800	0.269081318	0.257926031	0.26453817	0.275649123	0.253659554	0.271689189	0.2694789	0.26735799
1371600	0.26950605	0.258182206	0.265040332	0.276101068	0.25424484	0.272202372	0.270046026	0.267881139
1382400	0.269974377	0.258618268	0.265471273	0.276531576	0.254644349	0.272517806	0.270573837	0.268339739
1393200	0.270403746	0.258907302	0.265984827	0.276985538	0.254932432	0.272984342	0.271107948	0.268928165
1404000	0.270488367	0.259011633	0.266113485	0.277055081	0.255071225	0.273060541	0.271286325	0.268950855
1414800	0.269952727	0.258672732	0.265414605	0.276500243	0.254708151	0.272547792	0.270566715	0.268224806
1425600	0.269958599	0.258793234	0.265381831	0.276435369	0.254775095	0.272474195	0.270475142	0.268165839
1436400	0.270448325	0.259173799	0.265858535	0.276917261	0.255284593	0.273009748	0.271026629	0.268784747
1447200	0.271035088	0.259531189	0.266330163	0.277391368	0.255695196	0.27355523	0.271568642	0.269369586
1458000	0.271242877	0.259590456	0.266689696	0.277626543	0.255707028	0.273760921	0.271880104	0.269677113
1468800	0.271362773	0.259713438	0.266788224	0.277800332	0.255796059	0.273838557	0.271937322	0.269745489
1479600	0.271580361	0.259717071	0.267055952	0.277887539	0.255973553	0.274004051	0.272132237	0.269894674
1490400	0.271593653	0.259822477	0.267098783	0.277891673	0.256095443	0.274113338	0.272158196	0.270023861
1501200	0.270944603	0.259425107	0.266375654	0.277498811	0.255479419	0.273444207	0.271570783	0.269310033
1512000	0.270312678	0.258964387	0.265627968	0.2769283	0.255086182	0.27282716	0.270848528	0.268540836
1522800	0.270900405	0.25946042	0.266153791	0.277413686	0.255587983	0.273372437	0.271395088	0.269099833
1533600	0.271740424	0.259964048	0.267067143	0.27804381	0.256105238	0.274227143	0.272211905	0.269986923
1544400	0.271990021	0.260001663	0.267478498	0.278285816	0.256385127	0.274646709	0.272535426	0.270345688
1555200	0.272428605	0.260348776	0.267885246	0.278736567	0.256698549	0.275059243	0.273012372	0.270777857
1566000	0.272614836	0.260339039	0.268131954	0.278901569	0.256810509	0.275164406	0.273215322	0.271070613
1576800	0.272348259	0.260270225	0.267977936	0.278911918	0.256608737	0.275078585	0.272956553	0.270926321
1587600	0.270567593	0.259014968	0.266000713	0.277313851	0.255210739	0.273162984	0.271217629	0.26899905
1598400	0.269605	0.25853881	0.265023095	0.276443333	0.254724524	0.272374792	0.27021158	0.267816084
1609200	0.270373665	0.259198102	0.265737417	0.276994302	0.25535019	0.273091643	0.271010209	0.268675208
1620000	0.27105512	0.259500832	0.266375861	0.277562767	0.255614836	0.273550083	0.271537949	0.269360893
1630800	0.271283369	0.259538663	0.266641685	0.277611468	0.255667618	0.27368808	0.271753509	0.269586962
1641600	0.271562366	0.259695415	0.266995961	0.27788287	0.255844619	0.27401972	0.272042053	0.269975291
1652400	0.271726753	0.259649022	0.2672134	0.277979018	0.255856223	0.274163805	0.272199571	0.270203624
1663200	0.271365057	0.259261364	0.266786543	0.277717366	0.255526889	0.273732291	0.271892916	0.26980232
1674000	0.269853543	0.258301712	0.265247266	0.276483119	0.254440799	0.272300285	0.270258678	0.268143129
1684800	0.269063855	0.257791279	0.26446042	0.275741536	0.25396805	0.271636147	0.269417263	0.267216345
1695600	0.269366285	0.258154967	0.264866762	0.276007407	0.254289845	0.272011231	0.269739546	0.267671203
1706400	0.269995476	0.258523571	0.265525952	0.276517513	0.254575411	0.272508458	0.270545151	0.268348571
1717200	0.270581905	0.258767619	0.26609881	0.277012857	0.255039286	0.272984048	0.271142857	0.268979524
1728000	0.270551511	0.258628837	0.266188675	0.276992862	0.254911254	0.272914347	0.27117773	0.269089698
1738800	0.013803247	0.013153295	0.01350382	0.014117717	0.012926457	0.013875358	0.013745702	0.01362297
1749600	0.074339976	0.071124318	0.073116251	0.076301779	0.070081139	0.075175089	0.074520047	0.073930486
1760400	0.26691054	0.255517963	0.262445396	0.273680942	0.251601951	0.26955619	0.267399286	0.265204378
1771200	0.266612619	0.25536381	0.26213619	0.273207381	0.251579286	0.269358571	0.267015952	0.264885476
1782000	0.266656198	0.255363788	0.262141566	0.273123095	0.251550476	0.269407857	0.267006667	0.264865051
1792800	0.268441988	0.256940757	0.263941708	0.27488413	0.253004996	0.270862619	0.268707857	0.266611507
1803600	0.268718186	0.257070038	0.264280627	0.27529321	0.252943495	0.271098053	0.268985992	0.266971035
1814400	0.268463176	0.256853419	0.264052846	0.274890244	0.252844094	0.270833094	0.268741272	0.2666681
1825200	0.268453855	0.256860498	0.264025148	0.274844128	0.252788311	0.270883108	0.268741981	0.26663274
1836000	0.26862078	0.256858672	0.264203426	0.275032834	0.252986914	0.271021175	0.268881497	0.26685592
1846800	0.267962989	0.256539546	0.263423656	0.274127838	0.252447551	0.270502031	0.268303943	0.266154489
1857600	0.267152011	0.255972989	0.262711494	0.273257471	0.251807471	0.269887069	0.267516092	0.265423563
1868400	0.266300457	0.255139726	0.261902283	0.272247489	0.251191324	0.268878082	0.266735616	0.264518265
1879200	0.266975065	0.255694895	0.262354505	0.272764056	0.251619854	0.269147495	0.266965185	0.264810633
1890000	0.267047619	0.255719236	0.262544083	0.273171617	0.251593352	0.269537011	0.267462046	0.265270627
1900800	0.267007768	0.25572693	0.262458333	0.273122411	0.251388653	0.269636535	0.267403249	0.265269303
1911600	0.267296871	0.255784051	0.262792519	0.273372618	0.251745707	0.269837685	0.267658904	0.265432369
1922400	0.267697084	0.256200101	0.263148819	0.273704123	0.252167421	0.270174208	0.268122926	0.265832328
1933200								
1944000	0.264282704	0.253180568	0.259892596	0.267196078	0.249047703	0.263335382	0.261157448	0.258728709
1954800	0.263937606	0.252799223	0.259501458	0.265940146	0.248696372	0.26204188	0.260017531	0.257466375
1965600	0.266698436	0.255245357	0.262397361	0.272231108	0.251297846	0.268602743	0.266674994	0.264476679
1976400	0.266478922	0.255016691	0.262241286	0.272713549	0.25117403	0.269018164	0.267009327	0.265045343
1987200	0.266069159	0.254564441	0.26183908	0.272183419	0.250510279	0.268665688	0.266577582	0.264743101
1998000	0.265837113	0.254401853	0.261638137	0.272014641	0.250137872	0.268616398	0.266392674	0.264511339
2008800	0.266196237	0.254511486	0.261940616	0.272366569	0.250485093	0.26885435	0.266727517	0.264841514
2019600	0.265994624	0.25460826	0.261762708	0.272088221	0.250530547	0.268650782	0.266543473	0.264652981
2030400	0.255228561	0.244649444	0.25109329	0.247853965	0.240822748	0.241866164	0.240251078	0.236515967
2041200	0.257549964	0.24663433	0.253314355	0.252406569	0.242934063	0.247160827	0.245286375	0.241876732
2052000	0.26689434	0.255384642	0.26256165	0.273045938	0.251514913	0.269428865	0.267505085	0.265434579
2062800	0.267182752	0.255618167	0.262997376	0.273363346	0.251547758	0.269883373	0.267926623	0.265844513
2073600	0.26751942	0.255832191	0.263189285	0.273728467	0.251853895	0.270071624	0.268139593	0.265970185
2084400	0.268144395	0.256205199	0.263818848	0.274477499	0.252468682	0.270624184	0.268525478	0.266638383
2095200	0.268375428	0.256361282	0.264188862	0.274710046	0.252438128	0.270827968	0.268703653	0.266967032
2106000	0.266883483	0.255258859	0.262776877	0.273372973	0.251406907	0.269473574	0.267583183	0.265568168
2116800	0.26794169	0.256374646	0.263868272	0.274465061	0.252696884	0.27047238	0.268571395	0.266552172
2127600	0.267438263	0.255870425	0.263332845	0.274120479	0.252148583	0.270096601	0.268150893	0.266112006
2138400	0.267862069	0.256198515	0.263600814	0.274525383	0.252173132	0.27045036	0.26849988	0.26647284
2149200	0.267926245	0.256066092	0.263660441	0.274619732	0.252212404	0.270451868	0.268481082	0.266449713
2160000	0.267868056	0.256116787	0.263655156	0.27456307	0.252197842	0.270460855	0.268485591	0.266480843
2170800	0.267985612	0.256291607	0.26383717	0.27478729	0.252348921	0.270609113	0.268568585	0.266552278
2181600	0.268221027	0.256394982	0.2639077	0.275106648	0.25251363	0.27085868	0.26884242	0.266890323
2192400	0.268385725	0.256547224	0.264197789	0.275377553	0.252523672	0.271056558	0.268996871	0.267043259
2203200	0.268372902	0.256482254	0.264215588	0.275378897	0.252497122	0.27095036	0.26889952	0.267003597
2214000	0.268510312	0.256521238	0.264265419	0.275477802	0.252723302	0.271049916	0.268977202	0.267096403
2224800	0.268544932	0.256478553	0.264272226	0.275502037	0.252773784	0.271145938	0.268975797	0.267141762
2235600	0.268636538	0.256580761	0.264480843	0.275648228	0.252882184	0.271291188	0.269040709	0.26728264
2246400	0.268565729	0.256460466	0.264470079	0.27566186	0.252843547	0.271221101	0.269009853	0.267185052
2257200	0.268541966	0.256439329	0.264427338	0.275579376	0.252828537	0.271163427	0.26886897	0.267169065
2268000	0.268521823	0.256407434	0.264381295	0.275615108	0.252811271	0.271171346	0.268818095	0.267178417
2278800	0.268467433	0.256372873	0.264253237	0.275453324	0.252651308	0.271117111	0.268820974	0.267161638
2289600	0.267973199	0.256070352	0.263871979	0.274921512	0.252155061	0.270605364	0.268488985	0.266669299
2300400	0.267698253	0.255686767	0.26353362	0.274615219	0.251839559	0.27030364	0.268229885	0.26631516
2311200	0.267728404	0.255553482	0.263457526	0.274542474	0.251850921	0.270299832	0.268192391	0.266291966
2322000	0.267864516	0.255731422	0.263641577	0.274587279	0.251991392	0.270407461	0.26817229	0.266379689
2332800	0.267742392	0.255661874	0.263693027	0.274584232	0.251970285	0.270357537	0.268062785	0.266345785
2343600	0.267823036	0.255702107	0.26371408	0.27470067	0.252052921	0.270386293	0.268176372	0.266329981
2354400	0.267779847	0.255721824	0.263601958	0.27451958	0.251902101	0.270337395	0.268235842	0.266352674
2365200	0.267581368	0.255780319	0.263404098	0.274251847	0.251833929	0.270126371	0.268195994	0.266225161
2376000	0.267104271	0.255499403	0.262975901	0.273590074	0.25171374	0.269612664	0.26778184	0.265793128
2386800	0.267570605	0.25592171	0.263516571	0.274040586	0.251966619	0.270100865	0.268251681	0.266295389
2397600	0.267496779	0.255519952	0.263364419	0.27385318	0.251538498	0.269938785	0.267873984	0.266155094
2408400	0.266907847	0.254836813	0.262785217	0.273261579	0.251023038	0.269430286	0.267270938	0.265590353
2419200	0.267139407	0.255058106	0.263079149	0.273582018	0.251358919	0.269580105	0.267591822	0.265824008
2430000	0.266873745	0.254762793	0.26300335	0.273339555	0.251112946	0.269561378	0.267502991	0.2656956
2440800	0.266955635	0.254816787	0.263018225	0.273413429	0.251092326	0.269475779	0.267515827	0.265715827
2451600	0.267351785	0.255405224	0.263261443	0.273722023	0.251430625	0.269821103	0.267882974	0.26610704
2462400	0.265179636	0.253477818	0.261115394	0.271676606	0.249636364	0.267844865	0.265698956	0.26396
2473200	0.267352065	0.25546926	0.263288905	0.273764409	0.25150024	0.269876561	0.267865274	0.266102305
2484000	0.267415525	0.255237683	0.263214131	0.273872294	0.25153343	0.269895863	0.267770803	0.26609366
2494800	0.267680115	0.255423631	0.26357781	0.274166667	0.251810038	0.270120644	0.268154401	0.266420989
2505600	0.2681553	0.255903565	0.264017708	0.274640823	0.252094349	0.270653975	0.268590223	0.266849964
2516400	0.268230954	0.255854122	0.264144436	0.274800529	0.252255411	0.270677249	0.26871164	0.266954098
2527200	0.268221502	0.255992081	0.264293228	0.274725504	0.252323727	0.270748319	0.268833573	0.267028558
2538000	0.266735373	0.254834062	0.262736395	0.273372206	0.251022141	0.269458394	0.267213869	0.265484826
2548800	0.260017531	0.248604532	0.255949074	0.256744396	0.244955897	0.251353558	0.24949001	0.246546628
2559600	0.261477119	0.24995159	0.257405588	0.259423651	0.24627842	0.254314066	0.252329721	0.249550337
2570400	0.268181621	0.256079836	0.264138205	0.274848046	0.252421852	0.270748191	0.268695369	0.266957308
2581200	0.268592942	0.25645782	0.264589316	0.275371767	0.252684071	0.271151317	0.269114092	0.26735388
2592000	0.269183634	0.257107341	0.265266667	0.27585236	0.25326421	0.271709297	0.269822495	0.268064741
2602800	0.269387479	0.257209572	0.265502296	0.276102006	0.253486343	0.271954556	0.269996616	0.268279188
2613600	0.269867775	0.257705443	0.266006262	0.276481696	0.253947977	0.272527216	0.270638247	0.268854287
2624400	0.26796288	0.255936649	0.263971789	0.273094531	0.252159119	0.26879411	0.266865132	0.26495821
2635200	0.269035853	0.257323886	0.264858285	0.275689196	0.253373304	0.271388324	0.269681928	0.267705939
2646000	0.269489294	0.257745012	0.265287591	0.27603017	0.253842579	0.271947932	0.270159854	0.268282968
2656800	0.26960562	0.25760344	0.265533672	0.276251211	0.253839147	0.271976986	0.270167636	0.268362403
2667600	0.26949068	0.257275478	0.265587751	0.276294118	0.253748245	0.272032438	0.270132656	0.268277657
2678400	0.269302106	0.257099806	0.26527689	0.276056444	0.253480378	0.271772529	0.269813469	0.268117163
2689200	0.269211418	0.257159652	0.265305757	0.27605225	0.25349613	0.271846638	0.269912917	0.268067731
2700000	0.269481267	0.257499879	0.265434856	0.276246555	0.253778825	0.27205898	0.270118927	0.268328015
2710800	0.26894399	0.257356948	0.264812897	0.275712685	0.253215864	0.271303663	0.269667576	0.267856494
2721600	0.268716328	0.257355862	0.264595203	0.274532461	0.253242975	0.270090601	0.26839656	0.266553537
2732400	0.264391527	0.253151304	0.2601946	0.264212439	0.248957605	0.259329606	0.257589564	0.25502489
2743200	0.271011783	0.259072513	0.26679651	0.277477906	0.255003626	0.273307501	0.271630637	0.269861224
2754000	0.271687543	0.259513274	0.267685727	0.278146358	0.255648287	0.27406762	0.272343771	0.270553211
2764800	0.271994331	0.259607256	0.267939002	0.278364399	0.25578322	0.274370068	0.272585714	0.27084059
2775600	0.271525719	0.259229776	0.267603671	0.278051666	0.255454793	0.274051666	0.272247224	0.270414231
2786400	0.271577263	0.259370547	0.267692308	0.278147266	0.255583844	0.273990016	0.272238257	0.270507602
2797200	0.272125643	0.259908475	0.26811427	0.278667208	0.255965611	0.274646087	0.272717845	0.271056323
2808000	0.27193032	0.259632768	0.26799435	0.278433145	0.255645951	0.27453484	0.27253484	0.270768362
2818800	0.272030132	0.259800377	0.268060264	0.278691149	0.255909605	0.274625235	0.272749529	0.27086064
2829600	0.271825758	0.259388258	0.267931818	0.278361742	0.255717803	0.274433712	0.272393939	0.270632576
2840400	0.271485876	0.259154426	0.26766855	0.278079096	0.255408663	0.273960452	0.272148776	0.270433145
2851200	0.271234848	0.258835227	0.26730303	0.277706439	0.255153409	0.273685606	0.271776515	0.270166667
2862000	0.270359699	0.258250471	0.266896422	0.277717514	0.254736347	0.272981168	0.271448211	0.269766478
2872800	0.27087194	0.2586629	0.267054614	0.277408663	0.254828625	0.273318267	0.27159322	0.269830508
2883600	0.270717803	0.258401515	0.266988636	0.277467803	0.254857955	0.273174242	0.271388258	0.269825758
2894400	0.270561205	0.258288136	0.266747646	0.277175141	0.254708098	0.272907721	0.271099812	0.269548023
