Time	Temp ODA	Temp ODA Mean	Seconds	TempODA in Kelvin
1.66883E+12	6.105529697	7.918156381	2214000	279.2555297
1.66884E+12	4.101400997	7.110008035	2224800	277.251401
1.66885E+12	4.03619186	6.191739093	2235600	277.1861919
1.66886E+12	3.863430903	5.302038605	2246400	277.0134309
1.66887E+12	3.590528867	4.373861115	2257200	276.7405289
1.66888E+12	3.394383579	3.843327286	2268000	276.5443836
1.66889E+12	3.366051505	3.685974954	2278800	276.5160515
1.6689E+12	3.192595032	3.511996045	2289600	276.342595
1.66891E+12	3.395134337	3.398892898	2300400	276.5451343
1.66892E+12	3.187895851	3.307200836	2311200	276.3378959
1.66893E+12	5.76750334	3.412197261	2322000	278.9175033
1.66895E+12	7.539280153	4.227754814	2332800	280.6892802
1.66896E+12	6.590724087	5.120824755	2343600	279.7407241
1.66897E+12	6.887668308	5.993146643	2354400	280.0376683
1.66898E+12	6.311121891	6.721318634	2365200	279.4611219
1.66899E+12	5.963603894	6.718655492	2376000	279.1136039
1.669E+12	5.9367476	6.415325429	2386800	279.0867476
1.66901E+12	6.123766051	6.203833694	2397600	279.2737661
1.66902E+12	8.151124186	6.218273975	2408400	281.3011242
1.66903E+12	7.954775951	6.675594661	2419200	281.104776
1.66904E+12	7.489670055	7.119946255	2430000	280.6396701
1.66905E+12	7.518797495	7.504126048	2440800	280.6687975
1.66906E+12	6.943989514	7.69219214	2451600	280.0939895
1.66908E+12	6.517487661	7.405126085	2462400	279.6674877
1.66909E+12	5.962158687	7.020225022	2473200	279.1121587
1.6691E+12	6.305856545	6.631220518	2484000	279.4558565
1.66911E+12	7.780409594	6.515892317	2494800	280.9304096
1.66912E+12	7.596446672	7.377036081	2505600	280.7464467
1.66913E+12	7.190847799	7.782323695	2516400	280.3408478
1.66914E+12	8.22387725	7.712630762	2527200	281.3738773
1.66915E+12	7.97702612	7.747424463	2538000	281.1270261
1.66916E+12	8.161563434	7.781001876	2548800	281.3115634
1.66917E+12	8.004309498	7.93786231	2559600	281.1543095
1.66918E+12	8.078383511	8.054207017	2570400	281.2283835
1.66919E+12	10.24126228	8.542353484	2581200	283.3912623
1.6692E+12	9.568941775	10.3314384	2592000	282.7189418
1.66922E+12	7.167214804	9.942227739	2602800	280.3172148
1.66923E+12	7.631367343	9.173068982	2613600	280.7813673
1.66924E+12	8.397993695	8.607739818	2624400	281.5479937
1.66925E+12	8.329212816	8.141109662	2635200	281.4792128
1.66926E+12	8.11566214	7.96203147	2646000	281.2656621
1.66927E+12	7.363593379	8.070867099	2656800	280.5135934
1.66928E+12	10.56874391	8.361564674	2667600	283.7187439
1.66929E+12	11.06954623	11.69722353	2678400	284.2195462
1.6693E+12	8.615664822	11.36698401	2689200	281.7656648
1.66931E+12	7.960875894	10.51373256	2700000	281.1108759
1.66932E+12	8.964319415	9.688618157	2710800	282.1143194
1.66933E+12	9.834902419	9.132442245	2721600	282.9849024
1.66935E+12	8.706465745	8.857791593	2732400	281.8564657
1.66936E+12	8.585946444	8.858004617	2743200	281.7359464
1.66937E+12	10.4984948	9.85558031	2754000	283.6484948
1.66938E+12	10.45360274	10.00534327	2764800	283.6036027
1.66939E+12	9.58074002	10.07284198	2775600	282.73074
1.6694E+12	8.559073472	9.946263656	2786400	281.7090735
1.66941E+12	7.146671686	9.513332792	2797200	280.2966717
1.66942E+12	6.342122376	8.687350548	2808000	279.4921224
1.66943E+12	5.998303685	7.703993168	2818800	279.1483037
1.66944E+12	7.132144188	6.921383409	2829600	280.2821442
1.66945E+12	9.223993191	6.799857145	2840400	282.3739932
1.66946E+12	9.988292823	7.450370312	2851200	283.1382928
1.66947E+12	8.195949335	8.239815249	2862000	281.3459493
1.66949E+12	7.017119041	8.619498749	2872800	280.167119
1.6695E+12	6.525036769	8.424805857	2883600	279.6750368
1.66951E+12	6.80378602	7.755596039	2894400	279.953786
1.66952E+12	7.522390387	7.107116349	2905200	280.6723904
1.66953E+12	7.732214036	7.007532439	2916000	280.882214
1.66954E+12	9.416286231	7.321167733	2926800	282.5662862
1.66955E+12	9.296691932	8.047918072	2937600	282.4466919
1.66956E+12	7.595631849	8.475600855	2948400	280.7456318
1.66957E+12	7.907312735	8.45724059	2959200	281.0573127
1.66958E+12	8.763268864	8.543486304	2970000	281.9132689
1.66959E+12	8.627130579	8.366690289	2980800	281.7771306
1.6696E+12	7.553568123	8.205743499	2991600	280.7035681
1.66962E+12	7.583670727	8.21247562	3002400	280.7336707
1.66963E+12	7.724521201	8.061824694	3013200	280.8745212
1.66964E+12	8.321979674	8.113948143	3024000	281.4719797
1.66965E+12	7.611884081	7.96619469	3034800	280.7618841
1.66966E+12	7.35342837	7.83597159	3045600	280.5034284
1.66967E+12	7.35342837	7.83597159	3056400	280.5034284
1.66968E+12	7.35342837	7.83597159	3067200	280.5034284
1.66969E+12	7.35342837	7.83597159	3078000	280.5034284
1.6697E+12	7.35342837	7.83597159	3088800	280.5034284
1.66971E+12	8.029001257	7.444409858	3099600	281.1790013
1.66972E+12	7.984843804	7.481320423	3110400	281.1348438
1.66973E+12	7.261366815	7.519404003	3121200	280.4113668
1.66974E+12	6.484354375	7.481465885	3132000	279.6343544
1.66976E+12	5.796540914	7.213766754	3142800	278.9465409
1.66977E+12	6.092515685	6.764804333	3153600	279.2425157
1.66978E+12	6.200676329	6.364314164	3164400	279.3506763
1.66979E+12	6.009786232	6.120133864	3175200	279.1597862
1.6698E+12	6.233284647	6.05403669	3186000	279.3832846
1.66981E+12	6.541320379	6.166203397	3196800	279.6913204
1.66982E+12	5.90981415	6.235988731	3207600	279.0598141
1.66983E+12	5.894326692	6.152500013	3218400	279.0443267
1.66984E+12	5.64015126	6.107386704	3229200	278.7901513
1.66985E+12	5.187238095	5.913594039	3240000	278.3372381
1.66986E+12	5.018121901	5.599061943	3250800	278.1681219
1.66987E+12	5.041030891	5.387950757	3261600	278.1910309
1.66989E+12	5.315489	5.202554677	3272400	278.465489
1.6699E+12	5.402674036	5.158580902	3283200	278.552674
1.66991E+12	5.457588874	5.222404924	3294000	278.6075889
1.66992E+12	5.025686144	5.301793643	3304800	278.1756861
1.66993E+12	4.454193912	5.256392316	3315600	277.6041939
1.66994E+12	3.502356354	4.956833296	3326400	276.6523564
1.66995E+12	2.900783643	4.450830328	3337200	276.0507836
1.66996E+12	2.662285054	3.83022401	3348000	275.8122851
1.66997E+12	2.780415988	3.503068924	3358800	275.930416
1.66998E+12	2.784794059	2.849472631	3369600	275.9347941
1.66999E+12	2.540509276	2.817147799	3380400	275.6905093
1.67E+12	1.981355392	2.693125125	3391200	275.1313554
1.67001E+12	1.385470204	2.431451924	3402000	274.5354702
1.67003E+12	1.271642287	2.083906753	3412800	274.4216423
1.67004E+12	1.328121414	1.723026919	3423600	274.4781214
1.67005E+12	1.435845054	1.465071193	3434400	274.5858451
1.67006E+12	1.862483992	1.384139832	3445200	275.012484
1.67007E+12	2.143908807	1.532684316	3456000	275.2939088
1.67008E+12	2.0138666	1.733373817	3466800	275.1638666
1.67009E+12	1.965656593	1.889391917	3477600	275.1156566
1.6701E+12	1.837534442	1.996667157	3488400	274.9875344
1.67011E+12	1.675832928	1.962317994	3499200	274.8258329
1.67012E+12	1.509495538	1.844966467	3510000	274.6594955
1.67013E+12	0.803601234	1.679798961	3520800	273.9536012
1.67014E+12	0.526334073	1.364192983	3531600	273.6763341
1.67016E+12	0.799971974	1.074738837	3542400	273.949972
1.67017E+12	1.028563531	0.896422896	3553200	274.1785635
1.67018E+12	1.124940767	0.805520362	3564000	274.2749408
1.67019E+12	1.404240865	0.919923048	3574800	274.5542409
1.6702E+12	1.261566255	1.140683426	3585600	274.4115663
1.67021E+12	0.509230857	1.156950241	3596400	273.6592309
1.67022E+12	0.748319743	1.04547801	3607200	273.8983197
1.67023E+12	1.296251744	0.972138489	3618000	274.4462517
1.67024E+12	1.370096002	0.980584644	3628800	274.520096
1.67025E+12	0.995611781	1.002313181	3639600	274.1456118
1.67026E+12	1.017673439	1.106309125	3650400	274.1676734
1.67027E+12	1.335500357	1.181122318	3661200	274.4855004
1.67028E+12	1.633617889	1.189175472	3672000	274.7836179
1.6703E+12	1.978087447	1.307983141	3682800	275.1280874
1.67031E+12	2.573131538	1.58381418	3693600	275.7231315
1.67032E+12	3.315240748	2.00200615	3704400	276.4652407
1.67033E+12	4.438097187	2.562952977	3715200	277.5880972
1.67034E+12	3.899455702	3.179976771	3726000	277.0494557
1.67035E+12	3.979354071	3.62614134	3736800	277.1293541
1.67036E+12	4.176891677	3.946041272	3747600	277.3268917
1.67037E+12	4.328160006	4.125902399	3758400	277.47816
1.67038E+12	4.194798206	4.11911077	3769200	277.3447982
1.67039E+12	3.947230201	4.157011359	3780000	277.0972302
1.6704E+12	4.53689469	4.173336331	3790800	277.6868947
1.67041E+12	5.125202648	4.313964945	3801600	278.2752026
1.67043E+12	4.540995583	4.474420314	3812400	277.6909956
1.67044E+12	4.01692792	4.518591674	3823200	277.1669279
1.67045E+12	3.800881681	4.51388881	3834000	276.9508817
1.67046E+12	3.557269985	4.281863598	3844800	276.70727
1.67047E+12	3.557893537	3.925577122	3855600	276.7078935
1.67048E+12	3.092926836	3.686682264	3866400	276.2429268
1.67049E+12	4.081833788	3.532718367	3877200	277.2318338
1.6705E+12	3.929847138	3.616300658	3888000	277.0798471
1.67051E+12	2.690488977	3.611355577	3898800	275.840489
1.67052E+12	2.451200167	3.379481074	3909600	275.6012002
1.67053E+12	1.733406113	3.147411517	3920400	274.8834061
1.67054E+12	0.935352034	2.514059335	3931200	274.085352
1.67055E+12	0.928423694	1.834253625	3942000	274.0784237
1.67057E+12	0.821019897	1.405596951	3952800	273.9710199
1.67058E+12	2.15730986	1.131105457	3963600	275.3073099
1.67059E+12	2.393175133	1.325830662	3974400	275.5431751
1.6706E+12	1.488154151	1.597661178	3985200	274.6381542
1.67061E+12	0.778340737	1.725304286	3996000	273.9283407
1.67062E+12	-1.139378371	1.503326476	4006800	272.0106216
1.67063E+12	30.99934628	1.649046334	4017600	274.15
1.67064E+12	59.66528527	12.43079843	4028400	274.15
1.67065E+12	60.02418569	26.4390583	4039200	274.15
1.67066E+12	61.59597011	40.79315302	4050000	274.15
1.67067E+12	61.12600063	55.06116675	4060800	274.15
1.67068E+12	60.23616581	60.47487091	4071600	274.15
1.6707E+12	60.72969982	60.77524205	4082400	274.15
1.67071E+12	62.68308695	60.90991749	4093200	274.15
1.67072E+12	62.01574564	61.31419777	4104000	274.15
1.67073E+12	59.95180831	61.46038964	4114800	274.15
1.67074E+12	61.91630175	61.39189002	4125600	274.15
1.67075E+12	60.98194535	61.32400971	4136400	274.15
1.67076E+12	59.4292404	61.17280406	4147200	274.15
1.67077E+12	62.16286095	60.93018954	4158000	274.15
1.67078E+12	59.34627585	60.77524412	4168800	274.15
1.67079E+12	61.56857519	60.79290542	4179600	274.15
1.6708E+12	60.30988594	60.6352128	4190400	274.15
1.67081E+12	60.60683398	60.554682	4201200	274.15
1.67082E+12	60.10194184	60.53473615	4212000	274.15
1.67084E+12	9.565215161	56.79506689	4222800	274.15
1.67085E+12	3.332531951	43.82332958	4233600	274.15
1.67086E+12	-0.069384735	29.93391212	4244400	274.15
1.67087E+12	24.90159607	16.13164621	4255200	274.15
1.67088E+12	57.23309109	13.43668845	4266000	274.15
1.67089E+12	61.31840456	25.16624924	4276800	274.15
1.6709E+12	60.05669898	38.97894545	4287600	274.15
1.67091E+12	39.75870182	37.76761807	4298400	274.15
1.67092E+12	0.731934772	-1.381748879	4309200	274.15
1.67093E+12	0.74901047	-0.737662924	4320000	274.15
1.67094E+12	5.813133343	-0.681917132	4330800	274.15
1.67095E+12	56.30821004	4.76260531	4341600	274.15
1.67097E+12	60.41089058	18.72234242	4352400	274.15
1.67098E+12	58.00084024	33.24762877	4363200	274.15
1.67099E+12	60.15703293	47.69696835	4374000	274.15
1.671E+12	60.20970351	58.48689333	4384800	274.15
1.67101E+12	21.28542474	40.06793339	4395600	274.15
1.67102E+12	0.923533235	0.421406926	4406400	274.15
1.67103E+12	-1.469570863	0.367989963	4417200	274.15
1.67104E+12	-3.395047108	-0.21303435	4428000	274.15
1.67105E+12	-4.708173799	-1.210873602	4438800	274.15
1.67106E+12	-5.086820328	-2.557905437	4449600	274.15
1.67107E+12	56.67899197	0.708436467	4460400	274.15
1.67108E+12	32.78269469	32.11309919	4471200	274.15
1.67109E+12	-1.199079216	43.31580109	4482000	271.9509208
1.67111E+12	2.169609618	30.74481769	4492800	275.3196096
1.67112E+12	-1.118867265	18.17887001	4503600	272.0311327
1.67113E+12	-2.924107526	5.05407146	4514400	270.2258925
1.67114E+12	-4.418005011	-0.91734846	4525200	268.731995
1.67115E+12	-5.183223844	-2.030926386	4536000	267.9667762
1.67116E+12	-5.098466909	-3.617949347	4546800	268.0515331
1.67117E+12	-4.579151044	-4.503506471	4557600	268.570849
1.67118E+12	-1.342524417	-4.606080862	4568400	271.8074756
1.67119E+12	-0.487006118	-3.729337114	4579200	272.6629939
1.6712E+12	-1.095348434	-2.634727525	4590000	272.0546516
1.67121E+12	-0.778603124	-1.677901947	4600800	272.3713969
1.67122E+12	-0.590526553	-0.88477061	4611600	272.5594734
1.67124E+12	-1.277695949	-0.773163952	4622400	271.8723041
1.67125E+12	-2.662969075	-1.056710224	4633200	270.4870309
1.67126E+12	-3.747001662	-1.513358587	4644000	269.4029983
1.67127E+12	-1.284954824	-2.128992173	4654800	271.8650452
1.67128E+12	0.936679524	-2.016990618	4665600	274.0866795
1.67129E+12	-1.813375439	-1.621622929	4676400	271.3366246
1.6713E+12	-3.972139174	-1.578823539	4687200	269.1778608
1.67131E+12	-4.501165815	-1.743272334	4698000	268.6488342
1.67132E+12	-5.824316635	-2.71992633	4708800	267.3256834
1.67133E+12	-6.939500164	-4.325732253	4719600	266.2104998
1.67134E+12	-6.326205681	-5.476327595	4730400	266.8237943
1.67135E+12	-2.221515551	-5.710481021	4741200	270.9284844
1.67136E+12	1.413938861	-4.827248224	4752000	274.5639389
1.67138E+12	0.888921373	-3.045069483	4762800	274.0389214
1.67139E+12	3.32249751	-0.985145769	4773600	276.4724975
1.6714E+12	3.866152703	1.157421682	4784400	277.0161527
1.67141E+12	5.987625402	2.631101193	4795200	279.1376254
1.67142E+12	6.92895488	3.835530669	4806000	280.0789549
1.67143E+12	7.941548111	5.290572368	4816800	281.0915481
1.67144E+12	9.926275899	6.531867566	4827600	283.0762759
1.67145E+12	10.62309266	8.027307472	4838400	283.7730927
1.67146E+12	10.2525312	9.05619647	4849200	283.4025312
1.67147E+12	10.76069909	9.824478023	4860000	283.9106991
1.67148E+12	11.95585128	10.51413813	4870800	285.1058513
1.67149E+12	11.87954022	10.98551359	4881600	285.0295402
1.67151E+12	11.29292752	11.24084827	4892400	284.4429275
1.67152E+12	11.97957577	11.53188376	4903200	285.1295758
1.67153E+12	12.18619814	11.80659595	4914000	285.3361981
1.67154E+12	11.85863368	11.83032337	4924800	285.0086337
1.67155E+12	11.30051648	11.35895896	4935600	284.4505165
1.67156E+12	10.48093186	11.24260873	4946400	283.6309319
1.67157E+12	10.19589404	11.01069644	4957200	283.345894
1.67158E+12	9.694849424	10.71407108	4968000	282.8448494
1.67159E+12	9.677145908	10.31668225	4978800	282.8271459
1.6716E+12	9.486274887	9.989459387	4989600	282.6362749
1.67161E+12	8.625199802	9.629694389	5000400	281.7751998
1.67162E+12	9.474290432	9.373473672	5011200	282.6242904
1.67163E+12	9.05668553	9.278564123	5022000	282.2066855
1.67165E+12	9.197307333	9.114539902	5032800	282.3473073
1.67166E+12	9.848392772	9.174005822	5043600	282.9983928
1.67167E+12	10.2648989	9.448962121	5054400	283.4148989
1.67168E+12	10.0947026	9.663289043	5065200	283.2447026
