Time	Temp ODA	Temp ODA Mean	Seconds	TempODA in Kelvin
1.66661E+12	17.14838495	16.73467901	0	290.298385
1.66662E+12	16.06153284	16.66836963	10800	289.2115328
1.66663E+12	14.92790873	16.50828529	21600	288.0779087
1.66665E+12	14.17201433	16.06534426	32400	287.3220143
1.66666E+12	13.73603966	15.37815413	43200	286.8860397
1.66667E+12	13.34957866	14.57705289	54000	286.4995787
1.66668E+12	13.41921494	13.94398096	64800	286.5692149
1.66669E+12	14.8507376	13.75741649	75600	288.0007376
1.6667E+12	15.63924406	13.97301914	86400	288.7892441
1.66671E+12	14.00572942	14.3719797	97200	287.1557294
1.66672E+12	11.29138018	14.30938245	108000	284.4413802
1.66673E+12	13.08777685	13.78706333	118800	286.2377768
1.66674E+12	15.75270558	13.56984614	129600	288.9027056
1.66675E+12	15.95500903	13.71919213	140400	289.105009
1.66676E+12	16.15657924	14.19745663	151200	289.3065792
1.66677E+12	20.36411458	15.69966757	162000	293.5141146
1.66679E+12	20.26264585	17.37185402	172800	293.4126458
1.6668E+12	18.02390445	18.28837105	183600	291.1739045
1.66681E+12	16.67119463	18.70945611	194400	289.8211946
1.66682E+12	16.32097074	18.5712186	205200	289.4709707
1.66683E+12	16.2373846	17.60099003	216000	289.3873846
1.66684E+12	15.61305483	16.63280471	226800	288.7630548
1.66685E+12	18.7001479	16.31923022	237600	291.8501479
1.66686E+12	22.3358652	17.13957943	248400	295.4858652
1.66687E+12	22.68902345	18.65326419	259200	295.8390235
1.66688E+12	20.50849048	20.08083062	270000	293.6584905
1.66689E+12	19.86271727	21.07583285	280800	293.0127173
1.6669E+12	21.04552285	21.27524848	291600	294.1955228
1.66692E+12	20.23526359	20.91487779	302400	293.3852636
1.66693E+12	19.16369459	20.32366876	313200	292.3136946
1.66694E+12	19.82958874	20.01844742	324000	292.9795887
1.66695E+12	24.14704465	20.33983201	334800	297.2970446
1.66696E+12	23.40213955	21.10743536	345600	296.5521396
1.66697E+12	20.02343455	21.63247974	356400	293.1734345
1.66698E+12	18.65713809	21.72297134	367200	291.8071381
1.66699E+12	18.21590054	21.18344798	378000	291.3659005
1.667E+12	17.70144968	19.74650175	388800	290.8514497
1.66701E+12	15.75970237	18.40569002	399600	288.9097024
1.66702E+12	17.25497627	17.46714299	410400	290.4049763
1.66703E+12	22.24443482	17.52524212	421200	295.3944348
1.66704E+12	23.87571981	18.70714571	432000	297.0257198
1.66706E+12	22.03537222	20.10576726	442800	295.1853722
1.66707E+12	21.20648498	21.51151685	453600	294.356485
1.66708E+12	19.99040878	22.20602502	464400	293.1404088
1.66709E+12	18.0440802	21.43422681	475200	291.1940802
1.6671E+12	15.24216306	19.89103146	486000	288.3921631
1.66711E+12	15.25058854	18.16522354	496800	288.4005885
1.66712E+12	22.00084498	17.38828618	507600	295.150845
1.66713E+12	21.64685406	17.93378058	518400	294.7968541
1.66714E+12	18.74458703	18.71906839	529200	291.894587
1.66715E+12	16.27858299	19.43192578	540000	289.428583
1.66716E+12	14.90620273	19.2052971	550800	288.0562027
1.66717E+12	13.66534608	17.44546294	561600	286.8153461
1.66719E+12	12.4174589	15.53142099	572400	285.5674589
1.6672E+12	12.58111391	14.05694611	583200	285.7311139
1.66721E+12	16.75433294	13.53520297	594000	289.9043329
1.66722E+12	18.97076791	14.28932399	604800	292.1207679
1.66723E+12	17.58396632	15.43459028	615600	290.7339663
1.66724E+12	17.45921045	16.71645499	626400	290.6092104
1.66725E+12	17.51588278	17.73815948	637200	290.6658828
1.66726E+12	16.40714603	17.69913205	648000	289.557146
1.66727E+12	15.94813881	17.17549626	658800	289.0981388
1.66728E+12	13.81657313	16.54250419	669600	286.9665731
1.66729E+12	16.06580879	15.85734389	680400	289.2158088
1.6673E+12	15.33779794	15.53586413	691200	288.4877979
1.66731E+12	13.58988715	15.15581026	702000	286.7398872
1.66733E+12	12.51354733	14.60559467	712800	285.6635473
1.66734E+12	12.63832654	14.16060379	723600	285.7883265
1.66735E+12	12.63300442	13.3821845	734400	285.7830044
1.66736E+12	11.61477658	12.71975855	745200	284.7647766
1.66737E+12	11.89151754	12.26387262	756000	285.0415175
1.66738E+12	14.5398232	12.35018064	766800	287.6898232
1.66739E+12	14.34400225	12.82603865	777600	287.4940022
1.6674E+12	12.34285548	13.13411481	788400	285.4928555
1.66741E+12	11.11147192	13.17877419	799200	284.2614719
1.66742E+12	11.70714469	12.92186622	810000	284.8571447
1.66743E+12	12.00937397	12.25175925	820800	285.159374
1.66744E+12	12.10860631	11.77933802	831600	285.2586063
1.66746E+12	12.55083296	11.81837194	842400	285.700833
1.66747E+12	13.68577821	12.2119652	853200	286.8357782
1.66748E+12	14.22700669	12.76405177	864000	287.3770067
1.66749E+12	12.51239503	13.15216194	874800	285.662395
1.6675E+12	11.58313652	13.15749775	885600	284.7331365
1.66751E+12	10.04483693	12.76543599	896400	283.1948369
1.66752E+12	8.952851923	11.7677584	907200	282.1028519
1.66753E+12	8.259799431	10.51661487	918000	281.4097994
1.66754E+12	9.021613822	9.587441256	928800	282.1716138
1.66755E+12	10.79818263	9.113172819	939600	283.9481826
1.66756E+12	10.50666791	9.39022112	950400	283.6566679
1.66757E+12	9.896246178	9.728438532	961200	283.0462462
1.66758E+12	8.79584505	10.00948704	972000	281.945845
1.6676E+12	7.431451711	9.826165479	982800	280.5814517
1.66761E+12	6.682719395	8.915750002	993600	279.8327194
1.66762E+12	6.253168491	7.984111116	1004400	279.4031685
1.66763E+12	7.514366043	7.185241392	1015200	280.664366
1.66764E+12	10.83682241	7.26029896	1026000	283.9868224
1.66765E+12	10.95599444	8.114833703	1036800	284.1059944
1.66766E+12	9.55951233	9.062029651	1047600	282.7095123
1.66767E+12	8.759284242	9.775564775	1058400	281.9092842
1.66768E+12	8.445309891	9.842984247	1069200	281.5953099
1.66769E+12	8.478893069	9.277056823	1080000	281.6288931
1.6677E+12	8.806307114	8.76135059	1090800	281.9563071
1.66771E+12	9.56629741	8.668466838	1101600	282.7162974
1.66773E+12	11.33549729	9.045893191	1112400	284.4854973
1.66774E+12	10.65166844	9.690790979	1123200	283.8016684
1.66775E+12	8.85120698	10.04302006	1134000	282.001207
1.66776E+12	9.624500771	10.0836285	1144800	282.7745008
1.66777E+12	10.10585105	10.0391509	1155600	283.255851
1.66778E+12	10.84666741	9.850533765	1166400	283.9966674
1.66779E+12	11.08201286	9.99947872	1177200	284.2320129
1.6678E+12	12.05919307	10.55668885	1188000	285.2091931
1.66781E+12	13.47234777	12.55946198	1198800	286.6223478
1.66782E+12	14.20978946	14.63745675	1209600	287.3597895
1.66783E+12	13.60419188	14.47443899	1220400	286.7541919
1.66784E+12	13.20769175	14.18257926	1231200	286.3576918
1.66785E+12	12.81325428	13.80871532	1242000	285.9632543
1.66787E+12	11.98204576	13.3308841	1252800	285.1320458
1.66788E+12	10.99793614	12.67843649	1263600	284.1479361
1.66789E+12	12.73873482	12.22901107	1274400	285.8887348
1.6679E+12	15.37312773	12.28913189	1285200	288.5231277
1.66791E+12	16.12917079	13.07483212	1296000	289.2791708
1.66792E+12	15.7434363	14.11345966	1306800	288.8934363
1.66793E+12	15.2118811	15.1106716	1317600	288.3618811
1.66794E+12	14.55695434	15.57676495	1328400	287.7069543
1.66795E+12	13.55792901	15.25601562	1339200	286.707929
1.66796E+12	12.80967304	14.61804349	1350000	285.959673
1.66797E+12	12.90723071	13.84191527	1360800	286.0572307
1.66798E+12	14.17748972	13.44391886	1371600	287.3274897
1.668E+12	13.42052873	13.3787829	1382400	286.5705287
1.66801E+12	12.09216057	13.2451389	1393200	285.2421606
1.66802E+12	10.96564705	13.01257346	1404000	284.1156471
1.66803E+12	10.60920114	12.47618349	1414800	283.7592011
1.66804E+12	9.731167934	11.57289823	1425600	282.8811679
1.66805E+12	9.017190598	10.67120064	1436400	282.1671906
1.66806E+12	10.20895802	9.98005305	1447200	283.358958
1.66807E+12	14.57552197	10.20800912	1458000	287.725522
1.66808E+12	14.19040051	11.21602103	1468800	287.3404005
1.66809E+12	11.58386126	12.10966453	1479600	284.7338613
1.6681E+12	10.5488057	12.60975659	1490400	283.6988057
1.66811E+12	10.38692648	12.4711266	1501200	283.5369265
1.66812E+12	10.06312816	11.45913976	1512000	283.2131282
1.66814E+12	10.00392837	10.55822467	1522800	283.1539284
1.66815E+12	10.60863576	10.21845971	1533600	283.7586358
1.66816E+12	13.93041698	10.50846294	1544400	287.080417
1.66817E+12	15.64559059	11.55631443	1555200	288.7955906
1.66818E+12	12.34557262	12.70020521	1566000	285.4955726
1.66819E+12	9.162164204	12.94251523	1576800	282.3121642
1.6682E+12	9.355590102	12.54583513	1587600	282.5055901
1.66821E+12	7.184229518	11.14590765	1598400	280.3342295
1.66822E+12	6.515133245	9.161384614	1609200	279.6651332
1.66823E+12	8.696967956	7.933910784	1620000	281.846968
1.66824E+12	17.70425974	8.504741922	1630800	290.8542597
1.66825E+12	18.18112607	10.8353357	1641600	291.3311261
1.66827E+12	12.94131378	13.04876589	1652400	286.0913138
1.66828E+12	10.62813253	14.3645853	1663200	283.7781325
1.66829E+12	9.051252686	14.34285326	1674000	282.2012527
1.6683E+12	7.344511514	12.07393211	1684800	280.4945115
1.66831E+12	6.168146102	9.594851629	1695600	279.3181461
1.66832E+12	8.322826354	8.067596013	1706400	281.4728264
1.66833E+12	14.83676709	8.173214269	1717200	287.9867671
1.66834E+12	15.47755299	9.760283893	1728000	288.627553
1.66835E+12	12.60679059	11.55129766	1738800	285.7567906
1.66836E+12	8.806961524	12.75786004	1749600	281.9569615
1.66837E+12	8.246695748	12.5577761	1760400	281.3966957
1.66838E+12	4.80073813	10.66068804	1771200	277.9507381
1.66839E+12	49.12654216	11.03512614	1782000	283.15
1.66841E+12	46.18542371	21.40275636	1792800	283.15
1.66842E+12	8.703928159	26.29746724	1803600	281.8539282
1.66843E+12	8.210338618	26.53285468	1814400	281.3603386
1.66844E+12	7.454341681	25.51390804	1825200	280.6043417
1.66845E+12	8.461248907	15.31255636	1836000	281.6112489
1.66846E+12	11.55432898	8.469559739	1846800	284.704329
1.66847E+12	12.04615685	9.177533198	1857600	285.1961569
1.66848E+12	11.43540994	10.08811915	1868400	284.5854099
1.66849E+12	10.38340503	10.95641733	1879200	283.533405
1.6685E+12	12.53869356	11.41519462	1890000	285.6886936
1.66851E+12	13.19326007	11.66908388	1900800	286.3432601
1.66852E+12	12.18277306	12.81419727	1911600	285.3327731
1.66854E+12	12.46148457	12.71501256	1922400	285.6114846
1.66855E+12	11.89293765	12.61378777	1933200	285.0429377
1.66856E+12	11.65642766	12.36089915	1944000	284.8064277
1.66857E+12	10.26567615	11.9870445	1954800	283.4156761
1.66858E+12	9.228274681	11.34735557	1965600	282.3782747
1.66859E+12	9.228274681	11.34735557	1976400	282.3782747
1.6686E+12	12.02938868	10.89998129	1987200	285.1793887
1.66861E+12	9.976693393	10.90975197	1998000	283.1266934
1.66862E+12	9.774075891	10.81676846	2008800	282.9240759
1.66863E+12	10.92272504	10.91236632	2019600	284.072725
1.66864E+12	10.82253845	10.66113756	2030400	283.9725384
1.66865E+12	10.77158291	10.40840524	2041200	283.9215829
1.66866E+12	10.41282543	10.59976111	2052000	283.5628254
1.66868E+12	11.49570771	10.78878447	2062800	284.6457077
1.66869E+12	11.94648222	10.99714606	2073600	285.0964822
1.6687E+12	10.74105902	11.17273166	2084400	283.891059
1.66871E+12	9.583983661	11.09708195	2095200	282.7339837
1.66872E+12	9.659605875	10.81936389	2106000	282.8096059
1.66873E+12	9.095221992	10.36351137	2116800	282.245222
1.66874E+12	8.502155512	9.636565596	2127600	281.6521555
1.66875E+12	8.686376408	9.103664359	2138400	281.8363764
1.66876E+12	10.72588065	10.6842081	2149200	283.8758806
1.66877E+12	10.21509451	10.35279332	2160000	283.3650945
1.66878E+12	9.190514378	9.930322636	2170800	282.3405144
1.66879E+12	7.823562276	8.815911978	2181600	280.9735623
1.66881E+12	7.668103517	8.539697494	2192400	280.8181035
1.66882E+12	7.830755866	8.256101038	2203200	280.9807559
