Time	TempSupPrim						
10119600	289.4948135						
10130400	289.4228513						
10141200	289.355274						
10152000	289.34276						
10162800	289.2550785						
10173600	289.1312132						
10184400	289.1416016						
10195200	289.1760275						
10206000	289.1542969						
10216800	289.1439334						
10227600	289.211057						
10238400	289.1501953						
10249200	289.1353228						
10260000	289.0458982						
10270800	289.0053815						
10281600	288.9144531						
10292400	288.9740703						
10303200	289.0484371						
10314000	289.1012718						
10324800	289.2914068						
10335600	289.2411941						
10346400	289.2449123						
10357200	289.2644536						
10368000	289.1993153						
10378800	289.1466797						
10389600	289.1488258						
10400400	289.4265166						
10411200	289.5539163						
10422000	289.7076763						
10432800	290.1639419						
10443600	290.7400085						
10454400	290.6137205						
10465200	290.2122597						
10476000	289.9533442						
10486800	289.849166						
10497600	289.902706						
10508400	289.995158						
10519200	289.9658631						
10530000	289.9426964						
10540800	289.9611933						
10551600	289.9212621						
10562400	289.800125						
10573200	289.6910598						
10584000	289.8413576						
10594800	289.9534329						
10605600	290.1229129						
10616400	290.3979666						
10627200	290.516832						
10638000	290.5501656						
10648800	290.6343983						
10659600	290.7587898						
10670400	290.8862546						
10681200	290.7000447						
10692000	290.4539445						
10702800	290.3554646						
10713600	290.2143986						
10724400	290.0990877						
10735200	289.9823645						
10746000	289.9812857						
10756800	290.0423647						
10767600	290.0494846						
10778400	290.0211404						
10789200	289.9217793						
10800000	289.8337351						
10810800	289.7400418						
10821600	289.5280083						
10832400	289.397015						
10843200	289.2828588						
10854000	289.1395746						
10864800	288.7865752						
10875600	288.3888704						
10886400	288.0317651						
10897200	287.7192436						
10908000	287.4450166						
10918800	287.2697841						
10929600	287.1634888						
10940400	286.8664004						
10951200	286.5600498						
10962000	286.2899834						
10972800	285.9937707						
10983600	285.6862957						
10994400	285.4812604						
11005200	285.5353086						
11016000	285.7217014						
11026800	285.7966833						
11037600	285.697635						
11048400	285.602946						
11059200	285.4794605						
11070000	285.3153943						
11080800	285.2608715						
11091600	285.6113278						
11102400	285.4359039						
11113200	285.3946989						
11124000	285.4820331						
11134800	285.4021992						
11145600	285.3003735						
11156400	285.1731536						
11167200	285.0862654						
11178000	284.9901326						
11188800	284.9834439						
11199600	285.0371367						
11210400	285.0067633						
11221200	285.0076762						
11232000	285.0333193						
11242800	285.0446101						
11253600	285.0802073						
11264400	285.2217013						
11275200	285.3887552						
11286000	285.4611204						
11296800	285.515975						
11307600	285.5213691						
11318400	285.5198174						
11329200	285.4646058						
11340000	285.4360581						
11350800	285.4318258						
11361600	285.4703319						
11372400	285.4512448						
11383200	285.3807054						
11394000	285.3313278						
11404800	285.2651742						
11415600	285.2464317						
11426400	285.2430293						
11437200	285.3262656						
11448000	285.496141						
11458800	285.6395585						
11469600	285.6401244						
11480400	285.6505809						
11491200	285.6803484						
11502000	285.6921578						
11512800	285.6973031						
11523600	285.7470127						
11534400	285.8595514						
11545200	285.7946474						
11556000	285.7658508						
11566800	285.7264317						
11577600	285.6870956						
11588400	285.5988795						
11599200	285.5582156						
11610000	285.5639417						
11620800	285.5742322						
11631600	285.5991706						
11642400	285.6425311						
11653200	285.6719088						
11664000	285.8718257						
11674800	285.8727387						
11685600	285.8924896						
11696400	286.1686427						
11707200	286.3112448						
11718000	286.540116						
11728800	286.5395521						
11739600	286.5741491						
11750400	286.5646056						
11761200	286.4583817						
11772000	286.4378838						
11782800	286.5053067						
11793600	286.3126556						
11804400	286.2996266						
11815200	286.0811202						
11826000	285.9277593						
11836800	285.7265146						
11847600	285.5739634						
11858400	285.4576348						
11869200	285.5744184						
11880000	285.6229411						
11890800	285.6681365						
11901600	285.5225678						
11912400	285.5122405						
11923200	285.5200413						
11934000	285.5145936						
11944800	285.6275933						
11955600	285.8028632						
11966400	285.9848547						
11977200	285.6496018						
11988000	286.280897						
11998800	287.3122406						
12009600	287.8814523						
12020400	288.216805						
12031200	288.5347302						
12042000	288.8191153						
12052800	289.1047659						
12063600	289.3351392						
12074400	289.3208543						
12085200	288.8407192						
12096000	288.5071189						
12106800	288.3306181						
12117600	288.3589625						
12128400	288.3365024						
12139200	288.4996156						
12150000	288.5354769						
12160800	288.5060567						
12171600	288.4543112						
12182400	288.4484888						
12193200	288.4281096						
12204000	288.4391288						
12214800	288.6487069						
12225600	288.9872823						
12236400	289.0525725						
12247200	289.0476308						
12258000	288.9056397						
12268800	288.8470148						
12279600	288.816722						
12290400	288.822863						
12301200	288.8537343						
12312000	289.058924						
12322800	289.3603822						
12333600	289.3197096						
12344400	289.1145347						
12355200	289.0499996						
12366000	289.002985						
12376800	288.9612034						
12387600	289.1197924						
12398400	289.5118574						
12409200	289.9377176						
12420000	289.9148963						
12430800	289.6521577						
12441600	289.4049004						
12452400	289.285241						
12463200	289.2957267						
12474000	289.4574688						
12484800	289.7801829						
12495600	290.0070119						
12506400	290.0020763						
12517200	289.6032778						
12528000	289.4412929						
12538800	289.3455193						
12549600	289.2471811						
12560400	289.3236936						
12571200	289.4255811						
12582000	289.5387963						
12592800	289.332822						
12603600	289.1426971						
12614400	288.9709959						
12625200	288.9041909						
12636000	288.8727385						
12646800	288.8916943						
12657600	288.8650206						
12668400	288.8596264						
12679200	288.8457675						
12690000	288.7759969						
12700800	288.7460169						
12711600	288.7051869						
12722400	288.6883722						
12733200	288.7669157						
12744000	288.9248547						
12754800	289.2190459						
12765600	289.473319						
12776400	289.3666807						
12787200	289.1558921						
12798000	289.0250412						
12808800	289.0019501						
12819600	289.1109957						
12830400	289.3660997						
12841200	288.830724						
12852000	288.62799						
12862800	288.6988798						
12873600	288.529419						
12884400	288.389917						
12895200	288.2740666						
12906000	288.271328						
12916800	288.3392115						
12927600	288.4468467						
12938400	288.3994606						
12949200	288.3012459						
12960000	288.2919088						
12970800	288.2065145						
12981600	287.9991285						
12992400	288.2799586						
13003200	288.3365561						
13014000	288.1527408						
13024800	287.9597095						
13035600	287.7143688						
13046400	287.436888						
13057200	287.2237542						
13068000	287.075311						
13078800	287.1511618						
13089600	287.2199587						
13100400	287.1221162						
13111200	287.1174418						
13122000	288.09						
13132800	288.6259336						
13143600	288.649917						
13154400	288.5059799						
13165200	288.2260067						
13176000	287.9252697						
13186800	288.0190455						
13197600	287.7720747						
13208400	287.3651868						
13219200	287.5279901						
13230000	288.2480913						
13240800	288.5737976						
13251600	288.8670125						
13262400	289.1436929						
13273200	288.5812865						
13284000	287.5281743						
13294800	287.1917081						
13305600	287.93						
13316400	288.2626973						
13327200	288.4659335						
13338000	288.8519917						
13348800	289.2260999						
13359600	288.9560632						
13370400	288.189253						
13381200	288.329153						
13392000	288.3864619						
13402800	288.2538209						
13413600	288.336473						
13424400	288.5155602						
13435200	289.0343984						
13446000	289.3000415						
13456800	289.0887552						
13467600	289.6284233						
13478400	289.8872615						
13489200	289.6931537						
13500000	289.4380592						
13510800	289.238548						
13521600	289.3498345						
13532400	289.362625						
13543200	289.3980498						
13554000	289.347675						
13564800	289.3233228						
13575600	289.2502557						
13586400	289.272158						
13597200	289.4168047						
13608000	289.4003728						
13618800	289.359461						
13629600	289.4104477						
13640400	289.4041078						
13651200	289.3261001						
13662000	289.2138177						
13672800	289.0959749						
13683600	289.0098339						
13694400	289.1041077						
13705200	289.109253						
13716000	289.0866277						
13726800	289.1039035						
13737600	289.0537342						
13748400	289.0731725						
13759200	289.0638586						
13770000	289.0073443						
13780800	289.028589						
13791600	288.976722						
13802400	288.9564732						
13813200	288.9667497						
13824000	289.0135683						
13834800	288.9681743						
13845600	288.9859336						
13856400	289.1602075						
13867200	289.2031122						
13878000	289.1398671						
13888800	289.3073449						
13899600	289.3727578						
13910400	289.3719091						
13921200	289.5966837						
13932000	289.0090873						
13942800	288.5637758						
13953600	288.4253528						
13964400	288.4485052						
