#1
double AHU(8760, 5)
3600	293.15	0	1	0
7200	293.15	0	1	1
10800	293.15	0	1	0
14400	293.15	0	1	1
18000	293.15	0	1	0
21600	293.15	0	1	1
25200	293.15	0	1	0
28800	293.15	0	1	1
32400	293.15	0	1	0
36000	293.15	0	1	1
39600	293.15	0	1	0
43200	293.15	0	1	1
46800	293.15	0	1	0
50400	293.15	0	1	1
54000	293.15	0	1	0
57600	293.15	0	1	1
61200	293.15	0	1	0
64800	293.15	0	1	1
68400	293.15	0	1	0
72000	293.15	0	1	1
75600	293.15	0	1	0
79200	293.15	0	1	1
82800	293.15	0	1	0
86400	293.15	0	1	1
90000	293.15	0	1	0
93600	293.15	0	1	1
97200	293.15	0	1	0
100800	293.15	0	1	1
104400	293.15	0	1	0
108000	293.15	0	1	1
111600	293.15	0	1	0
115200	293.15	0	1	1
118800	293.15	0	1	0
122400	293.15	0	1	1
126000	293.15	0	1	0
129600	293.15	0	1	1
133200	293.15	0	1	0
136800	293.15	0	1	1
140400	293.15	0	1	0
144000	293.15	0	1	1
147600	293.15	0	1	0
151200	293.15	0	1	1
154800	293.15	0	1	0
158400	293.15	0	1	1
162000	293.15	0	1	0
165600	293.15	0	1	1
169200	293.15	0	1	0
172800	293.15	0	1	1
176400	293.15	0	1	0
180000	293.15	0	1	1
183600	293.15	0	1	0
187200	293.15	0	1	1
190800	293.15	0	1	0
194400	293.15	0	1	1
198000	293.15	0	1	0
201600	293.15	0	1	1
205200	293.15	0	1	0
208800	293.15	0	1	1
212400	293.15	0	1	0
216000	293.15	0	1	1
219600	293.15	0	1	0
223200	293.15	0	1	1
226800	293.15	0	1	0
230400	293.15	0	1	1
234000	293.15	0	1	0
237600	293.15	0	1	1
241200	293.15	0	1	0
244800	293.15	0	1	1
248400	293.15	0	1	0
252000	293.15	0	1	1
255600	293.15	0	1	0
259200	293.15	0	1	1
262800	293.15	0	1	0
266400	293.15	0	1	1
270000	293.15	0	1	0
273600	293.15	0	1	1
277200	293.15	0	1	0
280800	293.15	0	1	1
284400	293.15	0	1	0
288000	293.15	0	1	1
291600	293.15	0	1	0
295200	293.15	0	1	1
298800	293.15	0	1	0
302400	293.15	0	1	1
306000	293.15	0	1	0
309600	293.15	0	1	1
313200	293.15	0	1	0
316800	293.15	0	1	1
320400	293.15	0	1	0
324000	293.15	0	1	1
327600	293.15	0	1	0
331200	293.15	0	1	1
334800	293.15	0	1	0
338400	293.15	0	1	1
342000	293.15	0	1	0
345600	293.15	0	1	1
349200	293.15	0	1	0
352800	293.15	0	1	1
356400	293.15	0	1	0
360000	293.15	0	1	1
363600	293.15	0	1	0
367200	293.15	0	1	1
370800	293.15	0	1	0
374400	293.15	0	1	1
378000	293.15	0	1	0
381600	293.15	0	1	1
385200	293.15	0	1	0
388800	293.15	0	1	1
392400	293.15	0	1	0
396000	293.15	0	1	1
399600	293.15	0	1	0
403200	293.15	0	1	1
406800	293.15	0	1	0
410400	293.15	0	1	1
414000	293.15	0	1	0
417600	293.15	0	1	1
421200	293.15	0	1	0
424800	293.15	0	1	1
428400	293.15	0	1	0
432000	293.15	0	1	1
435600	293.15	0	1	0
439200	293.15	0	1	1
442800	293.15	0	1	0
446400	293.15	0	1	1
450000	293.15	0	1	0
453600	293.15	0	1	1
457200	293.15	0	1	0
460800	293.15	0	1	1
464400	293.15	0	1	0
468000	293.15	0	1	1
471600	293.15	0	1	0
475200	293.15	0	1	1
478800	293.15	0	1	0
482400	293.15	0	1	1
486000	293.15	0	1	0
489600	293.15	0	1	1
493200	293.15	0	1	0
496800	293.15	0	1	1
500400	293.15	0	1	0
504000	293.15	0	1	1
507600	293.15	0	1	0
511200	293.15	0	1	1
514800	293.15	0	1	0
518400	293.15	0	1	1
522000	293.15	0	1	0
525600	293.15	0	1	1
529200	293.15	0	1	0
532800	293.15	0	1	1
536400	293.15	0	1	0
540000	293.15	0	1	1
543600	293.15	0	1	0
547200	293.15	0	1	1
550800	293.15	0	1	0
554400	293.15	0	1	1
558000	293.15	0	1	0
561600	293.15	0	1	1
