x,y
0.000000,293.149994
108.000000,293.149994
216.000000,293.149994
324.000000,293.149994
432.000000,293.150024
540.000000,293.150024
648.000000,293.150024
756.000000,293.150024
864.000000,293.150024
972.000000,293.150055
1080.000000,293.150055
1188.000000,293.150085
1296.000000,293.150085
1404.000000,293.150116
1512.000000,293.150116
1620.000000,293.150146
1728.000000,293.150146
1836.000000,293.150177
1944.000000,293.150208
2052.000000,293.150208
2160.000000,293.150238
2268.000000,293.150269
2376.000000,293.150299
2484.000000,293.150330
2592.000000,293.150360
2700.000000,293.150391
2808.000000,293.150421
2916.000000,293.150452
3024.000000,293.150482
3132.000000,293.150543
3240.000000,293.150574
3348.000000,293.150635
3456.000000,293.150696
3564.000000,293.150757
3672.000000,293.150818
3780.000000,293.150879
3888.000000,293.150970
3996.000000,293.151062
4104.000000,293.151154
4212.000000,293.151245
4320.000000,293.151306
4428.000000,293.151337
4536.000000,293.151398
4644.000000,293.151459
4752.000000,293.151489
4860.000000,293.151550
4968.000000,293.151611
5076.000000,293.151672
5184.000000,293.151703
5292.000000,293.151764
5400.000000,293.151825
5508.000000,293.151886
5616.000000,293.151947
5724.000000,293.152008
5832.000000,293.152069
5940.000000,293.152130
6048.000000,293.152191
6156.000000,293.152283
6264.000000,293.152344
6372.000000,293.152405
6480.000000,293.152466
6588.000000,293.152557
6696.000000,293.152618
6804.000000,293.152679
6912.000000,293.152771
7020.000000,293.152832
7128.000000,293.152924
7236.000000,293.152985
7344.000000,293.153046
7452.000000,293.153107
7560.000000,293.153168
7668.000000,293.153229
7776.000000,293.153290
7884.000000,293.153351
7992.000000,293.153381
8100.000000,293.153442
8208.000000,293.153503
8316.000000,293.153564
8424.000000,293.153595
8532.000000,293.153656
8640.000000,293.153687
8748.000000,293.153748
8856.000000,293.153778
8964.000000,293.153839
9072.000000,293.153870
9180.000000,293.153931
9288.000000,293.153961
9396.000000,293.154022
9504.000000,293.154053
9612.000000,293.154083
9720.000000,293.154144
9828.000000,293.154175
9936.000000,293.154236
10044.000000,293.154266
10152.000000,293.154297
10260.000000,293.154358
10368.000000,293.154388
10476.000000,293.154419
10584.000000,293.154480
10692.000000,293.154510
10800.000000,293.154541
