#1
double Boundary(74,5):
0	282.8922475	0.002547686	100097.1753	2
400	282.8922475	0.002547686	100097.1753	2
401	282.9502517	0.003581657	100097.1467	3
800	282.9502517	0.003581657	100097.1467	3
801	282.9825536	0.004697899	100097.0719	4
1200	282.9825536	0.004697899	100097.0719	4
1201	282.9627133	0.005680385	100096.9617	5
1600	282.9627133	0.005680385	100096.9617	5
1601	282.2272389	0.006519457	100096.789	6
2000	282.2272389	0.006519457	100096.789	6
2001	277.9775556	0.002516893	100096.2219	7
2400	277.9775556	0.002516893	100096.2219	7
2401	273.0400852	0.002508133	100100.53	8
2800	273.0400852	0.002508133	100100.53	8
2801	268.300439	0.001629137	100098.2344	10
3200	268.300439	0.001629137	100098.2344	10
3201	270.0049647	0.002827497	100096.1216	11
3600	270.0049647	0.002827497	100096.1216	11
3601	288.1024901	0.002719818	100097.3531	13
4000	288.1024901	0.002719818	100097.3531	13
4001	288.0823077	0.003698287	100097.4133	14
4400	288.0823077	0.003698287	100097.4133	14
4401	287.9613136	0.004651542	100097.4159	15
4800	287.9613136	0.004651542	100097.4159	15
4801	287.9823602	0.005784057	100097.4247	16
5200	287.9823602	0.005784057	100097.4247	16
5201	288.0510135	0.006839489	100096.8435	17
5600	288.0510135	0.006839489	100096.8435	17
5601	287.7923761	0.007543181	100086.9208	18
6000	287.7923761	0.007543181	100086.9208	18
6001	288.1967629	0.008435351	100087.1756	19
6400	288.1967629	0.008435351	100087.1756	19
6401	288.4388	0.009302064	100087.2641	20
6800	288.4388	0.009302064	100087.2641	20
6801	290.7294708	0.002741157	100096.6801	21
7200	290.7294708	0.002741157	100096.6801	21
7201	298.1501633	0.00272245	100093.8526	22
7600	298.1501633	0.00272245	100093.8526	22
7601	298.1643971	0.007672666	100088.7901	23
8000	298.1643971	0.007672666	100088.7901	23
8001	298.0391778	0.0085715	100088.866	24
8400	298.0391778	0.0085715	100088.866	24
8401	298.1831079	0.009534751	100088.8376	25
8800	298.1831079	0.009534751	100088.8376	25
8801	298.1931662	0.010612817	100089.0052	26
9200	298.1931662	0.010612817	100089.0052	26
9201	298.2030381	0.011653753	100089.2248	27
9600	298.2030381	0.011653753	100089.2248	27
9601	298.2298201	0.012688893	100089.2105	28
10000	298.2298201	0.012688893	100089.2105	28
10001	298.2399394	0.013698916	100089.5193	29
10400	298.2399394	0.013698916	100089.5193	29
10401	303.2058737	0.002717913	100092.6975	30
10800	303.2058737	0.002717913	100092.6975	30
10801	284.522	0.002507848	100044.76	31
11200	284.522	0.002507848	100044.76	31
11201	284.35685	0.004511393	100044.6594	32
11600	284.35685	0.004511393	100044.6594	32
11601	285.1028421	0.007027936	100044.2413	33
12000	285.1028421	0.007027936	100044.2413	33
12001	280.0135455	0.002007802	100045.6522	34
12400	280.0135455	0.002007802	100045.6522	34
12401	275.8953151	0.001266034	100046.4854	35
12800	275.8953151	0.001266034	100046.4854	35
12801	276.914	0.002815967	100046.0707	36
13200	276.914	0.002815967	100046.0707	36
13201	274.3595904	0.001151023	100046.6979	37
13600	274.3595904	0.001151023	100046.6979	37
13601	288.8813529	0.0026384	100043.4593	38
14000	288.8813529	0.0026384	100043.4593	38
14001	297.4454286	0.00278133	100042.0506	39
14400	297.4454286	0.00278133	100042.0506	39
14401	301.7744	0.00278047	100041.2229	40
14800	301.7744	0.00278047	100041.2229	40
