#1
#Koordinatensystem : Lambert konform konisch
#Rechtswert        : 3764500 Meter
#Hochwert          : 2530500 Meter
#Hoehenlage        : 175 Meter ueber NN
#Erstellung des Datensatzes im Mai 2016
#
#Art des TRY       : mittleres Jahr
#Bezugszeitraum    : 1995-2012
#Datenbasis        : Beobachtungsdaten Zeitraum 1995-2012
#
#Format: (i7,1x,i7,1x,i2,1x,i2,1x,i2,1x,f5.1,1x,i4,1x,3i,1x,f4.1,1x,i1,1x,f4.1,1x,i3,1x,i4,1x,i4,1x,i3,1x,i4,2x,i1)
#
#Reihenfolge der Parameter:
#RW Rechtswert                                                    [m]       {3670500;3671500..4389500}
#HW Hochwert                                                      [m]       {2242500;2243500..3179500}
#MM Monat                                                                   {1..12}
#DD Tag                                                                     {1..28,30,31}
#HH Stunde (MEZ)                                                            {1..24}
#t  Lufttemperatur in 2m Hoehe ueber Grund                        [GradC]
#p  Luftdruck in Standorthoehe                                    [hPa]
#WR Windrichtung in 10 m Hoehe ueber Grund                        [Grad]    {0..360;999}
#WG Windgeschwindigkeit in 10 m Hoehe ueber Grund                 [m/s]
#N  Bedeckungsgrad                                                [Achtel]  {0..8;9}
#x  Wasserdampfgehalt, Mischungsverhaeltnis                       [g/kg]
#RF Relative Feuchte in 2 m Hoehe ueber Grund                     [Prozent] {1..100}
#B  Direkte Sonnenbestrahlungsstaerke (horiz. Ebene)              [W/m^2]   abwaerts gerichtet: positiv
#D  Diffuse Sonnenbetrahlungsstaerke (horiz. Ebene)               [W/m^2]   abwaerts gerichtet: positiv
#A  Bestrahlungsstaerke d. atm. Waermestrahlung (horiz. Ebene)    [W/m^2]   abwaerts gerichtet: positiv
#E  Bestrahlungsstaerke d. terr. Waermestrahlung                  [W/m^2]   aufwaerts gerichtet: negativ
#IL Qualitaetsbit bezueglich der Auswahlkriterien                           {0;1;2;3;4}
#
#
#     RW      HW MM DD HH     t    p  WR   WG N    x  RF    B    D   A    E IL
#*** 
double wetter(8761, 18)
0	3764500.0	2530500.0	12.0	31.0	24.0	3.4	1010.0	197.0	4.0	8.0	4.6	94.0	0.0	0.0	329.0	-325.0	1.0
3600	3764500.0	2530500.0	1.0	1.0	1.0	3.5	975.0	211.0	4.3	8.0	4.6	92.0	0.0	0.0	278.0	-314.0	1.0
7200	3764500.0	2530500.0	1.0	1.0	2.0	3.5	975.0	224.0	4.5	8.0	4.6	92.0	0.0	0.0	285.0	-314.0	1.0
10800	3764500.0	2530500.0	1.0	1.0	3.0	3.4	975.0	247.0	4.4	8.0	4.6	92.0	0.0	0.0	290.0	-314.0	1.0
14400	3764500.0	2530500.0	1.0	1.0	4.0	3.1	976.0	266.0	4.1	7.0	4.6	92.0	0.0	0.0	289.0	-314.0	1.0
18000	3764500.0	2530500.0	1.0	1.0	5.0	2.9	976.0	285.0	3.7	6.0	4.5	91.0	0.0	0.0	279.0	-314.0	1.0
21600	3764500.0	2530500.0	1.0	1.0	6.0	2.5	977.0	317.0	3.4	4.0	4.3	90.0	0.0	0.0	259.0	-313.0	1.0
25200	3764500.0	2530500.0	1.0	1.0	7.0	2.1	978.0	304.0	3.1	4.0	4.0	87.0	0.0	0.0	249.0	-312.0	1.0
28800	3764500.0	2530500.0	1.0	1.0	8.0	2.2	980.0	278.0	3.2	6.0	3.9	86.0	0.0	0.0	257.0	-311.0	1.0
32400	3764500.0	2530500.0	1.0	1.0	9.0	2.1	981.0	268.0	3.6	7.0	3.9	85.0	0.0	3.0	270.0	-309.0	1.0
36000	3764500.0	2530500.0	1.0	1.0	10.0	2.0	982.0	278.0	4.2	6.0	3.9	86.0	15.0	59.0	268.0	-308.0	1.0
39600	3764500.0	2530500.0	1.0	1.0	11.0	2.7	983.0	271.0	5.0	4.0	3.9	83.0	22.0	105.0	256.0	-309.0	1.0
43200	3764500.0	2530500.0	1.0	1.0	12.0	3.1	984.0	261.0	3.8	6.0	3.9	80.0	0.0	75.0	256.0	-312.0	1.0
46800	3764500.0	2530500.0	1.0	1.0	13.0	2.9	984.0	273.0	4.7	6.0	3.8	79.0	0.0	60.0	265.0	-314.0	1.0
50400	3764500.0	2530500.0	1.0	1.0	14.0	2.7	984.0	264.0	5.2	7.0	3.6	75.0	0.0	82.0	269.0	-315.0	1.0
54000	3764500.0	2530500.0	1.0	1.0	15.0	2.4	984.0	249.0	6.7	8.0	3.4	72.0	0.0	44.0	277.0	-316.0	1.0
57600	3764500.0	2530500.0	1.0	1.0	16.0	2.0	984.0	269.0	7.8	6.0	3.1	68.0	3.0	44.0	271.0	-315.0	1.0
61200	3764500.0	2530500.0	1.0	1.0	17.0	0.8	985.0	260.0	6.6	5.0	3.0	71.0	0.0	9.0	255.0	-314.0	1.0
64800	3764500.0	2530500.0	1.0	1.0	18.0	0.8	985.0	300.0	5.5	6.0	3.0	74.0	0.0	0.0	252.0	-314.0	1.0
68400	3764500.0	2530500.0	1.0	1.0	19.0	0.5	986.0	250.0	6.5	6.0	2.9	70.0	0.0	0.0	254.0	-314.0	1.0
72000	3764500.0	2530500.0	1.0	1.0	20.0	0.2	986.0	265.0	6.6	6.0	2.8	70.0	0.0	0.0	255.0	-313.0	1.0
75600	3764500.0	2530500.0	1.0	1.0	21.0	0.0	986.0	258.0	6.5	6.0	2.8	72.0	0.0	0.0	256.0	-312.0	1.0
79200	3764500.0	2530500.0	1.0	1.0	22.0	0.0	986.0	256.0	5.9	5.0	3.0	77.0	0.0	0.0	254.0	-312.0	1.0
82800	3764500.0	2530500.0	1.0	1.0	23.0	-0.1	986.0	242.0	5.6	5.0	3.2	81.0	0.0	0.0	251.0	-311.0	1.0
86400	3764500.0	2530500.0	1.0	1.0	24.0	-0.4	986.0	250.0	4.8	7.0	3.3	87.0	0.0	0.0	260.0	-310.0	1.0
90000	3764500.0	2530500.0	1.0	2.0	1.0	-0.3	987.0	259.0	3.5	6.0	3.4	89.0	0.0	0.0	263.0	-309.0	1.0
93600	3764500.0	2530500.0	1.0	2.0	2.0	-1.1	987.0	262.0	3.4	5.0	3.3	91.0	0.0	0.0	254.0	-308.0	1.0
97200	3764500.0	2530500.0	1.0	2.0	3.0	-1.1	987.0	265.0	4.2	5.0	3.3	91.0	0.0	0.0	250.0	-308.0	1.0
100800	3764500.0	2530500.0	1.0	2.0	4.0	-0.8	987.0	267.0	3.6	5.0	3.2	89.0	0.0	0.0	251.0	-308.0	1.0
104400	3764500.0	2530500.0	1.0	2.0	5.0	-0.6	987.0	256.0	3.9	6.0	3.3	89.0	0.0	0.0	257.0	-307.0	1.0
108000	3764500.0	2530500.0	1.0	2.0	6.0	-0.3	987.0	263.0	3.9	7.0	3.3	88.0	0.0	0.0	268.0	-308.0	1.0
111600	3764500.0	2530500.0	1.0	2.0	7.0	-0.1	988.0	274.0	5.0	6.0	3.2	85.0	0.0	0.0	269.0	-309.0	1.0
115200	3764500.0	2530500.0	1.0	2.0	8.0	-0.1	988.0	275.0	5.2	8.0	3.2	83.0	0.0	0.0	274.0	-311.0	1.0
118800	3764500.0	2530500.0	1.0	2.0	9.0	-0.4	989.0	251.0	5.9	8.0	3.2	83.0	0.0	0.0	285.0	-314.0	1.0
122400	3764500.0	2530500.0	1.0	2.0	10.0	-0.3	990.0	257.0	7.9	7.0	3.1	83.0	0.0	8.0	279.0	-315.0	1.0
126000	3764500.0	2530500.0	1.0	2.0	11.0	-0.4	990.0	253.0	8.0	7.0	3.3	86.0	2.0	72.0	275.0	-317.0	1.0
129600	3764500.0	2530500.0	1.0	2.0	12.0	-0.2	991.0	254.0	7.0	7.0	3.4	90.0	0.0	80.0	276.0	-319.0	1.0
133200	3764500.0	2530500.0	1.0	2.0	13.0	0.3	992.0	256.0	6.1	8.0	3.6	91.0	0.0	72.0	283.0	-321.0	1.0
136800	3764500.0	2530500.0	1.0	2.0	14.0	0.7	992.0	249.0	5.8	6.0	3.7	92.0	2.0	94.0	278.0	-321.0	1.0
140400	3764500.0	2530500.0	1.0	2.0	15.0	1.1	992.0	263.0	6.7	7.0	3.7	91.0	0.0	56.0	274.0	-322.0	1.0
144000	3764500.0	2530500.0	1.0	2.0	16.0	1.4	993.0	254.0	6.0	8.0	3.8	90.0	1.0	39.0	287.0	-321.0	1.0
147600	3764500.0	2530500.0	1.0	2.0	17.0	1.6	993.0	272.0	5.2	7.0	3.9	90.0	0.0	7.0	287.0	-319.0	1.0
151200	3764500.0	2530500.0	1.0	2.0	18.0	1.3	994.0	274.0	4.9	7.0	3.8	89.0	0.0	0.0	280.0	-316.0	1.0
154800	3764500.0	2530500.0	1.0	2.0	19.0	1.6	994.0	318.0	3.5	7.0	3.8	88.0	0.0	0.0	280.0	-313.0	1.0
158400	3764500.0	2530500.0	1.0	2.0	20.0	2.0	996.0	316.0	3.0	6.0	3.8	86.0	0.0	0.0	275.0	-310.0	1.0
