#1
double wetter(8760, 16)
306000   1	4	14	-0.7	1011	200	3.9	7	3.2	87	0	58	275	-306	0
309600   1	4	15	-0.7	1011	190	3.6	7	3.1	87	0	33	275	-306	0
313200   1	4	16	-1.2	1011	190	3.3	6	3.1	88	0	5	272	-305	0
316800   1	4	17	-1.8	1011	190	3.3	7	3	88	0	0	269	-302	0
320400   1	4	18	-2.2	1011	191	3.3	7	2.9	87	0	0	268	-298	0
324000   1	4	19	-2.5	1011	200	3	6	2.8	87	0	0	262	-296	0
327600   1	4	20	-3.4	1011	200	3.4	5	2.7	88	0	0	253	-292	0
331200   1	4	21	-4	1011	189	3.6	2	2.5	88	0	0	236	-289	0
334800   1	4	22	-4.6	1011	189	3.6	1	2.4	89	0	0	220	-286	0
338400   1	4	23	-5.3	1011	189	3.5	0	2.4	90	0	0	210	-284	0
342000   1	4	24	-5.6	1011	178	3.2	0	2.3	90	0	0	202	-282	0
345600   1	5	1	-6.4	1011	179	3.4	1	2.2	90	0	0	201	-280	0
349200   1	5	2	-6.8	1011	179	3.8	1	2.1	90	0	0	200	-279	0
352800   1	5	3	-7.2	1011	178	3.8	1	2	90	0	0	196	-278	0
356400   1	5	4	-7.6	1011	171	3.7	0	2	90	0	0	190	-277	0
360000   1	5	5	-8	1010	169	3.9	0	1.9	89	0	0	185	-276	0
363600   1	5	6	-8.3	1010	179	3.3	1	1.8	89	0	0	187	-275	0
367200   1	5	7	-8.5	1010	170	3.5	1	1.8	88	0	0	189	-274	0
370800   1	5	8	-8.8	1010	170	3.7	1	1.7	88	0	0	187	-272	0
374400   1	5	9	-8.3	1010	180	3.6	4	1.8	88	2	9	197	-271	0
378000   1	5	10	-7	1010	169	4.5	3	1.8	87	61	26	204	-270	0
381600   1	5	11	-5.3	1010	169	4.9	1	2	82	116	43	197	-271	0
385200   1	5	12	-3.8	1010	182	4.4	1	2	75	132	63	194	-273	0
388800   1	5	13	-3.1	1009	172	4.7	1	2	69	108	83	194	-275	0
392400   1	5	14	-2.9	1009	171	5.4	2	2	66	89	78	198	-276	0
396000   1	5	15	-3.5	1008	168	4.9	3	1.9	65	64	56	204	-275	0
399600   1	5	16	-4	1007	170	4.4	4	1.9	67	1	20	209	-273	0
403200   1	5	17	-4.5	1007	170	4.7	4	1.9	68	0	0	211	-271	0
406800   1	5	18	-5.4	1007	151	5	4	1.8	70	0	0	210	-270	0
410400   1	5	19	-5.9	1007	151	4.7	2	1.8	73	0	0	203	-269	0
414000   1	5	20	-6.2	1006	161	5.2	2	1.8	75	0	0	197	-268	0
417600   1	5	21	-6.4	1006	161	5	2	1.8	77	0	0	199	-267	0
421200   1	5	22	-7	1005	160	5.1	2	1.8	78	0	0	200	-267	0
424800   1	5	23	-7.2	1004	161	4.7	2	1.8	79	0	0	201	-267	0
428400   1	5	24	-7.3	1003	150	4.9	3	1.8	80	0	0	204	-268	0
432000   1	6	1	-6.7	1002	161	5.3	5	1.8	80	0	0	218	-270	0
435600   1	6	2	-6.1	1001	160	5.1	7	1.9	81	0	0	239	-271	0
439200   1	6	3	-5	1000	160	5.9	8	2.1	82	0	0	258	-272	0
442800   1	6	4	-3.9	999	159	6	7	2.2	79	0	0	265	-273	0
446400   1	6	5	-2.7	998	160	6	8	2.3	76	0	0	272	-276	0
450000   1	6	6	-2.4	997	162	6.1	8	2.3	73	0	0	283	-281	0
453600   1	6	7	-1.8	996	162	6.5	7	2.4	72	0	0	281	-285	0
457200   1	6	8	-1.4	995	172	6.5	7	2.4	70	0	0	277	-288	0
460800   1	6	9	-1.3	995	156	6.5	8	2.6	75	0	3	287	-293	0
464400   1	6	10	-0.7	995	173	6.5	8	3.1	86	0	17	298	-299	0
468000   1	6	11	-0.7	995	181	6.3	7	3.3	91	0	27	292	-303	0
471600   1	6	12	-0.1	994	189	5.8	8	3.5	94	0	39	293	-307	0
475200   1	6	13	0.3	994	181	5.2	8	3.7	94	0	56	306	-310	0
478800   1	6	14	1	994	189	4.6	8	3.8	93	0	47	308	-312	0
482400   1	6	15	1.5	994	191	4.1	6	3.9	93	0	42	280	-313	0
486000   1	6	16	1.6	994	180	4.5	7	4	93	0	8	273	-315	0
489600   1	6	17	1.8	994	169	4.3	7	4.1	93	0	0	294	-315	0
493200   1	6	18	1.7	994	150	4.7	7	4.1	93	0	0	298	-315	0
496800   1	6	19	1.7	994	159	5.1	8	4	92	0	0	309	-315	0
500400   1	6	20	2.1	993	159	5.5	8	4.1	93	0	0	319	-315	0
504000   1	6	21	2.8	993	169	5.7	8	4.4	95	0	0	322	-315	0
507600   1	6	22	2.7	993	172	5.3	8	4.6	96	0	0	324	-315	0
511200   1	6	23	3.2	992	181	6.3	8	4.6	96	0	0	325	-315	0
514800   1	6	24	3.5	993	189	6.2	8	4.8	96	0	0	326	-315	0
518400   1	7	1	3.4	993	190	5.9	8	4.8	97	0	0	326	-315	0
522000   1	7	2	4.3	993	199	5.9	8	4.9	97	0	0	328	-315	0
525600   1	7	3	5.4	993	200	7.4	8	5.2	96	0	0	331	-315	0
529200   1	7	4	5.8	994	209	6.9	8	5.4	94	0	0	333	-315	0
532800   1	7	5	6.5	995	248	7	8	5.6	93	0	0	334	-315	0
536400   1	7	6	6	996	269	7.7	8	5.5	91	0	0	334	-315	0
540000   1	7	7	4	998	300	5.7	8	4.9	89	0	0	329	-315	0
543600   1	7	8	3.2	999	281	4.3	7	4.4	89	0	0	317	-315	0
547200   1	7	9	3	1002	271	3.6	8	4.3	90	0	7	315	-315	0
550800   1	7	10	2.9	1003	291	2.7	8	4.3	90	14	34	321	-315	0
554400   1	7	11	3.3	1004	309	2.1	7	4.2	87	12	64	311	-315	0
558000   1	7	12	3.7	1005	289	1.6	6	4.1	83	12	86	294	-315	0
561600   1	7	13	3.9	1006	321	1.1	7	4	80	0	73	290	-315	0
565200   1	7	14	3.7	1005	167	2.6	7	4	79	0	50	296	-315	0
568800   1	7	15	3.3	1006	139	3.5	7	4	82	0	40	294	-315	0
572400   1	7	16	3	1005	119	3.6	8	4	84	0	10	304	-315	0
576000   1	7	17	3	1005	121	3.8	8	4	84	0	0	315	-315	0
579600   1	7	18	2.9	1004	121	3.7	8	4	85	0	0	315	-315	0
583200   1	7	19	3	1004	130	4.6	8	4.1	86	0	0	316	-315	0
586800   1	7	20	3	1003	136	4.1	8	4.1	86	0	0	317	-315	0
590400   1	7	21	2.8	1003	142	4	8	4.2	90	0	0	318	-315	0
594000   1	7	22	3.1	1002	148	3.8	8	4.4	94	0	0	320	-315	0
597600   1	7	23	2.9	1002	129	3.4	8	4.5	96	0	0	322	-315	0
601200   1	7	24	3.3	1002	144	3.1	8	4.7	97	0	0	323	-315	0
604800   1	8	1	3.5	1002	162	3.1	8	4.8	98	0	0	325	-315	0
608400   1	8	2	3.8	1001	179	3.1	8	4.9	98	0	0	326	-315	0
612000   1	8	3	3.8	1001	190	3.5	8	4.9	98	0	0	327	-315	0
615600   1	8	4	4.3	1001	205	3.9	8	5	98	0	0	329	-315	0
619200   1	8	5	4.8	1001	200	3.9	8	5.2	97	0	0	330	-315	0
622800   1	8	6	4.1	1001	188	3.1	8	5.2	98	0	0	329	-315	0
626400   1	8	7	3.5	1001	169	3.5	8	4.9	98	0	0	326	-315	0
630000   1	8	8	3.6	1001	177	3.9	7	4.8	97	0	0	317	-315	0
633600   1	8	9	3.3	1001	158	2.5	6	4.8	97	8	7	302	-317	0
637200   1	8	10	5	1001	171	3.7	6	5.1	98	28	36	301	-320	0
640800   1	8	11	5.8	1001	180	3.8	6	5.6	99	14	71	308	-322	0
644400   1	8	12	6.4	1002	182	4.5	8	5.8	97	0	48	323	-323	0
648000   1	8	13	7.3	1002	187	4.4	6	5.9	95	12	96	324	-325	0
651600   1	8	14	8	1002	178	4.6	6	6	91	8	84	314	-327	0
655200   1	8	15	8	1001	178	5.2	4	6	88	77	51	301	-331	0
658800   1	8	16	7.6	1001	180	5.1	3	5.7	86	4	25	281	-333	0
662400   1	8	17	7.5	1001	190	5.7	4	5.6	86	0	0	279	-332	0
666000   1	8	18	7.8	1001	191	5.4	6	5.6	85	0	0	297	-333	0
669600   1	8	19	7.8	1001	189	5.7	5	5.5	82	0	0	303	-334	0
673200   1	8	20	7.4	1001	199	5.7	3	5.3	81	0	0	283	-333	0
676800   1	8	21	7.3	1001	199	5.4	4	5.2	81	0	0	276	-335	0
680400   1	8	22	8	1001	209	6.2	6	5.2	78	0	0	295	-337	0
684000   1	8	23	8.2	1001	209	5.9	7	5.2	77	0	0	315	-338	0
687600   1	8	24	8.1	1002	200	5.4	7	5.2	76	0	0	322	-338	0
691200   1	9	1	7.6	1001	200	4.5	8	5.1	77	0	0	328	-338	0
694800   1	9	2	6.9	1001	191	4.5	8	5.1	79	0	0	334	-337	0
698400   1	9	3	6.3	1001	190	4.5	7	5	82	0	0	326	-336	0
702000   1	9	4	7	1001	180	4.6	7	5	82	0	0	321	-336	0
705600   1	9	5	6.8	1001	179	4.8	8	5.1	81	0	0	329	-336	0
709200   1	9	6	6.8	1000	170	4.8	8	5.2	84	0	0	337	-337	0
712800   1	9	7	7.5	1000	180	5.7	7	5.3	84	0	0	329	-337	0
716400   1	9	8	8.1	1000	191	4.8	6	5.3	80	0	0	315	-337	0
720000   1	9	9	7.1	999	182	4.8	7	5.5	84	0	1	312	-337	0
723600   1	9	10	7.7	1000	202	5	7	5.6	86	0	13	317	-337	0
727200   1	9	11	7.9	1000	283	4.7	8	5.4	81	0	30	323	-338	0
730800   1	9	12	6.6	1001	290	4.7	8	5.5	85	0	32	327	-339	0
734400   1	9	13	6	1002	282	4.3	8	5.6	93	0	37	323	-339	0
738000   1	9	14	5.2	1002	291	5.1	7	5.3	93	0	43	313	-338	0
741600   1	9	15	4.4	1003	270	3.1	8	4.8	89	0	22	308	-337	0
745200   1	9	16	4.1	1004	240	3	7	4.5	87	0	8	305	-335	0
748800   1	9	17	3.8	1005	224	3.1	7	4.5	89	0	0	297	-332	0
752400   1	9	18	3.3	1006	241	3.1	7	4.5	90	0	0	296	-329	0
756000   1	9	19	3	1006	231	2.9	7	4.3	90	0	0	294	-327	0
759600   1	9	20	2.8	1007	233	3.2	7	4.2	90	0	0	295	-325	0
763200   1	9	21	2.6	1008	236	3.3	6	4.2	91	0	0	288	-323	0
766800   1	9	22	1.6	1009	253	3.3	6	4.1	92	0	0	281	-321	0
770400   1	9	23	1.3	1010	251	3.3	6	4	93	0	0	278	-320	0
774000   1	9	24	1.6	1010	252	3.7	7	3.9	93	0	0	283	-319	0
777600   1	10	1	1.5	1011	261	3.2	6	3.9	93	0	0	282	-318	0
781200   1	10	2	2	1011	260	3	6	3.9	90	0	0	275	-317	0
784800   1	10	3	2.1	1012	261	3.3	7	3.7	85	0	0	280	-315	0
788400   1	10	4	2.1	1013	269	3.6	8	3.5	80	0	0	289	-315	0
792000   1	10	5	2.2	1013	260	3.2	7	3.4	76	0	0	288	-315	0
795600   1	10	6	2.1	1014	257	2.8	7	3.3	75	0	0	283	-314	0
799200   1	10	7	1	1014	230	3.1	5	3.3	77	0	0	271	-312	0
802800   1	10	8	-0.4	1015	231	3.2	3	3.2	84	0	0	247	-310	0
806400   1	10	9	-0.8	1015	222	3.5	1	3.2	90	6	13	224	-309	0
810000   1	10	10	1.2	1016	232	3.5	0	3.3	86	65	38	209	-309	0
813600   1	10	11	2.9	1016	231	3.1	0	3.4	77	144	48	209	-311	0
817200   1	10	12	4.4	1017	241	3.4	1	3.3	68	184	57	219	-314	0
820800   1	10	13	4	1017	259	3.4	0	3.2	64	178	67	221	-315	0
824400   1	10	14	5	1017	212	2.9	0	3.2	62	136	71	215	-315	0
828000   1	10	15	4	1016	220	2.8	1	3.3	63	71	64	222	-315	0
831600   1	10	16	2.9	1016	201	2.4	2	3.2	66	6	29	231	-315	0
835200   1	10	17	0.6	1016	166	2.3	2	3.1	73	0	0	230	-315	0
838800   1	10	18	-0.8	1016	186	3.2	1	3.1	83	0	0	219	-315	0
842400   1	10	19	-0.7	1016	179	3.1	1	3.2	89	0	0	212	-313	0
846000   1	10	20	-1.6	1016	156	3.1	1	3.2	91	0	0	211	-312	0
849600   1	10	21	-1.2	1016	149	2.8	0	3.2	92	0	0	204	-310	0
853200   1	10	22	-2.4	1015	140	3	1	3.1	93	0	0	203	-308	0
856800   1	10	23	-2.6	1015	130	3.6	1	2.9	94	0	0	206	-306	0
860400   1	10	24	-2.5	1015	129	3.4	0	3	94	0	0	200	-304	0
864000   1	11	1	-2.6	1014	128	3.7	0	3	95	0	0	194	-302	0
867600   1	11	2	-2.8	1013	120	3.7	0	2.9	95	0	0	192	-301	0
871200   1	11	3	-2.8	1012	130	3.9	0	2.9	95	0	0	191	-300	0
874800   1	11	4	-2.8	1012	130	3.7	0	2.9	95	0	0	191	-299	0
878400   1	11	5	-2.3	1011	140	3.7	3	3	96	0	0	207	-298	0
882000   1	11	6	-2.4	1010	130	3.8	5	3.1	96	0	0	235	-298	0
885600   1	11	7	-1.6	1009	140	3.6	6	3.1	96	0	0	251	-298	0
889200   1	11	8	-0.7	1008	131	3.6	7	3.3	95	0	0	263	-297	0
892800   1	11	9	-0.4	1008	140	3.6	8	3.5	96	0	10	276	-297	0
896400   1	11	10	-0.1	1007	141	3.7	7	3.6	97	4	48	279	-298	0
900000   1	11	11	0.5	1007	131	3.6	7	3.7	97	2	68	274	-301	0
903600   1	11	12	1.2	1006	131	4	7	3.8	95	0	73	276	-306	0
907200   1	11	13	1.3	1005	132	3.8	8	3.9	93	0	53	282	-309	0
910800   1	11	14	1.5	1004	141	3.7	8	4	94	0	41	290	-311	0
914400   1	11	15	1.9	1003	139	4.1	8	4.1	94	0	28	293	-312	0
918000   1	11	16	2.3	1002	150	4.1	8	4.1	93	0	6	296	-311	0
921600   1	11	17	2.1	1002	150	4.4	8	4.1	92	0	0	299	-311	0
925200   1	11	18	2.1	1002	149	4	7	4.1	92	0	0	294	-310	0
928800   1	11	19	1.8	1002	150	5.6	4	4.1	92	0	0	270	-311	0
932400   1	11	20	1.8	1001	168	4.6	4	4.1	93	0	0	253	-311	0
936000   1	11	21	1.9	1002	170	4.3	7	4.1	93	0	0	275	-312	0
939600   1	11	22	2.2	1002	180	4.2	7	4	91	0	0	296	-312	0
943200   1	11	23	2.1	1001	194	3.8	7	4	89	0	0	296	-312	0
946800   1	11	24	2.5	1001	201	3.7	7	4	88	0	0	296	-312	0
950400   1	12	1	3	1001	206	3.9	8	4.1	87	0	0	304	-312	0
954000   1	12	2	3.2	1001	205	5.2	8	4.1	85	0	0	312	-313	0
957600   1	12	3	3.4	1001	223	5.2	8	4.1	85	0	0	313	-312	0
961200   1	12	4	3.8	1001	229	5.3	8	4.2	85	0	0	313	-311	0
964800   1	12	5	3.5	1001	231	4.9	8	4.4	89	0	0	312	-309	0
968400   1	12	6	3.9	1002	271	5.7	8	4.7	93	0	0	314	-308	0
972000   1	12	7	3.8	1002	280	6.4	8	4.7	92	0	0	315	-307	0
975600   1	12	8	3.3	1003	280	6.3	7	4.4	89	0	0	311	-308	0
979200   1	12	9	3	1004	280	6.3	7	4.1	84	0	7	305	-310	0
982800   1	12	10	3.2	1006	270	6.2	7	3.8	80	5	42	304	-312	0
986400   1	12	11	3.6	1007	269	7	7	3.7	75	14	81	305	-314	0
990000   1	12	12	4.5	1007	269	6.2	5	3.7	72	83	110	297	-315	0
993600   1	12	13	4.8	1008	269	6.4	4	3.6	68	56	122	284	-316	0
997200   1	12	14	4.5	1008	260	6.1	5	3.5	66	21	104	283	-317	0
1000800  1	12	15	4.3	1007	260	5.8	7	3.4	65	4	65	296	-318	0
1004400  1	12	16	4	1008	259	4.7	8	3.4	67	0	10	313	-318	0
1008000  1	12	17	3.6	1008	221	3.9	7	3.4	69	0	0	313	-318	0
1011600  1	12	18	3.1	1007	211	3.8	7	3.4	71	0	0	306	-318	0
1015200  1	12	19	3	1007	200	4	7	3.5	73	0	0	305	-319	0
1018800  1	12	20	3	1006	201	4	7	3.6	76	0	0	305	-320	0
1022400  1	12	21	3.2	1005	200	4.1	7	3.7	78	0	0	304	-321	0
1026000  1	12	22	3.3	1005	191	3.6	7	3.8	78	0	0	305	-322	0
1029600  1	12	23	3.3	1004	191	4.3	8	4	82	0	0	316	-324	0
1033200  1	12	24	2.9	1003	191	4	8	4.3	90	0	0	326	-328	0
1036800  1	13	1	2.9	1002	200	3.5	8	4.5	95	0	0	326	-331	0
1040400  1	13	2	3	1002	201	3.5	8	4.6	96	0	0	326	-332	0
1044000  1	13	3	3.2	1001	211	3	8	4.7	97	0	0	327	-333	0
1047600  1	13	4	3.3	1001	220	2.9	8	4.8	99	0	0	328	-333	0
1051200  1	13	5	3.6	1001	231	2.9	8	4.9	99	0	0	329	-333	0
1054800  1	13	6	3.9	1001	241	2.8	8	5	99	0	0	329	-333	0
1058400  1	13	7	4.3	1001	270	3.1	7	5	98	0	0	321	-332	0
1062000  1	13	8	4.5	1001	271	2.9	8	5.1	97	0	0	321	-331	0
1065600  1	13	9	4.6	1002	281	2.9	7	5.2	98	0	8	320	-330	0
1069200  1	13	10	4.7	1002	280	2.7	7	5.2	98	0	35	312	-330	0
1072800  1	13	11	4.8	1003	280	2.6	7	5.3	98	0	53	311	-329	0
1076400  1	13	12	4.9	1003	293	2.7	8	5.3	98	0	68	320	-329	0
1080000  1	13	13	5.1	1003	320	2.7	8	5.3	97	0	73	329	-329	0
1083600  1	13	14	5.4	1003	340	1.8	7	5.3	95	0	66	321	-331	0
1087200  1	13	15	5.4	1003	191	1.2	8	5.3	94	0	27	321	-331	0
1090800  1	13	16	5.2	1003	150	2.1	8	5.3	95	0	5	330	-330	0
1094400  1	13	17	4.9	1003	130	2.6	7	5.3	96	0	0	321	-328	0
1098000  1	13	18	4.8	1003	143	3.1	8	5.3	97	0	0	320	-326	0
1101600  1	13	19	4.9	1002	152	3.2	7	5.3	97	0	0	321	-326	0
1105200  1	13	20	4.9	1001	152	3.8	8	5.3	98	0	0	323	-326	0
1108800  1	13	21	5	1001	151	3.6	8	5.3	98	0	0	331	-326	0
1112400  1	13	22	5.2	1000	181	3.7	8	5.4	98	0	0	331	-326	0
1116000  1	13	23	6.5	1001	251	4.3	8	5.7	98	0	0	334	-326	0
1119600  1	13	24	8.4	1001	271	5.3	8	6.4	98	0	0	340	-327	0
1123200  1	14	1	8.8	1002	258	5.2	8	6.9	98	0	0	344	-327	0
1126800  1	14	2	9.3	1002	259	5.3	8	7	96	0	0	347	-328	0
1130400  1	14	3	9.3	1002	260	5.4	8	7.1	96	0	0	348	-328	0
1134000  1	14	4	9.3	1003	260	5	8	7.1	96	0	0	348	-328	0
1137600  1	14	5	9.3	1003	251	4.3	8	7.1	96	0	0	348	-329	0
1141200  1	14	6	9.3	1003	251	3.9	8	7.1	96	0	0	348	-329	0
1144800  1	14	7	9.2	1003	241	3.7	8	7.1	96	0	0	348	-330	0
1148400  1	14	8	9.4	1003	243	4.1	8	7.1	96	0	0	349	-330	0
1152000  1	14	9	9.2	1003	241	3.7	8	7.1	96	0	5	349	-331	0
1155600  1	14	10	9.3	1004	240	3.8	8	7.1	97	0	17	349	-332	0
1159200  1	14	11	9.5	1004	248	3.9	8	7.2	97	0	30	349	-333	0
1162800  1	14	12	9.7	1004	242	3.6	7	7.3	97	0	64	344	-335	0
1166400  1	14	13	9.7	1004	222	3.3	7	7.4	97	0	65	339	-336	0
1170000  1	14	14	9.7	1003	233	4.3	7	7.4	97	0	38	339	-336	0
1173600  1	14	15	10.3	1003	242	4.8	7	7.5	97	0	28	341	-337	0
1177200  1	14	16	10.3	1003	252	5.8	8	7.6	96	0	6	348	-336	0
1180800  1	14	17	10.2	1003	243	5.8	8	7.5	95	0	0	351	-336	0
1184400  1	14	18	10.1	1003	241	5.3	8	7.3	93	0	0	351	-339	0
1188000  1	14	19	10.2	1003	250	5.7	7	7.1	90	0	0	345	-344	0
1191600  1	14	20	10.2	1003	240	5.5	8	6.9	88	0	0	344	-349	0
1195200  1	14	21	9.8	1003	230	5.5	8	6.8	88	0	0	347	-351	0
1198800  1	14	22	9.8	1003	230	5.7	8	6.8	88	0	0	347	-352	0
1202400  1	14	23	9.9	1003	240	6.2	8	6.8	89	0	0	348	-352	0
1206000  1	14	24	9.7	1003	242	6.4	8	6.9	90	0	0	347	-352	0
1209600  1	15	1	9.7	1003	232	5.9	8	6.9	90	0	0	344	-351	0
1213200  1	15	2	9.1	1003	239	6.2	8	6.7	90	0	0	342	-350	0
1216800  1	15	3	8.8	1003	259	6.8	8	6.6	92	0	0	340	-350	0
1220400  1	15	4	8.4	1003	290	6.7	8	6.5	93	0	0	339	-349	0
1224000  1	15	5	8.2	1005	279	6.1	8	6.4	93	0	0	336	-348	0
1227600  1	15	6	7.8	1006	280	6.6	8	6.2	92	0	0	334	-347	0
1231200  1	15	7	7.8	1007	279	6.6	7	6	91	0	0	326	-346	0
