#1
#Koordinatensystem : Lambert konform konisch
#Rechtswert        : 4198500 Meter
#Hochwert          : 2847500 Meter
#Hoehenlage        : 38 Meter ueber NN
#Erstellung des Datensatzes im Mai 2016
#
#Art des TRY       : mittleres Jahr
#Bezugszeitraum    : 1995-2012
#Datenbasis        : Beobachtungsdaten Zeitraum 1995-2012
#
#Format: (i7,1x,i7,1x,i2,1x,i2,1x,i2,1x,f5.1,1x,i4,1x,3i,1x,f4.1,1x,i1,1x,f4.1,1x,i3,1x,i4,1x,i4,1x,i3,1x,i4,2x,i1)
#
#Reihenfolge der Parameter:
#RW Rechtswert                                                    [m]       {3670500;3671500..4389500}
#HW Hochwert                                                      [m]       {2242500;2243500..3179500}
#MM Monat                                                                   {1..12}
#DD Tag                                                                     {1..28,30,31}
#HH Stunde (MEZ)                                                            {1..24}
#t  Lufttemperatur in 2m Hoehe ueber Grund                        [GradC]
#p  Luftdruck in Standorthoehe                                    [hPa]
#WR Windrichtung in 10 m Hoehe ueber Grund                        [Grad]    {0..360;999}
#WG Windgeschwindigkeit in 10 m Hoehe ueber Grund                 [m/s]
#N  Bedeckungsgrad                                                [Achtel]  {0..8;9}
#x  Wasserdampfgehalt, Mischungsverhaeltnis                       [g/kg]
#RF Relative Feuchte in 2 m Hoehe ueber Grund                     [Prozent] {1..100}
#B  Direkte Sonnenbestrahlungsstaerke (horiz. Ebene)              [W/m^2]   abwaerts gerichtet: positiv
#D  Diffuse Sonnenbetrahlungsstaerke (horiz. Ebene)               [W/m^2]   abwaerts gerichtet: positiv
#A  Bestrahlungsstaerke d. atm. Waermestrahlung (horiz. Ebene)    [W/m^2]   abwaerts gerichtet: positiv
#E  Bestrahlungsstaerke d. terr. Waermestrahlung                  [W/m^2]   aufwaerts gerichtet: negativ
#IL Qualitaetsbit bezueglich der Auswahlkriterien                           {0;1;2;3;4}
#
#
#     RW      HW MM DD HH     t    p  WR   WG N    x  RF    B    D   A    E IL
#*** 
double wetter(8761, 18)
0	4198500	2847500	12	31	24	2.6	994	226	7.4	8	4.5	97	0	0	294	-313	5
3600	4198500	2847500	1	1	1	2.9	983	238	7.9	8	4.6	95	0	0	289	-314	5
7200	4198500	2847500	1	1	2	3	983	246	8.1	8	4.6	94	0	0	289	-314	5
10800	4198500	2847500	1	1	3	3	983	251	8.7	8	4.5	92	0	0	289	-314	5
14400	4198500	2847500	1	1	4	2.8	984	251	8.8	8	4.4	92	0	0	282	-314	5
18000	4198500	2847500	1	1	5	2.6	984	251	9	8	4.3	91	0	0	276	-315	5
21600	4198500	2847500	1	1	6	2.5	984	251	9	8	4.2	90	0	0	282	-315	5
25200	4198500	2847500	1	1	7	1.9	984	258	8.8	8	4.3	93	0	0	288	-315	5
28800	4198500	2847500	1	1	8	2.4	984	259	10.1	7	4.3	94	0	0	284	-315	5
32400	4198500	2847500	1	1	9	2.3	985	269	11	7	4.3	92	3	8	280	-315	5
36000	4198500	2847500	1	1	10	2.7	985	268	11.6	7	4.1	88	2	32	280	-315	5
39600	4198500	2847500	1	1	11	2.9	986	267	12.5	6	4.1	85	15	72	275	-315	5
43200	4198500	2847500	1	1	12	2.8	986	270	11.5	7	3.9	81	5	82	274	-315	5
46800	4198500	2847500	1	1	13	2.9	987	269	11.9	4	3.6	76	53	102	264	-315	5
50400	4198500	2847500	1	1	14	3.2	987	258	12.1	3	3.4	70	78	83	246	-314	5
54000	4198500	2847500	1	1	15	2.8	987	261	11.2	6	3.2	67	2	54	253	-314	5
57600	4198500	2847500	1	1	16	2.5	987	261	12.1	6	3.1	65	0	10	263	-312	5
61200	4198500	2847500	1	1	17	2.1	988	261	12.7	4	2.9	63	0	0	253	-310	5
64800	4198500	2847500	1	1	18	1.2	988	253	11.1	3	2.8	64	0	0	240	-308	5
68400	4198500	2847500	1	1	19	1.2	988	259	11.7	1	2.8	67	0	0	229	-308	5
72000	4198500	2847500	1	1	20	0.1	988	238	9.7	2	3	73	0	0	224	-307	5
75600	4198500	2847500	1	1	21	-0.1	988	247	9.4	6	3.2	83	0	0	244	-307	5
79200	4198500	2847500	1	1	22	0.1	988	249	8.4	7	3.4	88	0	0	265	-308	5
82800	4198500	2847500	1	1	23	-0.1	988	240	7.7	7	3.5	89	0	0	271	-309	5
86400	4198500	2847500	1	1	24	-0.3	988	239	7.7	7	3.5	92	0	0	272	-309	5
90000	4198500	2847500	1	2	1	-0.2	988	249	7.6	7	3.5	91	0	0	273	-310	5
93600	4198500	2847500	1	2	2	-0.1	988	239	6.2	8	3.4	88	0	0	279	-310	5
97200	4198500	2847500	1	2	3	-0.1	988	239	6.4	8	3.4	88	0	0	284	-311	5
100800	4198500	2847500	1	2	4	0.1	988	260	5.3	7	3.4	89	0	0	281	-312	5
104400	4198500	2847500	1	2	5	0	988	230	4.6	6	3.5	89	0	0	274	-312	5
108000	4198500	2847500	1	2	6	-0.2	988	192	3.9	6	3.4	89	0	0	270	-312	5
111600	4198500	2847500	1	2	7	-0.4	988	183	4.1	6	3.5	91	0	0	270	-311	5
115200	4198500	2847500	1	2	8	-0.2	988	260	4.5	7	3.6	94	0	0	275	-310	5
118800	4198500	2847500	1	2	9	0	989	260	4.7	7	3.7	95	0	2	280	-311	5
122400	4198500	2847500	1	2	10	0.1	989	277	3.5	6	3.7	96	0	28	274	-312	5
126000	4198500	2847500	1	2	11	0.3	990	282	5.8	7	3.8	96	7	54	274	-313	5
129600	4198500	2847500	1	2	12	0.3	991	309	7	4	3.8	96	35	63	263	-314	5
133200	4198500	2847500	1	2	13	0.1	993	291	7.4	6	3.8	96	0	43	259	-315	5
136800	4198500	2847500	1	2	14	-0.2	995	305	7.8	8	3.7	95	0	21	283	-315	5
140400	4198500	2847500	1	2	15	-0.4	996	294	7.7	8	3.6	95	0	13	295	-315	5
144000	4198500	2847500	1	2	16	-0.5	998	302	7.1	8	3.5	95	0	8	296	-315	5
147600	4198500	2847500	1	2	17	-0.5	999	321	6.6	7	3.5	94	0	0	289	-314	5
151200	4198500	2847500	1	2	18	-1.2	1001	311	5.9	7	3.4	93	0	0	282	-314	5
154800	4198500	2847500	1	2	19	-1.5	1002	312	6.2	7	3.2	92	0	0	279	-313	5
158400	4198500	2847500	1	2	20	-1.3	1004	321	5.3	6	3.1	90	0	0	273	-313	5
162000	4198500	2847500	1	2	21	-1.7	1006	321	6	5	3	88	0	0	260	-313	5
165600	4198500	2847500	1	2	22	-2.2	1007	322	5.2	6	2.9	87	0	0	259	-313	5
169200	4198500	2847500	1	2	23	-2.3	1009	300	5.3	6	2.9	89	0	0	264	-312	5
172800	4198500	2847500	1	2	24	-3.2	1010	310	5.3	4	2.8	91	0	0	251	-312	5
176400	4198500	2847500	1	3	1	-1.5	1012	312	4.9	5	2.9	92	0	0	247	-312	5
180000	4198500	2847500	1	3	2	-1.1	1013	310	5.5	6	3.1	91	0	0	261	-312	5
183600	4198500	2847500	1	3	3	-0.7	1014	322	5.3	8	3.3	93	0	0	280	-312	5
187200	4198500	2847500	1	3	4	-0.5	1015	320	5.3	7	3.3	92	0	0	287	-313	5
190800	4198500	2847500	1	3	5	-1	1016	312	5.5	7	3.2	90	0	0	280	-313	5
194400	4198500	2847500	1	3	6	-0.7	1017	311	5.9	6	3.3	92	0	0	274	-313	5
198000	4198500	2847500	1	3	7	-0.3	1017	333	5.8	5	3.4	95	0	0	264	-312	5
201600	4198500	2847500	1	3	8	-0.2	1019	350	4.8	6	3.6	96	0	0	264	-313	5
205200	4198500	2847500	1	3	9	-0.2	1020	342	5.3	5	3.6	96	4	8	262	-312	5
208800	4198500	2847500	1	3	10	-1.6	1021	349	4.8	3	3.3	95	69	21	242	-312	5
212400	4198500	2847500	1	3	11	-1.9	1023	342	5	0	3.1	92	124	34	212	-312	5
216000	4198500	2847500	1	3	12	-1.1	1024	2	4.8	0	3	88	135	55	195	-311	5
219600	4198500	2847500	1	3	13	0.2	1024	11	2.9	0	2.9	80	183	38	197	-310	5
223200	4198500	2847500	1	3	14	-0.4	1025	359	4.1	0	2.8	76	121	58	197	-310	5
226800	4198500	2847500	1	3	15	-1.2	1025	358	4.4	0	2.8	79	78	47	196	-308	5
230400	4198500	2847500	1	3	16	-1.8	1025	323	4.7	2	2.7	82	2	25	206	-305	5
234000	4198500	2847500	1	3	17	-2.5	1026	322	4.1	5	2.6	83	0	0	227	-302	5
