#1
#Koordinatensystem : Lambert konform konisch
#Rechtswert        : 3733500 Meter
#Hochwert          : 2675500 Meter
#Hoehenlage        : 171 Meter ueber NN
#Erstellung des Datensatzes im Mai 2016
#
#Art des TRY       : mittleres Jahr
#Bezugszeitraum    : 1995-2012
#Datenbasis        : Beobachtungsdaten Zeitraum 1995-2012
#
#Format: (i7,1x,i7,1x,i2,1x,i2,1x,i2,1x,f5.1,1x,i4,1x,3i,1x,f4.1,1x,i1,1x,f4.1,1x,i3,1x,i4,1x,i4,1x,i3,1x,i4,2x,i1)
#
#Reihenfolge der Parameter:
#RW Rechtswert                                                    [m]       {3670500;3671500..4389500}
#HW Hochwert                                                      [m]       {2242500;2243500..3179500}
#MM Monat                                                                   {1..12}
#DD Tag                                                                     {1..28,30,31}
#HH Stunde (MEZ)                                                            {1..24}
#t  Lufttemperatur in 2m Hoehe ueber Grund                        [GradC]
#p  Luftdruck in Standorthoehe                                    [hPa]
#WR Windrichtung in 10 m Hoehe ueber Grund                        [Grad]    {0..360;999}
#WG Windgeschwindigkeit in 10 m Hoehe ueber Grund                 [m/s]
#N  Bedeckungsgrad                                                [Achtel]  {0..8;9}
#x  Wasserdampfgehalt, Mischungsverhaeltnis                       [g/kg]
#RF Relative Feuchte in 2 m Hoehe ueber Grund                     [Prozent] {1..100}
#B  Direkte Sonnenbestrahlungsstaerke (horiz. Ebene)              [W/m^2]   abwaerts gerichtet: positiv
#D  Diffuse Sonnenbetrahlungsstaerke (horiz. Ebene)               [W/m^2]   abwaerts gerichtet: positiv
#A  Bestrahlungsstaerke d. atm. Waermestrahlung (horiz. Ebene)    [W/m^2]   abwaerts gerichtet: positiv
#E  Bestrahlungsstaerke d. terr. Waermestrahlung                  [W/m^2]   aufwaerts gerichtet: negativ
#IL Qualitaetsbit bezueglich der Auswahlkriterien                           {0;1;2;3;4}
#
#
#     RW      HW MM DD HH     t    p  WR   WG N    x  RF    B    D   A    E IL
#***
double wetter(8761, 18)
0	3733500	2675500	1	1	1	-1.2	1001	198	0.7	6	3.2	88	0	0	225	-287	2
3600	3733500	2675500	1	1	2	-1.5	1001	224	0.5	5	3.0	87	0	0	225	-287	2
7200	3733500	2675500	1	1	3	-1.8	1000	205	0.5	5	2.9	85	0	0	220	-288	2
10800	3733500	2675500	1	1	4	-1.8	999	192	0.6	5	2.8	84	0	0	216	-289	2
14400	3733500	2675500	1	1	5	-1.8	999	178	0.7	5	2.8	83	0	0	226	-290	2
18000	3733500	2675500	1	1	6	-1.5	997	130	0.7	6	2.8	82	0	0	239	-291	2
21600	3733500	2675500	1	1	7	-1.2	996	140	0.9	5	2.8	79	0	0	238	-292	2
25200	3733500	2675500	1	1	8	-1.3	996	134	0.5	6	2.7	78	0	0	240	-294	2
28800	3733500	2675500	1	1	9	-0.8	995	120	1.1	7	2.8	77	0	0	251	-295	2
32400	3733500	2675500	1	1	10	-1.1	995	122	0.5	7	2.8	78	0	16	258	-297	2
36000	3733500	2675500	1	1	11	-0.6	994	167	1.1	7	2.9	79	0	39	259	-299	2
39600	3733500	2675500	1	1	12	-0.6	994	128	0.6	8	2.9	78	0	45	265	-304	2
43200	3733500	2675500	1	1	13	-0.3	993	70	0.5	8	2.9	78	0	58	272	-308	2
46800	3733500	2675500	1	1	14	-0.1	992	115	0.1	8	3.0	79	0	49	275	-310	2
50400	3733500	2675500	1	1	15	0.9	990	150	1.2	7	3.0	76	0	43	274	-310	2
54000	3733500	2675500	1	1	16	1.1	990	130	1.5	8	3.0	73	0	20	278	-310	2
57600	3733500	2675500	1	1	17	1.1	990	130	1.4	8	3.0	72	0	0	288	-309	2
61200	3733500	2675500	1	1	18	1.1	989	110	1.0	8	3.0	72	0	0	290	-307	2
64800	3733500	2675500	1	1	19	0.8	989	109	0.6	8	3.1	76	0	0	291	-307	2
68400	3733500	2675500	1	1	20	0.5	988	90	0.8	7	3.3	80	0	0	284	-307	2
72000	3733500	2675500	1	1	21	0.3	989	110	1.2	8	3.3	84	0	0	285	-306	2
75600	3733500	2675500	1	1	22	0.2	989	110	0.9	8	3.4	85	0	0	293	-306	2
79200	3733500	2675500	1	1	23	0.1	989	100	2.4	8	3.4	86	0	0	294	-306	2
82800	3733500	2675500	1	1	24	0.2	989	80	2.0	8	3.4	86	0	0	295	-305	2
86400	3733500	2675500	1	2	1	0.0	989	70	1.1	8	3.3	85	0	0	295	-305	2
90000	3733500	2675500	1	2	2	-0.2	989	80	1.4	8	3.3	86	0	0	296	-305	2
93600	3733500	2675500	1	2	3	-0.7	989	60	1.5	8	3.3	87	0	0	296	-305	2
97200	3733500	2675500	1	2	4	-1.0	990	70	1.5	7	3.2	87	0	0	287	-306	2
100800	3733500	2675500	1	2	5	-1.1	990	70	1.7	7	3.1	88	0	0	279	-306	2
104400	3733500	2675500	1	2	6	-1.0	991	80	2.4	8	3.1	87	0	0	288	-307	2
108000	3733500	2675500	1	2	7	-0.9	991	100	2.3	8	3.1	86	0	0	296	-307	2
111600	3733500	2675500	1	2	8	-0.7	992	80	2.6	8	3.0	82	0	0	296	-306	2
115200	3733500	2675500	1	2	9	-0.8	993	70	2.4	8	2.9	80	0	0	295	-306	2
118800	3733500	2675500	1	2	10	-0.7	994	70	2.4	7	2.9	80	2	31	283	-306	2
122400	3733500	2675500	1	2	11	-0.4	995	80	3.1	3	2.7	74	102	21	219	-307	2
126000	3733500	2675500	1	2	12	0.2	996	70	3.2	2	2.5	66	138	28	160	-309	2
129600	3733500	2675500	1	2	13	0.2	997	80	2.8	3	2.5	64	69	75	164	-310	2
133200	3733500	2675500	1	2	14	-0.6	997	90	4.0	5	2.5	65	7	75	202	-311	2
136800	3733500	2675500	1	2	15	-0.5	997	80	1.8	7	2.5	66	0	50	249	-312	2
140400	3733500	2675500	1	2	16	-0.2	997	70	1.8	6	2.5	65	35	18	264	-312	2
144000	3733500	2675500	1	2	17	-1.3	998	30	2.4	6	2.5	68	2	7	258	-312	2
147600	3733500	2675500	1	2	18	-2.6	999	40	1.4	2	2.5	74	0	0	232	-312	2
151200	3733500	2675500	1	2	19	-3.0	1000	40	1.3	1	2.4	77	0	0	205	-312	2
154800	3733500	2675500	1	2	20	-3.4	1001	50	1.2	1	2.4	78	0	0	202	-312	2
158400	3733500	2675500	1	2	21	-3.9	1001	80	1.2	0	2.3	78	0	0	199	-312	2
162000	3733500	2675500	1	2	22	-3.9	1002	70	0.9	0	2.2	78	0	0	193	-312	2
165600	3733500	2675500	1	2	23	-4.4	1002	70	0.8	0	2.2	78	0	0	191	-311	2
169200	3733500	2675500	1	2	24	-4.8	1003	30	0.1	2	2.2	79	0	0	199	-311	2
172800	3733500	2675500	1	3	1	-5.1	1003	70	0.4	2	2.1	80	0	0	210	-310	2
176400	3733500	2675500	1	3	2	-4.8	1003	110	0.9	1	2.2	81	0	0	204	-310	2
180000	3733500	2675500	1	3	3	-5.1	1003	0	0.0	0	2.2	82	0	0	192	-309	2
183600	3733500	2675500	1	3	4	-5.6	1003	120	0.1	0	2.1	81	0	0	185	-308	2
187200	3733500	2675500	1	3	5	-5.6	1003	44	0.4	0	2.0	81	0	0	182	-307	2
190800	3733500	2675500	1	3	6	-5.7	1004	190	0.1	1	2.0	81	0	0	185	-306	2
194400	3733500	2675500	1	3	7	-5.7	1003	110	0.4	2	2.0	81	0	0	195	-304	2
198000	3733500	2675500	1	3	8	-5.6	1003	180	0.5	3	2.0	80	0	0	207	-303	2
201600	3733500	2675500	1	3	9	-5.7	1004	160	0.6	3	2.0	79	0	0	212	-302	2
205200	3733500	2675500	1	3	10	-3.9	1004	110	0.8	6	2.1	79	0	24	229	-301	2
208800	3733500	2675500	1	3	11	-2.5	1004	60	0.9	6	2.3	76	0	52	247	-302	2
212400	3733500	2675500	1	3	12	-1.3	1004	110	1.4	6	2.3	70	17	104	249	-305	2
216000	3733500	2675500	1	3	13	-0.8	1003	120	2.2	6	2.3	64	32	116	252	-307	2
219600	3733500	2675500	1	3	14	-0.8	1002	120	2.0	6	2.2	60	38	105	252	-309	2
223200	3733500	2675500	1	3	15	-0.6	1002	100	1.6	7	2.1	59	28	76	258	-310	2
226800	3733500	2675500	1	3	16	-0.8	1002	100	1.4	7	2.1	59	6	35	262	-308	2
230400	3733500	2675500	1	3	17	-1.4	1002	70	1.1	7	2.2	62	0	5	261	-305	2
234000	3733500	2675500	1	3	18	-1.7	1001	350	1.1	7	2.2	65	0	0	259	-300	2
237600	3733500	2675500	1	3	19	-2.2	1001	230	1.5	7	2.2	66	0	0	259	-296	2
241200	3733500	2675500	1	3	20	-2.6	1001	200	1.5	7	2.1	67	0	0	258	-296	2
