#1																			
double wetter(8761, 20)																			
0	0	0	0	0	0	0	0	2.51	2.74	0	0	0	0	0	0	0	0	0	0
3600	0	0	0	0	0	0	0	2.48	1.64	0	0	0	0	0	0	0	0	0	0
7200	0	0	0	0	0	0	0	2.46	0.55	0	0	0	0	0	0	0	0	0	0
10800	0	0	0	0	0	0	0	2.43	-0.55	0	0	0	0	0	0	0	0	0	0
14400	0	0	0	0	0	0	0	2.4	-1.64	0	0	0	0	0	0	0	0	0	0
18000	0	0	0	0	0	0	0	2.38	-2.74	0	0	0	0	0	0	0	0	0	0
21600	0	0	0	0	0	0	0	2.35	-3.83	0	0	0	0	0	0	0	0	0	0
25200	0	0	0	0	0	0	0	2.32	-4.93	0	0	0	0	278.54	77	0	0	0	0
28800	0	0	0	0	0	0	0	1.85	1.47	0	0	0	0	282.36	144	0	0	0	0
32400	0	0	0	0	0	0	0	2.04	2.78	0	0	0	0	261.3	195	0	0	0	0
36000	0	0	0	0	0	0	0	2.23	4.08	0	0	0	0	239.12	224	0	0	0	0
39600	0	0	0	0	0	0	0	2.43	5.39	0	0	0	0	231.22	223	0	0	0	0
43200	0	0	0	0	0	0	0	2.27	4.79	0	0	0	0	222.26	196	0	0	0	0
46800	0	0	0	0	0	0	0	2.11	4.18	0	0	0	0	228.26	143	0	0	0	0
50400	0	0	0	0	0	0	0	1.96	3.58	0	0	0	0	204.83	74	0	0	0	0
54000	0	0	0	0	0	0	0	1.58	2.08	0	0	0	0	0	0	0	0	0	0
57600	0	0	0	0	0	0	0	1.2	0.57	0	0	0	0	0	0	0	0	0	0
61200	0	0	0	0	0	0	0	0.81	-0.94	0	0	0	0	0	0	0	0	0	0
64800	0	0	0	0	0	0	0	0.69	-1.62	0	0	0	0	0	0	0	0	0	0
68400	0	0	0	0	0	0	0	0.57	-2.3	0	0	0	0	0	0	0	0	0	0
72000	0	0	0	0	0	0	0	0.46	-2.98	0	0	0	0	0	0	0	0	0	0
75600	0	0	0	0	0	0	0	0.51	-3.24	0	0	0	0	0	0	0	0	0	0
79200	0	0	0	0	0	0	0	0.56	-3.51	0	0	0	0	0	0	0	0	0	0
82800	0	0	0	0	0	0	0	0.61	-3.77	0	0	0	0	0	0	0	0	0	0
86400	0	0	0	0	0	0	0	0.54	-3.97	0	0	0	0	0	0	0	0	0	0
90000	0	0	0	0	0	0	0	0.47	-4.17	0	0	0	0	0	0	0	0	0	0
93600	0	0	0	0	0	0	0	0.4	-4.37	0	0	0	0	0	0	0	0	0	0
97200	0	0	0	0	0	0	0	0.33	-4.53	0	0	0	0	0	0	0	0	0	0
100800	0	0	0	0	0	0	0	0.26	-4.69	0	0	0	0	0	0	0	0	0	0
104400	0	0	0	0	0	0	0	0.19	-4.86	0	0	0	0	0	0	0	0	0	0
108000	0	0	0	0	0	0	0	0.28	-1.87	0	0	0	0	0	0	0	0	0	0
111600	0	0	0	0	0	0	0	0.36	1.13	0	0	0	0	316.63	75	0	0	0	0
115200	0	0	0	0	0	0	0	0.44	4.12	0	0	0	0	304.41	142	0	0	0	0
118800	0	0	0	0	0	0	0	0.57	5.48	0	0	0	0	283.14	193	0	0	0	0
122400	0	0	0	0	0	0	0	0.7	6.83	0	0	0	0	260.79	222	0	0	0	0
126000	0	0	0	0	0	0	0	0.83	8.19	0	0	0	0	239.38	223	0	0	0	0
129600	0	0	0	0	0	0	0	0.98	7.81	0	0	0	0	223.75	196	0	0	0	0
133200	0	0	0	0	0	0	0	1.13	7.44	0	0	0	0	229.98	143	0	0	0	0
136800	0	0	0	0	0	0	0	1.28	7.06	0	0	0	0	190.61	75	0	0	0	0
140400	0	0	0	0	0	0	0	0.97	5.82	0	0	0	0	0	0	0	0	0	0
144000	0	0	0	0	0	0	0	0.65	4.57	0	0	0	0	0	0	0	0	0	0
147600	0	0	0	0	0	0	0	0.33	3.33	0	0	0	0	0	0	0	0	0	0
151200	0	0	0	0	0	0	0	0.31	2.72	0	0	0	0	0	0	0	0	0	0
154800	0	0	0	0	0	0	0	0.29	2.11	0	0	0	0	0	0	0	0	0	0
158400	0	0	0	0	0	0	0	0.26	1.5	0	0	0	0	0	0	0	0	0	0
